"Index" "DOV.Open" "DOV.High" "DOV.Low" "DOV.Close" "DOV.Volume" "DOV.Adjusted"
"2007-02-14" 33.905579 33.965908 33.697773 33.905579 1819089 24.191036
"2007-02-15" 33.818432 34.053051 33.590519 33.811729 1605763 24.124073
"2007-02-16" 33.664257 33.717884 33.449749 33.543594 1345893 23.932764
"2007-02-20" 33.516781 33.945797 33.416233 33.925686 1202979 24.205393
"2007-02-21" 33.53019 34.093269 33.53019 33.912281 1951709 24.195816
"2007-02-22" 34.03294 34.073158 33.443047 33.483265 1810138 23.889719
"2007-02-23" 33.483265 33.510078 33.067657 33.101173 2114762 23.617105
"2007-02-26" 33.228539 33.288868 32.786118 32.859852 1613073 23.533091
"2007-02-27" 32.658752 32.739193 31.592918 31.881163 2444149 22.83219
"2007-02-28" 31.827536 32.283363 31.733688 32.035339 3971443 22.942602
"2007-03-01" 31.706877 32.33699 31.465555 32.229736 2202330 23.081831
"2007-03-02" 32.109077 32.19622 31.626434 31.626434 1908447 22.649769
"2007-03-05" 31.492369 31.740393 31.284563 31.304674 2332563 22.419329
"2007-03-06" 31.452148 31.659952 31.19742 31.639841 1927542 22.659363
"2007-03-07" 31.505775 31.787315 31.492369 31.586214 1889203 22.620962
"2007-03-08" 31.921383 32.209625 31.780613 31.988417 2239475 22.909004
"2007-03-09" 32.109077 32.269958 31.807426 31.961603 1288310 22.889805
"2007-03-12" 31.87446 32.370506 31.847647 32.303474 1231174 23.134632
"2007-03-13" 32.109077 32.223034 31.418631 31.478962 1796414 22.544151
"2007-03-14" 31.331488 31.740393 30.882362 31.706877 3278059 22.707369
"2007-03-15" 31.706877 32.048748 31.639841 32.001823 1647831 22.918596
"2007-03-16" 32.122482 32.330288 31.760502 31.840942 1885175 22.803381
"2007-03-19" 31.941492 32.283363 31.941492 32.109077 1906657 22.995415
"2007-03-20" 32.062153 32.269958 31.988417 32.142593 1714514 23.019411
"2007-03-21" 32.142593 32.799522 32.008526 32.678864 1260861 23.403479
"2007-03-22" 33.241943 33.241943 32.564903 32.645348 2097755 23.379473
"2007-03-23" 32.678864 32.819633 32.524685 32.719082 1118544 23.432274
"2007-03-26" 32.812927 32.826336 32.269958 32.698971 1229235 23.417879
"2007-03-27" 32.578312 32.712379 32.303474 32.625237 2369261 23.365068
"2007-03-28" 32.377213 32.638641 32.249847 32.410728 2490096 23.211451
"2007-03-29" 32.611828 32.799522 32.437542 32.685566 3083828 23.408281
"2007-03-30" 32.658752 33.168205 32.404026 32.719082 2634054 23.432274
"2007-04-02" 32.799522 32.893372 32.517982 32.578312 2835594 23.331467
"2007-04-03" 32.779411 33.01403 32.665455 32.900074 1655887 23.561897
"2007-04-04" 32.93359 33.181614 32.819633 33.000622 1279956 23.633915
"2007-04-05" 33.047546 33.114578 32.812927 32.946999 1125406 23.595509
"2007-04-09" 32.953701 32.973808 32.598423 32.672157 1118246 23.398672
"2007-04-10" 32.672157 32.745895 32.417431 32.437542 1510587 23.230659
"2007-04-11" 32.383915 32.424133 31.87446 31.981712 2082091 22.9042
"2007-04-12" 31.97501 32.276661 31.780613 32.263252 1251761 23.105829
"2007-04-13" 32.263252 32.404026 32.082264 32.303474 1002334 23.134632
"2007-04-16" 32.363804 32.772709 32.363804 32.772709 941021 23.47068
"2007-04-17" 32.759304 33.034142 32.585014 32.987217 1465534 23.62431
"2007-04-18" 32.879963 32.93359 32.65205 32.833038 1421676 23.513887
"2007-04-19" 33.315681 33.315681 32.511276 32.900074 1326201 23.561897
