"Index" "COP.Open" "COP.High" "COP.Low" "COP.Close" "COP.Volume" "COP.Adjusted"
"2007-05-04" 53.468884 54.086361 53.285927 53.507 11104836 30.438751
"2007-05-07" 53.324043 53.628971 52.942886 53.621346 9066312 30.50378
"2007-05-08" 53.385029 53.781433 53.026741 53.552738 9688232 30.464762
"2007-05-09" 53.407898 53.689957 52.81329 53.446014 15474543 30.404047
"2007-05-10" 53.522247 53.720448 52.371147 52.660828 12943311 29.95738
"2007-05-11" 52.90477 53.781433 52.90477 53.507 14257988 30.438751
"2007-05-14" 53.507 54.048244 53.507 53.911026 14010977 30.66861
"2007-05-15" 53.682331 54.543751 53.682331 53.911026 13104530 30.66861
"2007-05-16" 54.078735 54.787689 53.857666 54.772446 20797135 31.158623
"2007-05-17" 54.520882 56.098877 54.124477 55.839687 20607056 31.948057
"2007-05-18" 56.08363 57.257599 55.450905 57.059395 23021145 32.645897
"2007-05-21" 57.547276 58.545914 57.364323 57.829334 23177642 33.086411
"2007-05-22" 57.17374 58.622143 57.17374 57.821712 18116096 33.082043
"2007-05-23" 58.134262 59.285358 58.126637 58.477303 19036973 33.457146
"2007-05-24" 58.393448 59.110027 56.922176 57.318581 27765368 32.794193
"2007-05-25" 57.74548 58.355331 57.486294 58.256229 15270559 33.33065
"2007-05-29" 58.149506 58.157131 56.922176 57.440552 13853694 32.863972
"2007-05-30" 57.150871 59.064285 57.105133 58.927071 17119528 33.714478
"2007-05-31" 59.171013 59.40733 58.63739 59.026173 17746696 33.771164
"2007-06-01" 59.392082 60.375469 59.361591 60.116283 15130197 34.394852
"2007-06-04" 60.131531 60.916718 59.849472 60.535557 11614991 34.63475
"2007-06-05" 60.291618 60.726135 59.956196 60.44408 10026543 34.582413
"2007-06-06" 59.940952 60.1544 59.346344 59.765617 12944491 34.194241
"2007-06-07" 59.712257 60.169647 58.774609 58.896576 13287525 33.697018
"2007-06-08" 58.477303 58.995678 58.088524 58.919449 14432193 33.710102
"2007-06-11" 59.079533 59.879967 58.728867 59.361591 10085574 33.963058
"2007-06-12" 59.346344 59.605534 58.736492 58.789852 12539935 33.635952
"2007-06-13" 58.934692 59.605534 58.927071 59.270111 17689108 33.910728
"2007-06-14" 59.712257 60.543182 59.460693 60.390717 11042263 34.551876
"2007-06-15" 60.977699 61.564686 60.688023 61.381729 15666851 35.118881
"2007-06-18" 61.534191 62.052567 61.457962 61.511322 9902973 35.19302
"2007-06-19" 61.206394 61.366482 60.817616 61.160656 11506244 34.992378
"2007-06-20" 61.297874 61.579933 59.536922 59.613155 14220864 34.107018
"2007-06-21" 60.162022 60.893848 59.84185 60.733761 13560115 34.748135
"2007-06-22" 60.672775 60.985325 59.582661 60.024807 16291788 34.342533
"2007-06-25" 59.651272 60.627037 59.315849 59.491184 16821490 34.037212
"2007-06-26" 59.765617 59.872341 57.410061 57.783596 22542341 33.060261
"2007-06-27" 56.998409 59.079533 56.823074 58.896576 20131794 33.697018
"2007-06-28" 59.110027 59.453068 58.340088 58.500172 13105579 33.470226
"2007-06-29" 59.445446 59.864719 59.026173 59.84185 14610335 34.237846
"2007-07-02" 60.139153 61.366482 60.131531 60.992947 17804283 34.896431
"2007-07-03" 60.741383 61.793381 60.688023 61.457962 7178645 35.162491
"2007-07-05" 61.534191 61.945843 60.886223 61.534191 16047139 35.2061
"2007-07-06" 61.900105 62.296509 61.67141 61.778133 10261616 35.345661
"2007-07-09" 61.861988 64.59108 61.732395 64.072708 23530382 36.658489
"2007-07-10" 63.920242 66.222443 63.539085 64.126068 29525923 36.689007
"2007-07-11" 64.552963 65.734558 64.47673 65.246674 23350929 37.330166
"2007-07-12" 65.826035 67.579361 65.246674 67.571739 23512673 38.660419
"2007-07-13" 68.1511 69.248833 67.083855 68.738083 18268920 39.327721
"2007-07-16" 68.303566 68.699966 65.315285 66.420639 33744512 38.001854
"2007-07-17" 66.89328 67.388786 65.28479 65.543976 18855946 37.500256
"2007-07-18" 65.162819 66.740814 65.147575 66.626465 17864101 38.119587
"2007-07-19" 67.015251 67.419273 66.54261 66.595978 12353136 38.102139
"2007-07-20" 66.397774 66.458755 65.277168 65.787918 15357268 37.63982
"2007-07-23" 65.704063 65.734558 64.049835 65.277168 15912287 37.347618
"2007-07-24" 64.865517 64.896011 62.387985 62.76152 20865085 35.908298
"2007-07-25" 62.959724 64.758789 61.968712 64.255661 19029890 36.763157
"2007-07-26" 63.279896 64.019348 60.375469 62.365116 24674133 35.681515
"2007-07-27" 61.76289 62.471844 60.276371 60.832863 22963557 34.98016
"2007-07-30" 61.366482 62.319378 60.619411 62.044945 15877656 35.67712
"2007-07-31" 62.830132 63.180798 61.496078 61.625671 16410899 35.436031
"2007-08-01" 61.092049 62.952103 59.735126 61.55706 21978140 35.396576
"2007-08-02" 61.823872 62.128799 60.116283 61.183529 18130526 35.181793
"2007-08-03" 61.000572 62.029697 59.079533 59.148144 19157396 34.011406
"2007-08-06" 59.40733 60.329731 57.356697 60.184891 22262536 34.607552
"2007-08-07" 59.376839 61.7019 58.850838 60.970078 20824157 35.059052
"2007-08-08" 61.076801 62.448971 60.604164 61.496078 15891167 35.361519
"2007-08-09" 59.994312 61.282627 59.628403 59.636024 16635084 34.291943
"2007-08-10" 59.079533 60.070545 57.936058 59.620777 22175564 34.283176
"2007-08-13" 60.238255 61.267384 59.857098 60.375469 14312820 34.717159
"2007-08-14" 60.90147 61.282627 59.879967 60.116283 15047423 34.568096
"2007-08-15" 60.192516 61.06918 58.744114 58.988056 18794948 33.919353
"2007-08-16" 57.943684 59.361591 56.220844 58.911823 29146422 33.875511
"2007-08-17" 60.146774 60.985325 59.514053 60.322109 19568249 34.686462
"2007-08-20" 60.146774 61.290253 59.651272 60.878601 15471394 35.006451
"2007-08-21" 60.261124 60.741383 59.300606 59.643646 15295614 34.296329
"2007-08-22" 59.979069 60.306862 59.544544 60.146774 16117189 34.585651
"2007-08-23" 60.794746 60.878601 59.620777 60.527935 11948580 34.804817
"2007-08-24" 60.825237 61.747643 60.665154 61.549438 11980718 35.392197
"2007-08-27" 61.015816 62.144047 61.000572 61.732395 14288552 35.49741
"2007-08-28" 61.122543 61.480831 59.948574 60.078167 12163320 34.546185
"2007-08-29" 60.627037 62.586189 60.329731 62.334625 12144955 35.843704
"2007-08-30" 61.922974 62.692913 61.595177 61.968712 12321128 35.633282
"2007-08-31" 62.853001 63.127434 62.189785 62.426102 11687271 35.896301
"2007-09-04" 62.288887 64.156563 62.189785 63.638187 11915129 36.593266
"2007-09-05" 63.417114 63.417114 62.083061 62.601437 13089051 35.997116
"2007-09-06" 63.081696 63.958359 62.952103 63.752533 12805835 36.659016
"2007-09-07" 63.081696 63.630562 62.631927 63.127434 11457707 36.299576
"2007-09-10" 63.203667 63.348507 61.694279 62.654797 12573517 36.027798
"2007-09-11" 63.013088 63.927868 61.770512 63.676304 15336017 36.615192
"2007-09-12" 63.33326 65.025604 63.33326 64.682564 13077769 37.193817
"2007-09-13" 65.223808 65.643082 64.690186 64.88076 10311727 37.307781
"2007-09-14" 64.491982 65.490616 64.240417 65.002731 9459587 37.377911
"2007-09-17" 64.575836 65.300034 64.354767 64.59108 9470869 37.141209
"2007-09-18" 64.530098 67.266815 64.217545 66.923775 14467481 38.482552
"2007-09-19" 67.449768 68.227333 67.007622 67.304932 14017667 38.701717
"2007-09-20" 67.503128 67.830925 63.653435 67.396408 9503795 38.75433
"2007-09-21" 67.983391 68.334053 67.396408 67.800438 12698137 38.986656
"2007-09-24" 67.800438 68.410286 67.411652 67.983391 16151951 39.091839
"2007-09-25" 67.137222 67.137222 66.382523 66.54261 13338553 38.263374
"2007-09-26" 67.045738 67.320175 65.719307 66.55024 13280047 38.267765
"2007-09-27" 67.205826 67.465012 66.733192 67.053368 15066051 38.557079
"2007-09-28" 67.205826 67.769943 66.413017 66.908524 9340214 38.473785
"2007-10-01" 66.14621 66.94664 66.024239 66.618843 12942655 38.307213
"2007-10-02" 66.153831 66.153831 64.415749 65.155197 16613964 37.46558
"2007-10-03" 64.331894 64.613953 63.645809 64.08033 15673279 36.847507
"2007-10-04" 63.569576 64.408127 62.82251 63.988853 18757562 36.794926
"2007-10-05" 64.232796 64.453865 63.607693 64.187057 8878595 36.908867
"2007-10-08" 63.691547 64.530098 63.653435 64.286156 10002538 36.965874
"2007-10-09" 64.629196 65.803162 64.37001 65.467743 13744946 37.645313
"2007-10-10" 64.309029 66.595978 64.309029 66.115715 12706008 38.01791
"2007-10-11" 66.382523 66.908524 64.796906 65.345772 15167583 37.575172
"2007-10-12" 65.765053 66.222443 65.162819 65.345772 8677760 37.575172
"2007-10-15" 66.016617 66.214813 65.162819 65.833656 12188506 37.855701
"2007-10-16" 65.711685 67.198204 65.582092 66.931396 16477669 38.486938
"2007-10-17" 67.060989 67.708954 65.864151 66.672203 16318942 38.337883
"2007-10-18" 66.329163 67.243942 66.184326 67.091476 10839985 38.578995
"2007-10-19" 66.832291 66.839912 64.309029 64.850273 14934872 37.290253
"2007-10-22" 64.02697 64.286156 62.205032 63.36375 17359324 36.435463
"2007-10-23" 63.569576 63.981228 62.380363 63.439983 13599468 36.479294
"2007-10-24" 63.439983 63.439983 61.366482 62.243149 19098890 35.7911
"2007-10-25" 62.624306 64.415749 61.96109 63.798271 17230244 36.685322
"2007-10-26" 64.888382 65.04847 63.88213 64.652069 12036732 37.176281
"2007-10-29" 64.804527 64.888382 64.400505 64.514847 8811956 37.27758
"2007-10-30" 63.88213 63.904999 62.853001 63.058826 16354492 36.436275
"2007-10-31" 63.607693 65.193314 62.967346 64.766418 17593347 37.422943
"2007-11-01" 63.729664 64.743546 63.028332 63.432362 15496843 36.652096
"2007-11-02" 63.371376 64.682564 62.853001 64.469109 16268832 37.251156
"2007-11-05" 63.058826 64.796906 63.043579 63.973606 13243973 36.964848
"2007-11-06" 64.02697 65.017982 64.02697 64.903633 13341964 37.502216
"2007-11-07" 64.499603 65.170441 62.776768 62.82251 15673279 36.29974
"2007-11-08" 62.738651 64.94175 62.738651 63.996475 19210392 36.978043
"2007-11-09" 62.997841 63.706795 62.128799 62.936855 16529485 36.365788
"2007-11-12" 62.342247 62.487087 60.070545 60.200138 18372945 34.784473
"2007-11-13" 60.581299 60.848106 58.896576 60.809994 16904788 35.136871
"2007-11-14" 61.351238 62.235523 60.101036 60.505066 15640484 34.960674
"2007-11-15" 60.055298 60.825237 58.744114 59.491184 17940316 34.37484
"2007-11-16" 59.979069 60.779499 59.55217 60.169647 16191043 34.766872
"2007-11-19" 59.879967 60.405964 58.766983 58.797478 14484534 33.974014
"2007-11-20" 59.110027 60.886223 59.110027 60.44408 20189251 34.925446
"2007-11-21" 59.971443 61.076801 59.216751 59.323475 14630667 34.277935
"2007-11-23" 59.597908 60.489819 59.422577 60.314487 6545837 34.850548
"2007-11-26" 60.223007 60.90147 58.401073 58.469681 16494854 33.78458
"2007-11-27" 58.164753 58.202869 56.548641 57.981796 23776081 33.502701
"2007-11-28" 58.141884 59.521675 58.012291 59.247242 21050573 34.233879
"2007-11-29" 59.392082 60.413586 59.254868 60.085793 17729380 34.718414
"2007-11-30" 60.428833 61.595177 59.84185 61.015816 27904418 35.255798
"2007-12-03" 60.230633 61.55706 60.017181 61.175903 13068849 35.348286
"2007-12-04" 60.931961 61.343613 60.49744 60.764252 11577080 35.110432
"2007-12-05" 62.090683 62.342247 61.442715 62.022076 14380509 35.837227
"2007-12-06" 61.900105 63.775402 61.900105 63.500969 11459150 36.691742
"2007-12-07" 63.653435 63.943111 62.685291 63.500969 9183455 36.691742
"2007-12-10" 63.554333 64.034592 63.31039 63.615318 8595773 36.757801
"2007-12-11" 63.615318 64.087952 62.136421 62.27364 13376726 35.982578
"2007-12-12" 63.462852 64.568214 62.830132 63.554333 15668425 36.722588
"2007-12-13" 63.112186 64.606331 62.974972 64.522476 12527866 37.281986
"2007-12-14" 63.866882 64.522476 63.401867 63.493347 12767137 36.687344
"2007-12-17" 63.203667 63.394245 62.182163 62.441349 12471591 36.079475
"2007-12-18" 62.891117 63.943111 62.647175 63.683926 13977264 36.797462
"2007-12-19" 63.82114 64.636818 63.470478 64.179428 11110214 37.083767
"2007-12-20" 64.522476 65.025604 63.920242 64.972237 12366385 37.541866
"2007-12-21" 65.063721 66.382523 65.063721 66.100471 19534273 38.193768
"2007-12-24" 66.336784 66.984756 66.09285 66.466377 5629945 38.405205
"2007-12-26" 66.809425 68.067245 66.54261 67.823303 10250204 39.189236
"2007-12-27" 67.785187 68.074867 67.419273 67.579361 10633115 39.048302
"2007-12-28" 67.846176 68.524635 67.579361 67.945274 9596276 39.259731
"2007-12-31" 67.922401 67.945274 66.855164 67.312553 8596035 38.894123
"2008-01-02" 67.655594 68.387421 66.214813 67 15079169 38.713539
"2008-01-03" 67.091476 67.884293 67.091476 67.274437 11269334 38.872116
"2008-01-04" 66.382523 66.939018 65.101837 65.223808 14580295 37.687233
"2008-01-07" 65.749802 65.932762 63.874504 64.331894 17771620 37.171871
"2008-01-08" 64.682564 65.261925 62.715782 62.898739 16222919 36.343769
"2008-01-09" 62.929234 63.981228 62.631927 63.813519 16939026 36.872356
"2008-01-10" 63.226536 64.232796 63.058826 63.958359 17302917 36.956024
"2008-01-11" 63.493347 64.568214 62.990215 63.302769 14558519 36.577221
"2008-01-14" 64.019348 64.118446 63.203667 63.569576 13133651 36.731392
"2008-01-15" 62.906361 63.615318 61.450336 61.450336 20028950 35.506866
"2008-01-16" 61.175903 61.442715 58.469681 58.766983 29591513 33.956383
"2008-01-17" 58.927071 59.559792 55.732964 56.015022 26460923 32.366249
"2008-01-18" 56.411427 57.28809 54.482765 55.565254 31310090 32.10638
"2008-01-22" 52.561726 54.551373 51.929005 54.261692 37003919 31.353168
"2008-01-23" 53.644215 54.955402 51.723179 54.680965 31989335 31.595425
"2008-01-24" 55.283195 57.128002 55.092617 56.769714 32861020 32.80233
"2008-01-25" 57.966553 58.873707 55.946411 56.510525 22697788 32.652576
"2008-01-28" 56.708729 58.301971 55.832066 58.248608 18141282 33.656857
"2008-01-29" 58.446812 60.001938 58.446812 59.666515 18873262 34.476139
"2008-01-30" 59.529301 61.55706 59.117649 60.322109 19785219 34.854958
"2008-01-31" 59.498806 61.64854 58.888954 61.06918 20729708 35.286625
"2008-02-01" 61.366482 61.618046 60.634659 61.259758 17141435 35.39674
"2008-02-04" 61.267384 61.457962 60.649906 60.802368 13046024 35.132462
"2008-02-05" 59.857098 59.857098 57.997044 58.004665 18628744 33.515903
"2008-02-06" 58.477303 58.736492 55.923542 56.007397 20040887 32.361855
"2008-02-07" 55.694847 57.219482 55.633862 56.807831 18859619 32.824364
"2008-02-08" 56.617252 57.737858 56.617252 57.463421 15129804 33.203171
"2008-02-11" 57.463421 58.812721 57.0289 58.675507 18057065 33.903538
"2008-02-12" 58.584026 59.23962 57.554901 58.240986 15608870 33.652458
"2008-02-13" 58.477303 60.261124 58.18 59.956196 16915676 34.643543
"2008-02-14" 60.344978 61.092049 59.933327 60.192516 15426006 34.780067
"2008-02-15" 60.223007 60.543182 59.216751 60.261124 13971492 34.819725
"2008-02-19" 61.229267 62.410858 60.90147 61.473206 18531016 35.520077
"2008-02-20" 60.817616 62.715782 60.451702 62.205032 13538995 35.942936
"2008-02-21" 62.014454 62.014454 60.588921 60.840485 14397562 35.358147
"2008-02-22" 61.175903 61.518948 60.101036 61.450336 14199219 35.712563
"2008-02-25" 61.450336 62.944477 61.450336 62.70816 11013666 36.443546
"2008-02-26" 62.525204 64.674934 62.319378 64.491982 19828770 37.48024
"2008-02-27" 64.042213 64.674934 63.752533 64.13369 12742344 37.272018
"2008-02-28" 63.798271 65.254295 63.798271 64.949371 12175782 37.746052
"2008-02-29" 64.911255 65.002731 62.662422 63.051205 14160259 36.642921
"2008-03-03" 62.853001 64.255661 62.807262 63.607693 14292750 36.966331
"2008-03-04" 62.891117 63.42474 60.886223 62.128799 22040712 36.106861
"2008-03-05" 62.227901 63.676304 61.709526 62.990215 17354470 36.607487
"2008-03-06" 62.807262 62.997841 60.985325 61.092049 14451083 35.504349
"2008-03-07" 60.794746 60.985325 59.29298 59.735126 17438556 34.715744
"2008-03-10" 59.84185 60.131531 58.866085 58.965187 17665365 34.268307
"2008-03-11" 60.360226 60.916718 59.041416 60.604164 20473384 35.220806
"2008-03-12" 60.207764 60.413586 59.247242 59.704632 16292313 34.698025
"2008-03-13" 58.820347 59.986691 58.744114 59.475937 21381406 34.565109
"2008-03-14" 59.826603 60.245876 58.058029 59.071911 16664075 34.330315
"2008-03-17" 57.63113 58.606895 56.967915 57.844582 21104487 33.617043
"2008-03-18" 59.056664 59.666515 58.286724 59.666515 15046505 34.675869
"2008-03-19" 58.713619 60.207764 55.923542 56.11412 20174690 32.611362
"2008-03-20" 55.45853 57.196609 54.56662 57.044147 26545665 33.151855
"2008-03-24" 57.17374 58.523041 56.723976 57.63113 11997640 33.492981
"2008-03-25" 57.74548 57.829334 56.358063 56.815453 21099109 33.018959
"2008-03-26" 57.28809 58.408695 56.800205 58.172379 21511142 33.807552
"2008-03-27" 58.736492 59.346344 57.653999 57.730232 13434708 33.550587
"2008-03-28" 58.141884 58.34771 57.196609 57.684494 10697787 33.524002
"2008-03-31" 57.821712 58.454433 57.471046 58.096146 12940687 33.763237
"2008-04-01" 57.714989 59.277737 57.570145 59.247242 11253461 34.432205
"2008-04-02" 59.247242 60.489819 58.698376 60.047676 11090406 34.897392
"2008-04-03" 59.460693 60.749008 59.315849 59.750374 11641883 34.724617
"2008-04-04" 59.956196 60.642281 59.933327 60.078167 9487004 34.915104
"2008-04-07" 60.604164 61.107296 59.956196 60.146774 10676667 34.954994
"2008-04-08" 59.605534 60.741383 59.605534 60.581299 8535299 35.207512
"2008-04-09" 60.733761 61.465584 60.451702 60.550804 12120293 35.189781
"2008-04-10" 60.672775 60.985325 59.826603 60.466949 13053501 35.141048
"2008-04-11" 60.360226 60.665154 59.872341 59.910458 8228865 34.817657
"2008-04-14" 60.032429 61.160656 59.918079 60.840485 11420584 35.358147
"2008-04-15" 61.175903 62.083061 61.06918 61.930595 15251013 35.99168
"2008-04-16" 62.044945 63.21891 62.044945 63.127434 14098211 36.687222
"2008-04-17" 62.296509 63.569576 62.220276 63.127434 10965523 36.687222
"2008-04-18" 63.386623 64.034592 62.837753 63.950737 14167080 37.165703
"2008-04-21" 63.943111 64.659691 63.699173 64.293777 11412582 37.365067
"2008-04-22" 64.187057 64.949371 64.042213 64.713051 11700126 37.608723
"2008-04-23" 64.766418 64.896011 64.019348 64.400505 13159363 37.427086
"2008-04-24" 63.744911 64.110825 62.776768 63.188419 18780649 36.722675
"2008-04-25" 63.676304 64.187057 63.386623 63.706795 14098343 37.02393
"2008-04-28" 63.76778 64.743546 63.752533 64.37001 14733381 37.409344
"2008-04-29" 64.179428 65.482994 64.179428 65.139954 17849540 37.856831
"2008-04-30" 65.322906 66.077599 65.025604 65.673569 16848512 38.166946
"2008-05-01" 64.979866 66.25293 64.202301 66.047104 19958638 38.384022
"2008-05-02" 66.19957 66.702698 65.719307 66.230064 11751811 38.490345
"2008-05-05" 66.321541 67.083855 66.291046 66.458755 10902557 38.623257
"2008-05-06" 66.695076 67.907158 66.557861 67.647972 21960693 39.314396
"2008-05-07" 67.670837 68.128227 66.778931 67.015251 20276091 38.946671
"2008-05-08" 67.083855 68.227333 66.984756 68.189217 17786837 39.628929
"2008-05-09" 68.227333 68.303566 66.923775 67.625099 14395463 39.301094
"2008-05-12" 67.449768 67.701332 66.801804 67.533623 12445486 39.247936
"2008-05-13" 67.396408 68.120605 67.007622 67.556496 16063143 39.261208
"2008-05-14" 67.678467 68.585625 67.327797 67.495506 18784191 39.225769
"2008-05-15" 68.166344 68.524635 66.939018 68.082489 17076239 39.566914
"2008-05-16" 68.471275 70.247475 68.425537 70.117874 21970400 40.749794
"2008-05-19" 70.407555 71.314713 70.232224 70.666748 14394283 41.068787
"2008-05-20" 71.18512 71.764481 70.941177 71.314713 20832946 41.445354
"2008-05-21" 71.42144 72.473434 70.56002 70.765846 28363414 41.126369
"2008-05-22" 70.575264 71.23848 69.569008 70.133125 26281208 40.96608
"2008-05-23" 70.438049 70.659119 69.01252 69.675735 22316844 40.698906
"2008-05-27" 69.11924 69.325066 68.356926 69.134491 18038176 40.382751
"2008-05-28" 68.616112 70.56002 68.501762 70.56002 18317062 41.215424
"2008-05-29" 70.27034 70.61338 69.004898 69.340317 21119310 40.502972
"2008-05-30" 69.652863 70.971672 69.378433 70.971672 31812637 41.455891
"2008-06-02" 70.361816 70.96405 69.767212 70.857323 17439737 41.389091
"2008-06-03" 70.765846 71.268974 69.820572 69.86631 18605656 40.810215
"2008-06-04" 69.599503 69.767212 67.7547 67.991013 21058181 39.71484
"2008-06-05" 68.112984 71.695869 68.112984 71.520538 20433506 41.776482
"2008-06-06" 71.733986 72.984184 70.171242 70.262718 26957043 41.041779
"2008-06-09" 70.880196 73.060417 70.842079 72.603027 18055885 42.408798
"2008-06-10" 72.237114 72.359085 70.072136 70.796341 18528786 41.353474
"2008-06-11" 71.42144 72.237114 70.910683 71.718742 17319052 41.892262
"2008-06-12" 71.268974 71.268974 69.942543 70.50666 18845977 41.184254
"2008-06-13" 70.079758 72.183754 69.835823 71.855957 15376945 41.972408
"2008-06-16" 72.22187 73.075668 71.962685 72.099899 13948667 42.114891
