"Index" "CNC.Open" "CNC.High" "CNC.Low" "CNC.Close" "CNC.Volume" "CNC.Adjusted"
"2011-03-15" 7.2475 7.5075 7.2075 7.4275 1045600 7.4275
"2011-03-16" 7.385 7.47 7.255 7.2625 1459200 7.2625
"2011-03-17" 7.375 7.4325 7.285 7.3225 968400 7.3225
"2011-03-18" 7.4 7.4875 7.3575 7.3825 1711200 7.3825
"2011-03-21" 7.4825 7.59 7.4825 7.5725 788800 7.5725
"2011-03-22" 7.6125 7.6375 7.475 7.515 896400 7.515
"2011-03-23" 7.485 7.5075 7.385 7.5 724000 7.5
"2011-03-24" 7.55 7.7425 7.5 7.715 807600 7.715
"2011-03-25" 7.76 7.8675 7.715 7.7625 572000 7.7625
"2011-03-28" 7.8 7.905 7.75 7.8675 1361600 7.8675
"2011-03-29" 7.845 8.07 7.845 8.0575 1233200 8.0575
"2011-03-30" 8.08 8.1925 8.06 8.18 1228400 8.18
"2011-03-31" 8.1675 8.2475 8.105 8.245 1197600 8.245
"2011-04-01" 8.2825 8.4425 8.255 8.375 1201600 8.375
"2011-04-04" 8.395 8.5175 8.395 8.4925 943200 8.4925
"2011-04-05" 8.4575 8.47 8.345 8.3575 1358800 8.3575
"2011-04-06" 8.3825 8.4 8.235 8.235 1160800 8.235
"2011-04-07" 8.25 8.33 8.165 8.17 1402400 8.17
"2011-04-08" 8.24 8.275 7.93 8.0275 1511200 8.0275
"2011-04-11" 8.035 8.09 7.9675 8.0375 850000 8.0375
"2011-04-12" 8.025 8.1175 7.9625 8.005 1065200 8.005
"2011-04-13" 8.0625 8.1025 7.97 8.0725 990000 8.0725
"2011-04-14" 7.995 8.0875 7.965 8.0725 644800 8.0725
"2011-04-15" 8.0425 8.21 8.0075 8.165 698000 8.165
"2011-04-18" 8.05 8.05 7.835 7.865 780000 7.865
"2011-04-19" 7.895 8.02 7.8375 7.98 823600 7.98
"2011-04-20" 8.1175 8.17 7.9 8.035 1360000 8.035
"2011-04-21" 8.1525 8.3325 8.1325 8.235 656400 8.235
"2011-04-25" 8.2075 8.225 8.02 8.0375 1419600 8.0375
"2011-04-26" 8.0925 8.87 8.0925 8.545 3545600 8.545
"2011-04-27" 8.65 8.985 8.5025 8.915 2232000 8.915
"2011-04-28" 8.8125 9.0025 8.8075 8.95 1313600 8.95
"2011-04-29" 8.93 9.1 8.84 9.0575 1468000 9.0575
"2011-05-02" 9.12 9.215 9.0925 9.1 1662800 9.1
"2011-05-03" 9.0875 9.0875 8.84 8.875 1008000 8.875
"2011-05-04" 8.8725 8.925 8.64 8.64 2102000 8.64
"2011-05-05" 8.595 8.695 8.51 8.555 2716400 8.555
"2011-05-06" 8.6975 8.855 8.6525 8.695 1847200 8.695
"2011-05-09" 8.75 9.01 8.695 8.825 2154000 8.825
"2011-05-10" 8.875 8.9225 8.7975 8.8875 2078400 8.8875
"2011-05-11" 8.88 9.8125 8.83 9.3075 10004000 9.3075
"2011-05-12" 9.295 9.295 8.6225 8.6375 4149200 8.6375
"2011-05-13" 8.6775 8.8 8.6075 8.7225 1818400 8.7225
"2011-05-16" 8.6425 8.8325 8.54 8.6225 1811200 8.6225
"2011-05-17" 8.53 8.635 8.5 8.5775 2407600 8.5775
"2011-05-18" 8.5725 8.7675 8.5475 8.7525 1650800 8.7525
"2011-05-19" 8.8075 9.0125 8.7925 8.9525 1716800 8.9525
"2011-05-20" 8.91 8.91 8.6775 8.81 1948800 8.81
"2011-05-23" 8.67 8.67 8.485 8.5525 1224800 8.5525
"2011-05-24" 8.5525 8.605 8.4075 8.5525 1954000 8.5525
"2011-05-25" 8.495 8.625 8.45 8.5275 1745600 8.5275
"2011-05-26" 8.5 8.69 8.5 8.675 1240800 8.675
"2011-05-27" 8.735 8.7475 8.64 8.6675 1823200 8.6675
"2011-05-31" 8.78 8.8275 8.66 8.7 2255600 8.7
"2011-06-01" 8.6925 8.7325 8.475 8.5375 3285600 8.5375
"2011-06-02" 8.535 8.78 8.495 8.735 1630400 8.735
"2011-06-03" 8.59 8.745 8.565 8.6 2258800 8.6
"2011-06-06" 8.575 8.575 8.395 8.4125 1808000 8.4125
"2011-06-07" 8.46 8.5225 8.3725 8.47 2816800 8.47
"2011-06-08" 8.4175 8.5225 8.34 8.45 2361200 8.45
"2011-06-09" 8.4675 8.58 8.39 8.41 2126800 8.41
"2011-06-10" 8.3725 8.3725 8.0375 8.245 3186800 8.245
"2011-06-13" 8.345 8.3875 8.2625 8.29 1935200 8.29
"2011-06-14" 8.38 8.55 8.345 8.4875 1973600 8.4875
"2011-06-15" 8.425 8.535 8.3275 8.3275 2393600 8.3275
"2011-06-16" 8.355 8.425 8.1975 8.3175 1904400 8.3175
"2011-06-17" 8.3825 8.4625 8.1325 8.16 1835600 8.16
"2011-06-20" 8.1275 8.4825 8.1275 8.37 1193200 8.37
"2011-06-21" 8.4425 8.6025 8.425 8.58 1916800 8.58
"2011-06-22" 8.5425 8.675 8.4575 8.4675 1378000 8.4675
"2011-06-23" 8.3725 8.6525 8.2625 8.5825 1651600 8.5825
"2011-06-24" 8.585 8.615 8.43 8.4625 3145600 8.4625
"2011-06-27" 8.4625 8.6425 8.38 8.6175 959200 8.6175
"2011-06-28" 8.67 8.9375 8.6475 8.9175 1216800 8.9175
"2011-06-29" 8.9425 8.9575 8.755 8.94 1271200 8.94
"2011-06-30" 8.9625 8.9975 8.8625 8.8825 1123600 8.8825
"2011-07-01" 8.9 9.0125 8.8525 8.9825 1294400 8.9825
"2011-07-05" 9.01 9.1225 8.9175 9.1025 1177200 9.1025
"2011-07-06" 9.0725 9.225 9 9.1875 1566800 9.1875
"2011-07-07" 9.265 9.8375 9.1925 9.4675 7061200 9.4675
"2011-07-08" 9.38 9.38 9.0725 9.25 2540800 9.25
"2011-07-11" 9.105 9.1375 9 9.035 1137200 9.035
"2011-07-12" 9.005 9.1825 8.98 9.095 1351600 9.095
"2011-07-13" 9.1225 9.245 9.0575 9.0925 2032400 9.0925
"2011-07-14" 9.1125 9.14 8.925 8.9475 1466000 8.9475
"2011-07-15" 8.97 9.025 8.76 8.8175 3199200 8.8175
"2011-07-18" 8.7775 8.8375 8.67 8.71 1098400 8.71
"2011-07-19" 8.7825 8.85 8.6675 8.815 2186000 8.815
"2011-07-20" 8.835 8.905 8.715 8.8475 530800 8.8475
"2011-07-21" 8.905 9.0975 8.8975 9.0225 954800 9.0225
"2011-07-22" 9.0175 9.0425 8.875 8.925 2096000 8.925
"2011-07-25" 8.835 9.1825 8.55 8.5625 6509600 8.5625
"2011-07-26" 9.015 9.3975 8.875 9.0825 5527600 9.0825
"2011-07-27" 9.2475 9.2475 8.8275 8.8425 3416000 8.8425
"2011-07-28" 8.8475 8.945 8.765 8.7875 2024800 8.7875
"2011-07-29" 8.4025 8.585 7.6725 8.2025 8560400 8.2025
"2011-08-01" 8.3175 8.57 7.7775 7.8975 5817600 7.8975
"2011-08-02" 8.2375 8.2725 7.63 7.675 7759200 7.675
"2011-08-03" 7.705 7.7975 7.3875 7.71 4556400 7.71
"2011-08-04" 7.5925 7.725 7.415 7.4175 4513600 7.4175
"2011-08-05" 7.485 7.5425 7.1275 7.225 2976000 7.225
"2011-08-08" 6.995 7.1575 6.56 6.58 4872400 6.58
"2011-08-09" 6.7125 7.005 6.41 7.0025 4355200 7.0025
"2011-08-10" 6.805 6.9925 6.6725 6.71 3978400 6.71
"2011-08-11" 6.785 7.385 6.715 7.225 4492800 7.225
"2011-08-12" 7.3025 7.4825 7.1475 7.425 2548000 7.425
"2011-08-15" 7.5025 7.6325 7.2975 7.6175 2716800 7.6175
"2011-08-16" 7.4975 7.62 7.3625 7.565 2276400 7.565
"2011-08-17" 7.62 7.79 7.555 7.61 3240800 7.61
"2011-08-18" 7.3075 7.3625 7.0925 7.1725 1961600 7.1725
"2011-08-19" 7.0175 7.3 6.965 7.155 1940000 7.155
"2011-08-22" 7.36 7.3625 6.9875 7.04 1612800 7.04
"2011-08-23" 7.085 7.49 7.0325 7.4775 1609200 7.4775
"2011-08-24" 7.4525 7.595 7.3375 7.575 1065200 7.575
"2011-08-25" 7.63 7.6875 7.295 7.3425 1610800 7.3425
"2011-08-26" 7.2725 7.6325 7.0675 7.59 1278000 7.59
"2011-08-29" 7.7025 7.875 7.645 7.8575 1197600 7.8575
"2011-08-30" 7.7725 8.0075 7.6675 7.9625 1242800 7.9625
"2011-08-31" 8.015 8.2325 7.8525 7.9725 2112800 7.9725
"2011-09-01" 8.0025 8.225 7.88 7.915 1961200 7.915
"2011-09-02" 7.7025 7.875 7.69 7.72 1711600 7.72
"2011-09-06" 7.4625 7.7175 7.415 7.6975 1516000 7.6975
"2011-09-07" 7.8225 8.02 7.7575 7.9925 1050800 7.9925
"2011-09-08" 7.9525 8.0075 7.7475 7.775 2178400 7.775
"2011-09-09" 7.68 7.805 7.41 7.4625 2113200 7.4625
"2011-09-12" 7.295 7.565 7.2475 7.3975 1992400 7.3975
"2011-09-13" 7.4 7.56 7.3075 7.51 3313200 7.51
"2011-09-14" 7.6075 7.62 7.2825 7.4 4779200 7.4
"2011-09-15" 7.5 7.77 7.4525 7.7525 4273200 7.7525
"2011-09-16" 7.4725 7.85 7.4725 7.8475 3084800 7.8475
"2011-09-19" 7.7025 7.87 7.6475 7.7875 1424000 7.7875
"2011-09-20" 7.8325 8.075 7.77 7.8025 1758800 7.8025
"2011-09-21" 7.805 8.0275 7.5525 7.565 3476800 7.565
"2011-09-22" 7.29 7.5675 7.2175 7.315 2539600 7.315
"2011-09-23" 7.295 7.465 7.225 7.3975 1525600 7.3975
"2011-09-26" 7.4675 7.63 7.3575 7.55 1718800 7.55
"2011-09-27" 7.715 7.9175 7.6175 7.755 1984000 7.755
"2011-09-28" 7.7525 7.795 7.4325 7.435 2259200 7.435
"2011-09-29" 7.635 7.6375 7.11 7.2975 2324400 7.2975
"2011-09-30" 7.19 7.39 7.1525 7.1675 1754400 7.1675
"2011-10-03" 7.125 7.235 6.6325 6.635 3066000 6.635
"2011-10-04" 6.5475 6.7975 6.32 6.78 3222800 6.78
"2011-10-05" 6.7825 6.945 6.665 6.8825 2053200 6.8825
"2011-10-06" 6.885 7.055 6.8375 7.0475 1775600 7.0475
"2011-10-07" 7.065 7.065 6.75 6.8425 2502800 6.8425
"2011-10-10" 7.0075 7.165 7 7.1175 1903200 7.1175
"2011-10-11" 7.0775 7.1225 6.9775 7.045 2208000 7.045
"2011-10-12" 7.1325 7.145 7.0325 7.05 2157600 7.05
"2011-10-13" 7.015 7.1425 6.965 7.105 2523200 7.105
"2011-10-14" 7.2025 7.2825 7.0775 7.1275 860800 7.1275
"2011-10-17" 7.06 7.0925 6.7975 6.825 2457600 6.825
"2011-10-18" 6.79 6.99 6.7275 6.8575 4927200 6.8575
"2011-10-19" 6.86 7.0525 6.8125 6.85 2767200 6.85
"2011-10-20" 6.8425 6.9775 6.7075 6.96 2526000 6.96
"2011-10-21" 7.105 7.105 6.98 7.0575 2005200 7.0575
"2011-10-24" 7.3025 7.365 7.1475 7.2675 3286800 7.2675
"2011-10-25" 7.2675 8.175 7.1075 7.935 7476800 7.935
"2011-10-26" 8.14 8.2975 7.965 8.185 4478400 8.185
"2011-10-27" 8.3825 8.7225 8.3525 8.6975 4278800 8.6975
"2011-10-28" 8.64 8.94 8.5875 8.89 4052800 8.89
"2011-10-31" 8.7675 9.0075 8.7375 8.7875 3993600 8.7875
"2011-11-01" 8.45 8.725 8.38 8.575 4136800 8.575
"2011-11-02" 8.74 8.7425 8.56 8.715 1977200 8.715
"2011-11-03" 8.8175 8.825 8.6475 8.7875 1458000 8.7875
"2011-11-04" 8.71 8.895 8.64 8.83 912000 8.83
"2011-11-07" 8.825 8.8325 8.58 8.815 1290400 8.815
"2011-11-08" 8.8975 8.9425 8.705 8.865 1405200 8.865
"2011-11-09" 8.63 8.76 8.5425 8.565 1405200 8.565
"2011-11-10" 8.6975 8.7075 8.48 8.555 970800 8.555
"2011-11-11" 8.655 8.8725 8.6025 8.865 2062000 8.865
"2011-11-14" 8.8425 8.9225 8.7225 8.8675 1102000 8.8675
"2011-11-15" 8.825 9.145 8.825 9.085 1993600 9.085
"2011-11-16" 8.99 9.17 8.9575 9.0525 3756000 9.0525
"2011-11-17" 9.1325 9.225 9.0225 9.08 5357200 9.08
"2011-11-18" 9.095 9.1275 8.98 9.125 2755600 9.125
"2011-11-21" 8.9525 9.085 8.86 9.07 1814400 9.07
"2011-11-22" 9.085 9.225 9.0025 9.1725 1947200 9.1725
"2011-11-23" 9.115 9.1825 8.9925 9.0075 2226800 9.0075
"2011-11-25" 8.935 9.0175 8.74 8.7425 582400 8.7425
"2011-11-28" 9.0125 9.3375 8.985 9.1825 1753200 9.1825
"2011-11-29" 9.17 9.235 8.98 9.235 1997600 9.235
"2011-11-30" 9.535 9.68 9.3475 9.6775 2472800 9.6775
"2011-12-01" 9.5875 9.75 9.5725 9.58 1833200 9.58
"2011-12-02" 9.7175 9.7675 9.365 9.4425 1884800 9.4425
"2011-12-05" 9.645 9.735 9.575 9.67 2473600 9.67
"2011-12-06" 9.635 9.7075 9.4675 9.4875 1664000 9.4875
"2011-12-07" 9.4525 9.6125 9.36 9.5525 1520000 9.5525
"2011-12-08" 9.4775 9.4775 9.1225 9.145 1668000 9.145
"2011-12-09" 9.1475 9.4425 9.1025 9.39 1683600 9.39
"2011-12-12" 9.2775 9.2775 9.0325 9.08 1282000 9.08
"2011-12-13" 9.14 9.245 8.9225 8.9425 1872400 8.9425
"2011-12-14" 8.8175 8.9375 8.7675 8.84 2220400 8.84
"2011-12-15" 8.9275 8.9525 8.765 8.9075 1822000 8.9075
"2011-12-16" 9.725 9.725 9.3575 9.5775 4339600 9.5775
"2011-12-19" 9.69 9.8275 9.5675 9.61 2962000 9.61
"2011-12-20" 9.8 10.0675 9.725 10.0525 2001200 10.0525
"2011-12-21" 10.055 10.1475 9.8375 9.965 1423200 9.965
"2011-12-22" 10 10.0225 9.9125 9.935 1898400 9.935
"2011-12-23" 9.965 10.0125 9.9325 10.0025 1228800 10.0025
"2011-12-27" 9.9925 10.2025 9.99 10.135 606000 10.135
"2011-12-28" 10.12 10.1625 9.8325 9.845 1026400 9.845
"2011-12-29" 9.9075 10.1175 9.8875 10.04 1503600 10.04
"2011-12-30" 10.0475 10.0575 9.875 9.8975 999600 9.8975
"2012-01-03" 10.17 10.235 9.945 10.0025 1574800 10.0025
"2012-01-04" 9.9175 9.96 9.8225 9.8375 974400 9.8375
"2012-01-05" 9.815 10.3125 9.7425 10.275 1668000 10.275
"2012-01-06" 10.2525 10.6775 10.2 10.59 2710000 10.59
"2012-01-09" 10.6275 10.9075 10.59 10.9 3652000 10.9
"2012-01-10" 10.975 11.04 10.835 10.9 2146400 10.9
"2012-01-11" 10.855 11.0875 10.82 10.9725 1663200 10.9725
"2012-01-12" 10.955 11.025 10.905 11.015 1642000 11.015
"2012-01-13" 10.8775 11.0075 10.8275 10.9675 1570800 10.9675
"2012-01-17" 11.0225 11.1725 10.995 11.1225 2699600 11.1225
"2012-01-18" 11.1425 11.22 11.03 11.1425 2338000 11.1425
"2012-01-19" 11.1725 11.1825 11.04 11.09 1982800 11.09
"2012-01-20" 11.095 11.1475 10.8475 10.9675 1163600 10.9675
"2012-01-23" 10.9425 10.9575 10.7275 10.8425 2683600 10.8425
"2012-01-24" 10.825 11.015 10.7825 11.0075 2014000 11.0075
"2012-01-25" 10.95 10.9975 10.6975 10.915 2263200 10.915
"2012-01-26" 10.9175 10.92 10.6875 10.7525 1509200 10.7525
"2012-01-27" 10.725 11.125 10.705 11.07 1064400 11.07
"2012-01-30" 10.9775 10.99 10.8325 10.9375 798400 10.9375
"2012-01-31" 11.025 11.3625 11 11.3 3313600 11.3
"2012-02-01" 11.385 11.78 11.3425 11.585 3014400 11.585
"2012-02-02" 11.5125 11.6675 11.4975 11.66 2731200 11.66
"2012-02-03" 11.8175 11.8475 11.4825 11.57 1928000 11.57
"2012-02-06" 11.4875 11.5975 11.3325 11.4 2480800 11.4
"2012-02-07" 11.305 11.575 11.04 11.4425 4580000 11.4425
"2012-02-08" 11.475 11.915 11.4125 11.915 3525200 11.915
"2012-02-09" 11.905 12.0425 11.705 11.77 2296400 11.77
"2012-02-10" 11.6625 11.9925 11.57 11.83 1901600 11.83
"2012-02-13" 11.9225 12.3225 11.875 12.2675 2373600 12.2675
"2012-02-14" 12.195 12.275 12.1125 12.1675 1544000 12.1675
"2012-02-15" 12.4075 12.5 12.12 12.175 2652400 12.175
"2012-02-16" 12.17 12.45 12.1475 12.4375 1880000 12.4375
"2012-02-17" 12.52 12.59 12.3825 12.435 1547600 12.435
"2012-02-21" 12.435 12.5375 12.33 12.4425 1611600 12.4425
"2012-02-22" 12.4125 12.47 12.0975 12.1275 2715600 12.1275
"2012-02-23" 12.1725 12.2825 12.0925 12.12 1893600 12.12
"2012-02-24" 12.1475 12.26 12.1475 12.225 1287200 12.225
"2012-02-27" 12.1675 12.275 12.0425 12.1475 1341200 12.1475
"2012-02-28" 12.1875 12.385 12.1025 12.31 2513600 12.31
"2012-02-29" 12.3275 12.3475 12.1875 12.2 2650000 12.2
"2012-03-01" 12.24 12.3525 12.12 12.26 1663600 12.26
"2012-03-02" 12.255 12.2725 11.575 11.6475 5368400 11.6475
"2012-03-05" 11.5925 11.725 11.565 11.64 2758000 11.64
"2012-03-06" 11.51 11.595 11.325 11.37 1840000 11.37
"2012-03-07" 11.425 11.545 11.38 11.4675 1044800 11.4675
"2012-03-08" 11.5225 11.595 11.415 11.515 1720400 11.515
"2012-03-09" 11.5 11.7 11.4975 11.695 1834800 11.695
"2012-03-12" 11.685 11.6925 11.395 11.4025 1752800 11.4025
"2012-03-13" 11.47 11.5225 11.32 11.4125 2759200 11.4125
"2012-03-14" 11.365 11.4775 11.3075 11.37 2516800 11.37
"2012-03-15" 11.3925 11.7125 11.385 11.5725 2300000 11.5725
"2012-03-16" 11.5575 11.63 11.345 11.365 2379200 11.365
"2012-03-19" 11.31 11.5325 11.2525 11.48 2690800 11.48
"2012-03-20" 11.4075 11.4425 11.17 11.19 2395600 11.19
"2012-03-21" 11.19 11.2125 11.03 11.175 2770000 11.175
"2012-03-22" 11.1025 11.17 10.98 11.1 3221600 11.1
"2012-03-23" 11.09 11.245 11.04 11.2225 3661200 11.2225
"2012-03-26" 11.2775 12.0975 11.2775 11.975 5604400 11.975
"2012-03-27" 11.975 12.0025 11.645 11.6925 3191600 11.6925
"2012-03-28" 11.6825 11.945 11.5675 11.9325 3860800 11.9325
"2012-03-29" 11.8225 12.0125 11.655 11.8625 3572400 11.8625
"2012-03-30" 12.04 12.3975 11.935 12.2425 3924000 12.2425
"2012-04-02" 12.1925 12.405 12.1225 12.36 2028400 12.36
"2012-04-03" 12.3675 12.6 12.3475 12.5175 2186400 12.5175
"2012-04-04" 12.3625 12.4225 12.25 12.4 1366800 12.4
"2012-04-05" 12.3275 12.745 12.3225 12.7 2489600 12.7
"2012-04-09" 11.4325 11.65 10.73 10.7425 11366000 10.7425
"2012-04-10" 10.7125 10.8325 10.1025 10.3175 9363200 10.3175
"2012-04-11" 10.4225 10.575 10.3225 10.47 5188400 10.47
"2012-04-12" 10.52 10.9925 10.425 10.925 4704000 10.925
"2012-04-13" 10.8525 11.0525 10.7575 11.0075 2960000 11.0075
"2012-04-16" 11.0725 11.0975 10.7375 10.7675 2930800 10.7675
"2012-04-17" 10.8325 11.125 10.8125 11.005 2540000 11.005
"2012-04-18" 10.955 11.0475 10.8125 10.975 1715200 10.975
"2012-04-19" 10.96 11.41 10.96 11.4075 3049600 11.4075
"2012-04-20" 11.63 11.7225 11.52 11.6 4312000 11.6
"2012-04-23" 11.385 11.385 11.1375 11.215 2620000 11.215
"2012-04-24" 10.2775 10.7175 10.2125 10.55 10854800 10.55
"2012-04-25" 10.845 11.075 10.535 10.5375 3696400 10.5375
"2012-04-26" 10.5325 10.7325 10.3725 10.5425 4043600 10.5425
"2012-04-27" 10.515 10.515 9.8225 10.015 10078000 10.015
"2012-04-30" 9.9625 10.0125 9.8675 9.8975 3772800 9.8975
"2012-05-01" 9.9275 10.2175 9.9025 10.09 4567200 10.09
"2012-05-02" 10.0675 10.305 9.96 10.0875 4138800 10.0875
"2012-05-03" 9.985 10.0575 9.85 9.905 4759200 9.905
"2012-05-04" 9.8525 9.9175 9.49 9.505 3470400 9.505
"2012-05-07" 9.505 9.73 9.4425 9.5775 3212000 9.5775
"2012-05-08" 9.52 9.6 9.36 9.52 4912400 9.52
"2012-05-09" 9.39 9.475 9.2775 9.3425 3470800 9.3425
"2012-05-10" 9.5475 9.5875 9.3875 9.4175 2731600 9.4175
"2012-05-11" 9.3425 9.4375 9.28 9.2975 1724800 9.2975
"2012-05-14" 9.2025 9.2775 9.0775 9.1075 3149600 9.1075
"2012-05-15" 9.095 9.315 9.06 9.1225 3401600 9.1225
"2012-05-16" 9.175 9.255 8.94 8.94 2688800 8.94
"2012-05-17" 8.9775 9.055 8.75 8.755 3406000 8.755
"2012-05-18" 8.7725 8.9125 8.5925 8.63 2415200 8.63
"2012-05-21" 8.6375 8.99 8.615 8.975 2768800 8.975
"2012-05-22" 8.9425 9.005 8.7 8.7475 3300000 8.7475
"2012-05-23" 8.68 8.825 8.5975 8.7925 2220000 8.7925
"2012-05-24" 8.7425 9.22 8.7375 9.0275 5150800 9.0275
"2012-05-25" 9.025 9.335 8.955 9.325 3546000 9.325
"2012-05-29" 9.435 9.435 9.18 9.255 2872000 9.255
"2012-05-30" 9.145 9.2375 9.1275 9.2075 2601600 9.2075
"2012-05-31" 9.2225 9.2225 8.835 9.035 5686000 9.035
"2012-06-01" 8.8675 8.955 8.6625 8.6875 2448000 8.6875
"2012-06-04" 8.6875 8.755 8.53 8.6525 2443200 8.6525
"2012-06-05" 8.6125 8.945 8.5775 8.9175 1638400 8.9175
"2012-06-06" 9.0175 9.335 8.9625 9.3325 4094400 9.3325
"2012-06-07" 8.38 8.5 7.725 8.21 21018400 8.21
"2012-06-08" 9.02 9.1125 8.8175 8.8675 9617200 8.8675
"2012-06-11" 6.375 7.1225 6.065 6.895 54245200 6.895
"2012-06-12" 6.845 6.9275 6.6225 6.725 10176800 6.725
"2012-06-13" 6.7525 6.9325 6.6725 6.71 5074800 6.71
"2012-06-14" 6.7025 7.1275 6.7025 7.05 6990000 7.05
"2012-06-15" 7.0425 7.1125 6.95 7.05 5820400 7.05
"2012-06-18" 7.0175 7.1075 6.9525 7.0875 4475600 7.0875
"2012-06-19" 7.17 7.31 7.1225 7.2625 5378000 7.2625
"2012-06-20" 7.2375 7.4975 7.185 7.475 6186400 7.475
"2012-06-21" 7.485 7.765 7.4525 7.6125 8283200 7.6125
"2012-06-22" 7.655 7.6875 7.5175 7.6625 7307600 7.6625
"2012-06-25" 7.5875 7.6 7.3725 7.435 2792000 7.435
"2012-06-26" 7.4325 7.64 7.29 7.5775 3990800 7.5775
"2012-06-27" 7.3375 7.81 7.2875 7.4775 7704400 7.4775
"2012-06-28" 7.44 8.295 7.25 7.6475 21378400 7.6475
"2012-06-29" 7.89 7.9375 7.4875 7.54 6515600 7.54
"2012-07-02" 7.5925 7.645 7.345 7.4725 4795600 7.4725
"2012-07-03" 7.465 7.4675 7.3825 7.425 1586400 7.425
"2012-07-05" 7.44 7.4925 7.4125 7.435 2328400 7.435
"2012-07-06" 7.375 7.4275 7.215 7.2325 3526000 7.2325
"2012-07-09" 8.09 8.7875 8.05 8.69 20327200 8.69
"2012-07-10" 8.72 8.78 8.38 8.6025 6304000 8.6025
"2012-07-11" 8.635 8.87 8.5675 8.685 4262400 8.685
"2012-07-12" 8.5975 8.7325 8.4725 8.725 2812000 8.725
"2012-07-13" 8.7075 9.0375 8.6775 8.98 4818800 8.98
"2012-07-16" 8.9275 8.98 8.7925 8.84 3032400 8.84
"2012-07-17" 8.865 9.105 8.8425 9.0975 4191200 9.0975
"2012-07-18" 9.235 9.535 9.1575 9.3475 7817200 9.3475
"2012-07-19" 9.41 9.5 9.2525 9.395 5327600 9.395
"2012-07-20" 9.34 9.48 9.2 9.23 3040000 9.23
"2012-07-23" 9 9 8.5775 8.66 7006400 8.66
"2012-07-24" 8.735 9.48 8.655 9.19 16377200 9.19
"2012-07-25" 9.265 9.3625 8.935 9.26 7754000 9.26
"2012-07-26" 9.3525 9.465 9.2625 9.4225 3922400 9.4225
"2012-07-27" 9.4975 10.0125 9.4275 9.95 5003200 9.95
"2012-07-30" 9.98 10.0475 9.5975 9.75 3097200 9.75
"2012-07-31" 9.65 9.725 9.4925 9.51 3984000 9.51
"2012-08-01" 9.5775 9.5775 9.37 9.37 2711200 9.37
"2012-08-02" 9.4275 9.48 9.0925 9.26 3221200 9.26
"2012-08-03" 9.3175 9.3725 9.12 9.19 2906000 9.19
"2012-08-06" 9.1875 9.4725 9.07 9.405 2008400 9.405
"2012-08-07" 9.4575 9.92 9.4575 9.8325 3804400 9.8325
"2012-08-08" 9.755 10 9.74 9.985 3010400 9.985
"2012-08-09" 9.9075 10.175 9.865 10.07 3517600 10.07
"2012-08-10" 10.075 10.105 9.8625 9.94 1854000 9.94
"2012-08-13" 9.9075 9.92 9.74 9.8825 1098000 9.8825
"2012-08-14" 9.925 10.0225 9.7375 9.7725 1904400 9.7725
"2012-08-15" 9.775 10.1725 9.7725 10.1675 1853200 10.1675
"2012-08-16" 10.13 10.345 10.0175 10.26 1439200 10.26
"2012-08-17" 10.26 10.5025 10.235 10.4525 1969200 10.4525
"2012-08-20" 10.5625 10.5625 9.4325 9.975 10688000 9.975
"2012-08-21" 10.005 10.0075 9.695 9.7175 3502400 9.7175
"2012-08-22" 9.7275 10.105 9.7025 10.055 3761600 10.055
"2012-08-23" 10.025 10.115 9.9475 10.0925 2217600 10.0925
"2012-08-24" 10.0825 10.1625 9.99 10.005 2798800 10.005
"2012-08-27" 10.0325 10.195 9.9525 10.175 2154800 10.175
"2012-08-28" 10.17 10.2875 10.095 10.19 2155200 10.19
"2012-08-29" 10.1875 10.2975 10.15 10.215 1627200 10.215
"2012-08-30" 10.1075 10.2075 10.0125 10.1625 2420400 10.1625
"2012-08-31" 10.2425 10.2725 10.0125 10.1525 1668400 10.1525
"2012-09-04" 10.2225 10.5325 10.2025 10.355 2746800 10.355
"2012-09-05" 10.2875 10.5075 10.265 10.3675 1774800 10.3675
"2012-09-06" 10.405 10.615 10.4 10.4625 1725200 10.4625
"2012-09-07" 10.5325 10.5325 10.3775 10.385 2178800 10.385
"2012-09-10" 10.39 10.39 10.115 10.12 2838400 10.12
"2012-09-11" 10.1675 10.2125 10 10.0375 3103200 10.0375
"2012-09-12" 10.0425 10.0575 9.21 9.335 7994800 9.335
"2012-09-13" 9.3225 9.4625 9.22 9.3575 3092800 9.3575
"2012-09-14" 9.385 9.47 9.24 9.325 3488000 9.325
"2012-09-17" 9.3025 9.525 9.275 9.52 2894000 9.52
"2012-09-18" 9.5225 9.585 9.335 9.4125 2020400 9.4125
"2012-09-19" 9.4325 9.435 9.23 9.255 2486000 9.255
"2012-09-20" 9.2025 9.225 9.02 9.0475 3262400 9.0475
"2012-09-21" 9.135 9.4625 9.09 9.335 4003600 9.335
"2012-09-24" 9.25 9.2825 9.1425 9.2475 1507600 9.2475
"2012-09-25" 9.295 9.35 9.0975 9.0975 1697600 9.0975
"2012-09-26" 9.12 9.185 9.0375 9.1275 1378400 9.1275
"2012-09-27" 9.1575 9.365 9.1575 9.285 1437600 9.285
"2012-09-28" 9.2175 9.3625 9.14 9.3525 2277200 9.3525
"2012-10-01" 9.385 9.415 9.22 9.2575 3290800 9.2575
"2012-10-02" 9.3075 9.32 9.0325 9.1 2976000 9.1
"2012-10-03" 9.1475 9.2975 9.045 9.215 2520800 9.215
