"Index" "VTR.Open" "VTR.High" "VTR.Low" "VTR.Close" "VTR.Volume" "VTR.Adjusted"
"2007-02-21" 53.945415 54.322254 53.45438 53.785542 613428 24.722313
"2007-02-22" 54.128124 54.333675 53.26025 54.185223 2729644 24.906021
"2007-02-23" 54.185223 54.470711 53.717026 53.922577 847502 24.785311
"2007-02-26" 54.619164 54.630581 52.951923 53.774124 627001 24.717068
"2007-02-27" 53.774124 53.774124 51.524494 51.8214 1017826 23.819508
"2007-02-28" 52.061207 53.237411 51.809982 52.335274 693292 24.05571
"2007-03-01" 50.416809 52.255341 47.767502 51.615849 776308 23.725027
"2007-03-02" 51.147652 51.250427 50.519585 50.565262 665094 23.242128
"2007-03-05" 50.051388 50.188419 48.772411 48.772411 598629 22.418053
"2007-03-06" 49.012218 50.62236 49.012218 50.531006 1050665 23.226381
"2007-03-07" 50.656616 50.656616 49.434738 49.468994 723153 22.738239
"2007-03-08" 49.754482 50.987782 49.743065 50.553844 557821 23.236883
"2007-03-09" 50.850746 51.113396 50.496746 51.113396 922813 23.494076
"2007-03-12" 51.159073 51.159073 50.39397 50.576683 684009 23.247374
"2007-03-13" 50.5881 50.599522 49.172092 49.297707 513335 22.659506
"2007-03-14" 49.297707 49.480415 48.418407 49.331963 473491 22.675247
"2007-03-15" 49.046478 49.834419 49.046478 49.765903 461319 22.874704
"2007-03-16" 49.491837 49.514675 48.772411 48.840927 375588 22.696934
"2007-03-19" 48.82951 49.343384 48.772411 48.932281 538030 22.739388
"2007-03-20" 48.932281 49.60603 48.772411 49.37764 1119933 22.946344
"2007-03-21" 49.514675 50.097065 49.012218 50.097065 428743 23.280668
"2007-03-22" 49.811581 50.165581 49.663128 50.017128 350017 23.243526
"2007-03-23" 50.268356 50.268356 49.37764 49.526093 546262 23.015339
"2007-03-26" 49.514675 49.526093 48.738152 48.875187 728758 22.712852
"2007-03-27" 48.875187 49.035057 48.167179 48.269955 585931 22.431587
"2007-03-28" 48.212856 48.56686 47.836018 48.110085 543547 22.357311
"2007-03-29" 48.110085 48.623959 47.573372 47.698982 583566 22.166246
"2007-03-30" 47.813179 48.281376 47.539112 48.110085 752489 22.357311
"2007-04-02" 48.041569 48.623959 47.881695 48.292793 601693 22.442211
"2007-04-03" 48.5326 48.977959 48.441246 48.475506 941465 22.527117
"2007-04-04" 48.247116 48.509766 48.087242 48.269955 675077 22.431587
"2007-04-05" 50.42823 50.42823 48.212856 48.418407 433384 22.500578
"2007-04-09" 48.418407 48.692474 48.201439 48.349892 368845 22.468737
"2007-04-10" 48.555443 48.955124 48.452667 48.646797 547400 22.60671
"2007-04-11" 48.418407 48.418407 47.778919 47.858856 545036 22.240543
"2007-04-12" 47.961632 47.961632 47.230785 47.413498 402997 22.033588
"2007-04-13" 47.390659 47.653305 47.082333 47.516273 775607 22.08135
"2007-04-16" 50.051388 50.051388 47.299301 47.573372 581377 22.107883
"2007-04-17" 47.676144 48.509766 47.367821 48.441246 583829 22.5112
"2007-04-18" 48.441246 48.681053 48.361313 48.475506 480059 22.527117
"2007-04-19" 48.738152 48.738152 46.111683 48.544022 571920 22.55896
"2007-04-20" 48.646797 49.857258 48.646797 48.920864 445994 22.734076
"2007-04-23" 48.60112 49.60603 48.60112 49.297707 566228 22.909199
"2007-04-24" 49.434738 49.434738 48.509766 48.635376 451598 22.601408
"2007-04-25" 48.920864 49.080734 47.995888 48.269955 527084 22.431587
"2007-04-26" 48.315632 48.658215 48.052986 48.1786 391175 22.389147
"2007-04-27" 48.1786 48.349892 47.915955 48.144341 715272 22.373211
"2007-04-30" 48.190018 48.955124 48.087242 48.144341 754678 22.373211
"2007-05-01" 48.155762 48.190018 47.048077 47.904533 638210 22.261778
"2007-05-02" 47.904533 48.498344 47.504852 48.384151 425940 22.484669
"2007-05-03" 48.646797 49.240608 48.555443 49.18351 506505 22.856134
"2007-05-04" 49.468994 49.468994 48.79525 49.37764 629278 22.946344
"2007-05-07" 51.547333 51.547333 48.863766 48.886604 388373 22.718153
"2007-05-08" 48.692474 48.977959 48.292793 48.76099 433822 22.659781
"2007-05-09" 48.772411 49.617451 48.384151 49.594608 726393 23.047176
"2007-05-10" 49.274864 49.651707 48.589699 48.60112 522618 22.585495
"2007-05-11" 48.886604 48.909443 48.5326 48.909443 629103 22.728773
"2007-05-14" 48.544022 48.863766 47.904533 48.190018 600117 22.394436
"2007-05-15" 48.258537 48.464085 47.59621 47.733242 731822 22.182186
"2007-05-16" 47.870274 47.870274 47.105171 47.333561 823158 21.996441
"2007-05-17" 47.322144 47.447758 46.305813 46.305813 1354007 21.518829
"2007-05-18" 45.906132 46.534203 45.791939 46.534203 8831960 21.624975
"2007-05-21" 46.248714 46.465687 46.203037 46.248714 2861875 21.492302
"2007-05-22" 46.328651 47.230785 46.271553 47.002399 2411503 21.842541
"2007-05-23" 47.322144 47.322144 46.145939 46.442844 967911 21.582512
"2007-05-24" 46.145939 46.260136 44.52438 45.163868 1816815 20.988159
"2007-05-25" 45.392258 45.849033 45.198128 45.552132 787692 21.168583
"2007-05-29" 45.96323 46.796848 45.96323 46.328651 1141563 21.529455
"2007-05-30" 46.328651 47.436337 45.997486 47.436337 1087444 22.044209
"2007-05-31" 47.516273 48.441246 47.447758 48.37273 2425426 22.479351
"2007-06-01" 48.418407 48.418407 47.607628 47.995888 479183 22.30423
"2007-06-04" 47.710403 48.1786 47.539112 48.167179 677617 22.383839
"2007-06-05" 48.190018 48.269955 47.664726 47.79034 889098 22.208712
"2007-06-06" 47.79034 47.79034 46.853947 47.539112 757481 22.091965
"2007-06-07" 47.048077 47.539112 45.974648 46.077423 1191740 21.412693
"2007-06-08" 44.935478 45.677746 44.067604 45.677746 2055793 21.226967
"2007-06-11" 45.335159 45.506451 44.832706 45.003998 1736163 20.913862
"2007-06-12" 43.393856 45.049675 43.382439 43.656502 1918484 20.287663
"2007-06-13" 43.873474 44.17038 43.233986 44.17038 1599203 20.52647
"2007-06-14" 43.382439 43.862053 42.948498 43.085533 747498 20.271267
"2007-06-15" 43.530891 43.702183 43.108372 43.702183 801178 20.561401
"2007-06-18" 43.656502 43.656502 42.525978 42.651592 1023080 20.067099
"2007-06-19" 42.663013 43.074112 42.057781 43.051273 1044798 20.255146
"2007-06-20" 43.051273 43.051273 41.738037 42.046364 886384 19.782358
"2007-06-21" 41.966427 42.000687 40.824482 41.875072 1548238 19.701761
"2007-06-22" 41.875072 41.875072 41.144226 41.406876 776308 19.481474
"2007-06-25" 41.475391 41.635262 40.527576 40.653191 2023830 19.126875
"2007-06-26" 40.927258 40.961517 39.922348 40.242092 971414 18.933466
"2007-06-27" 39.956608 41.372616 39.853832 41.33836 1126676 19.449247
"2007-06-28" 41.429714 41.943588 40.950096 41.178486 1245245 19.37402
"2007-06-29" 41.680943 41.909328 41.155647 41.395454 1065201 19.476109
"2007-07-02" 41.795135 43.108372 41.760876 42.994175 1375287 20.228289
"2007-07-03" 43.313919 43.610825 42.811466 42.948498 563425 20.2068
"2007-07-05" 43.667923 44.398766 43.462372 43.94199 1045673 20.674215
"2007-07-06" 43.964828 44.17038 43.51947 43.884892 585493 20.647364
"2007-07-09" 43.816376 43.896313 43.336758 43.736439 480672 20.577509
"2007-07-10" 43.336758 43.553726 41.977844 42.366108 1313550 19.932787
"2007-07-11" 42.343269 42.366108 41.69236 42.000687 599767 19.76086
"2007-07-12" 42.046364 43.039852 41.795135 42.879982 685673 20.174559
"2007-07-13" 42.891399 43.176888 42.571655 43.108372 399232 20.282017
"2007-07-16" 43.051273 43.462372 42.742947 42.822884 604496 20.147694
"2007-07-17" 42.93708 43.017014 42.183395 42.183395 629979 19.846823
"2007-07-18" 42.08062 42.514561 41.589584 42.126301 678668 19.819954
"2007-07-19" 42.217655 42.742947 41.772297 42.160557 641450 19.836079
"2007-07-20" 41.966427 42.183395 40.835903 41.178486 730859 19.37402
"2007-07-23" 43.188305 43.188305 39.693958 39.830994 912042 18.740046
"2007-07-24" 39.808151 39.808151 38.186592 38.27795 938488 18.00935
"2007-07-25" 38.060982 39.191505 37.684139 38.220852 1106972 17.982489
"2007-07-26" 38.095238 38.300789 36.713486 38.106659 1229570 17.928762
"2007-07-27" 36.25671 37.901108 35.857029 35.982643 1654022 16.929443
"2007-07-30" 36.176773 36.793423 35.83419 36.530773 1137534 17.187326
"2007-07-31" 37.432911 38.015301 36.976131 37.250198 1237714 17.52581
"2007-08-01" 37.22736 37.844009 36.233871 37.741238 1318892 17.756836
"2007-08-02" 38.483498 39.328537 38.140915 39.100147 1375725 18.396191
"2007-08-03" 38.940277 38.940277 36.565033 36.724907 1264423 17.27866
"2007-08-06" 37.056068 38.414982 36.073997 38.414982 872460 18.073832
"2007-08-07" 38.255112 39.808151 37.764072 39.225761 995145 18.455286
"2007-08-08" 36.907616 40.596096 36.907616 40.584675 1279573 19.094643
"2007-08-09" 38.186592 41.955006 30.261505 41.475391 1236664 19.513718
"2007-08-10" 41.224163 41.486813 39.568344 40.139317 1178342 18.885107
"2007-08-13" 40.49332 41.555328 40.150738 41.018616 1154961 19.298805
"2007-08-14" 41.612423 41.612423 40.013702 40.162155 1327298 18.895849
"2007-08-15" 39.545506 39.751057 38.540596 38.654789 1717686 18.186653
"2007-08-16" 43.827793 43.827793 36.370903 38.27795 2262371 18.00935
"2007-08-17" 39.271439 39.545506 38.426403 38.82608 2714845 18.267239
"2007-08-20" 38.997375 40.447643 38.494919 40.344868 1847727 18.981819
"2007-08-21" 39.968025 41.53249 39.728218 41.395454 1705513 19.476109
"2007-08-22" 41.669521 43.587986 41.509647 42.126301 1559359 19.819954
"2007-08-23" 42.08062 42.800045 42.012104 42.194817 1223528 19.852196
"2007-08-24" 41.955006 43.268242 41.840813 42.457462 1037792 19.975769
"2007-08-27" 42.126301 42.663013 41.601006 41.909328 874824 19.717878
"2007-08-28" 41.715199 42.149139 40.641773 40.68745 1020015 19.142996
"2007-08-29" 41.041454 42.286171 41.041454 42.229073 860463 19.868313
"2007-08-30" 41.943588 43.108372 41.943588 42.891399 1213808 20.17993
"2007-08-31" 43.405277 43.953407 42.845722 43.48521 1150670 20.459309
"2007-09-04" 43.473793 43.964828 43.039852 43.645084 1028247 20.534536
"2007-09-05" 43.211143 43.827793 42.697269 43.119789 780511 20.287386
"2007-09-06" 43.188305 43.725021 42.525978 43.48521 766325 20.459309
"2007-09-07" 43.165466 43.645084 42.663013 43.32534 1052767 20.384098
"2007-09-10" 43.302502 43.667923 42.742947 43.176888 1014061 20.314259
"2007-09-11" 43.165466 44.261734 43.165466 44.193218 755817 20.792423
"2007-09-12" 44.17038 44.832706 43.850636 44.512962 1389648 20.942856
"2007-09-13" 44.067604 44.649994 43.725021 44.478703 1165206 21.184893
"2007-09-14" 43.94199 45.141029 43.48521 45.061092 999787 21.462286
"2007-09-17" 44.627155 45.677746 44.547218 45.415096 1406637 21.630886
"2007-09-18" 46.077423 46.602718 45.472195 46.111683 2007280 21.962671
"2007-09-19" 46.602718 47.390659 46.168777 47.253628 1749911 22.506569
"2007-09-20" 47.276466 47.584789 46.682655 46.922462 1526433 22.348839
"2007-09-21" 46.990978 48.418407 46.945301 47.813179 6598137 22.773079
"2007-09-24" 47.961632 49.320545 47.836018 49.069317 1960342 23.371374
"2007-09-25" 48.875187 48.875187 47.881695 48.327053 1354795 23.017836
"2007-09-26" 48.486923 48.555443 47.664726 47.915955 1451735 22.822037
"2007-09-27" 47.847435 48.475506 47.185108 47.676144 1631779 22.707823
"2007-09-28" 47.870274 47.973049 47.002399 47.276466 1993006 22.517447
"2007-10-01" 47.276466 48.121502 47.276466 47.961632 1799126 22.843788
"2007-10-02" 48.190018 49.434738 47.733242 49.4119 1840984 23.534533
"2007-10-03" 49.331963 50.679455 49.263447 50.291195 1982848 23.953344
"2007-10-04" 50.222679 51.20475 47.150852 50.81649 2181631 24.203539
"2007-10-05" 50.896427 51.947014 50.770813 51.935593 1409352 24.736555
"2007-10-08" 51.66153 51.992691 51.090557 51.261848 998561 24.415661
"2007-10-09" 50.531006 51.20475 49.948612 51.147652 1635983 24.361267
"2007-10-10" 51.261848 51.387463 49.103573 51.01062 1368632 24.295996
"2007-10-11" 50.97636 51.855659 50.81649 51.17049 895841 24.372152
"2007-10-12" 51.387463 51.764301 51.113396 51.273266 501776 24.421093
"2007-10-15" 51.535915 51.604431 49.868675 49.994289 812037 23.811935
"2007-10-16" 50.005711 50.005711 48.852348 48.977959 575247 23.327864
"2007-10-17" 49.103573 49.788738 47.093754 48.37273 868169 23.039591
"2007-10-18" 48.247116 48.818089 47.367821 48.190018 862039 22.952564
"2007-10-19" 47.79034 48.155762 46.625557 46.648396 605459 22.218304
"2007-10-22" 46.534203 47.265045 45.997486 46.93388 734274 22.354269
"2007-10-23" 46.831108 47.619049 46.831108 47.390659 839096 22.57184
"2007-10-24" 47.082333 47.173691 46.362911 46.80827 753102 22.294445
"2007-10-25" 47.036655 47.721825 46.716911 47.59621 703537 22.669739
"2007-10-26" 47.847435 48.886604 47.836018 48.840927 670173 23.262596
"2007-10-29" 49.103573 49.297707 48.155762 48.486923 452124 23.093983
"2007-10-30" 48.304214 48.715313 47.870274 48.361313 772105 23.034149
"2007-10-31" 48.555443 49.103573 47.995888 48.977959 814489 23.327864
"2007-11-01" 48.715313 48.772411 47.16227 47.207947 1009770 22.484812
"2007-11-02" 47.447758 47.504852 45.700581 46.088844 1004253 21.951803
"2007-11-05" 45.300903 46.134521 45.278065 45.529289 706865 21.685276
"2007-11-06" 46.15736 46.819687 45.506451 46.819687 809234 22.299889
"2007-11-07" 46.842525 46.842525 45.300903 45.300903 944705 21.576498
"2007-11-08" 45.951809 46.51136 44.958321 46.408588 672975 22.104082
"2007-11-09" 46.134521 48.167179 45.220966 47.973049 1611989 22.849218
"2007-11-12" 47.721825 49.754482 47.721825 48.132923 1245333 22.925365
"2007-11-13" 48.875187 49.765903 48.521183 49.651707 1571444 23.648764
"2007-11-14" 49.765903 50.496746 48.749573 49.160671 972990 23.414885
"2007-11-15" 48.361313 49.297707 47.573372 48.56686 962482 23.132057
"2007-11-16" 48.98938 49.434738 47.630466 49.366222 1204613 23.512787
"2007-11-19" 48.715313 49.320545 48.361313 48.544022 1017038 23.12118
"2007-11-20" 48.783829 49.297707 46.111683 46.888203 1094713 22.332525
"2007-11-21" 46.237297 48.087242 46.134521 47.778919 1134557 22.756763
"2007-11-23" 47.584789 49.468994 47.424915 49.229187 323921 23.447517
"2007-11-26" 48.738152 49.103573 47.447758 47.447758 1604282 22.599043
"2007-11-27" 47.950211 48.623959 47.676144 48.281376 2463344 22.996077
"2007-11-28" 48.281376 51.250427 48.281376 51.193333 1886433 24.383024
"2007-11-29" 51.113396 51.227589 49.434738 49.628868 1518289 23.63788
"2007-11-30" 50.496746 50.930683 49.297707 49.788738 2879652 23.714022
"2007-12-03" 50.382549 50.382549 49.126411 49.480415 858536 23.567175
"2007-12-04" 49.480415 49.948612 48.361313 48.5326 1065289 23.11574
"2007-12-05" 49.480415 50.039967 48.281376 49.982872 1282375 24.075577
"2007-12-06" 49.845837 52.426628 49.400478 52.243919 1097865 25.164675
"2007-12-07" 51.741463 53.123215 51.741463 52.175404 922112 25.131664
"2007-12-10" 52.415211 53.214573 51.741463 53.100376 712207 25.577192
"2007-12-11" 53.45438 54.2309 51.090557 51.20475 1022555 24.66411
"2007-12-12" 53.203152 53.203152 51.159073 51.43314 1016075 24.77413
"2007-12-13" 51.421719 51.889915 50.314034 51.684368 958279 24.895138
"2007-12-14" 51.4674 51.764301 49.811581 49.880096 1020191 24.026066
"2007-12-17" 49.446156 49.674545 48.441246 48.441246 1141387 23.333012
"2007-12-18" 48.441246 49.548931 47.470596 48.475506 1371346 23.34951
"2007-12-19" 48.075825 49.000797 47.561951 48.052986 1058546 23.145983
"2007-12-20" 48.304214 48.955124 47.390659 48.075825 1139111 23.156986
"2007-12-21" 48.384151 49.320545 48.087242 49.274864 1136483 23.734537
"2007-12-24" 48.932281 51.364624 48.932281 51.353203 185211 24.735626
"2007-12-26" 50.017128 51.410301 49.845837 50.862167 615354 24.499109
"2007-12-27" 50.78223 51.969852 50.268356 50.850746 857485 24.49361
"2007-12-28" 50.885006 51.421719 49.423317 50.188419 1016513 24.17458
"2007-12-31" 49.697384 51.718624 48.5326 51.672947 844000 24.889639
"2008-01-02" 51.832821 51.981274 50.519585 50.633778 912129 24.389095
"2008-01-03" 51.113396 51.581593 49.18351 49.229187 809585 23.712547
"2008-01-04" 48.966541 49.035057 46.54562 46.956718 1591497 22.617941
"2008-01-07" 47.676144 47.870274 46.54562 47.756081 1089721 23.002983
"2008-01-08" 47.756081 49.080734 46.762589 46.853947 1888272 22.568443
"2008-01-09" 47.265045 47.915955 45.403679 47.676144 1266350 22.964476
"2008-01-10" 47.561951 49.902935 47.070915 49.331963 1314864 23.762041
"2008-01-11" 48.681053 50.199841 47.527691 48.623959 798814 23.421017
"2008-01-14" 49.240608 49.583191 47.16227 48.452667 763260 23.338511
"2008-01-15" 48.007309 48.5326 46.96814 47.299301 955914 22.782963
"2008-01-16" 47.310722 48.703896 46.294392 47.961632 1222214 23.101984
"2008-01-17" 48.075825 48.840927 47.265045 47.527691 1252864 22.892967
"2008-01-18" 47.539112 48.110085 44.844124 45.643486 1746233 21.985392
"2008-01-22" 44.547218 47.801758 44.535801 47.436337 1296474 22.848963
"2008-01-23" 46.454266 51.181911 46.35149 50.953522 1680906 24.543112
"2008-01-24" 51.376041 51.66153 48.76099 50.234097 1137797 24.196577
"2008-01-25" 50.759392 51.376041 49.491837 50.256935 1137797 24.207579
"2008-01-28" 49.960033 51.558754 49.663128 51.558754 1213107 24.834633
"2008-01-29" 49.902935 50.245518 49.366222 49.617451 1823383 23.899561
"2008-01-30" 49.446156 50.919266 48.783829 49.229187 1541232 23.712547
"2008-01-31" 49.240608 50.896427 48.269955 50.473907 1280273 24.312088
"2008-02-01" 50.702293 51.798561 49.674545 51.330364 1111526 24.724617
"2008-02-04" 51.867077 51.867077 50.268356 50.839329 1250149 24.488111
"2008-02-05" 50.188419 50.713715 49.035057 49.160671 1249799 23.679537
"2008-02-06" 49.172092 49.37764 47.230785 47.333561 1143577 22.799465
"2008-02-07" 47.710403 48.726734 46.534203 48.646797 1035778 23.432013
"2008-02-08" 48.201439 48.977959 46.488522 47.287884 677967 22.777456
"2008-02-11" 47.390659 47.390659 45.871876 46.282974 759757 22.293417
"2008-02-12" 46.477104 47.390659 46.168777 47.093754 696882 22.68395
"2008-02-13" 47.676144 48.144341 46.51136 47.607628 800653 22.931465
"2008-02-14" 47.664726 48.475506 47.059494 47.16227 909152 22.716959
"2008-02-15" 47.059494 49.069317 47.059494 48.977959 1047250 23.591532
"2008-02-19" 49.526093 49.822998 47.961632 48.075825 1171862 23.156986
"2008-02-20" 48.304214 48.772411 47.344982 48.5326 1016600 23.377005
"2008-02-21" 48.852348 49.229187 47.527691 47.676144 800915 22.964476
"2008-02-22" 47.733242 49.046478 46.96814 49.046478 793822 23.624525
"2008-02-25" 48.943703 49.60603 48.395569 49.60603 1252776 23.894064
"2008-02-26" 49.035057 50.245518 48.578281 49.583191 1002764 23.883049
"2008-02-27" 49.788738 49.925774 48.635376 49.012218 895666 23.608028
"2008-02-28" 48.76099 49.092155 48.304214 48.475506 850305 23.34951
"2008-02-29" 48.304214 48.349892 47.367821 47.756081 1386146 23.002983
"2008-03-03" 47.950211 48.521183 47.036655 48.498344 1304793 23.360506
"2008-03-04" 47.436337 47.961632 46.911041 47.3564 1137885 23.089365
"2008-03-05" 47.59621 48.064407 47.185108 47.676144 717549 23.245258
"2008-03-06" 47.641888 47.641888 46.020329 46.248714 1014411 22.549299
"2008-03-07" 45.92897 47.025238 45.106773 46.80827 1665144 22.822105
"2008-03-10" 46.614136 47.995888 46.488522 46.77401 1765411 22.805414
"2008-03-11" 48.018726 49.697384 47.584789 49.468994 2197044 24.119387
"2008-03-12" 49.126411 51.056297 49.126411 49.434738 1769002 24.102682
"2008-03-13" 49.126411 49.57177 47.698982 49.092155 1450247 23.935648
"2008-03-14" 49.548931 50.131325 47.767502 48.875187 1294372 23.82987
"2008-03-17" 47.904533 49.743065 47.561951 49.240608 1096201 24.008038
"2008-03-18" 49.229187 51.193333 49.080734 51.159073 2101067 24.943413
"2008-03-19" 51.113396 52.243919 50.770813 51.39888 1652796 25.060329
"2008-03-20" 49.663128 52.803471 49.663128 52.6436 1631779 25.667213
"2008-03-24" 53.009022 54.916065 52.849148 53.442959 2080576 26.056957
"2008-03-25" 53.545734 54.550644 53.043282 53.305927 2442590 25.99015
"2008-03-26" 53.088959 53.271667 52.221081 52.40379 2283826 25.550297
"2008-03-27" 52.814892 52.986183 51.307526 51.4674 2602931 25.093742
"2008-03-28" 51.570171 52.232498 50.725136 50.964943 1594299 24.848761
"2008-03-31" 50.668037 52.517986 50.668037 51.284687 1410578 25.004662
"2008-04-01" 51.878498 54.242321 51.741463 54.196644 1769965 26.424433
"2008-04-02" 53.819801 54.242321 53.26025 54.173805 1959204 26.413292
"2008-04-03" 54.025352 55.212971 53.785542 55.212971 1402871 26.919954
"2008-04-04" 55.258652 55.28149 54.025352 54.367935 1223265 26.507944
"2008-04-07" 55.030262 55.030262 53.61425 54.493549 881042 26.569193
"2008-04-08" 54.493549 54.870388 53.796963 54.128124 1287367 26.391012
"2008-04-09" 54.322254 54.413612 53.180313 53.671349 844700 26.168306
"2008-04-10" 52.038368 53.888317 52.01553 52.597923 1150495 25.644943
"2008-04-11" 51.855659 52.312435 51.695786 51.889915 1150057 25.299751
"2008-04-14" 51.478817 52.849148 51.478817 51.981274 846802 25.344294
"2008-04-15" 52.540825 52.563663 51.958431 52.438049 573759 25.566999
"2008-04-16" 52.883408 53.8769 52.540825 53.717026 1038055 26.190588
"2008-04-17" 53.671349 55.098778 53.557156 55.075939 655286 26.853128
"2008-04-18" 55.63549 55.63549 54.128124 54.436451 1537729 26.541349
"2008-04-21" 54.219482 54.847549 53.888317 54.150967 1147605 26.402168
"2008-04-22" 53.956837 54.527805 53.728447 54.26516 629453 26.457827
"2008-04-23" 54.699097 55.761105 54.42503 55.761105 906174 27.187214
"2008-04-24" 55.738266 57.120018 55.28149 57.085758 1775482 27.833073
"2008-04-25" 57.028664 57.416924 56.343498 57.222794 1027284 27.899876
"2008-04-28" 57.017242 57.439762 56.537628 57.120018 1401733 27.849771
"2008-04-29" 56.811695 57.120018 55.795364 56.046593 1283951 27.326393
"2008-04-30" 55.978073 56.857372 55.452782 55.452782 872110 27.03688
"2008-05-01" 55.452782 56.697498 55.372845 56.697498 1074484 27.643759
"2008-05-02" 57.108601 57.542538 55.247231 55.384266 1244632 27.003481
"2008-05-05" 55.509876 55.521297 54.676258 55.064522 800477 26.847569
"2008-05-06" 54.813293 55.612652 54.310837 55.612652 902321 27.11482
"2008-05-07" 55.498459 55.692589 53.100376 53.19173 1102594 25.934469
"2008-05-08" 53.157475 53.899738 52.860569 53.237411 1184122 25.956738
"2008-05-09" 52.906246 53.922577 52.906246 53.363026 645216 26.017986
"2008-05-12" 53.671349 54.527805 53.340183 54.447868 891900 26.546925
"2008-05-13" 54.527805 54.813293 53.705608 54.42503 777359 26.535784
"2008-05-14" 54.699097 54.836132 54.333675 54.676258 580414 26.658281
"2008-05-15" 54.893227 55.521297 54.45929 55.315746 538993 26.970058
"2008-05-16" 54.493549 55.041679 54.345097 54.984585 1012922 26.808599
"2008-05-19" 55.212971 55.555557 54.642002 55.121616 556070 26.875406
"2008-05-20" 54.916065 55.292908 53.831223 54.128124 793121 26.391012
"2008-05-21" 54.173805 54.333675 52.826309 52.826309 959855 25.756308
"2008-05-22" 52.757793 52.940506 52.163982 52.677856 833579 25.683922
"2008-05-23" 52.289597 53.465797 52.049789 52.803471 702924 25.745167
"2008-05-27" 52.849148 53.751286 52.803471 53.717026 465435 26.190588
"2008-05-28" 53.739864 53.911156 53.317345 53.819801 478307 26.240694
"2008-05-29" 53.922577 54.185223 53.442959 53.945415 1145240 26.301931
"2008-05-30" 54.025352 54.539227 53.45438 54.42503 1113015 26.535784
"2008-06-02" 53.68277 54.242321 53.146053 53.785542 1058984 26.509327
"2008-06-03" 54.07103 54.470711 53.431541 53.956837 855646 26.59375
"2008-06-04" 53.637089 55.007423 53.214573 54.504967 793647 26.86392
"2008-06-05" 54.858971 55.886719 54.436451 55.886719 589346 27.54493
"2008-06-06" 55.66975 55.704006 53.305927 53.374443 766850 26.306705
"2008-06-09" 53.385864 53.968254 52.586502 52.586502 729371 25.91836
"2008-06-10" 52.175404 52.951923 51.455978 52.792053 812825 26.019672
"2008-06-11" 52.6436 52.769215 51.23901 51.478817 664919 25.372412
"2008-06-12" 51.958431 52.575085 51.101974 51.832821 712470 25.546888
"2008-06-13" 52.495148 52.792053 50.702293 52.792053 976055 26.019672
"2008-06-16" 52.723534 53.911156 52.163982 53.68277 465785 26.458677
"2008-06-17" 54.025352 54.048191 50.930683 51.056297 680682 25.164173
"2008-06-18" 50.690876 50.81649 49.60603 49.60603 919135 24.449377
"2008-06-19" 49.720222 51.43314 49.331963 51.43314 850042 25.349901
"2008-06-20" 50.805069 51.136234 49.628868 49.743065 766325 24.516912
