"Index" "VTR.Open" "VTR.High" "VTR.Low" "VTR.Close" "VTR.Volume" "VTR.Adjusted"
"2011-03-10" 59.381065 60.248943 59.31255 59.929199 2021466 34.168209
"2011-03-11" 59.780746 60.568687 59.757908 60.408817 1205313 34.441658
"2011-03-14" 60.066235 60.317459 59.769325 60.180428 656600 34.311462
"2011-03-15" 58.92429 60.203266 58.821514 59.803585 987965 34.0966
"2011-03-16" 59.826424 60.009136 58.216286 58.638802 1399369 33.432507
"2011-03-17" 59.540939 59.563778 58.741577 59.31255 876225 33.816639
"2011-03-18" 59.974876 60.100491 59.346809 59.735069 1951935 34.057537
"2011-03-21" 60.180428 60.52301 59.860683 60.477333 1215647 34.480721
"2011-03-22" 60.443073 60.443073 59.472424 59.735069 1012397 34.057537
"2011-03-23" 59.700809 59.700809 58.73016 58.844353 1862614 33.54969
"2011-03-24" 59.11842 59.301132 58.673061 59.049904 688125 33.666878
"2011-03-25" 59.106998 59.598038 58.844353 59.50668 1351993 33.927319
"2011-03-28" 59.666553 60.031975 59.392487 59.952038 739354 34.18124
"2011-03-29" 59.689392 60.363136 59.31255 60.146168 1335355 34.29192
"2011-03-30" 60.32888 61.516502 60.271782 61.379467 1197782 34.99506
"2011-03-31" 61.288113 62.076054 61.13966 62.007538 978157 35.353157
"2011-04-01" 62.464314 62.509991 61.505081 61.801987 1229570 35.235973
"2011-04-04" 61.961861 62.304443 61.859085 62.053215 707390 35.379208
"2011-04-05" 62.007538 62.418636 61.824825 62.144569 741805 35.431293
"2011-04-06" 62.327282 62.361538 61.573597 61.733471 843387 35.196915
"2011-04-07" 61.607857 61.676373 60.877014 61.310951 957403 34.956009
"2011-04-08" 61.984699 62.064632 61.059723 61.151077 946807 34.864872
"2011-04-11" 61.196758 61.961861 61.196758 61.596436 1003552 35.118782
"2011-04-12" 61.299534 62.487152 61.299534 62.213085 1732660 35.47036
"2011-04-13" 62.258762 62.589928 62.098892 62.110313 1934596 35.41177
"2011-04-14" 61.91618 62.806896 61.72205 62.692703 1723553 35.743809
"2011-04-15" 62.658443 64.063034 62.658443 63.617676 1570656 36.271179
"2011-04-18" 62.795479 63.149479 62.555672 62.886833 865805 35.854488
"2011-04-19" 62.989609 63.412128 62.795479 62.955349 1015111 35.893551
"2011-04-20" 63.663357 63.823227 63.058125 63.766129 947507 36.355812
"2011-04-21" 64.028778 64.028778 63.252254 63.492062 858098 36.199554
"2011-04-25" 63.617676 63.903164 63.138062 63.571999 647230 36.245136
"2011-04-26" 63.629097 64.405617 63.629097 64.211487 1225980 36.609734
"2011-04-27" 64.268585 64.519814 63.857487 64.451294 858624 36.746456
"2011-04-28" 64.325684 65.182137 64.314262 64.805298 1104871 36.948284
"2011-04-29" 64.885239 64.919495 62.612766 63.868904 2068053 36.414413
"2011-05-02" 64.142967 64.713943 63.97168 64.63401 892338 36.850628
"2011-05-03" 64.622589 64.896652 63.469227 64.417038 1096201 36.726917
"2011-05-04" 64.496971 64.736778 63.903164 64.028778 1231760 36.505554
"2011-05-05" 63.697613 64.063034 62.715542 63.35503 1669785 36.121429
"2011-05-06" 63.948841 63.994518 61.939018 62.281605 821231 35.509418
"2011-05-09" 62.190247 62.612766 61.950439 62.247345 721577 35.489883
"2011-05-10" 62.441475 62.795479 62.213085 62.589928 1407688 35.685211
"2011-05-11" 63.846066 63.846066 62.327282 62.681286 3033337 35.737301
"2011-05-12" 62.372959 63.366451 62.361538 63.183739 852056 36.023769
"2011-05-13" 63.446384 63.651936 61.767731 61.836246 1247610 35.255505
"2011-05-16" 61.836246 62.509991 61.642117 62.167408 1177904 35.444321
"2011-05-17" 61.801987 62.567089 61.801987 62.407215 1388335 35.581036
"2011-05-18" 62.54425 63.275093 61.927601 63.172318 1334742 36.017258
"2011-05-19" 63.377869 63.377869 62.281605 62.704121 1084554 35.750309
"2011-05-20" 62.612766 62.852573 62.441475 62.57851 1261358 35.678699
"2011-05-23" 62.041794 62.509991 61.836246 62.076054 1127902 35.392235
"2011-05-24" 62.315861 62.875416 62.121731 62.624187 1815239 35.704742
"2011-05-25" 62.475735 62.863995 61.859085 62.521412 947332 35.646133
"2011-05-26" 62.327282 63.103802 61.72205 62.921093 927104 35.874031
"2011-05-27" 63.195156 63.560581 63.1609 63.332191 1292883 36.108406
"2011-05-31" 63.834648 64.496971 63.343613 64.405617 2422274 36.720421
"2011-06-01" 64.085876 64.257164 63.012447 63.069546 1354620 35.958656
"2011-06-02" 63.046703 63.480644 62.270184 62.327282 1218011 35.535458
"2011-06-03" 61.573597 62.624187 61.436565 62.235928 911166 35.483379
"2011-06-06" 62.258762 62.281605 61.242435 61.242435 1448758 34.916946
"2011-06-07" 61.687794 62.041794 61.253853 61.516502 1477218 35.073204
"2011-06-08" 60.91127 61.185337 60.545849 60.7514 1134995 35.010681
"2011-06-09" 61.071144 61.071144 60.203266 60.351719 1048038 34.78035
"2011-06-10" 60.214684 60.374557 58.364738 58.46751 1985387 33.694492
"2011-06-13" 58.50177 59.152679 58.090672 58.593124 2168321 33.766888
"2011-06-14" 59.757908 60.317459 59.495262 60.191849 2179792 34.688229
"2011-06-15" 59.826424 60.031975 58.787254 59.186935 1735200 34.109093
"2011-06-16" 59.301132 60.283203 58.969967 59.792168 2071994 34.457878
"2011-06-17" 60.214684 60.511593 59.529518 60.169006 1286228 34.675056
"2011-06-20" 59.666553 61.002625 59.666553 60.728561 1005304 34.997543
"2011-06-21" 61.196758 61.505081 60.68288 61.470821 1061173 35.425282
"2011-06-22" 61.265274 61.813408 61.036884 61.288113 1867605 35.319996
"2011-06-23" 60.705723 61.002625 59.837845 60.465912 1757267 34.846157
"2011-06-24" 60.465912 60.899853 60.077652 60.237522 2107022 34.714542
"2011-06-27" 60.374557 60.7514 60.157589 60.431656 969225 34.826416
"2011-06-28" 60.762817 61.630695 60.203266 61.185337 2507917 35.260761
"2011-06-29" 61.482243 61.619274 61.025463 61.17392 1672850 35.254181
"2011-06-30" 61.470821 61.470821 60.157589 60.191849 2220075 34.688229
"2011-07-01" 60.637203 61.870502 60.454494 61.36805 21351493 35.366062
"2011-07-05" 61.607857 62.178829 61.425144 61.470821 7628748 35.508533
"2011-07-06" 61.185337 61.996117 61.185337 61.790569 2536027 35.693237
"2011-07-07" 62.521412 62.532829 62.098892 62.235928 2342673 35.9505
"2011-07-08" 61.482243 62.076054 61.425144 62.030376 1657700 35.831764
"2011-07-11" 61.322372 61.699211 61.014046 61.322372 2132942 35.422787
"2011-07-12" 60.922691 62.213085 60.797077 61.607857 1873385 35.587692
"2011-07-13" 61.710632 61.939018 60.94553 60.956947 2288554 35.211708
"2011-07-14" 61.482243 61.619274 60.408817 60.580109 2102381 34.994019
"2011-07-15" 60.694302 61.276691 60.374557 61.265274 2185397 35.389805
"2011-07-18" 60.899853 61.128239 60.568687 61.093983 1349103 35.290852
"2011-07-19" 61.345211 61.630695 61.048306 61.630695 1716897 35.600883
"2011-07-20" 61.847664 62.224506 61.596436 62.087475 1257242 35.86475
"2011-07-21" 62.372959 63.434967 62.372959 63.206577 1393501 36.511189
"2011-07-22" 63.377869 63.663357 63.138062 63.377869 1413030 36.610142
"2011-07-25" 62.612766 63.275093 62.567089 62.829735 1065114 36.293518
"2011-07-26" 62.921093 63.38929 62.498573 63.023869 1515399 36.405655
"2011-07-27" 62.93251 62.93251 61.984699 62.018955 1977681 35.825161
"2011-07-28" 62.201668 62.498573 61.379467 61.642117 1627576 35.607479
"2011-07-29" 61.014046 61.996117 60.854176 61.813408 1623022 35.706436
"2011-08-01" 60.614365 60.694302 58.855774 59.632294 4974501 34.446518
"2011-08-02" 59.221195 59.872101 58.673061 58.741577 2691639 33.931995
"2011-08-03" 58.73016 58.752998 56.491947 57.816605 4288215 33.397678
"2011-08-04" 57.222794 57.953636 55.178715 55.350006 3155935 31.972864
"2011-08-05" 56.05801 56.05801 53.22599 54.390774 3297011 31.418755
"2011-08-08" 53.42012 53.42012 49.389061 50.199841 5964831 28.997858
"2011-08-09" 50.633778 54.45929 50.336872 54.299419 5437659 31.365984
"2011-08-10" 53.168892 53.922577 51.193333 51.376041 5029495 29.677305
"2011-08-11" 51.764301 54.744778 51.079136 53.888317 3639409 31.128511
"2011-08-12" 54.356514 55.08736 53.408703 54.242321 2257992 31.333006
"2011-08-15" 54.642002 56.67466 54.470711 56.663242 2528671 32.731449
"2011-08-16" 55.955235 56.857372 55.544136 56.069431 2432695 32.388432
"2011-08-17" 56.51479 56.880211 55.681168 56.423431 1467235 32.592934
"2011-08-18" 54.836132 55.315746 53.45438 54.276581 3868230 31.352802
"2011-08-19" 53.865479 55.544136 53.739864 54.482128 3031673 31.471525
"2011-08-22" 55.806782 56.035172 53.84264 55.726849 3086230 32.19054
"2011-08-23" 55.738266 57.531116 55.361423 57.519699 2380153 33.226181
"2011-08-24" 57.279888 58.798676 57.279888 58.46751 1791332 33.773674
"2011-08-25" 58.718739 59.369648 56.914467 57.508278 1725217 33.219582
"2011-08-26" 57.177116 58.319057 55.989494 58.239124 1398580 33.641754
"2011-08-29" 59.015644 60.203266 58.912868 60.146168 1912441 34.743351
"2011-08-30" 59.94062 60.602947 59.495262 60.203266 1634406 34.776348
"2011-08-31" 60.52301 61.345211 59.815006 61.071144 2032587 35.277676
"2011-09-01" 61.208176 61.310951 59.757908 60.009136 1241743 34.664192
"2011-09-02" 58.73016 59.712231 58.547447 58.604546 1717861 33.852844
"2011-09-06" 56.651821 59.335388 56.651821 59.244034 2028209 34.222229
"2011-09-07" 60.169006 62.098892 59.186935 61.996117 2508180 35.811966
"2011-09-08" 61.870502 62.338699 61.231014 61.36805 2454675 35.449173
"2011-09-09" 60.648624 60.648624 57.828022 58.204865 2643300 33.905239
"2011-09-12" 57.474022 58.387577 57.291309 58.250542 2199408 33.93185
"2011-09-13" 58.513187 58.638802 57.828022 58.261963 2133030 33.938488
"2011-09-14" 58.650223 58.878613 57.485439 58.478931 1593073 34.064884
"2011-09-15" 59.038483 59.689392 58.718739 59.666553 1846676 34.756695
"2011-09-16" 59.815006 61.539341 59.609455 61.516502 3110837 35.834324
"2011-09-19" 60.465912 60.877014 59.917782 60.146168 1665319 35.036076
"2011-09-20" 60.477333 61.733471 60.111912 60.785656 1566365 35.408596
"2011-09-21" 61.014046 61.071144 57.531116 57.599636 1793521 33.552689
"2011-09-22" 56.32066 57.085758 55.464199 56.09227 2347664 32.674625
"2011-09-23" 55.978073 56.217884 55.201553 55.726849 2132767 32.461761
"2011-09-26" 56.32066 57.222794 55.509876 57.074341 2192052 33.246696
"2011-09-27" 58.673061 59.08416 57.713829 58.067829 1681169 33.825424
"2011-09-28" 57.953636 58.330479 56.274979 56.389175 2584629 32.847584
"2011-09-29" 57.474022 57.668152 56.229301 57.222794 1464433 33.333168
"2011-09-30" 55.932396 57.245632 55.932396 56.412014 2640761 32.860863
"2011-10-03" 56.046593 56.937305 54.413612 54.470711 2452048 31.730043
"2011-10-04" 53.602833 55.212971 52.769215 55.030262 3590370 32.055984
"2011-10-05" 55.178715 55.841042 53.214573 55.350006 2195467 32.242245
"2011-10-06" 55.212971 56.149364 54.562065 55.989494 1616892 32.61475
"2011-10-07" 56.503368 57.028664 54.938908 55.258652 2692340 32.189026
"2011-10-10" 56.412014 58.490353 55.909557 58.398994 2596888 34.018337
"2011-10-11" 57.907959 58.067829 56.617561 56.903049 2112101 33.146919
"2011-10-12" 57.234215 58.227703 56.880211 57.199955 1644827 33.319862
"2011-10-13" 56.560467 56.777435 55.110199 56.263561 1791770 32.77441
"2011-10-14" 57.005825 58.090672 56.937305 57.896542 1607698 33.725636
"2011-10-17" 57.485439 57.668152 56.126526 56.309238 1811385 32.80101
"2011-10-18" 56.412014 58.73016 56.25214 58.364738 1857535 33.998375
"2011-10-19" 58.376156 59.198357 58.022156 58.821514 2124798 34.26445
"2011-10-20" 58.867191 59.129841 57.576797 58.992805 1654460 34.36422
"2011-10-21" 59.438164 60.842754 59.438164 60.557266 2225504 35.275558
"2011-10-24" 60.545849 61.927601 60.454494 61.836246 1478707 36.020576
"2011-10-25" 60.625786 61.036884 60.054813 60.557266 1854295 35.275558
"2011-10-26" 61.573597 61.653534 60.454494 60.819916 1846851 35.428547
"2011-10-27" 62.73838 62.898254 61.516502 62.430058 3128000 36.366486
"2011-10-28" 62.384377 64.200066 62.384377 63.994518 2028559 37.277802
"2011-10-31" 63.138062 64.782463 62.93251 63.503483 2009031 36.991776
"2011-11-01" 61.767731 62.624187 61.036884 61.196758 2385232 35.648075
"2011-11-02" 62.384377 62.441475 60.922691 62.030376 2146866 36.133663
"2011-11-03" 62.921093 63.297932 61.356628 62.795479 2481384 36.579342
"2011-11-04" 61.585018 62.658443 60.808495 62.007538 1650344 36.120365
"2011-11-07" 62.155991 62.943932 61.310951 61.904762 1256454 36.060493
"2011-11-08" 62.338699 62.715542 61.162498 62.57851 1754377 36.452953
"2011-11-09" 61.17392 61.642117 59.677971 59.780746 2106934 34.823215
"2011-11-10" 60.68288 60.842754 59.426743 60.203266 1368369 35.069351
"2011-11-11" 61.116821 62.041794 60.534431 61.961861 1274581 36.09375
"2011-11-14" 61.56218 61.642117 59.997715 60.237522 1206890 35.089298
"2011-11-15" 59.963459 61.059723 59.620876 60.774239 918872 35.401939
"2011-11-16" 60.271782 61.425144 59.986298 60.271782 1090597 35.109253
"2011-11-17" 60.031975 60.214684 58.50177 58.764416 1486413 34.231197
"2011-11-18" 59.186935 59.894939 58.741577 59.849262 1927766 34.863129
"2011-11-21" 58.513187 59.106998 57.668152 58.033573 1387897 33.805458
"2011-11-22" 57.88512 58.490353 57.165695 57.816605 1473190 33.679073
"2011-11-23" 57.485439 57.485439 55.955235 56.183624 1820931 32.727833
"2011-11-25" 56.263561 57.713829 56.172207 56.606144 608174 32.973961
"2011-11-28" 58.216286 58.261963 57.040081 57.599636 1765937 33.552689
"2011-11-29" 57.91938 57.942219 57.108601 57.474022 982798 33.479504
"2011-11-30" 59.186935 60.385979 58.490353 60.248943 2841997 35.095963
"2011-12-01" 60.043392 60.054813 58.764416 59.027065 1273531 34.384178
"2011-12-02" 59.358227 59.632294 58.398994 58.513187 1946856 34.084846
"2011-12-05" 59.301132 59.346809 58.478931 58.947128 1384920 34.337624
"2011-12-06" 59.004227 60.32888 58.844353 59.906361 1452961 34.896381
"2011-12-07" 59.723652 60.94553 59.31255 60.705723 1604107 35.362041
"2011-12-08" 60.431656 60.591526 59.598038 59.803585 1832490 34.836525
"2011-12-09" 59.94062 61.242435 59.883522 60.97979 1407250 35.521675
"2011-12-12" 60.123329 60.271782 59.027065 59.381065 1556995 34.590408
"2011-12-13" 58.855774 59.426743 57.725246 58.124928 1558658 34.237278
"2011-12-14" 57.896542 59.403904 57.816605 59.015644 1815589 34.761921
"2011-12-15" 59.757908 60.614365 59.403904 60.351719 1387021 35.548912
"2011-12-16" 60.865593 61.482243 60.111912 60.408817 2085392 35.582539
"2011-12-19" 60.637203 60.705723 59.495262 59.563778 1569605 35.084789
"2011-12-20" 60.602947 61.710632 60.32888 61.265274 1580901 36.087025
"2011-12-21" 61.402306 61.664955 60.854176 61.482243 994182 36.214817
"2011-12-22" 61.72205 62.498573 61.653534 62.247345 1073783 36.665482
"2011-12-23" 62.635605 62.806896 62.133152 62.73838 759319 36.954731
"2011-12-27" 62.77264 63.434967 62.395798 63.229416 793997 37.243954
"2011-12-28" 63.309353 63.38929 62.601349 62.77264 1017914 36.974903
"2011-12-29" 62.77264 63.446384 62.669865 63.149479 1003377 37.19688
"2011-12-30" 63.263676 63.686195 62.955349 62.955349 917121 37.082523
"2012-01-03" 64.154388 64.496971 62.978188 63.480644 1908938 37.391941
"2012-01-04" 61.208176 61.664955 61.059723 61.436565 7189234 36.187904
"2012-01-05" 61.33379 61.664955 60.797077 61.596436 1800789 36.282089
"2012-01-06" 61.619274 61.801987 61.151077 61.322372 1896066 36.120651
"2012-01-09" 61.459404 61.596436 61.025463 61.299534 974391 36.107197
"2012-01-10" 61.984699 62.258762 61.56218 62.110313 2244507 36.584774
"2012-01-11" 62.053215 62.521412 61.744888 62.418636 1831614 36.766384
"2012-01-12" 62.624187 62.726959 61.619274 62.121731 1875837 36.591496
"2012-01-13" 61.653534 62.921093 61.653534 62.749802 3938986 36.961441
"2012-01-17" 63.058125 63.766129 62.978188 63.377869 1949308 37.331402
"2012-01-18" 63.263676 63.868904 63.046703 63.594837 1653497 37.459198
"2012-01-19" 63.857487 64.177231 63.446384 63.97168 2101155 37.68116
"2012-01-20" 63.948841 64.428459 63.537743 64.428459 2598727 37.950222
"2012-01-23" 64.496971 65.090782 64.291428 65.010849 1745445 38.29327
"2012-01-24" 64.63401 65.53614 64.519814 65.53614 1916907 38.602665
"2012-01-25" 65.296333 66.244148 64.668266 66.141373 2313337 38.959175
"2012-01-26" 66.57531 67.35183 66.129951 67.35183 2273230 39.672176
"2012-01-27" 67.203377 67.420349 66.495377 67.169121 1548588 39.564552
"2012-01-30" 66.620987 66.655251 65.958664 66.301247 1411366 39.053352
"2012-01-31" 66.643829 66.792282 65.935822 66.586731 2100279 39.221512
"2012-02-01" 66.997833 67.374672 66.563889 66.84938 1251988 39.376213
"2012-02-02" 67.054924 67.203377 66.369759 66.541054 898381 39.194599
"2012-02-03" 67.1577 67.43177 66.483955 66.860794 1827236 39.382946
"2012-02-06" 66.643829 67.169121 66.449699 67.123444 896016 39.537659
"2012-02-07" 66.735184 67.35183 66.518211 67.226219 876050 39.59819
"2012-02-08" 67.077766 67.214798 66.472534 67.089188 780949 39.517464
"2012-02-09" 67.146286 67.203377 66.266983 66.712341 713083 39.295502
"2012-02-10" 66.289825 66.552475 65.890144 66.369759 946369 39.093708
"2012-02-13" 66.837959 67.112022 66.586731 67.066345 664919 39.504013
"2012-02-14" 66.895058 66.906471 65.981499 66.301247 952849 39.053352
"2012-02-15" 66.472534 66.712341 65.513306 65.741692 1240954 38.723747
"2012-02-16" 66.050018 66.541054 65.67318 65.775948 2125236 38.743938
"2012-02-17" 65.136459 66.552475 63.834648 65.284912 2011308 38.454693
"2012-02-21" 65.34201 65.421951 63.77755 64.142967 2200722 37.782059
"2012-02-22" 63.948841 64.314262 63.594837 64.051613 2224891 37.728252
"2012-02-23" 64.131554 64.988007 64.005936 64.82814 1765937 38.185642
"2012-02-24" 64.394196 64.474136 63.183739 63.948841 3050764 37.667709
"2012-02-27" 62.624187 64.188652 62.624187 64.085876 2230583 37.748432
"2012-02-28" 64.131554 64.474136 63.674774 63.880325 1549551 37.627365
"2012-02-29" 64.222908 64.291428 63.560581 63.857487 1597189 37.613899
"2012-03-01" 63.800388 64.200066 63.480644 63.846066 1074571 37.60717
"2012-03-02" 63.868904 64.793877 63.846066 64.542648 1565226 38.017479
"2012-03-05" 64.611168 64.896652 64.314262 64.668266 1348403 38.09148
"2012-03-06" 64.108711 64.793877 64.051613 64.211487 1598065 37.822433
"2012-03-07" 63.914581 63.926003 62.978188 63.560581 1527046 37.85643
"2012-03-08" 63.834648 63.97168 63.38929 63.58342 1468899 37.870045
"2012-03-09" 63.606258 63.720451 63.12664 63.252254 1737652 37.672791
"2012-03-12" 63.252254 64.051613 63.138062 63.697613 1207941 37.938046
"2012-03-13" 64.063034 65.456207 63.983101 65.330589 1298751 38.910633
"2012-03-14" 65.239235 65.60466 64.850975 65.399109 1331414 38.951454
"2012-03-15" 65.319176 65.490463 64.965172 65.307755 1349191 38.897038
"2012-03-16" 65.239235 65.570404 64.976593 65.056526 2132767 38.747414
"2012-03-19" 65.010849 65.581818 64.816719 65.34201 1496221 38.917442
"2012-03-20" 65.056526 65.399109 64.862396 65.273499 954688 38.876637
"2012-03-21" 65.41053 65.513306 65.056526 65.204979 721840 38.835819
"2012-03-22" 64.782463 64.782463 63.81181 63.948841 1840546 38.087681
"2012-03-23" 63.960258 64.508392 63.571999 64.177231 1124311 38.223701
"2012-03-26" 64.839554 65.330589 64.542648 64.793877 1194455 38.590984
"2012-03-27" 65.056526 65.67318 64.816719 65.170723 1164418 38.81543
"2012-03-28" 65.090782 65.273499 64.291428 65.067947 1524419 38.754219
"2012-03-29" 64.702522 65.090782 64.405617 64.953751 982973 38.686199
"2012-03-30" 65.456207 65.787369 65.182137 65.204979 2010782 38.835819
"2012-04-02" 65.125046 65.741692 65.102203 65.421951 1606472 38.965054
"2012-04-03" 65.319176 65.524719 64.428459 64.576912 1532387 38.46175
"2012-04-04" 64.177231 64.314262 63.560581 63.766129 1827761 37.978848
"2012-04-05" 63.526321 63.823227 63.172318 63.377869 814664 37.747608
"2012-04-09" 62.441475 63.286514 62.407215 62.909672 849429 37.468754
"2012-04-10" 62.943932 63.046703 61.596436 61.733471 2046336 36.768208
"2012-04-11" 62.281605 63.252254 62.213085 63.138062 2376913 37.604774
"2012-04-12" 63.080963 64.051613 62.841156 64.051613 1473716 38.148876
"2012-04-13" 63.983101 64.417038 63.663357 63.857487 1735200 38.033257
"2012-04-16" 64.177231 64.839554 63.97168 64.302841 1364778 38.298515
"2012-04-17" 64.725365 65.273499 64.142967 65.125046 1333078 38.788216
"2012-04-18" 64.759621 65.113625 64.245743 64.268585 1307770 38.278122
"2012-04-19" 64.268585 64.371361 63.651936 63.81181 1677053 38.006058
"2012-04-20" 64.040199 65.307755 64.005936 64.896652 1549551 38.652199
"2012-04-23" 64.417038 64.588326 63.629097 64.142967 1687649 38.203293
"2012-04-24" 64.234329 65.353432 64.234329 65.307755 1211443 38.897038
"2012-04-25" 65.901566 66.826538 65.775948 66.826538 1669084 39.801609
"2012-04-26" 66.666664 67.1577 66.358345 67.04351 1292971 39.930855
"2012-04-27" 67.328995 67.808609 66.712341 67.603058 1379403 40.264107
"2012-04-30" 67.545959 67.545959 66.746605 67.134865 1633181 39.98526
"2012-05-01" 67.169121 68.27681 66.929314 67.705833 1129303 40.325329
"2012-05-02" 67.488869 67.591644 66.906471 67.35183 1105659 40.114479
"2012-05-03" 67.386093 67.728676 67.123444 67.169121 1142613 40.005661
"2012-05-04" 67.020668 67.203377 66.632408 66.837959 1418371 39.808426
"2012-05-07" 66.758018 67.842873 66.758018 67.511703 963270 40.209698
"2012-05-08" 67.100601 67.340416 66.632408 67.23764 1007756 40.046467
"2012-05-09" 66.620987 67.774353 66.541054 67.191963 1589746 40.019257
"2012-05-10" 67.740097 67.911385 66.952156 67.340416 1260220 40.107681
"2012-05-11" 66.917892 67.648735 66.712341 67.271896 999524 40.066875
"2012-05-14" 66.529633 67.317574 66.038597 66.792282 1247435 39.781219
"2012-05-15" 66.883636 66.883636 66.244148 66.426857 919748 39.563572
"2012-05-16" 66.826538 66.826538 65.524719 65.753113 1291132 39.162292
"2012-05-17" 65.878723 66.050018 64.736778 64.736778 1268451 38.556969
"2012-05-18" 65.41053 65.970078 63.994518 64.291428 1431507 38.291721
"2012-05-21" 63.891743 66.015762 63.891743 65.764534 1453399 39.169094
"2012-05-22" 66.06144 66.472534 65.547562 65.901566 1176591 39.250706
"2012-05-23" 65.593239 66.506798 65.033684 66.38118 963270 39.536369
"2012-05-24" 65.86731 67.1577 65.821625 66.495377 1047162 39.604385
"2012-05-25" 66.57531 67.032089 66.152794 66.335503 911078 39.509163
"2012-05-29" 66.643829 67.408928 66.266983 67.35183 1080439 40.114479
"2012-05-30" 66.792282 67.089188 65.99292 66.06144 1491843 39.345924
"2012-05-31" 66.221306 67.991318 65.593239 67.169121 3482221 40.005661
"2012-06-01" 64.942329 65.399109 64.816719 64.965172 4206513 38.693005
"2012-06-04" 64.942329 65.079369 63.800388 64.325684 1998698 38.312122
"2012-06-05" 64.35994 65.421951 64.120132 65.079369 2013059 38.761005
"2012-06-06" 65.182137 65.73027 64.759621 65.718857 2448632 39.572407
"2012-06-07" 66.289825 66.529633 65.307755 65.501884 1418546 39.44175
"2012-06-08" 65.204979 66.563889 65.204979 66.563889 1023168 40.081238
"2012-06-11" 67.054924 67.146286 65.787369 65.890144 1396216 39.675541
"2012-06-12" 66.06144 66.449699 65.558983 66.404022 1004515 39.984974
"2012-06-13" 66.06144 67.020668 65.935822 66.335503 954338 39.943707
"2012-06-14" 66.495377 68.025581 66.449699 67.728676 1410052 40.782604
"2012-06-15" 68.105515 68.66507 67.591644 68.653648 2128476 41.339577
"2012-06-18" 68.139771 69.921204 68.139771 69.704239 2017525 41.972198
"2012-06-19" 69.829849 70.332306 69.133263 69.84127 2027246 42.054714
"2012-06-20" 69.944046 70.366562 69.590042 69.955467 1408914 42.123463
"2012-06-21" 70.183853 70.206696 68.950554 69.224617 1615842 41.68338
"2012-06-22" 69.681396 69.727074 68.779259 68.950554 4218510 41.518364
"2012-06-25" 68.185455 69.201782 67.740097 68.927711 1498936 41.504601
"2012-06-26" 69.121841 69.818428 68.950554 69.453011 1957540 41.820919
"2012-06-27" 69.681396 70.058243 69.293137 69.647141 1364165 41.937809
"2012-06-28" 69.315979 70.720566 68.824944 70.629211 1604282 42.529156
"2012-06-29" 71.851089 72.079475 71.188766 72.079475 1621008 43.402435
"2012-07-02" 72.342125 72.604774 71.725479 72.342125 1361714 43.560589
"2012-07-03" 72.444901 73.369873 72.262192 72.913101 1136834 43.904388
"2012-07-05" 72.810326 73.02729 72.033798 72.159416 1567591 43.450562
"2012-07-06" 71.577026 72.51342 71.46283 72.433479 610100 43.615604
"2012-07-09" 72.547676 73.072968 72.330704 72.970192 1041207 43.938774
"2012-07-10" 73.187164 73.187164 71.451408 71.862511 1137359 43.271782
"2012-07-11" 71.873932 72.51342 71.302956 72.364967 1494032 43.574329
"2012-07-12" 71.828255 72.798904 71.554184 72.479156 1156800 43.643101
"2012-07-13" 72.718971 73.632523 72.547676 73.632523 1225805 44.337589
"2012-07-16" 73.609688 74.055038 73.301361 73.895172 1026058 44.495747
"2012-07-17" 74.203491 75.402534 73.780975 75.265503 1654810 45.320889
"2012-07-18" 75.002853 75.322601 74.842979 75.082794 1601042 45.210865
"2012-07-19" 75.059952 75.254082 73.975105 74.831566 1142438 45.059601
"2012-07-20" 74.386208 74.717369 74.1464 74.671692 1321694 44.963314
"2012-07-23" 74.203491 74.694527 73.895172 74.431885 1220638 44.81892
"2012-07-24" 74.351944 74.820145 74.055038 74.568916 1346914 44.901455
"2012-07-25" 74.865822 75.025696 73.940849 74.648849 1222302 44.94957
"2012-07-26" 75.528152 75.973511 74.237755 75.048531 1660677 45.190235
"2012-07-27" 75.562408 76.47596 75.242661 76.270409 1289293 45.925999
"2012-07-30" 76.179054 77.229645 76.064865 76.887062 1047950 46.297298
"2012-07-31" 76.875641 77.286743 76.521637 76.795708 1377564 46.24229
"2012-08-01" 76.909904 77.743523 76.236153 76.293251 1493069 45.939735
"2012-08-02" 75.939247 76.761452 75.653763 76.761452 1112139 46.221661
"2012-08-03" 77.446617 77.823456 76.350349 76.567322 1812524 46.104774
"2012-08-06" 76.989838 77.435196 76.270409 76.304672 971764 45.946621
"2012-08-07" 76.156219 76.418861 74.466141 74.774467 2079262 45.025219
"2012-08-08" 74.705948 74.820145 72.70755 73.061554 2891211 43.993793
"2012-08-09" 72.890259 73.461227 72.570518 72.730385 2081802 43.794369
"2012-08-10" 72.741806 73.232841 72.547676 72.844582 1783013 43.863132
"2012-08-13" 72.673286 72.993034 72.524834 72.650452 1222214 43.746239
"2012-08-14" 72.764648 73.175743 72.593353 72.718971 1032888 43.787483
"2012-08-15" 72.810326 73.16433 72.63903 73.038712 745396 43.980022
"2012-08-16" 72.981613 73.426971 72.433479 73.41555 982360 44.206928
"2012-08-17" 73.175743 73.232841 72.547676 73.061554 1126763 43.993793
"2012-08-20" 72.947357 73.130066 72.467743 73.061554 1023956 43.993793
"2012-08-21" 73.084389 73.575424 73.061554 73.141487 801441 44.041901
"2012-08-22" 72.764648 73.449814 72.490578 73.438393 1775482 44.220695
