"Index" "PNR.Open" "PNR.High" "PNR.Low" "PNR.Close" "PNR.Volume" "PNR.Adjusted"
"2010-05-17" 23.445265 23.532572 22.733377 23.19006 1172736 18.133295
"2010-05-18" 23.418402 23.51914 22.914707 22.941572 886997 17.938999
"2010-05-19" 22.78039 22.881128 22.196104 22.464741 916033 17.566133
"2010-05-20" 21.84016 21.947617 21.255877 21.262592 1701480 16.626129
"2010-05-21" 20.967093 21.826729 20.564137 21.820013 1784864 17.061998
"2010-05-24" 21.719275 22.175957 21.605104 21.914036 1392364 17.135517
"2010-05-25" 21.289455 22.034924 20.98724 22.034924 1814495 17.230053
"2010-05-26" 22.196104 22.59906 22.001343 22.128946 1809880 17.30357
"2010-05-27" 22.686367 23.257219 22.672935 23.257219 1483342 18.185818
"2010-05-28" 23.210209 23.250504 22.8274 23.07589 1863484 18.044025
"2010-06-01" 22.881128 23.196775 22.484888 22.505037 1440012 17.597645
"2010-06-02" 22.578913 22.941572 22.330423 22.941572 1038280 17.938999
"2010-06-03" 23.055742 23.169912 22.740093 22.854265 1392215 17.870726
"2010-06-04" 22.337139 22.679651 21.994627 22.075218 1551687 17.261555
"2010-06-07" 22.182673 22.182673 21.222298 21.235729 1257907 16.605129
"2010-06-08" 21.323036 21.497648 20.98724 21.390196 904121 16.725908
"2010-06-09" 21.598389 22.061787 21.262592 21.349899 630443 16.694401
"2010-06-10" 21.813297 22.303558 21.806581 22.303558 693874 17.440102
"2010-06-11" 21.97448 22.538616 21.920752 22.484888 687025 17.581892
"2010-06-14" 22.652786 23.169912 22.625923 22.71323 626869 17.760445
"2010-06-15" 22.860981 23.40497 22.807253 23.384823 562544 18.285595
"2010-06-16" 23.324379 23.451981 23.022163 23.143049 866449 18.096542
"2010-06-17" 23.196775 23.250504 22.773674 22.934856 929434 17.933743
"2010-06-18" 22.96172 23.210209 22.800537 23.042311 555397 18.017759
"2010-06-21" 23.391539 23.485561 22.753527 22.854265 508345 17.870726
"2010-06-22" 22.948286 23.116184 22.290129 22.310274 541103 17.445351
"2010-06-23" 22.263264 22.565479 21.97448 22.323708 584284 17.455853
"2010-06-24" 22.229685 22.296844 21.786434 21.867025 431810 17.098764
"2010-06-25" 21.994627 22.41773 21.773003 22.41773 1298110 17.529377
"2010-06-28" 22.478172 22.740093 22.202822 22.585629 929285 17.660667
"2010-06-29" 22.182673 22.182673 21.56481 21.732706 1898773 16.993731
"2010-06-30" 21.652117 22.061787 21.537945 21.625252 1200432 16.909706
"2010-07-01" 21.665546 21.739422 20.953659 21.276024 974848 16.636629
"2010-07-02" 21.356615 21.490934 21.03425 21.202148 870172 16.578865
"2010-07-06" 21.504366 21.56481 20.906649 21.087978 1021603 16.489584
"2010-07-07" 21.10141 21.719275 21.014103 21.719275 920500 16.983231
"2010-07-08" 22.008059 22.135662 21.779718 22.122231 487499 17.298319
"2010-07-09" 22.075218 22.37072 21.940901 22.196104 387289 17.356079
"2010-07-12" 22.041639 22.316992 21.719275 21.773003 505962 17.025232
"2010-07-13" 22.108797 22.498322 22.102081 22.390865 1096649 17.508373
"2010-07-14" 22.256548 22.343855 22.008059 22.310274 651289 17.445351
"2010-07-15" 22.236401 22.256548 21.699127 22.068502 974402 17.256306
"2010-07-16" 21.90732 21.947617 21.329752 21.437206 842476 16.762667
"2010-07-19" 21.56481 21.799866 21.222298 21.759569 767133 17.014732
"2010-07-20" 21.323036 21.97448 21.128275 21.914036 802869 17.135517
"2010-07-21" 22.102081 22.330423 21.699127 21.826729 1002246 17.067253
"2010-07-22" 22.155809 22.585629 22.122231 22.572195 1099180 17.650152
"2010-07-23" 22.431162 23.129618 22.431162 23.07589 917373 18.044025
"2010-07-26" 23.136333 23.47213 22.975151 23.169912 972764 18.117542
"2010-07-27" 23.337811 23.458696 22.934856 23.015448 813739 17.996761
"2010-07-28" 22.807253 23.015448 22.672935 22.834118 965468 17.954514
"2010-07-29" 23.149765 23.794493 22.337139 22.766958 1707585 17.901707
"2010-07-30" 22.538616 23.055742 22.484888 22.968435 1386110 18.060127
"2010-08-02" 23.411686 23.962391 23.411686 23.505709 1384621 18.482582
"2010-08-03" 23.371389 23.539288 23.062458 23.290798 826991 18.313602
"2010-08-04" 23.391539 23.505709 23.216925 23.364674 1121515 18.371689
"2010-08-05" 23.156481 23.331095 23.07589 23.183346 785448 18.229116
"2010-08-06" 22.89456 23.122902 22.5319 22.820684 805996 17.943949
"2010-08-09" 23.028877 23.028877 22.632639 22.854265 869427 17.970358
"2010-08-10" 22.552048 22.64607 22.290129 22.444593 675708 17.64823
"2010-08-11" 21.799866 21.934183 21.349899 21.497648 1133129 16.903645
"2010-08-12" 21.014103 21.477503 21.000671 21.363331 866896 16.798031
"2010-08-13" 21.329752 21.484219 21.175285 21.235729 414091 16.697695
"2010-08-16" 21.148422 21.390196 20.819342 21.323036 495241 16.76635
"2010-08-17" 21.524513 22.014774 21.390196 21.799866 850070 17.141281
"2010-08-18" 21.799866 21.90732 21.531229 21.685696 684940 17.051506
"2010-08-19" 21.490934 21.598389 20.732035 20.852921 1380899 16.396696
"2010-08-20" 20.705172 20.899933 20.47683 20.893217 659180 16.428381
"2010-08-23" 21.081263 21.134991 20.537273 20.611149 530977 16.206594
"2010-08-24" 20.423103 20.423103 20.107454 20.120888 727525 15.821096
"2010-08-25" 19.946274 20.423103 19.751511 20.382807 1261779 16.027048
"2010-08-26" 20.429819 20.685024 20.335796 20.349228 1338164 16.000641
"2010-08-27" 20.557421 20.913364 20.282068 20.832773 1207728 16.380854
"2010-08-30" 20.691738 20.826057 20.423103 20.449966 978273 16.079853
"2010-08-31" 20.369375 20.564137 20.080591 20.214909 970977 15.895028
"2010-09-01" 20.51041 20.980524 20.449966 20.846207 955640 16.391415
"2010-09-02" 20.893217 21.114841 20.745466 21.087978 923627 16.581524
"2010-09-03" 21.457354 21.578239 21.188717 21.370047 853644 16.80331
"2010-09-07" 21.255877 21.296171 21.014103 21.054399 1029048 16.55512
"2010-09-08" 21.114841 21.437206 21.114841 21.356615 1410381 16.792746
"2010-09-09" 21.61182 21.759569 21.410343 21.672262 1119281 17.040951
"2010-09-10" 21.692411 21.927467 21.558092 21.685696 1286794 17.051506
"2010-09-13" 21.920752 22.182673 21.900604 21.981195 821928 17.283852
"2010-09-14" 21.900604 22.095366 21.799866 21.927467 694172 17.241617
"2010-09-15" 21.927467 22.055071 21.759569 21.987911 428534 17.289133
"2010-09-16" 21.940901 22.081934 21.86031 21.97448 702808 17.278585
"2010-09-17" 22.028208 22.102081 21.752853 22.048355 884168 17.336662
"2010-09-20" 22.095366 22.431162 21.967764 22.377436 1170354 17.595427
"2010-09-21" 22.364002 22.41773 22.135662 22.229685 905908 17.47925
"2010-09-22" 22.122231 22.283413 21.893888 22.055071 971275 17.341949
"2010-09-23" 21.826729 22.075218 21.665546 21.84016 1050341 17.172964
"2010-09-24" 22.142378 22.350571 22.02149 22.296844 1382090 17.532043
"2010-09-27" 22.303558 22.390865 22.068502 22.182673 523830 17.442282
"2010-09-28" 22.283413 22.323708 21.900604 22.189388 901738 17.447561
"2010-09-29" 22.075218 22.632639 22.041639 22.5319 1202516 17.716881
"2010-09-30" 22.699799 22.928141 22.397581 22.585629 1104987 17.759121
"2010-10-01" 22.760242 22.8274 22.37072 22.545332 643099 17.727444
"2010-10-04" 22.471457 22.64607 22.008059 22.142378 701617 17.410591
"2010-10-05" 22.37072 23.089321 22.37072 23.062458 998077 18.134058
"2010-10-06" 23.055742 23.163197 22.854265 23.156481 868980 18.207991
"2010-10-07" 23.290798 23.337811 22.955004 23.109468 621509 18.171026
"2010-10-08" 23.116184 23.331095 22.948286 23.284082 784107 18.308319
"2010-10-11" 23.304232 23.619879 23.143049 23.317663 738693 18.334728
"2010-10-12" 23.19006 23.22364 22.793821 22.968435 1045576 18.060127
"2010-10-13" 23.149765 23.593016 23.035595 23.451981 888189 18.44034
"2010-10-14" 23.451981 23.572868 23.183346 23.304232 451316 18.324167
"2010-10-15" 23.458696 23.505709 23.008732 23.304232 616297 18.324167
"2010-10-18" 23.317663 23.51914 23.19006 23.498993 496582 18.477312
"2010-10-19" 23.169912 23.344526 22.719946 22.887844 871363 17.996758
"2010-10-20" 22.948286 23.310947 22.887844 23.176628 558077 18.223831
"2010-10-21" 23.250504 23.485561 23.096039 23.230356 798551 18.266081
"2010-10-22" 23.304232 23.304232 23.049026 23.096039 622700 18.160463
"2010-10-25" 23.243788 23.99597 23.216925 23.807924 1548709 18.720219
"2010-10-26" 23.371389 23.391539 21.417059 22.303558 3412490 17.537338
"2010-10-27" 21.920752 22.001343 21.531229 21.967764 1797670 17.372694
"2010-10-28" 21.954332 21.987911 21.531229 21.759569 1459816 17.208046
"2010-10-29" 21.658831 22.061787 21.645399 21.981195 1095011 17.38331
"2010-11-01" 22.095366 22.303558 21.658831 21.880457 848879 17.303646
"2010-11-02" 22.095366 22.337139 21.961048 22.263264 942537 17.606384
"2010-11-03" 22.290129 22.5319 22.189388 22.437878 1117495 17.744474
"2010-11-04" 22.726662 22.847549 22.578913 22.793821 853495 18.025961
"2010-11-05" 22.813969 22.867697 22.639355 22.746811 1057786 17.988791
"2010-11-08" 22.71323 22.726662 22.404299 22.572195 791106 17.850691
"2010-11-09" 22.605776 22.679651 22.028208 22.122231 825204 17.494844
"2010-11-10" 22.155809 22.437878 21.920752 22.236401 782321 17.585136
"2010-11-11" 22.095366 22.478172 22.034924 22.229685 685833 17.579826
"2010-11-12" 22.028208 22.149094 21.873741 22.041639 622551 17.431114
"2010-11-15" 22.175957 22.431162 22.014774 22.061787 614361 17.447046
"2010-11-16" 21.880457 21.914036 21.625252 21.806581 1196263 17.245224
"2010-11-17" 21.873741 21.873741 21.551376 21.705843 741075 17.165556
"2010-11-18" 21.961048 22.135662 21.853594 21.873741 654713 17.298334
"2010-11-19" 21.826729 21.920752 21.571526 21.846876 1093373 17.277082
"2010-11-22" 21.759569 21.987911 21.652117 21.914036 1141021 17.330204
"2010-11-23" 21.658831 21.880457 21.537945 21.833445 711742 17.266468
"2010-11-24" 22.034924 22.249832 21.987911 22.222967 429577 17.574514
"2010-11-26" 22.02149 22.350571 21.961048 22.236401 440595 17.585136
"2010-11-29" 22.075218 22.081934 21.544661 22.02149 655905 17.41518
"2010-11-30" 21.813297 22.464741 21.732706 22.095366 1411274 17.473604
"2010-12-01" 22.41773 22.706514 22.41773 22.505037 892507 17.797575
"2010-12-02" 22.505037 22.89456 22.471457 22.820684 651289 18.047195
"2010-12-03" 22.78039 22.948286 22.639355 22.860981 967254 18.079071
"2010-12-06" 22.914707 23.163197 22.78039 23.015448 470375 18.201227
"2010-12-07" 23.169912 23.613163 23.122902 23.40497 1211599 18.509266
"2010-12-08" 23.378105 23.673607 23.324379 23.505709 822821 18.588934
"2010-12-09" 23.5863 23.646744 23.364674 23.640026 843816 18.69515
"2010-12-10" 23.65346 23.942244 23.65346 23.841503 719485 18.854492
"2010-12-13" 23.922094 24.190731 23.727333 24.096708 1014307 19.056314
"2010-12-14" 24.096708 24.197449 23.8818 24.029551 937028 19.003204
"2010-12-15" 24.022835 24.204165 23.895231 23.901949 504920 18.902296
"2010-12-16" 24.002686 24.43922 23.848221 24.432505 1352608 19.321873
"2010-12-17" 24.398926 24.486233 24.170584 24.43922 1336824 19.327179
"2010-12-20" 24.560106 24.600403 24.351913 24.466085 749414 19.348423
"2010-12-21" 24.486233 24.996641 24.472801 24.949631 699979 19.730829
"2010-12-22" 24.882471 24.976494 24.499664 24.513096 1188520 19.385605
"2010-12-23" 24.452654 24.714575 24.345198 24.553392 467248 19.41748
"2010-12-27" 24.432505 24.613834 24.298187 24.57354 290057 19.433409
"2010-12-28" 24.694426 24.741438 24.331766 24.680994 476629 19.518377
"2010-12-29" 24.714575 24.781733 24.546677 24.593687 229157 19.449343
"2010-12-30" 24.607119 24.768301 24.566822 24.68771 390267 19.523693
"2010-12-31" 24.633984 24.721289 24.499664 24.519812 290951 19.390915
"2011-01-03" 24.73472 24.989925 24.680994 24.835461 480947 19.640539
"2011-01-04" 24.828745 24.875755 24.089993 24.43922 624338 19.327179
"2011-01-05" 24.331766 24.707857 24.331766 24.452654 580412 19.337809
"2011-01-06" 24.499664 24.98321 24.499664 24.566822 689705 19.428097
"2011-01-07" 24.600403 24.922768 24.257891 24.526527 610639 19.396227
"2011-01-10" 24.137005 24.338482 23.546003 24.21088 1529501 19.146612
"2011-01-11" 24.291471 24.593687 24.184015 24.519812 839498 19.390915
"2011-01-12" 24.680994 24.949631 24.633984 24.781733 576839 19.598049
"2011-01-13" 24.741438 24.976494 24.741438 24.882471 558971 19.677713
"2011-01-14" 24.835461 24.848892 24.640697 24.835461 329814 19.640539
"2011-01-18" 24.768301 24.949631 24.593687 24.936199 1023985 19.720205
"2011-01-19" 24.902618 25.077232 24.398926 24.50638 465164 19.380301
"2011-01-20" 24.398926 24.513096 24.029551 24.056414 736757 19.024448
"2011-01-21" 24.237743 24.284756 23.875084 23.888515 543634 18.891668
"2011-01-24" 23.942244 24.533243 23.92881 24.479515 740033 19.359053
"2011-01-25" 24.412357 24.607119 24.251175 24.607119 598876 19.459965
"2011-01-26" 24.566822 24.728004 24.45937 24.62055 803464 19.577454
"2011-01-27" 24.586971 24.680994 24.231028 24.45937 691789 19.449284
"2011-01-28" 24.50638 24.761585 23.935528 24.022835 990930 19.102161
"2011-01-31" 24.096708 24.43922 24.069845 24.291471 1403531 19.315771
"2011-02-01" 24.419073 25.036938 24.358629 25.036938 1028452 19.90855
"2011-02-02" 24.882471 25.486904 24.808596 25.292143 1088757 20.111479
"2011-02-03" 25.305574 25.433178 25.01679 25.325722 824310 20.138174
"2011-02-04" 25.258562 25.681665 25.097382 25.641371 617935 20.389168
"2011-02-07" 25.641371 25.782404 25.453323 25.601074 449827 20.357132
"2011-02-08" 25.594358 25.67495 25.419744 25.574211 364209 20.335766
"2011-02-09" 25.49362 25.513767 25.191404 25.332438 461143 20.143518
"2011-02-10" 25.245131 25.695097 25.245131 25.49362 304054 20.271685
"2011-02-11" 25.406313 25.668234 25.359303 25.614506 333238 20.367807
"2011-02-14" 25.654802 25.695097 25.56078 25.634653 260426 20.383829
"2011-02-15" 25.580927 25.614506 25.413029 25.554064 260426 20.319742
"2011-02-16" 25.587643 25.903292 25.54063 25.554064 645482 20.319742
"2011-02-17" 25.507051 25.970449 25.460039 25.883142 382673 20.581421
"2011-02-18" 25.876427 26.171926 25.775688 25.910007 596345 20.602781
"2011-02-22" 25.641371 25.883142 25.043653 25.050369 700277 19.919224
"2011-02-23" 25.104097 25.37945 24.479515 24.721289 906652 19.657553
"2011-02-24" 24.68771 24.909334 24.345198 24.533243 932710 19.508018
"2011-02-25" 24.68771 25.083948 24.539961 24.989925 498666 19.871166
"2011-02-28" 25.083948 25.325722 24.86904 24.902618 483329 19.801741
"2011-03-01" 25.057085 25.104097 24.372063 24.466085 517428 19.454628
"2011-03-02" 24.398926 24.694426 24.351913 24.533243 554950 19.508018
"2011-03-03" 24.795164 25.271996 24.795164 25.083948 508642 19.945923
"2011-03-04" 25.090666 25.110813 24.445936 24.647413 658883 19.598801
"2011-03-07" 24.680994 24.754869 23.895231 24.204165 1431525 19.246351
"2011-03-08" 24.244459 25.077232 24.130289 24.916052 937921 19.812414
"2011-03-09" 24.889187 24.996641 24.627268 24.775017 933901 19.700277
"2011-03-10" 24.425789 24.486233 24.049698 24.137005 734970 19.192951
"2011-03-11" 23.92881 24.398926 23.92881 24.284756 889231 19.310431
"2011-03-14" 24.116858 24.318335 24.009401 24.163868 842923 19.214312
"2011-03-15" 23.485561 24.197449 23.40497 23.989256 647864 19.075459
"2011-03-16" 23.92881 24.190731 23.687038 23.801208 849177 18.92593
"2011-03-17" 24.237743 24.351913 23.962391 24.103424 531722 19.166246
"2011-03-18" 24.378778 24.499664 24.163868 24.257891 446700 19.28907
"2011-03-21" 24.57354 25.090666 24.57354 24.902618 547952 19.801741
"2011-03-22" 24.875755 25.036938 24.795164 24.902618 1037535 19.801741
"2011-03-23" 24.788448 24.842176 24.39221 24.754869 422578 19.684252
"2011-03-24" 24.848892 25.13096 24.553392 25.003359 632974 19.881845
"2011-03-25" 25.043653 25.298859 24.942915 25.043653 537529 19.913879
"2011-03-28" 25.097382 25.292143 25.010075 25.057085 449827 19.924566
"2011-03-29" 25.063801 25.278711 24.98321 25.278711 569096 20.100803
"2011-03-30" 25.392881 25.433178 25.144392 25.339153 988100 20.148853
"2011-03-31" 25.359303 25.661518 25.31229 25.37945 711444 20.180904
"2011-04-01" 25.533915 25.621222 25.439894 25.520485 709806 20.293055
"2011-04-04" 25.957018 26.259233 25.829416 25.856279 2242285 20.560059
"2011-04-05" 26.084621 26.4137 25.836132 26.359974 2173493 20.960583
"2011-04-06" 26.507723 26.709202 26.420416 26.514439 1514462 21.083403
"2011-04-07" 26.507723 26.662189 26.192076 26.353256 1131342 20.955235
"2011-04-08" 26.453997 26.521154 25.950302 26.1182 1306895 20.768332
"2011-04-11" 26.077906 26.265949 25.78912 25.950302 783065 20.634821
"2011-04-12" 25.795835 25.842848 25.419744 25.527199 714422 20.298386
"2011-04-13" 25.634653 25.755541 25.413029 25.500336 778598 20.277027
"2011-04-14" 25.278711 25.453323 25.104097 25.319006 1052127 20.132833
"2011-04-15" 25.345869 25.500336 25.251846 25.413029 1148019 20.207598
"2011-04-18" 25.057085 25.097382 24.674278 24.848892 1520120 19.75901
"2011-04-19" 25.003359 25.251846 24.949631 25.19812 821481 20.036711
"2011-04-20" 25.554064 25.856279 25.554064 25.708529 655607 20.442568
"2011-04-21" 25.688381 26.017462 25.688381 26.00403 802720 20.677544
"2011-04-25" 26.00403 26.212223 25.903292 26.138348 1146381 20.784342
"2011-04-26" 26.722633 27.051714 26.400269 26.642042 2382400 21.184868
"2011-04-27" 26.621895 26.769644 26.131632 26.601746 1206983 21.26001
"2011-04-28" 26.615177 26.836803 26.574883 26.823372 1241975 21.437134
"2011-04-29" 26.863667 27.092009 26.823372 26.971123 1098882 21.555222
"2011-05-02" 27.125587 27.246473 26.991268 27.031565 840689 21.603519
"2011-05-03" 26.850235 27.199463 26.675621 26.742781 747031 21.372726
"2011-05-04" 26.736065 26.803225 26.312962 26.406984 866449 21.104359
"2011-05-05" 26.239086 26.548019 26.017462 26.185358 587262 20.927233
"2011-05-06" 26.494291 26.695768 26.111485 26.239086 533509 20.970181
"2011-05-09" 26.212223 26.689053 26.111485 26.48086 611979 21.163401
"2011-05-10" 26.521154 26.964405 26.487576 26.863667 615702 21.469334
"2011-05-11" 26.836803 26.836803 26.29953 26.433847 477671 21.125826
"2011-05-12" 26.359974 26.850235 26.151779 26.816654 881488 21.43177
"2011-05-13" 26.850235 26.910679 26.36669 26.467428 656500 21.152664
"2011-05-16" 26.306246 26.635326 26.239086 26.326393 680324 21.039953
"2011-05-17" 26.165213 26.265949 25.782404 26.091335 992567 20.852091
"2011-05-18" 26.091335 26.507723 25.997314 26.447281 487648 21.13657
"2011-05-19" 26.534588 26.756212 26.29953 26.574883 543783 21.238541
"2011-05-20" 26.494291 26.568167 26.098051 26.198792 589346 20.937973
"2011-05-23" 25.876427 25.977165 25.648087 25.836132 671539 20.648134
"2011-05-24" 25.876427 26.030893 25.580927 25.775688 580561 20.599833
"2011-05-25" 25.688381 26.534588 25.601074 26.467428 1225298 21.152664
"2011-05-26" 26.319677 26.494291 26.00403 26.433847 1073569 21.125826
"2011-05-27" 26.59503 26.863667 26.541304 26.762928 915288 21.388826
"2011-05-31" 27.011417 27.192747 26.689053 27.186031 969935 21.726974
"2011-06-01" 27.125587 27.192747 26.158497 26.158497 1119132 20.905766
"2011-06-02" 26.185358 26.433847 25.957018 26.1182 843072 20.873568
"2011-06-03" 26.138348 26.138348 25.574211 25.695097 1069400 20.535429
"2011-06-06" 25.67495 25.775688 25.258562 25.31229 1106625 20.229485
"2011-06-07" 25.480188 25.533915 25.157824 25.164539 1052127 20.111403
"2011-06-08" 25.144392 25.224983 24.949631 25.01679 775918 19.993324
"2011-06-09" 25.097382 25.500336 24.895903 25.399597 1149657 20.299263
"2011-06-10" 25.238415 25.238415 24.788448 24.848892 785596 19.859131
"2011-06-13" 24.969778 25.117529 24.835461 24.922768 533955 19.918186
"2011-06-14" 25.204836 25.60779 25.104097 25.446608 637590 20.336832
"2011-06-15" 25.171255 25.413029 25.050369 25.171255 1293494 20.116766
"2011-06-16" 25.157824 25.392881 24.942915 25.245131 1099031 20.17581
"2011-06-17" 25.513767 25.520485 25.292143 25.37945 944324 20.283159
"2011-06-20" 25.285425 25.748825 25.285425 25.641371 771004 20.492481
"2011-06-21" 25.842848 26.279383 25.762257 26.171926 1306449 20.916504
"2011-06-22" 26.165213 26.359974 26.024178 26.124916 1334293 20.878935
"2011-06-23" 25.748825 26.326393 25.574211 26.326393 1619585 21.039953
"2011-06-24" 26.36669 26.460712 25.903292 26.017462 1693886 20.793053
"2011-06-27" 25.997314 26.29953 25.836132 26.077906 892060 20.841358
"2011-06-28" 26.225655 26.467428 26.084621 26.433847 549888 21.125826
"2011-06-29" 26.574883 26.682337 26.239086 26.574883 981698 21.238541
"2011-06-30" 26.668905 27.300201 26.588314 27.10544 950875 21.662563
"2011-07-01" 27.071859 27.790462 27.065144 27.716587 636548 22.150993
"2011-07-05" 27.770315 27.971792 27.642714 27.837475 943579 22.247601
"2011-07-06" 27.783747 27.904634 27.683008 27.837475 1422740 22.247601
"2011-07-07" 28.059099 28.495634 28.012089 28.374748 1675125 22.676989
"2011-07-08" 27.991941 28.247147 27.871054 28.247147 852006 22.575012
"2011-07-11" 27.830759 27.877769 27.380793 27.683008 1066720 22.124151
"2011-07-12" 27.528543 27.830759 27.474815 27.541973 890273 22.011435
"2011-07-13" 27.595701 27.944929 27.501678 27.541973 716656 22.011435
"2011-07-14" 27.669577 27.790462 26.944258 27.10544 634314 21.662563
"2011-07-15" 27.199463 27.239758 26.870382 27.21961 701468 21.753807
"2011-07-18" 27.118872 27.125587 26.615177 26.796509 635505 21.41567
"2011-07-19" 26.971123 27.367361 26.971123 27.340496 577136 21.850416
"2011-07-20" 27.421087 27.535259 27.098724 27.28677 494348 21.807486
"2011-07-21" 27.461384 27.649429 27.179316 27.360645 830118 21.86652
"2011-07-22" 27.360645 27.508394 27.186031 27.186031 1029644 21.726974
"2011-07-25" 26.971123 27.649429 26.80994 27.35393 1120175 21.861158
"2011-07-26" 27.10544 27.10544 25.587643 26.124916 2862305 20.878935
"2011-07-27" 26.091335 26.091335 25.157824 25.439894 1712648 20.436535
"2011-07-28" 25.386166 25.587643 24.976494 24.996641 1517589 20.08046
"2011-07-29" 24.660847 25.124245 24.546677 24.721289 877319 19.859261
"2011-08-01" 25.083948 25.19812 24.27804 24.553392 1580425 19.724384
"2011-08-02" 24.378778 24.674278 23.747482 23.754196 1176459 19.082373
"2011-08-03" 23.734051 23.948959 23.203491 23.848221 1029495 19.157904
"2011-08-04" 23.546003 23.566153 22.572195 22.672935 2305568 18.213762
"2011-08-05" 23.022163 23.163197 21.961048 22.518469 2432579 18.089682
"2011-08-08" 21.84016 22.095366 20.201477 20.201477 2325520 16.228376
"2011-08-09" 20.691738 21.484219 19.966419 21.484219 1760296 17.258841
"2011-08-10" 20.926798 21.450638 20.537273 20.543989 2394312 16.503531
"2011-08-11" 20.711887 22.175957 20.617865 21.86031 1107667 17.560966
"2011-08-12" 22.075218 22.269979 21.739422 22.055071 1088906 17.717421
"2011-08-15" 22.209538 22.605776 22.196104 22.605776 826693 18.159815
"2011-08-16" 22.269979 22.38415 21.934183 22.196104 928838 17.830708
"2011-08-17" 22.350571 22.478172 21.806581 22.008059 513258 17.679651
"2011-08-18" 21.195433 21.309605 20.62458 20.785763 1520567 16.697748
"2011-08-19" 20.382807 21.087978 20.2955 20.322365 875681 16.325487
"2011-08-22" 20.846207 20.980524 20.591002 20.671593 1133278 16.606039
"2011-08-23" 20.779045 21.56481 20.564137 21.56481 789617 17.323578
"2011-08-24" 21.56481 22.175957 21.363331 22.108797 725590 17.760576
"2011-08-25" 22.330423 22.41773 21.262592 21.417059 780683 17.204884
"2011-08-26" 21.235729 22.236401 20.886501 22.169241 751945 17.809132
"2011-08-29" 22.59906 23.263935 22.538616 23.203491 838605 18.639977
"2011-08-30" 22.96172 23.438549 22.753527 23.250504 760135 18.67774
"2011-08-31" 23.431833 23.834787 22.860981 23.049026 1572980 18.515888
"2011-09-01" 23.176628 23.257219 22.377436 22.431162 1398469 18.019543
"2011-09-02" 21.732706 22.135662 21.423775 21.591673 701021 17.345158
"2011-09-06" 20.913364 21.61182 20.839491 21.477503 1246293 17.253448
"2011-09-07" 21.867025 22.484888 21.766287 22.364002 977380 17.96559
"2011-09-08" 22.115515 22.424446 21.813297 21.887173 1857676 17.582544
"2011-09-09" 21.712559 21.759569 20.940228 21.027534 1678550 16.891972
"2011-09-12" 20.745466 21.329752 20.685024 21.262592 1252100 17.080793
"2011-09-13" 21.403627 21.97448 21.336468 21.799866 1170354 17.512405
"2011-09-14" 22.055071 22.679651 21.477503 22.377436 1389535 17.976383
"2011-09-15" 22.639355 23.002014 22.390865 22.934856 1556750 18.424175
"2011-09-16" 23.183346 23.257219 22.632639 22.813969 1642516 18.327066
"2011-09-19" 22.350571 22.928141 22.108797 22.800537 1235870 18.316273
"2011-09-20" 22.867697 23.109468 22.552048 22.572195 1309278 18.132841
"2011-09-21" 22.538616 22.552048 22.001343 22.008059 1705947 17.679651
"2011-09-22" 21.202148 21.638683 20.967093 21.208864 2051246 17.037638
"2011-09-23" 21.074547 21.645399 20.953659 21.262592 1374943 17.080793
"2011-09-26" 21.477503 21.900604 20.859636 21.86031 1227234 17.560966
"2011-09-27" 22.552048 23.096039 22.216253 22.364002 1247633 17.96559
"2011-09-28" 22.5319 22.89456 21.578239 21.692411 1232743 17.426081
"2011-09-29" 22.149094 22.424446 21.537945 21.873741 2147287 17.571751
"2011-09-30" 21.450638 22.014774 21.309605 21.497648 1602760 17.269625
"2011-10-03" 21.296171 21.867025 20.725319 20.799194 1614969 16.708536
"2011-10-04" 20.530558 21.994627 20.402954 21.97448 1392066 17.652679
"2011-10-05" 22.162525 22.632639 21.826729 22.545332 899356 18.111263
"2011-10-06" 22.545332 23.19006 22.350571 23.156481 824013 18.602211
"2011-10-07" 23.310947 23.451981 22.820684 22.934856 753583 18.424175
"2011-10-10" 23.391539 23.781061 23.270651 23.539288 780683 18.909725
"2011-10-11" 23.384823 23.942244 23.378105 23.720617 962787 19.055397
"2011-10-12" 23.854937 24.566822 23.848221 24.284756 952662 19.508587
"2011-10-13" 24.036266 24.150436 23.593016 23.747482 1172588 19.076977
"2011-10-14" 24.083277 24.546677 23.901949 24.405642 746734 19.605688
"2011-10-17" 24.284756 24.358629 23.546003 23.646744 1451626 18.996046
"2011-10-18" 23.781061 24.069845 23.243788 23.942244 2149074 19.233433
"2011-10-19" 23.962391 24.076561 23.626595 23.754196 1417975 19.082373
"2011-10-20" 23.727333 23.948959 23.257219 23.640026 1292750 18.990654
"2011-10-21" 23.982538 24.39221 23.740767 24.385494 715018 19.58951
"2011-10-24" 24.39221 25.218267 24.39221 25.171255 525766 20.220732
"2011-10-25" 24.942915 25.110813 24.311619 24.607119 826395 19.767551
"2011-10-26" 24.775017 25.224983 24.002686 24.707857 1184648 19.957411
"2011-10-27" 25.036938 25.67495 24.73472 24.936199 1804966 20.141846
"2011-10-28" 24.98321 25.023506 24.311619 24.73472 1562706 19.979105
"2011-10-31" 24.43922 24.728004 24.022835 24.143721 964276 19.50174
"2011-11-01" 23.19006 23.680323 22.840834 23.149765 1523247 18.698885
"2011-11-02" 23.579584 23.828074 23.317663 23.680323 938666 19.127434
"2011-11-03" 23.955675 24.922768 23.727333 24.855608 1033664 20.076757
