"Index" "PNR.Open" "PNR.High" "PNR.Low" "PNR.Close" "PNR.Volume" "PNR.Adjusted"
"2007-04-23" 20.886501 20.98724 20.779045 20.886501 1500465 15.192754
"2007-04-24" 21.826729 23.22364 21.826729 22.02149 4192726 16.018339
"2007-04-25" 22.095366 22.095366 20.899933 21.047684 3365885 15.380346
"2007-04-26" 21.235729 21.752853 21.141706 21.544661 2913675 15.743515
"2007-04-27" 21.517797 21.846876 21.457354 21.766287 1128364 15.905471
"2007-04-30" 22.269979 22.337139 21.544661 21.584955 857217 15.772963
"2007-05-01" 21.531229 21.578239 21.423775 21.437206 942239 15.66499
"2007-05-02" 21.598389 22.108797 21.544661 22.048355 1172439 16.11158
"2007-05-03" 22.59906 23.082605 22.310274 22.41773 1708925 16.381496
"2007-05-04" 22.525185 22.525185 22.142378 22.350571 960256 16.332418
"2007-05-07" 22.350571 22.585629 22.323708 22.458027 549143 16.410938
"2007-05-08" 22.350571 22.672935 22.182673 22.592344 1076994 16.509098
"2007-05-09" 22.558764 22.955004 22.558764 22.955004 1196412 16.774105
"2007-05-10" 22.787106 22.8274 22.5319 22.59906 1359755 16.514006
"2007-05-11" 22.800537 22.887844 22.66622 22.847549 902632 16.695583
"2007-05-14" 22.834118 22.901276 22.693083 22.860981 1206983 16.705397
"2007-05-15" 22.840834 22.948286 22.719946 22.820684 1260736 16.675955
"2007-05-16" 22.934856 22.975151 22.693083 22.934856 727228 16.759378
"2007-05-17" 22.854265 23.149765 22.793821 23.102755 1340993 16.882082
"2007-05-18" 23.22364 24.042982 23.210209 23.498993 1539030 17.171616
"2007-05-21" 23.505709 23.680323 23.485561 23.680323 1181819 17.304121
"2007-05-22" 23.673607 23.935528 23.51914 23.854937 1448053 17.431715
"2007-05-23" 24.049698 24.546677 24.016117 24.479515 2558400 17.888117
"2007-05-24" 24.378778 24.546677 23.828074 23.92881 2254048 17.485706
"2007-05-25" 24.110142 24.39221 23.8818 24.190731 1225894 17.677095
"2007-05-29" 24.331766 24.842176 24.331766 24.45937 975146 17.873396
"2007-05-30" 24.27804 24.86904 24.177299 24.86904 1045725 18.17276
"2007-05-31" 24.855608 25.332438 24.775017 24.842176 1579531 18.15313
"2007-06-01" 24.842176 25.023506 24.667562 25.023506 1209813 18.285637
"2007-06-04" 24.949631 25.191404 24.882471 25.171255 654267 18.3936
"2007-06-05" 25.151108 25.439894 25.023506 25.164539 741373 18.388697
"2007-06-06" 24.996641 24.996641 24.654131 24.701141 1192242 18.05007
"2007-06-07" 24.130289 24.775017 24.130289 24.271322 968297 17.735981
"2007-06-08" 24.170584 24.546677 24.089993 24.513096 604534 17.912659
"2007-06-11" 24.419073 24.748154 24.311619 24.627268 612724 17.996086
"2007-06-12" 24.580256 24.721289 24.338482 24.43922 1023092 17.858677
"2007-06-13" 24.680994 25.023506 24.553392 24.768301 1391619 18.099148
"2007-06-14" 24.989925 25.486904 24.989925 25.486904 900398 18.624258
"2007-06-15" 25.782404 25.849564 25.56078 25.56078 806889 18.678249
"2007-06-18" 25.567495 25.775688 25.332438 25.392881 868683 18.555557
"2007-06-19" 25.345869 25.72196 25.345869 25.507051 1016391 18.638985
"2007-06-20" 25.614506 25.943586 25.446608 25.513767 870767 18.643892
"2007-06-21" 25.433178 25.701813 25.26528 25.614506 999566 18.717499
"2007-06-22" 26.427132 26.440563 25.688381 25.815985 1866610 18.864735
"2007-06-25" 25.876427 25.957018 25.258562 25.285425 1543051 18.477026
"2007-06-26" 25.285425 25.520485 25.164539 25.433178 2441811 18.584997
"2007-06-27" 25.231699 25.695097 24.996641 25.688381 932710 18.771496
"2007-06-28" 25.325722 26.306246 25.325722 25.963734 2029805 18.972698
"2007-06-29" 26.010744 26.124916 25.695097 25.903292 936283 18.928535
"2007-07-02" 25.923439 26.447281 25.923439 26.326393 820439 19.237701
"2007-07-03" 26.225655 26.272667 25.507051 25.654802 1499274 18.746948
"2007-07-05" 25.654802 26.104769 25.627937 25.936871 1677954 18.953075
"2007-07-06" 26.057756 26.138348 25.809269 25.903292 965914 18.928535
"2007-07-09" 25.983883 26.306246 25.957018 26.272667 1107667 19.198444
"2007-07-10" 26.272667 26.272667 25.594358 25.648087 966808 18.742041
"2007-07-11" 25.67495 25.856279 25.621222 25.78912 931816 18.8451
"2007-07-12" 26.024178 26.192076 25.896576 26.138348 1070293 19.100298
"2007-07-13" 26.192076 26.192076 25.963734 26.151779 898016 19.110107
"2007-07-16" 26.051041 26.158497 25.869711 25.957018 717549 18.967789
"2007-07-17" 25.923439 26.192076 25.896576 26.091335 747925 19.065947
"2007-07-18" 25.916723 26.098051 25.755541 26.00403 952811 19.002146
"2007-07-19" 26.192076 26.440563 26.00403 26.333109 1165440 19.24262
"2007-07-20" 26.286098 26.406984 25.527199 25.809269 1547964 18.859819
"2007-07-23" 25.795835 25.950302 25.19812 25.386166 1613480 18.550646
"2007-07-24" 25.547346 25.614506 24.62055 25.406313 3431252 18.565369
"2007-07-25" 26.628611 26.642042 24.748154 25.090666 2106637 18.4077
"2007-07-26" 24.761585 24.815311 24.083277 24.479515 1720688 17.959332
"2007-07-27" 24.405642 24.815311 23.975822 24.351913 1875396 17.865719
"2007-07-30" 24.385494 24.775017 24.076561 24.68771 1717264 18.112074
"2007-07-31" 24.936199 24.969778 24.284756 24.311619 1470090 17.836149
"2007-08-01" 24.284756 24.949631 24.116858 24.902618 1481406 18.269749
"2007-08-02" 24.902618 25.359303 24.855608 25.345869 1266246 18.594933
"2007-08-03" 25.177973 25.251846 24.432505 24.701141 1446415 18.121925
"2007-08-06" 24.80188 24.976494 24.331766 24.808596 1173779 18.200764
"2007-08-07" 24.728004 25.077232 24.486233 24.714575 1573277 18.131775
"2007-08-08" 24.895903 25.332438 24.775017 25.332438 1654875 18.585081
"2007-08-09" 24.98321 25.332438 24.607119 24.80188 2030847 18.195833
"2007-08-10" 24.647413 25.278711 24.412357 25.104097 1665744 18.417553
"2007-08-13" 25.245131 25.359303 24.157152 24.32505 956385 17.846008
"2007-08-14" 24.539961 24.613834 23.687038 23.713902 1048703 17.397638
"2007-08-15" 23.559437 23.760914 22.787106 22.941572 1525629 16.831026
"2007-08-16" 22.719946 23.270651 22.437878 23.102755 1799010 16.949284
"2007-08-17" 23.660175 23.666891 23.169912 23.465412 1503146 17.215334
"2007-08-20" 23.47213 23.888515 23.237072 23.70047 720080 17.387791
"2007-08-21" 23.51914 24.036266 23.485561 23.680323 963234 17.373005
"2007-08-22" 23.854937 24.412357 23.854937 24.338482 680473 17.855865
"2007-08-23" 24.513096 24.600403 23.707186 23.868368 583390 17.510967
"2007-08-24" 23.787777 24.063129 23.680323 24.022835 516087 17.624292
"2007-08-27" 24.022835 24.513096 24.002686 24.398926 416622 17.900213
"2007-08-28" 24.157152 24.157152 23.290798 23.324379 499708 17.111872
"2007-08-29" 23.512424 24.036266 23.512424 23.854937 932859 17.50111
"2007-08-30" 23.740767 24.284756 23.70047 24.116858 1042300 17.693262
"2007-08-31" 24.45937 25.231699 24.452654 24.936199 1198794 18.294378
"2007-09-04" 25.036938 25.466757 24.815311 25.298859 870321 18.560436
"2007-09-05" 25.077232 25.177973 24.43922 24.513096 773536 17.983963
"2007-09-06" 24.57354 24.667562 24.21088 24.660847 520108 18.092358
"2007-09-07" 24.257891 24.385494 23.183346 23.814642 602301 17.47155
"2007-09-10" 23.875084 24.009401 22.907991 23.304232 1001055 17.097088
"2007-09-11" 23.445265 23.485561 22.66622 22.726662 3414277 16.673355
"2007-09-12" 22.699799 22.847549 22.471457 22.565479 1273691 16.555113
"2007-09-13" 22.746811 22.968435 22.498322 22.518469 1276520 16.520622
"2007-09-14" 22.41773 22.619207 22.243116 22.397581 974402 16.431929
"2007-09-17" 22.357286 22.518469 22.169241 22.182673 712338 16.274256
"2007-09-18" 22.377436 22.78039 22.196104 22.746811 1719795 16.688139
"2007-09-19" 22.793821 22.854265 21.97448 22.08865 1543646 16.205276
"2007-09-20" 22.08865 22.38415 21.84016 21.893888 1553474 16.062395
"2007-09-21" 21.61182 21.692411 21.134991 21.544661 4236354 15.806187
"2007-09-24" 21.638683 22.081934 21.625252 21.719275 1208472 15.934293
"2007-09-25" 21.558092 21.880457 21.443922 21.692411 1861846 15.914579
"2007-09-26" 21.692411 22.128946 21.591673 21.914036 1773846 16.077173
"2007-09-27" 22.02149 22.337139 21.806581 22.209538 1945230 16.293968
"2007-09-28" 22.283413 22.357286 21.900604 22.283413 1653237 16.348171
"2007-10-01" 22.343855 22.444593 22.034924 22.296844 2315693 16.358011
"2007-10-02" 22.263264 22.578913 22.108797 22.222967 1047512 16.303829
"2007-10-03" 22.162525 22.652786 22.115515 22.552048 1161718 16.545248
"2007-10-04" 22.753527 23.042311 22.404299 22.518469 633570 16.520622
"2007-10-05" 22.592344 22.773674 22.343855 22.686367 778003 16.643793
"2007-10-08" 22.652786 22.834118 22.323708 22.478172 649949 16.491058
"2007-10-09" 22.572195 23.008732 22.491606 22.995298 1055403 16.870441
"2007-10-10" 22.988583 22.988583 22.605776 22.66622 1009840 16.629015
"2007-10-11" 22.733377 22.867697 22.283413 22.471457 689705 16.486118
"2007-10-12" 22.471457 22.753527 22.135662 22.625923 736757 16.599451
"2007-10-15" 22.639355 22.914707 22.59906 22.914707 1310171 16.811312
"2007-10-16" 22.834118 22.955004 22.585629 22.740093 2021913 16.683212
"2007-10-17" 22.914707 22.914707 22.229685 22.38415 1161271 16.422075
"2007-10-18" 22.343855 22.538616 22.128946 22.330423 1477535 16.382658
"2007-10-19" 22.330423 22.444593 22.02149 22.128946 1366009 16.234838
"2007-10-22" 21.813297 22.034924 21.511082 21.893888 2249879 16.062395
"2007-10-23" 22.941572 23.774345 22.330423 23.22364 3591766 17.037962
"2007-10-24" 23.149765 23.801208 23.149765 23.512424 1794096 17.32498
"2007-10-25" 23.572868 23.613163 22.887844 23.196775 1254631 17.092398
"2007-10-26" 23.485561 23.613163 23.096039 23.216925 883573 17.107239
"2007-10-29" 23.425117 23.640026 23.290798 23.47213 803018 17.29529
"2007-10-30" 23.304232 23.754196 23.055742 23.451981 855282 17.280441
"2007-10-31" 23.465412 23.834787 23.337811 23.76763 1000161 17.513021
"2007-11-01" 23.626595 23.888515 23.284082 23.713902 1635518 17.473438
"2007-11-02" 23.989256 24.486233 23.505709 24.116858 1867951 17.77035
"2007-11-05" 24.190731 24.452654 23.848221 24.170584 1792607 17.809942
"2007-11-06" 24.45937 24.57354 23.8818 24.50638 1445075 18.057373
"2007-11-07" 24.331766 24.466085 23.841503 23.935528 1172141 17.636742
"2007-11-08" 24.237743 24.32505 23.65346 24.096708 1595315 17.755503
"2007-11-09" 23.734051 23.875084 23.364674 23.760914 1301535 17.508091
"2007-11-12" 23.787777 23.814642 23.149765 23.149765 921393 17.057758
"2007-11-13" 23.284082 23.505709 22.787106 23.022163 1553325 16.963739
"2007-11-14" 23.169912 23.290798 22.746811 22.787106 3624822 16.790531
"2007-11-15" 22.800537 22.887844 22.525185 22.652786 999268 16.691561
"2007-11-16" 22.733377 22.793821 22.196104 22.538616 917820 16.607435
"2007-11-19" 22.41773 22.41773 22.001343 22.001343 600067 16.211546
"2007-11-20" 22.041639 22.330423 21.719275 22.189388 889529 16.350103
"2007-11-21" 22.081934 22.390865 21.766287 21.97448 1216960 16.191755
"2007-11-23" 22.061787 22.464741 21.867025 22.404299 551377 16.508461
"2007-11-26" 22.437878 22.625923 22.155809 22.155809 1048852 16.325369
"2007-11-27" 22.283413 22.397581 21.846876 22.175957 987505 16.340212
"2007-11-28" 22.303558 22.518469 21.934183 22.464741 2146245 16.553007
"2007-11-29" 22.411015 22.659504 22.343855 22.552048 1068358 16.617329
"2007-11-30" 22.8274 22.941572 22.619207 22.78039 891315 16.785589
"2007-12-03" 22.699799 22.706514 22.37072 22.498322 565969 16.577747
"2007-12-04" 22.296844 22.64607 22.222967 22.518469 433597 16.592598
"2007-12-05" 22.813969 22.948286 22.619207 22.921425 562991 16.889509
"2007-12-06" 22.934856 23.525856 22.834118 23.525856 618233 17.334871
"2007-12-07" 23.626595 23.626595 23.22364 23.539288 528297 17.344776
"2007-12-10" 23.640026 23.895231 23.284082 23.895231 705339 17.607054
"2007-12-11" 24.002686 24.237743 23.492277 23.606447 1324912 17.39426
"2007-12-12" 24.096708 24.143721 23.169912 23.40497 715316 17.245804
"2007-12-13" 23.344526 23.593016 23.062458 23.5863 430023 17.379427
"2007-12-14" 23.5863 23.5863 22.968435 23.156481 726185 17.062704
"2007-12-17" 23.096039 23.176628 22.484888 22.592344 753285 16.647022
"2007-12-18" 22.753527 22.807253 22.411015 22.800537 469333 16.800426
"2007-12-19" 22.740093 22.820684 22.612492 22.719946 417516 16.741049
"2007-12-20" 22.847549 23.277367 22.552048 23.277367 563140 17.151777
"2007-12-21" 23.566153 24.116858 23.451981 23.942244 887295 17.641682
"2007-12-24" 24.130289 24.311619 23.713902 24.231028 260426 17.854479
"2007-12-26" 23.955675 24.076561 23.861652 23.969107 364656 17.66148
"2007-12-27" 23.908665 24.063129 23.787777 23.8818 464270 17.597153
"2007-12-28" 23.888515 24.036266 23.559437 23.559437 789170 17.359629
"2007-12-31" 23.51914 23.754196 23.317663 23.378105 595898 17.226007
"2008-01-02" 23.284082 23.492277 22.787106 22.955004 598429 16.914251
"2008-01-03" 22.948286 23.096039 22.753527 22.921425 792297 16.889509
"2008-01-04" 22.659504 22.740093 21.987911 22.142378 1142361 16.31547
"2008-01-07" 22.316992 22.458027 22.068502 22.175957 1624201 16.340212
"2008-01-08" 22.216253 22.263264 21.188717 21.188717 881190 15.612763
"2008-01-09" 21.10141 21.148422 19.93284 20.537273 2346813 15.132763
"2008-01-10" 20.429819 20.792479 20.087307 20.678308 1928404 15.236674
"2008-01-11" 20.463398 20.92008 20.355944 20.671593 1865121 15.231728
"2008-01-14" 20.913364 20.913364 20.329081 20.362659 1260885 15.004094
"2008-01-15" 20.214909 20.288784 19.644056 19.811954 2744227 14.598311
"2008-01-16" 19.764942 19.959703 19.536602 19.543318 1948803 14.400373
"2008-01-17" 19.583612 20.087307 18.710545 18.83143 3058704 13.875821
"2008-01-18" 18.871725 19.382135 18.448624 18.656816 3117966 13.747155
"2008-01-22" 17.683008 18.891874 17.474815 18.670248 2523111 13.757053
"2008-01-23" 18.354601 19.12693 18.018805 19.120214 2218610 14.175286
"2008-01-24" 19.254534 19.724648 18.979181 19.462727 2108722 14.42922
"2008-01-25" 19.556749 20.429819 19.529886 20.026863 1827003 14.847466
"2008-01-28" 19.966419 20.792479 19.825386 20.765615 1816729 15.39516
"2008-01-29" 20.765615 21.014103 20.496979 20.940228 1364817 15.5246
"2008-01-30" 20.859636 21.336468 20.604433 20.812626 683600 15.430009
"2008-01-31" 20.496979 21.464069 20.436535 21.329752 1220087 15.813391
"2008-02-01" 21.329752 21.665546 21.027534 21.645399 1015498 16.047413
"2008-02-04" 21.484219 22.055071 21.484219 21.893888 1204452 16.231634
"2008-02-05" 21.343184 23.351242 20.04701 22.102081 2938542 16.385981
"2008-02-06" 22.175957 22.484888 21.900604 22.008059 1696864 16.316278
"2008-02-07" 21.961048 22.605776 21.806581 22.330423 1460411 16.555264
"2008-02-08" 22.236401 22.733377 22.102081 22.585629 1888945 16.744469
"2008-02-11" 22.525185 22.746811 22.196104 22.71323 979166 16.839075
"2008-02-12" 22.787106 22.867697 22.484888 22.659504 897271 16.79924
"2008-02-13" 22.834118 23.055742 22.8274 22.995298 1224256 17.048193
"2008-02-14" 22.941572 23.089321 22.625923 22.733377 846199 16.85401
"2008-02-15" 22.639355 22.672935 22.243116 22.59906 830862 16.754435
"2008-02-19" 22.787106 22.89456 22.411015 22.552048 818503 16.719576
"2008-02-20" 22.458027 23.049026 22.263264 23.002014 688663 17.053165
"2008-02-21" 23.022163 23.169912 22.216253 22.269979 920500 16.51046
"2008-02-22" 22.37072 22.558764 21.934183 22.491606 1085183 16.674767
"2008-02-25" 22.478172 22.907991 22.095366 22.907991 1099031 16.983469
"2008-02-26" 22.78039 23.277367 22.619207 23.183346 1252100 17.187607
"2008-02-27" 22.766958 23.337811 22.766958 23.028877 636845 17.073092
"2008-02-28" 22.800537 23.116184 22.525185 22.975151 932859 17.033255
"2008-02-29" 22.686367 22.740093 21.86031 21.90732 1170801 16.241585
"2008-03-03" 21.920752 22.02149 21.477503 21.759569 1105583 16.132051
"2008-03-04" 21.571526 21.759569 21.061115 21.390196 1259098 15.858204
"2008-03-05" 21.511082 21.90732 21.470785 21.56481 1382983 15.987666
"2008-03-06" 21.417059 21.490934 20.933512 20.946943 1071484 15.529588
"2008-03-07" 20.819342 21.074547 20.732035 20.819342 938368 15.43499
"2008-03-10" 20.80591 20.940228 20.329081 20.362659 1296323 15.096411
"2008-03-11" 20.933512 21.175285 20.617865 21.175285 849326 15.698869
"2008-03-12" 21.175285 21.61182 21.108126 21.229013 695661 15.738711
"2008-03-13" 20.933512 21.551376 20.732035 21.403627 600216 15.868168
"2008-03-14" 21.517797 21.598389 20.698456 21.047684 1216215 15.604276
"2008-03-17" 20.604433 21.027534 20.429819 20.718603 984229 15.360299
"2008-03-18" 21.027534 21.356615 20.80591 21.336468 829969 15.818363
"2008-03-19" 21.396912 21.685696 21.074547 21.074547 810314 15.624187
"2008-03-20" 21.121557 21.276024 20.80591 21.188717 1011329 15.708827
"2008-03-24" 21.161854 21.826729 21.081263 21.638683 766984 16.042427
"2008-03-25" 21.72599 22.155809 21.517797 22.081934 746287 16.371046
"2008-03-26" 22.028208 22.115515 21.712559 21.84016 506707 16.191795
"2008-03-27" 21.927467 21.967764 21.302889 21.470785 1154422 15.917949
"2008-03-28" 21.43049 21.537945 21.027534 21.141706 1713095 15.673982
"2008-03-31" 21.047684 21.477503 20.913364 21.423775 1159782 15.883105
"2008-04-01" 21.685696 22.411015 21.524513 22.404299 867491 16.610037
"2008-04-02" 22.41773 22.719946 22.397581 22.552048 895782 16.719576
"2008-04-03" 22.37072 22.652786 22.236401 22.565479 717102 16.729534
"2008-04-04" 22.5319 23.015448 22.290129 23.015448 1157995 17.063131
"2008-04-07" 23.102755 23.163197 22.323708 22.323708 1197454 16.550285
"2008-04-08" 22.229685 22.5319 22.169241 22.357286 983931 16.575186
"2008-04-09" 22.498322 22.59906 22.075218 22.135662 453996 16.410873
"2008-04-10" 22.095366 22.491606 21.947617 22.471457 647715 16.659822
"2008-04-11" 22.202822 22.236401 21.806581 21.900604 541698 16.236616
"2008-04-14" 21.934183 22.478172 21.739422 22.209538 1107518 16.465647
"2008-04-15" 22.411015 22.766958 22.364002 22.679651 773982 16.814177
"2008-04-16" 22.813969 23.774345 22.793821 23.720617 1038875 17.58593
"2008-04-17" 23.666891 23.8818 23.035595 23.801208 926009 17.645678
"2008-04-18" 24.425789 24.513096 23.774345 24.412357 1272648 18.098763
"2008-04-21" 24.170584 24.627268 24.170584 24.560106 1219491 18.208315
"2008-04-22" 24.842176 25.621222 24.39221 24.848892 3438846 18.422407
"2008-04-23" 24.855608 24.862324 23.92881 24.197449 1599782 18.022251
"2008-04-24" 24.022835 24.633984 23.834787 24.513096 1507315 18.257336
"2008-04-25" 24.627268 24.633984 24.137005 24.57354 897569 18.302353
"2008-04-28" 24.68771 24.848892 24.365347 24.781733 738395 18.45742
"2008-04-29" 24.781733 25.070517 24.647413 25.010075 1286049 18.627493
"2008-04-30" 25.010075 25.184689 24.586971 24.73472 1575064 18.422409
"2008-05-01" 24.741438 25.366016 24.593687 25.245131 1438672 18.802557
"2008-05-02" 25.292143 26.030893 25.177973 25.319006 1794841 18.857571
"2008-05-05" 25.251846 25.399597 25.083948 25.137676 537827 18.722528
"2008-05-06" 25.070517 25.285425 24.882471 25.184689 773089 18.757538
"2008-05-07" 25.184689 25.204836 24.412357 24.519812 926605 18.262335
"2008-05-08" 24.50638 24.835461 24.331766 24.701141 956236 18.397394
"2008-05-09" 24.311619 24.761585 24.298187 24.667562 768771 18.372389
"2008-05-12" 24.654131 24.909334 24.57354 24.855608 918713 18.51244
"2008-05-13" 24.909334 25.050369 24.721289 24.882471 649353 18.532448
"2008-05-14" 25.036938 25.419744 24.889187 25.050369 742267 18.657494
"2008-05-15" 25.01679 25.231699 24.775017 24.942915 926307 18.577467
"2008-05-16" 25.050369 25.157824 24.680994 25.01679 638781 18.63249
"2008-05-19" 24.98321 25.392881 24.902618 25.050369 796019 18.657494
"2008-05-20" 25.010075 25.184689 24.855608 24.996641 585922 18.617474
"2008-05-21" 25.090666 25.124245 24.217596 24.378778 664243 18.157295
"2008-05-22" 24.472801 24.701141 24.264606 24.405642 569989 18.177305
"2008-05-23" 24.345198 24.452654 23.848221 23.99597 649651 17.872185
"2008-05-27" 23.99597 24.076561 23.707186 24.022835 807038 17.892187
"2008-05-28" 24.345198 24.922768 24.311619 24.815311 1090990 18.48243
"2008-05-29" 24.822027 25.345869 24.513096 25.110813 1221278 18.702513
"2008-05-30" 25.157824 25.332438 25.043653 25.137676 635952 18.722528
"2008-06-02" 25.124245 25.124245 24.781733 24.916052 713231 18.557457
"2008-06-03" 25.043653 25.19812 24.607119 24.98321 688067 18.607483
"2008-06-04" 24.848892 25.043653 24.298187 24.526527 1306895 18.267345
"2008-06-05" 24.613834 24.996641 24.499664 24.989925 1201772 18.61248
"2008-06-06" 24.721289 24.815311 24.345198 24.39221 975295 18.167299
"2008-06-09" 24.560106 24.593687 23.92881 24.076561 897271 17.932209
"2008-06-10" 23.841503 24.076561 23.713902 23.895231 1066869 17.797155
"2008-06-11" 23.922094 23.962391 23.270651 23.284082 906950 17.34197
"2008-06-12" 23.284082 23.626595 23.109468 23.156481 1220682 17.246931
"2008-06-13" 23.351242 23.525856 22.975151 22.975151 1690164 17.111881
"2008-06-16" 22.860981 23.384823 22.740093 23.210209 1073420 17.286949
"2008-06-17" 23.418402 23.418402 22.96172 23.049026 681962 17.166899
"2008-06-18" 22.89456 22.948286 22.605776 22.746811 546016 16.941811
"2008-06-19" 22.746811 23.593016 22.746811 23.512424 1235721 17.512037
"2008-06-20" 23.324379 23.411686 23.089321 23.129618 1503443 17.226921
