"Index" "ALLE.Open" "ALLE.High" "ALLE.Low" "ALLE.Close" "ALLE.Volume" "ALLE.Adjusted"
"2014-07-08" 56.040001 56.040001 54.990002 55.509998 424300 50.809696
"2014-07-09" 55.5 56.029999 55.360001 55.610001 342800 50.90123
"2014-07-10" 54.849998 55.880001 54.619999 55.599998 496000 50.892075
"2014-07-11" 55.669998 56.450001 55.439999 56.029999 269000 51.285664
"2014-07-14" 56.099998 56.57 55.619999 55.98 426400 51.239902
"2014-07-15" 55.849998 56.189999 55.279999 55.610001 306800 50.90123
"2014-07-16" 55.790001 56.110001 55.139999 55.43 417400 50.736473
"2014-07-17" 55.049999 55.169998 54.18 54.27 408600 49.67469
"2014-07-18" 54.349998 55.009998 54.110001 54.889999 300700 50.242199
"2014-07-21" 54.790001 55.049999 54.560001 54.759998 265900 50.123207
"2014-07-22" 55.150002 55.580002 54.709999 54.900002 242000 50.251354
"2014-07-23" 54.919998 55.09 54.099998 54.450001 362800 49.839462
"2014-07-24" 54.419998 55.459999 54.290001 54.970001 412400 50.315426
"2014-07-25" 54.630001 55.25 54.389999 55.099998 473700 50.434429
"2014-07-28" 55.099998 55.110001 53.32 53.57 513200 49.033966
"2014-07-29" 53.52 53.860001 52.419998 52.450001 582000 48.008808
"2014-07-30" 52.549999 53.959999 52.43 53.66 799300 49.116348
"2014-07-31" 50.900002 52.73 49.93 51.43 1583400 47.075176
"2014-08-01" 51.43 51.48 49.59 50.360001 903900 46.095779
"2014-08-04" 50.59 51.77 49.970001 50.119999 956900 45.876095
"2014-08-05" 50.139999 50.93 49.799999 50.400002 668400 46.132389
"2014-08-06" 49.299999 50.23 48.830002 50.119999 1078300 45.876095
"2014-08-07" 50.5 50.630001 49.599998 49.869999 622300 45.647263
"2014-08-08" 49.919998 50.720001 49.919998 50.610001 850400 46.324619
"2014-08-11" 50.759998 51.029999 50.279999 50.360001 342200 46.095779
"2014-08-12" 50.290001 51.119999 50.279999 50.959999 712200 46.644974
"2014-08-13" 51.060001 52.279999 51.060001 52.240002 708300 47.816586
"2014-08-14" 52.23 52.360001 51.669998 52.02 626600 47.615215
"2014-08-15" 52.330002 52.93 51.830002 52.259998 755500 47.834888
"2014-08-18" 52.509998 53.200001 52.169998 52.639999 325400 48.182716
"2014-08-19" 52.799999 53.41 52.23 52.610001 513600 48.155262
"2014-08-20" 52.630001 52.91 52.27 52.52 332400 48.072876
"2014-08-21" 52.630001 52.77 52.110001 52.139999 249600 47.725056
"2014-08-22" 52.049999 52.119999 51.740002 51.970001 399800 47.569454
"2014-08-25" 52.220001 52.560001 51.91 52.470001 276100 48.027119
"2014-08-26" 52.470001 52.580002 52.09 52.380001 291400 47.94474
"2014-08-27" 52.259998 52.259998 51.650002 52.009998 281200 47.60606
"2014-08-28" 51.73 51.790001 51.209999 51.549999 438400 47.185005
"2014-08-29" 51.549999 51.75 51.240002 51.43 372000 47.075176
"2014-09-02" 51.529999 52.299999 51.459999 52.27 661900 47.844055
"2014-09-03" 52.639999 52.880001 51.98 52.189999 393900 47.770821
"2014-09-04" 52.279999 52.84 52.07 52.330002 411300 47.898975
"2014-09-05" 52.470001 52.650002 51.91 52.48 517700 48.036263
"2014-09-08" 52.310001 52.619999 52.060001 52.220001 477300 47.798286
"2014-09-09" 52.16 52.490002 51.509998 51.740002 533300 47.358936
"2014-09-10" 51.630001 52.16 51.25 51.950001 620400 47.551144
"2014-09-11" 51.790001 52.52 51.77 52.060001 472200 47.651833
"2014-09-12" 51.830002 51.900002 50.709999 50.869999 811300 46.634251
"2014-09-15" 50.73 50.900002 50.080002 50.799999 818700 46.570099
"2014-09-16" 50.720001 51.41 50.580002 51.099998 671700 46.845108
"2014-09-17" 51.16 52.25 50.91 51.060001 610400 46.808434
"2014-09-18" 51.23 51.23 50.52 50.619999 551200 46.405071
"2014-09-19" 50.880001 50.880001 47.470001 49.860001 1925100 45.708355
"2014-09-22" 49.66 49.82 49.169998 49.200001 829600 45.10331
"2014-09-23" 49.049999 49.470001 48.540001 48.919998 760000 44.846626
"2014-09-24" 48.900002 49.209999 48.810001 49 470900 44.91996
"2014-09-25" 48.77 49 48.060001 48.209999 604800 44.195728
"2014-09-26" 48.25 48.529999 48.189999 48.400002 664800 44.369926
"2014-09-29" 48.02 48.540001 47.790001 48 900800 44.003223
"2014-09-30" 47.900002 48 47.310001 47.639999 1371500 43.67321
"2014-10-01" 47.439999 48 46.880001 47.77 1083800 43.792381
"2014-10-02" 47.68 48.07 47.369999 47.869999 2127100 43.884045
"2014-10-03" 48.830002 49.209999 48.580002 49.139999 968600 45.048298
"2014-10-06" 49.200001 49.470001 48.470001 48.59 750300 44.544098
"2014-10-07" 48.369999 48.369999 46.580002 46.59 691600 42.710636
"2014-10-08" 46.540001 47.279999 45.849998 47.240002 1061700 43.306496
"2014-10-09" 47.389999 47.389999 46.540001 46.700001 617300 42.811474
"2014-10-10" 46.580002 46.970001 46.200001 46.25 776400 42.398945
"2014-10-13" 46.220001 46.48 45.279999 45.32 824500 41.546387
"2014-10-14" 45.509998 45.889999 44.82 45.060001 976900 41.308029
"2014-10-15" 44.560001 46 43.810001 45.720001 1284600 41.913074
"2014-10-16" 44.630001 46.5 44.220001 46.330002 696500 42.472286
"2014-10-17" 46.73 47.57 46.32 46.75 756800 42.857307
"2014-10-20" 46.580002 47.169998 46.57 46.900002 602400 42.994816
"2014-10-21" 47.169998 48.470001 47.169998 48.23 657200 44.214073
"2014-10-22" 48.240002 48.509998 47 47.099998 696000 43.178162
"2014-10-23" 47.700001 48.779999 47.259998 48.450001 733300 44.415764
"2014-10-24" 48.490002 49.169998 48.07 49.119999 414700 45.029972
"2014-10-27" 48.869999 49.310001 48.549999 49.150002 584000 45.057484
"2014-10-28" 49.419998 50.25 49.080002 50.200001 730600 46.020035
"2014-10-29" 50.509998 51.369999 49.66 50.290001 1184500 46.102547
"2014-10-30" 50.18 53.049999 49.240002 52.639999 1203500 48.256859
"2014-10-31" 53.619999 54.57 52.869999 53.09 2535400 48.669407
"2014-11-03" 53.16 53.59 52.91 53.43 811100 48.981091
"2014-11-04" 53.389999 53.84 53.09 53.119999 1120800 48.696903
"2014-11-05" 53.43 53.580002 52.740002 53.049999 539900 48.632736
"2014-11-06" 53.330002 53.509998 52.869999 53.419998 1041500 48.971924
"2014-11-07" 53.439999 53.560001 52.900002 52.959999 1249500 48.55022
"2014-11-10" 53.110001 53.110001 52.57 52.68 562600 48.293541
"2014-11-11" 52.810001 53.389999 52.369999 52.52 582100 48.146858
"2014-11-12" 52.310001 52.669998 52.009998 52.5 631100 48.128532
"2014-11-13" 52.57 52.68 51.880001 52.119999 375500 47.780182
"2014-11-14" 52 52.509998 51.790001 52.27 372900 47.91769
"2014-11-17" 52.189999 52.919998 52.110001 52.84 529600 48.44022
"2014-11-18" 52.91 54.049999 52.68 53.869999 629300 49.38446
"2014-11-19" 53.939999 54.32 53.540001 54 758000 49.503639
"2014-11-20" 53.619999 54.360001 53.52 54.09 220800 49.586136
"2014-11-21" 54.799999 54.880001 54.02 54.200001 488700 49.686981
"2014-11-24" 54.25 54.490002 53.880001 53.950001 482200 49.457802
"2014-11-25" 53.939999 53.970001 53.279999 53.57 453300 49.109444
"2014-11-26" 53.599998 53.799999 52.900002 53.060001 537700 48.641899
"2014-11-28" 53.09 54.16 53.09 53.849998 343200 49.366123
"2014-12-01" 53.790001 53.98 53.25 53.700001 467000 49.228615
"2014-12-02" 53.790001 54.419998 53.639999 54.360001 316000 49.833652
"2014-12-03" 54.560001 55.080002 54.41 54.689999 1397500 50.136181
"2014-12-04" 54.720001 54.990002 54.400002 54.59 570900 50.044502
"2014-12-05" 54.810001 55.610001 54.59 55.549999 861100 50.924564
"2014-12-08" 55.560001 55.91 54.599998 54.91 601500 50.33786
"2014-12-09" 54.029999 55.080002 53.860001 55 423800 50.420368
"2014-12-10" 54.689999 55.099998 53.970001 54.150002 464300 49.641148
"2014-12-11" 54.07 54.970001 53.580002 54.189999 394800 49.677807
"2014-12-12" 53.689999 54.139999 53.619999 53.810001 592700 49.402378
"2014-12-15" 54 54.41 53.349998 53.700001 452600 49.301399
"2014-12-16" 53.599998 54.099998 52.959999 53.43 1016300 49.053513
"2014-12-17" 53.540001 54.209999 53 54.110001 418500 49.677814
"2014-12-18" 54.810001 54.98 54.279999 54.950001 504700 50.449005
"2014-12-19" 55.380001 55.389999 54.650002 54.990002 686900 50.485725
"2014-12-22" 54.98 55.610001 54.77 55.610001 277900 51.054935
"2014-12-23" 55.610001 55.860001 55.400002 55.68 362700 51.119213
"2014-12-24" 55.810001 55.900002 55.400002 55.73 134000 51.165112
"2014-12-26" 55.77 56 55.580002 55.650002 193000 51.091675
"2014-12-29" 55.540001 56.060001 55.290001 55.91 340600 51.330368
"2014-12-30" 55.689999 55.889999 55.41 55.66 448600 51.100845
"2014-12-31" 55.869999 56.049999 55.25 55.459999 564100 50.917244
"2015-01-02" 55.490002 55.599998 53.970001 55.049999 668800 50.540821
"2015-01-05" 54.73 55.240002 54.560001 54.939999 534600 50.439823
"2015-01-06" 55 55.16 54.080002 54.849998 1337500 50.357193
"2015-01-07" 55.09 56 54.810001 55.599998 718400 51.045765
"2015-01-08" 55.709999 56.380001 55.18 56.349998 893900 51.734318
"2015-01-09" 56.110001 56.330002 55.790001 55.880001 541000 51.302834
"2015-01-12" 55.939999 55.990002 54.849998 54.990002 336600 50.485725
"2015-01-13" 55.299999 56.459999 54.450001 55.099998 520200 50.586723
"2015-01-14" 54.57 55.389999 54.18 55.330002 544200 50.797878
"2015-01-15" 55.549999 55.66 53.349998 53.799999 1114300 49.3932
"2015-01-16" 53.84 54.349998 53.169998 53.369999 2678200 48.998425
"2015-01-20" 53.439999 53.919998 52.59 52.790001 1137400 48.465927
"2015-01-21" 52.580002 53.450001 52.330002 52.919998 1614200 48.585289
"2015-01-22" 53.119999 54.43 52.900002 54.360001 894200 49.907333
"2015-01-23" 54.310001 55 54.310001 54.48 403700 50.017502
"2015-01-26" 54.759998 54.830002 53.77 53.91 702600 49.494194
"2015-01-27" 53.200001 54.040001 53.07 53.799999 476800 49.3932
"2015-01-28" 54.299999 55.16 53.91 54.349998 695100 49.898148
"2015-01-29" 54.150002 54.900002 53.709999 54.790001 456600 50.302124
"2015-01-30" 54.52 54.919998 53.880001 54.009998 591800 49.586006
"2015-02-02" 54.299999 54.529999 53.43 54.490002 1213600 50.026688
"2015-02-03" 54.939999 55.43 54.700001 55.049999 429400 50.540821
"2015-02-04" 55.029999 55.970001 54.970001 55.630001 578300 51.073311
"2015-02-05" 55.75 57.060001 55.75 57 627800 52.3311
"2015-02-06" 57.220001 57.799999 57.009998 57.549999 977400 52.83604
"2015-02-09" 57.540001 58.099998 56.880001 56.91 730300 52.248463
"2015-02-10" 57.220001 57.349998 56.259998 56.880001 527400 52.220924
"2015-02-11" 56.939999 57.209999 56.389999 56.720001 860000 52.074028
"2015-02-12" 57.139999 57.889999 56.849998 57.759998 723800 53.028839
"2015-02-13" 57.720001 58.82 57.189999 58.66 746300 53.855114
"2015-02-17" 58.790001 59.5 58.389999 58.560001 1336700 53.763309
"2015-02-18" 56.880001 57.43 55.130001 56 1721100 51.412998
"2015-02-19" 55.939999 57.860001 55.790001 57.619999 1670200 52.900303
"2015-02-20" 57.439999 58.720001 56.98 58.599998 980200 53.800026
"2015-02-23" 58.360001 58.720001 57.93 58.34 769700 53.561337
"2015-02-24" 58.110001 58.790001 57.900002 58.400002 526600 53.616417
"2015-02-25" 58.48 59.07 58.16 58.549999 626000 53.754131
"2015-02-26" 58.740002 58.77 58.029999 58.290001 507200 53.515419
"2015-02-27" 58.209999 58.540001 57.689999 57.73 342900 53.001289
"2015-03-02" 57.77 58.91 57.639999 58.82 694300 54.00201
"2015-03-03" 58.439999 58.82 58.049999 58.5 612000 53.708229
"2015-03-04" 58.650002 58.84 57.98 58.450001 940000 53.662323
"2015-03-05" 58.48 58.48 57.799999 58.110001 480000 53.35017
"2015-03-06" 57.689999 57.98 57.360001 57.450001 413900 52.744232
"2015-03-09" 57.41 58.139999 57.400002 57.990002 342800 53.239998
"2015-03-10" 57.689999 58.009998 57.110001 57.610001 491100 52.891125
"2015-03-11" 57.700001 58.259998 57.580002 57.91 559900 53.166546
"2015-03-12" 57.93 58.52 57.93 58.400002 420900 53.616417
"2015-03-13" 58.09 58.669998 57.799999 58.16 562300 53.487659
"2015-03-16" 58.509998 58.77 58.009998 58.740002 494300 54.021072
"2015-03-17" 58.209999 58.740002 58.040001 58.34 446100 53.653206
"2015-03-18" 58.290001 60.099998 58.060001 59.84 634800 55.032696
"2015-03-19" 59.860001 60.040001 59.290001 60.009998 599900 55.189034
"2015-03-20" 60.41 61.220001 60.23 61.139999 923000 56.228264
"2015-03-23" 61.240002 61.700001 60.810001 60.900002 685900 56.007542
"2015-03-24" 60.740002 61.400002 60.380001 60.900002 529500 56.007542
"2015-03-25" 60.84 61.23 60.139999 60.310001 652900 55.464943
"2015-03-26" 60.299999 60.669998 59.98 60.509998 554100 55.648872
"2015-03-27" 60.490002 61.299999 60.16 61.23 912800 56.311024
"2015-03-30" 61.400002 61.970001 61.400002 61.91 457400 56.936405
"2015-03-31" 61.5 61.93 61.049999 61.169998 428200 56.255844
"2015-04-01" 60.98 61.330002 60.790001 61.080002 443500 56.173077
"2015-04-02" 61.150002 61.709999 60.939999 61.450001 275700 56.513359
"2015-04-06" 61.18 62.16 61.029999 61.650002 653400 56.697289
"2015-04-07" 61.400002 61.709999 61.279999 61.57 398800 56.623711
"2015-04-08" 61.529999 61.73 61.18 61.689999 512100 56.734081
"2015-04-09" 61.700001 61.799999 61.139999 61.439999 425500 56.50415
"2015-04-10" 61.52 61.720001 60.869999 61.240002 559800 56.320229
"2015-04-13" 61.169998 61.580002 60.25 60.279999 438800 55.437347
"2015-04-14" 60.32 60.68 59.599998 59.970001 681000 55.152241
"2015-04-15" 60.02 60.610001 60.02 60.490002 443500 55.630486
"2015-04-16" 60.380001 60.470001 59.700001 60.16 350400 55.326996
"2015-04-17" 59.720001 59.720001 58.779999 59.099998 462000 54.352146
"2015-04-20" 59.200001 59.68 59.080002 59.310001 403300 54.54528
"2015-04-21" 59.689999 59.93 59.330002 59.810001 326600 55.0051
"2015-04-22" 59.869999 60.48 59.720001 60.360001 485400 55.510918
"2015-04-23" 60.07 60.18 59.529999 59.740002 1013000 54.940727
"2015-04-24" 59.689999 61.080002 59.630001 60.959999 873500 56.062721
"2015-04-27" 60.970001 61.450001 60.5 60.59 793100 55.722439
"2015-04-28" 60.400002 61.099998 60.240002 60.810001 950300 55.924774
"2015-04-29" 60.650002 60.700001 60.060001 60.549999 560600 55.685654
"2015-04-30" 61.049999 62.540001 60.900002 61.150002 2075800 56.237446
"2015-05-01" 60.619999 61.810001 60.18 61.450001 1464200 56.513359
"2015-05-04" 61.099998 62.360001 61.099998 62.25 672200 57.249092
"2015-05-05" 61.919998 62.360001 61.349998 61.5 577100 56.559353
"2015-05-06" 61.639999 61.849998 60.93 61.279999 531600 56.357014
"2015-05-07" 61.07 62 60.82 61.490002 1243500 56.550144
"2015-05-08" 62 62.529999 61.66 62.380001 874400 57.368652
"2015-05-11" 62.369999 63.419998 62.369999 63.18 1367300 58.104382
"2015-05-12" 62.869999 63.080002 61.549999 61.779999 565200 56.816837
"2015-05-13" 61.75 62.290001 61.599998 61.740002 621200 56.780056
"2015-05-14" 62.200001 62.200001 61.759998 61.869999 587900 56.899628
"2015-05-15" 61.830002 62.040001 61.419998 61.790001 890700 56.82605
"2015-05-18" 61.82 62.119999 61.57 61.889999 691200 56.918015
"2015-05-19" 62.099998 62.990002 61.790001 61.830002 546400 56.862823
"2015-05-20" 62.02 62.02 61.400002 61.540001 480700 56.596123
"2015-05-21" 61.709999 61.77 61.189999 61.400002 579900 56.467365
"2015-05-22" 61.400002 61.779999 60.990002 61.259998 252700 56.338627
"2015-05-26" 61.220001 61.369999 60.66 60.889999 375400 55.99836
"2015-05-27" 61.32 61.919998 60.93 61.82 286200 56.853634
"2015-05-28" 61.610001 61.970001 61.360001 61.939999 376200 56.963989
"2015-05-29" 62.009998 62.970001 61.869999 62.439999 675900 57.423832
"2015-06-01" 62.470001 62.470001 61.889999 62.040001 357600 57.055958
"2015-06-02" 62 62.700001 61.689999 62.389999 271400 57.377838
"2015-06-03" 62.369999 63.040001 61.799999 62.810001 458300 57.764099
"2015-06-04" 62.25 62.66 61.740002 61.830002 223800 56.862823
