"Index" "LEN.Open" "LEN.High" "LEN.Low" "LEN.Close" "LEN.Volume" "LEN.Adjusted"
"2007-02-26" 50.226154 50.570305 49.754177 50.137661 1557942 42.534023
"2007-02-27" 49.360867 49.655849 48.190758 48.770893 3076628 41.374531
"2007-02-28" 48.918388 49.262535 47.944935 48.367748 2517177 41.03252
"2007-03-01" 47.689281 49.06588 46.755161 48.426746 3159819 41.082592
"2007-03-02" 48.338249 48.584072 47.718781 47.885941 1736528 40.623798
"2007-03-05" 47.305801 47.305801 46.22419 46.263519 3225517 39.247421
"2007-03-06" 46.77483 47.58112 46.470009 47.099312 2425240 39.956455
"2007-03-07" 47.600788 48.082596 47.059978 47.443462 2445275 40.248413
"2007-03-08" 47.689281 48.633236 47.571289 47.92527 1881959 40.657158
"2007-03-09" 48.072762 48.279251 46.755161 47.443462 2184923 40.248413
"2007-03-12" 47.443462 47.443462 44.896755 45.132744 4466766 38.288116
"2007-03-13" 44.87709 44.87709 42.350048 43.097343 5323283 36.561413
"2007-03-14" 43.264503 44.857426 42.45821 44.424778 5590652 37.687523
"2007-03-15" 43.933136 45.162243 43.933136 44.827927 2194889 38.029541
"2007-03-16" 45.004917 45.545723 44.277287 44.424778 3040220 37.687523
"2007-03-19" 44.591938 45.181908 44.552605 44.729595 1946741 37.946117
"2007-03-20" 44.739429 45.408062 44.198624 44.788593 2549009 37.99617
"2007-03-21" 44.798428 46.40118 44.591938 45.978367 3863380 39.005505
"2007-03-22" 45.319569 46.873158 45.024582 45.339233 2912586 38.463318
"2007-03-23" 44.995083 45.653885 44.375614 44.818092 4525447 38.021194
"2007-03-26" 45.073746 45.132744 43.166176 43.795479 5221075 37.153671
"2007-03-27" 42.232056 44.031464 41.927238 43.756145 7518274 37.120312
"2007-03-28" 43.21534 43.244839 42.232056 42.812195 5789476 36.319492
"2007-03-29" 43.195675 43.195675 42.08456 42.330383 3837039 35.910763
"2007-03-30" 42.340218 42.645035 41.455261 41.504425 3775511 35.210083
"2007-04-02" 41.642086 41.710915 40.747295 40.806293 3974233 34.617813
"2007-04-03" 40.806293 41.602753 40.629303 41.219273 3329455 34.968151
"2007-04-04" 41.327435 41.445427 40.963619 41.199608 5085610 34.951481
"2007-04-05" 41.199608 41.996067 40.904621 41.986233 4091188 35.618813
"2007-04-09" 42.182892 42.281219 41.514259 42.192722 2538635 35.79398
"2007-04-10" 41.897739 42.300884 41.494591 41.573254 2731865 35.268467
"2007-04-11" 41.474926 41.474926 40.157326 40.294987 3335048 34.184044
"2007-04-12" 40.176991 41.356934 39.970501 40.914455 3841718 34.709568
"2007-04-13" 41.091446 41.091446 40.167156 40.422813 1943487 34.292484
"2007-04-16" 40.58997 41.229107 40.471977 40.825958 2606266 34.634499
"2007-04-17" 41.553589 42.409046 41.406097 41.917404 3562958 35.560406
"2007-04-18" 41.671581 43.470993 41.012783 43.195675 5165852 36.644836
"2007-04-19" 43.156342 44.041298 42.615536 42.969517 3188600 36.452972
"2007-04-20" 43.923306 44.247787 43.22517 43.59882 2943198 36.986828
"2007-04-23" 43.618484 43.746311 42.330383 42.438545 1902502 36.002518
"2007-04-24" 42.645035 42.84169 41.632252 42.517208 2681422 36.069241
"2007-04-25" 42.605701 42.920353 41.622417 42.41888 2126445 35.98584
"2007-04-26" 42.41888 43.746311 42.182892 43.451328 3468784 36.861717
"2007-04-27" 43.421829 43.421829 42.173058 42.41888 2090647 35.98584
"2007-04-30" 42.6647 42.861359 41.878075 41.996067 2508939 35.627163
"2007-05-01" 42.143559 43.058014 41.583088 42.713863 3508853 36.236099
"2007-05-02" 42.654865 43.461159 42.536873 43.117012 1970641 36.713318
"2007-05-03" 43.21534 43.480827 42.930187 43.166176 1688118 36.755169
"2007-05-04" 43.313667 43.362831 42.330383 42.62537 1558654 36.294685
"2007-05-07" 42.615536 42.959686 42.055065 42.369717 1086461 36.077003
"2007-05-08" 42.359882 42.576206 41.661751 42.477875 1690763 36.169098
"2007-05-09" 42.232056 42.743362 41.69125 42.44838 1768868 36.143986
"2007-05-10" 42.202557 42.212391 41.032448 41.396263 2868652 35.248135
"2007-05-11" 41.779743 42.182892 41.052113 41.337265 1823176 35.197887
"2007-05-14" 41.327435 41.445427 40.717796 41.327435 2192652 35.189533
"2007-05-15" 41.406097 41.779743 40.884956 41.376598 3045101 35.231396
"2007-05-16" 41.494591 42.45821 41.071781 42.409046 2848007 36.110512
"2007-05-17" 42.477875 44.011799 42.310719 43.903637 3432578 37.383133
"2007-05-18" 44.051132 44.198624 43.402164 43.77581 2156955 37.274269
"2007-05-21" 43.883972 45.044247 43.76598 44.650932 2669523 38.019413
"2007-05-22" 44.660767 46.283188 44.483776 45.722713 3155141 38.932034
"2007-05-23" 45.762047 46.548672 45.12291 45.368732 2348965 38.630608
"2007-05-24" 45.211407 46.6175 44.936089 45.103245 3085476 38.40456
"2007-05-25" 45.329399 45.555557 44.346115 44.729595 2176380 38.086391
"2007-05-29" 44.739429 45.08358 44.385448 44.936089 1553569 38.26223
"2007-05-30" 44.542774 45.634216 44.277287 45.378563 1508516 38.638988
"2007-05-31" 45.378563 45.811211 44.483776 44.886921 1438445 38.220364
"2007-06-01" 44.965584 45.132744 44.051132 44.287121 2621826 37.709644
"2007-06-04" 44.080627 44.749264 43.756145 44.601768 2129903 37.977562
"2007-06-05" 44.296951 44.690266 43.952801 44.129795 1484820 37.575676
"2007-06-06" 43.972469 43.9823 43.303837 43.539822 1604012 37.073338
"2007-06-07" 43.126842 43.166176 41.69125 41.710915 2773969 35.516048
"2007-06-08" 41.779743 42.566372 41.3176 42.438545 1986710 36.135612
"2007-06-11" 42.44838 42.62537 41.632252 42.340218 2262113 36.051907
"2007-06-12" 41.996067 41.996067 41.160275 41.238937 2561620 35.114174
"2007-06-13" 42.035397 42.035397 40.639133 41.337265 2092579 35.197887
"2007-06-14" 41.415928 41.553589 40.943954 41.071781 2132039 34.971817
"2007-06-15" 41.504425 41.897739 41.012783 41.061947 2256621 34.96347
"2007-06-18" 41.061947 41.297935 40.452312 40.501476 1506584 34.486244
"2007-06-19" 40.55064 41.278271 40.324486 40.983284 2597113 34.896481
"2007-06-20" 41.278271 41.288101 40.275318 40.275318 1884501 34.293659
"2007-06-21" 40.117992 40.216324 39.508358 39.61652 2596808 33.732716
"2007-06-22" 39.459194 39.508358 38.810226 39.06588 2772342 33.263863
"2007-06-25" 39.085545 39.223206 37.984268 38.102261 3573331 32.443333
"2007-06-26" 37.512291 38.112095 36.78466 36.922321 5866158 31.438654
"2007-06-27" 36.352016 37.443462 36.243855 37.227139 5367726 31.698179
"2007-06-28" 36.981319 37.128811 36.40118 36.509342 3941587 31.087021
"2007-06-29" 36.519173 36.745331 35.762047 35.948868 4573958 30.609785
"2007-07-02" 35.771877 35.830875 34.768929 35.044247 5661436 29.839497
"2007-07-03" 35.044247 35.476894 34.562439 34.621437 2359338 29.479498
"2007-07-05" 34.847591 35.447395 34.768929 35.398232 4372897 30.140915
"2007-07-06" 35.201572 36.77483 35.172073 36.430679 4869091 31.020025
"2007-07-09" 36.125858 36.814159 35.634216 35.703049 3886160 30.400465
"2007-07-10" 35.604721 35.604721 34.129795 34.277287 4508971 29.18646
"2007-07-11" 34.100296 34.857426 33.883972 34.139626 3518617 29.069231
"2007-07-12" 34.237953 34.729595 33.962635 34.552605 2479141 29.420889
"2007-07-13" 34.700096 36.283188 34.49361 35.791546 4542736 30.475822
"2007-07-16" 35.437561 35.67355 34.473942 34.847591 3211889 29.672064
"2007-07-17" 34.719765 34.778763 33.94297 34.011799 3037576 28.960405
"2007-07-18" 33.500492 34.15929 32.812195 33.569321 4283706 28.583641
"2007-07-19" 33.638149 34.051132 33.431664 33.588985 3457902 28.60038
"2007-07-20" 33.431664 33.529991 32.173058 32.654865 3625402 27.805002
"2007-07-23" 32.723698 32.84169 31.681416 31.779743 4000166 27.059841
"2007-07-24" 31.494593 32.163223 30.580137 31.396263 7165070 26.733322
"2007-07-25" 31.612585 32.08456 30.530973 31.396263 5680860 26.733322
"2007-07-26" 30.816126 31.120943 30.088495 30.884956 6327266 26.297953
"2007-07-27" 30.462145 31.69125 30.216324 30.550638 4350218 26.013287
"2007-07-30" 30.491642 30.845625 30.147493 30.589972 2758613 26.046782
"2007-07-31" 30.904621 31.130777 30.108162 30.147493 3826259 25.670017
"2007-08-01" 29.990168 30 27.26647 29.862341 8742742 25.560608
"2007-08-02" 29.695183 31.347099 29.026548 31.238937 7479933 26.738903
"2007-08-03" 31.091446 31.396263 30.639135 30.875122 6883768 26.427492
"2007-08-06" 30.963617 31.819077 29.282204 31.819077 6863936 27.235464
"2007-08-07" 31.671583 35.08358 31.111111 33.913471 8977161 29.028154
"2007-08-08" 33.923306 36.312683 33.923306 35.427731 10316855 30.324293
"2007-08-09" 34.414948 36.470009 34.080627 35.870205 11141540 30.70302
"2007-08-10" 34.660767 35.889874 34.119961 34.857426 7270431 29.836142
"2007-08-13" 34.631268 35.044247 32.212391 32.369717 4724474 27.706789
"2007-08-14" 32.763027 32.763027 30.93412 30.973452 4969672 26.511662
"2007-08-15" 30.973452 31.170109 29.459194 29.51819 5649130 25.266027
"2007-08-16" 28.593904 30.6588 27.295969 30.442478 10730367 26.057177
"2007-08-17" 33.294003 33.294003 29.567354 29.921337 8043962 25.611094
"2007-08-20" 29.950836 30.049164 28.820059 29.360865 5169920 25.131372
"2007-08-21" 28.672565 29.596853 28.357916 28.918386 5147647 24.75263
"2007-08-22" 29.115044 29.646017 28.564405 28.85939 3798597 24.702127
"2007-08-23" 29.223206 30.806293 28.761063 29.488691 4243941 25.240774
"2007-08-24" 29.095379 30.245821 28.721731 29.400196 2746307 25.165033
"2007-08-27" 29.301868 29.734512 28.072763 28.082596 3004015 24.037237
"2007-08-28" 27.797443 27.846607 26.705997 26.774828 4312894 22.917858
"2007-08-29" 26.833824 27.699116 26.470011 27.630285 3291826 23.650082
"2007-08-30" 27.099312 27.600786 26.794495 27.05998 2416494 23.161934
"2007-08-31" 28.318584 28.416912 27.040316 27.797443 3165107 23.793156
"2007-09-04" 27.610619 28.47591 27.325466 28.092428 2687117 24.045652
"2007-09-05" 27.915438 27.984266 26.725664 27.305801 3368304 23.372335
"2007-09-06" 27.325466 27.522123 26.548674 27.05998 2277877 23.161934
"2007-09-07" 26.519175 26.705997 25.821041 26.076696 3176803 22.320299
"2007-09-10" 26.145527 26.253687 25.073746 25.447393 2704406 21.781637
"2007-09-11" 25.457228 25.683382 24.906588 25.280235 4158411 21.638569
"2007-09-12" 25.113077 25.594887 24.582104 24.641102 3486276 21.091499
"2007-09-13" 24.827925 25.152409 24.247787 24.650934 4990317 21.099909
"2007-09-14" 24.513273 25.535891 24.041298 25.280235 4759662 21.638569
"2007-09-17" 25.083578 25.634218 24.98525 25.280235 4211499 21.638569
"2007-09-18" 25.496559 25.939035 24.877089 25.821041 9416912 22.101463
"2007-09-19" 26.106195 27.286137 25.840708 26.568338 11108793 22.741117
"2007-09-20" 26.548674 26.568338 24.965586 25.132744 4026201 21.512314
"2007-09-21" 25.280235 25.46706 24.375614 24.896755 4457816 21.310326
"2007-09-24" 24.837757 24.926254 23.647984 23.77581 5047473 20.350851
"2007-09-25" 22.310719 23.716814 22.123894 22.831858 11310871 19.542885
"2007-09-26" 22.920355 23.058014 21.828909 21.887905 5612823 18.734903
"2007-09-27" 21.937071 22.448378 21.238937 22.123894 8611651 18.936888
"2007-09-28" 22.07473 22.379547 21.897738 22.271385 6380760 19.063141
"2007-10-01" 22.763029 23.166176 22.6647 22.881023 6465476 19.584961
"2007-10-02" 22.890856 25.073746 22.890856 24.306786 7989552 20.805342
"2007-10-03" 24.503441 26.027533 24.267452 25.388397 8187359 21.731144
"2007-10-04" 25.408064 25.811209 23.59882 23.933138 7466407 20.485516
"2007-10-05" 24.296951 24.778761 23.933138 24.53294 5620552 20.998911
"2007-10-08" 24.582104 24.719765 23.933138 24.159292 2068476 20.679094
"2007-10-09" 24.119961 24.562439 23.618486 24.503441 2521245 20.973671
"2007-10-10" 24.375614 25.004915 24.306786 24.886923 2872923 21.30191
"2007-10-11" 25.221239 25.703049 24.729597 24.867256 5088865 21.285072
"2007-10-12" 24.916422 24.916422 23.647984 23.795477 3748255 20.367689
"2007-10-15" 23.59882 23.697147 23.107178 23.235004 4619316 19.887949
"2007-10-16" 22.94002 23.097345 22.399214 22.586037 3968029 19.33247
"2007-10-17" 22.792526 23.146509 21.288101 21.858406 5864327 18.709654
"2007-10-18" 21.819077 21.819077 21.20944 21.435595 5270704 18.347742
"2007-10-19" 21.199608 21.435595 20.393314 20.727631 10586767 17.741768
"2007-10-22" 20.353983 22.438545 20.176991 22.182892 9652550 18.987406
"2007-10-23" 22.615536 22.861357 21.533922 22.064898 5410237 18.886396
"2007-10-24" 21.740414 22.507376 21.14061 22.202557 6830681 19.004229
"2007-10-25" 22.192724 23.126844 22.035398 22.831858 7824595 19.542885
"2007-10-26" 23.205505 24.080629 22.713863 23.883972 4437374 20.443419
"2007-10-29" 23.94297 24.365782 23.480825 24.139626 3637606 20.66226
"2007-10-30" 24.110128 24.464109 23.510324 24.306786 3088934 20.805342
"2007-10-31" 24.53294 24.582104 22.222221 22.468042 10384790 19.231472
"2007-11-01" 21.9764 22.153393 20.993116 21.061947 6760101 18.15505
"2007-11-02" 21.386431 21.445429 20.501474 20.816126 5229719 17.943151
"2007-11-05" 20.078663 21.356932 20.078663 20.855457 4626028 17.977057
"2007-11-06" 21.376598 21.376598 20.393314 21.130777 4158411 18.214382
"2007-11-07" 20.698132 21.032448 20.117994 20.117994 4207736 17.341385
"2007-11-08" 19.980333 20.48181 18.997049 19.528025 6187733 16.832838
"2007-11-09" 18.997049 19.980333 18.879057 19.587021 4612400 16.883686
"2007-11-12" 19.587021 20.48181 19.439528 19.695183 4558194 16.976915
"2007-11-13" 19.901672 20.816126 19.901672 20.766962 4210482 17.900776
"2007-11-14" 21.032448 21.632252 20.452311 20.501474 5147546 17.671932
"2007-11-15" 20.38348 20.983284 19.547689 19.655851 4213736 16.943018
"2007-11-16" 19.813175 19.823009 18.58407 18.918386 5320944 16.307335
"2007-11-19" 18.741396 18.888889 17.246803 17.276302 7729302 14.891891
"2007-11-20" 17.551622 17.817108 15.132743 15.653884 13004176 13.493385
"2007-11-21" 15.221239 15.555556 14.680433 14.719764 7634111 12.688191
"2007-11-23" 14.847591 15.516224 14.818092 15.3294 3000048 13.213693
"2007-11-26" 15.496559 15.634218 14.25762 14.25762 7039572 12.289837
"2007-11-27" 14.503441 14.700098 13.765978 14.247788 8416590 12.281363
"2007-11-28" 14.375615 15.034415 14.375615 14.80826 7232497 12.764477
"2007-11-29" 14.729597 14.80826 14.169125 14.523107 5515191 12.518678
"2007-11-30" 14.975418 15.968535 14.975418 15.575221 8043148 13.425583
"2007-12-03" 15.850541 16.558504 15.014749 16.460176 11985447 14.1884
"2007-12-04" 16.037365 16.853491 15.46706 15.545723 8747726 13.400154
"2007-12-05" 15.781711 16.302853 15.486726 15.978368 6437203 13.773088
"2007-12-06" 15.968535 18.505407 15.811209 18.416912 14043550 15.875081
"2007-12-07" 17.885939 18.928221 17.699116 18.013765 8938210 15.527566
"2007-12-10" 18.102262 18.95772 17.846607 18.702065 6289230 16.120876
"2007-12-11" 18.967552 19.124878 16.656834 16.735497 11048281 14.425725
"2007-12-12" 17.3353 17.935102 16.361849 16.794495 6975196 14.476575
"2007-12-13" 16.479843 17.571287 16.22419 17.453295 7002452 15.044448
"2007-12-14" 17.236971 17.374632 16.764996 16.853491 5586279 14.527434
"2007-12-17" 16.745329 17.236971 16.460176 16.529007 4888414 14.247729
"2007-12-18" 16.617502 16.961653 16.243855 16.637169 3548720 14.340968
"2007-12-19" 16.6765 16.951818 16.293018 16.617502 3314098 14.324015
"2007-12-20" 16.715832 16.932154 16.312683 16.833824 2629047 14.510481
"2007-12-21" 17.433628 17.433628 16.519175 16.912489 5973858 14.578289
"2007-12-24" 16.912489 17.640118 16.617502 17.600786 1989862 15.171587
"2007-12-26" 17.531958 17.836775 17.286137 17.777779 2604334 15.324151
"2007-12-27" 17.571287 17.836775 17.325466 17.384464 4219126 14.985121
"2007-12-28" 17.590954 17.649952 16.715832 17.207474 4138478 14.832557
"2007-12-31" 16.971485 18.092428 16.873156 17.590954 5336504 15.163108
"2008-01-02" 17.433628 17.718781 16.833824 16.912489 3310132 14.578289
"2008-01-03" 16.735497 17.069813 16.243855 16.440512 5162597 14.171453
"2008-01-04" 16.106195 16.106195 15.309735 15.545723 7977043 13.400154
"2008-01-07" 15.781711 16.017698 15.240905 15.506391 6841766 13.366254
"2008-01-08" 15.152409 15.880039 14.25762 14.375615 7479018 12.391546
"2008-01-09" 14.375615 14.46411 12.80236 13.628319 11854559 11.747387
"2008-01-10" 13.549656 14.916421 13.028515 14.46411 13802622 12.467821
"2008-01-11" 14.25762 14.749263 13.756146 14.100295 9441625 12.154222
"2008-01-14" 14.188791 14.759095 13.66765 14.6706 10186170 12.645817
"2008-01-15" 14.493609 14.523107 13.687316 13.73648 9196934 11.840621
"2008-01-16" 13.520157 14.621436 13.510324 14.011799 10058944 12.077942
"2008-01-17" 14.188791 14.749263 13.431662 13.677483 11433216 11.789767
"2008-01-18" 13.903638 13.903638 12.586037 12.772861 11678821 11.009993
"2008-01-22" 11.79941 13.451327 11.779744 12.930187 11340872 11.145613
"2008-01-23" 12.52704 14.906588 12.281219 14.690265 20499161 12.662768
"2008-01-24" 14.857424 16.243855 14.680433 15.939036 16508961 13.739188
"2008-01-25" 16.22419 19.233038 16.22419 16.696165 17227777 14.391823
"2008-01-28" 16.440512 18.643068 15.791544 18.190758 15425754 15.680136
"2008-01-29" 18.446411 18.918386 17.423796 18.495575 9901207 15.942877
"2008-01-30" 18.338249 19.174042 17.531958 17.895773 10723146 15.425871
"2008-01-31" 17.148476 20.717796 17.148476 20.196657 14305732 17.409191
"2008-02-01" 19.803343 21.278269 19.370699 21.04228 8569852 18.1381
"2008-02-04" 20.717796 20.845625 19.252705 19.488691 7428066 16.798931
"2008-02-05" 19.115044 20.20649 18.6824 18.780727 10903359 16.188675
"2008-02-06" 18.898722 19.370699 18.141594 18.947886 9328534 16.470745
"2008-02-07" 18.525074 20.167158 18.505407 18.85939 8904242 16.393814
"2008-02-08" 18.58407 19.410028 18.436579 19.006884 5146935 16.522026
"2008-02-11" 19.036383 19.901672 18.397247 19.51819 4704744 16.966486
"2008-02-12" 19.891838 20.039331 18.938053 19.233038 4832682 16.718611
"2008-02-13" 19.469027 19.547689 18.780727 19.439528 5054388 16.898106
"2008-02-14" 19.478859 19.51819 18.6824 18.849558 3930298 16.385265
"2008-02-15" 18.780727 18.879057 17.915438 18.279253 5613840 15.889522
"2008-02-19" 18.466078 18.515242 17.807276 17.984266 3593366 15.633102
"2008-02-20" 17.54179 18.888889 17.26647 18.869223 6372115 16.402357
"2008-02-21" 18.829891 19.360865 17.944937 18.092428 6465374 15.727122
"2008-02-22" 18.102262 18.121927 17.15831 17.974436 6587923 15.624557
"2008-02-25" 18.053097 18.485743 17.433628 18.466078 5472986 16.051918
"2008-02-26" 18.121927 20.619469 18.053097 20.06883 13876660 17.445135
"2008-02-27" 19.764011 21.081614 19.72468 20.845625 9441218 18.120384
"2008-02-28" 20.619469 20.648968 18.967552 19.115044 6291569 16.616037
"2008-02-29" 18.85939 19.06588 18.190758 18.298918 5092526 15.906615
"2008-03-03" 18.043264 18.269421 16.175026 16.450344 11927478 14.299712
"2008-03-04" 16.253687 17.138643 15.919371 16.88299 9145881 14.675799
"2008-03-05" 17.128811 17.168142 16.234022 16.588003 4988080 14.419377
"2008-03-06" 16.263519 16.450344 15.427729 15.781711 7441287 13.718493
"2008-03-07" 15.437561 16.037365 14.945919 15.447394 5808494 13.427885
"2008-03-10" 15.250737 15.958702 14.650934 14.729597 5912330 12.803927
"2008-03-11" 15.683382 15.978368 14.641101 15.693215 11488846 13.641567
"2008-03-12" 15.437561 16.184856 14.965585 15.073746 7332468 13.103086
"2008-03-13" 14.73943 15.821042 14.218289 15.712881 11996329 13.658664
"2008-03-14" 16.22419 16.22419 14.513274 15.270403 8640127 13.274029
"2008-03-17" 14.886922 14.886922 13.176008 13.923304 10163491 12.103045
"2008-03-18" 14.641101 15.811209 14.60177 15.791544 11381959 13.727042
"2008-03-19" 15.811209 16.764996 15.722714 15.74238 9274023 13.684304
"2008-03-20" 15.752212 17.502459 15.752212 17.423796 8983771 15.145905
"2008-03-24" 17.600786 19.459194 17.207474 18.466078 12408620 16.051918
"2008-03-25" 18.505407 18.908554 17.974436 18.554571 9393114 16.128845
"2008-03-26" 18.121927 18.357916 17.197639 17.295969 7853172 15.034789
"2008-03-27" 17.954769 18.623402 17.128811 17.600786 9940565 15.299756
"2008-03-28" 17.492624 18.249754 17.453295 17.640118 8848103 15.333948
"2008-03-31" 17.571287 18.6824 17.286137 18.495575 7125611 16.07756
"2008-04-01" 18.967552 21.14061 18.810226 21.022615 13430400 18.274237
"2008-04-02" 21.052114 22.320551 20.540806 21.022615 18403429 18.274237
"2008-04-03" 20.943953 21.406096 20.157326 21.366764 9674111 18.573383
"2008-04-04" 21.356932 21.612585 20.452311 21.258604 7928430 18.479368
"2008-04-07" 21.573256 22.350048 21.307768 21.445429 7190495 18.641766
"2008-04-08" 21.327435 21.327435 19.174042 19.665684 13100689 17.094694
"2008-04-09" 19.813175 20.058996 18.112095 18.269421 9936904 15.880978
"2008-04-10" 18.230087 19.085546 18.151426 18.47591 6649044 16.060469
"2008-04-11" 18.13176 18.485743 17.718781 17.836775 6608161 15.504893
"2008-04-14" 17.669617 17.994101 16.705997 16.78466 7747303 14.590325
"2008-04-15" 16.981318 17.404131 16.440512 17.109144 6900548 14.872382
"2008-04-16" 17.620453 18.190758 17.05998 18.190758 7337248 15.812594
"2008-04-17" 17.92527 18.436579 17.630285 18.161259 6937567 15.786963
"2008-04-18" 18.711899 18.928221 17.679449 18.367748 5459561 15.966451
"2008-04-21" 18.289085 18.289085 17.659784 18.0236 4350116 15.667291
"2008-04-22" 17.954769 18.112095 17.227139 17.610619 4483241 15.308305
"2008-04-23" 17.797443 17.797443 16.460176 16.745329 5633468 14.556129
"2008-04-24" 16.745329 18.367748 16.617502 18.072763 6856919 15.710027
"2008-04-25" 18.220257 18.820059 17.74828 18.692232 5645164 16.248507
"2008-04-28" 18.898722 19.439528 18.367748 19.213373 5624620 16.701527
"2008-04-29" 19.154375 20.157326 19.13471 19.941004 8063285 17.334023
"2008-04-30" 20.019667 20.098328 18.082596 18.112095 9225410 15.744218
"2008-05-01" 17.944937 19.469027 17.944937 19.105211 6540429 16.75301
"2008-05-02" 19.488691 19.754179 18.702065 18.947886 4504598 16.615061
"2008-05-05" 18.888889 19.547689 18.741396 19.174042 3449562 16.813366
"2008-05-06" 18.721731 19.665684 18.190758 19.636185 5782560 17.218618
"2008-05-07" 19.557522 19.813175 18.426744 18.603737 4277807 16.313286
"2008-05-08" 18.751228 18.977385 17.885939 18.053097 4466054 15.830444
"2008-05-09" 17.954769 18.780727 17.836775 18.102262 3671777 15.873555
"2008-05-12" 18.033432 18.387415 17.728615 18.259586 3676658 16.011503
"2008-05-13" 18.495575 18.554571 17.689281 18.40708 4645961 16.140841
"2008-05-14" 18.485743 19.79351 18.40708 19.587021 7603601 17.17551
"2008-05-15" 19.646017 20.226154 19.311701 20.098328 5788662 17.623867
"2008-05-16" 20.589972 20.589972 19.174042 19.675516 5541125 17.253113
"2008-05-19" 19.773846 19.803343 18.918386 18.997049 4953299 16.658171
"2008-05-20" 18.977385 19.13471 18.180923 18.515242 4330284 16.235682
"2008-05-21" 18.485743 18.515242 17.020649 17.138643 5854157 15.028568
"2008-05-22" 17.118977 17.551622 16.843658 17.000982 5240093 14.907854
"2008-05-23" 16.951818 16.951818 16.273354 16.597837 5434340 14.55435
"2008-05-27" 16.617502 17.276302 16.50934 17.187807 4610366 15.071679
"2008-05-28" 17.453295 17.590954 16.60767 17.236971 4834615 15.114799
"2008-05-29" 17.217306 17.325466 16.755161 16.932154 5148359 14.847501
"2008-05-30" 17.15831 17.295969 16.312683 16.597837 4707490 14.55435
"2008-06-02" 16.450344 16.519175 15.968535 16.312683 3880567 14.3043
"2008-06-03" 16.450344 16.932154 16.12586 16.843658 5618823 14.769898
"2008-06-04" 16.764996 16.863323 16.116028 16.253687 5892193 14.252572
"2008-06-05" 16.50934 16.705997 15.594887 16.086529 6914888 14.10599
"2008-06-06" 15.752212 15.850541 14.945919 14.975418 6130374 13.131675
"2008-06-09" 15.054081 15.781711 14.493609 14.926254 7294331 13.088565
"2008-06-10" 14.877089 15.634218 14.473943 15.39823 6064269 13.502434
"2008-06-11" 15.476893 15.496559 14.385447 14.444444 5578855 12.666078
"2008-06-12" 14.660767 15.26057 14.572271 14.729597 3382745 12.916121
"2008-06-13" 14.798427 15.39823 14.749263 15.093412 4058745 13.235143
