"Index" "FTNT.Open" "FTNT.High" "FTNT.Low" "FTNT.Close" "FTNT.Volume" "FTNT.Adjusted"
"2013-07-17" 4 4.094 4 4.084 13415500 4.084
"2013-07-18" 4.1 4.16 4.068 4.086 5775000 4.086
"2013-07-19" 4.058 4.104 4.03 4.09 5948000 4.09
"2013-07-22" 4.116 4.142 4.078 4.088 7491000 4.088
"2013-07-23" 4.4 4.418 4.206 4.286 26727500 4.286
"2013-07-24" 4.334 4.358 4.232 4.27 11105000 4.27
"2013-07-25" 4.284 4.298 4.174 4.196 20778000 4.196
"2013-07-26" 4.17 4.206 4.136 4.146 9757000 4.146
"2013-07-29" 4.104 4.114 4.048 4.074 22854000 4.074
"2013-07-30" 4.108 4.164 4.028 4.034 38375500 4.034
"2013-07-31" 4.26 4.336 4.19 4.25 41094500 4.25
"2013-08-01" 4.3 4.324 4.226 4.268 13380000 4.268
"2013-08-02" 4.27 4.312 4.22 4.268 8426500 4.268
"2013-08-05" 4.27 4.272 4.218 4.222 6385000 4.222
"2013-08-06" 4.204 4.206 4.144 4.178 5819500 4.178
"2013-08-07" 4.17 4.182 4.09 4.128 4909000 4.128
"2013-08-08" 4.164 4.17 4.124 4.166 4051000 4.166
"2013-08-09" 4.16 4.192 4.118 4.144 4192000 4.144
"2013-08-12" 4.134 4.2 4.116 4.168 3646500 4.168
"2013-08-13" 4.168 4.23 4.134 4.222 4415000 4.222
"2013-08-14" 4.214 4.218 4.15 4.212 5145500 4.212
"2013-08-15" 4.162 4.162 4.04 4.042 11654000 4.042
"2013-08-16" 4.022 4.04 3.958 3.978 9259500 3.978
"2013-08-19" 4.002 4.072 3.978 4.01 6956000 4.01
"2013-08-20" 4.01 4.034 3.982 3.998 3805000 3.998
"2013-08-21" 4 4.062 3.99 4.036 7385500 4.036
"2013-08-22" 4.046 4.11 4.038 4.068 3015500 4.068
"2013-08-23" 4.082 4.112 4.05 4.068 2761000 4.068
"2013-08-26" 4.078 4.106 4.034 4.04 3574000 4.04
"2013-08-27" 4.056 4.084 3.948 3.96 8981500 3.96
"2013-08-28" 3.972 4 3.938 3.942 4891000 3.942
"2013-08-29" 3.95 4.064 3.95 4.01 5042000 4.01
"2013-08-30" 4.024 4.052 3.94 3.96 5590500 3.96
"2013-09-03" 4.01 4.02 3.886 3.952 7952000 3.952
"2013-09-04" 3.972 4.006 3.902 3.96 8131000 3.96
"2013-09-05" 3.958 3.998 3.926 3.962 5632500 3.962
"2013-09-06" 3.984 4.04 3.954 4.006 6229000 4.006
"2013-09-09" 4.036 4.114 4.008 4.07 6804500 4.07
"2013-09-10" 4.14 4.178 4.066 4.118 12108000 4.118
"2013-09-11" 4.102 4.14 4.068 4.11 6315500 4.11
"2013-09-12" 4.102 4.17 4.086 4.118 7410000 4.118
"2013-09-13" 4.15 4.2 4.114 4.118 9114000 4.118
"2013-09-16" 4.168 4.172 4.072 4.104 10648000 4.104
"2013-09-17" 4.096 4.176 4.088 4.16 6114500 4.16
"2013-09-18" 4.162 4.198 4.12 4.188 7402500 4.188
"2013-09-19" 4.19 4.252 4.154 4.216 7218500 4.216
"2013-09-20" 4.22 4.288 4.19 4.25 17299500 4.25
"2013-09-23" 4.254 4.262 4.12 4.156 9477000 4.156
"2013-09-24" 4.142 4.152 4.04 4.078 6563000 4.078
"2013-09-25" 4.078 4.106 4.06 4.076 5770000 4.076
"2013-09-26" 4.076 4.134 4.07 4.118 5362500 4.118
"2013-09-27" 4.096 4.128 4.064 4.076 6053500 4.076
"2013-09-30" 4.03 4.07 3.984 4.052 7332000 4.052
"2013-10-01" 4.062 4.21 4.062 4.17 16516000 4.17
"2013-10-02" 4.156 4.224 4.128 4.21 11432500 4.21
"2013-10-03" 4.2 4.228 4.106 4.106 7147500 4.106
"2013-10-04" 4.238 4.394 4.19 4.338 24591000 4.338
"2013-10-07" 4.306 4.436 4.282 4.396 16471500 4.396
"2013-10-08" 4.396 4.416 4.23 4.27 13623500 4.27
"2013-10-09" 4.266 4.274 4.138 4.156 12556500 4.156
"2013-10-10" 4.172 4.244 4.154 4.232 9772000 4.232
"2013-10-11" 4.212 4.304 4.192 4.24 8240500 4.24
"2013-10-14" 4.202 4.268 4.182 4.258 3832000 4.258
"2013-10-15" 4.246 4.246 3.99 4.02 19444000 4.02
"2013-10-16" 4.06 4.116 4.036 4.07 7644000 4.07
"2013-10-17" 4.034 4.048 3.928 3.938 10708500 3.938
"2013-10-18" 3.976 4.058 3.958 4.04 11552000 4.04
"2013-10-21" 4.08 4.156 4.062 4.132 13151000 4.132
"2013-10-22" 4.158 4.214 4.08 4.138 6482500 4.138
"2013-10-23" 4.118 4.134 4.038 4.112 14445500 4.112
"2013-10-24" 4.44 4.49 4.15 4.168 22690000 4.168
"2013-10-25" 4.166 4.204 3.996 4.014 12871500 4.014
"2013-10-28" 4.004 4.036 3.972 4.016 10670500 4.016
"2013-10-29" 4.014 4.058 3.972 4.028 6523500 4.028
"2013-10-30" 4.026 4.034 3.93 3.982 11700500 3.982
"2013-10-31" 3.986 4.044 3.928 4.026 8899500 4.026
"2013-11-01" 4.044 4.058 3.928 3.95 8111500 3.95
"2013-11-04" 3.962 4.022 3.94 4.016 4763500 4.016
"2013-11-05" 3.992 4.012 3.954 4.004 5253500 4.004
"2013-11-06" 4.028 4.05 3.966 3.988 6470000 3.988
"2013-11-07" 3.996 4.032 3.874 3.88 7615000 3.88
"2013-11-08" 3.888 3.91 3.842 3.888 6282000 3.888
"2013-11-11" 3.906 3.974 3.878 3.954 4594500 3.954
"2013-11-12" 3.946 3.98 3.924 3.94 3588000 3.94
"2013-11-13" 3.922 4.004 3.908 3.998 5377000 3.998
"2013-11-14" 3.978 4.008 3.888 3.984 7292500 3.984
"2013-11-15" 3.992 4.084 3.988 4.074 6516000 4.074
"2013-11-18" 4.1 4.102 3.916 3.954 7229000 3.954
"2013-11-19" 3.944 3.958 3.87 3.886 6107000 3.886
"2013-11-20" 3.888 3.948 3.868 3.878 3582500 3.878
"2013-11-21" 3.874 3.918 3.856 3.902 5842000 3.902
"2013-11-22" 3.91 3.978 3.88 3.94 8239500 3.94
"2013-11-25" 3.946 3.974 3.872 3.884 3752500 3.884
"2013-11-26" 3.922 3.944 3.866 3.92 5695000 3.92
"2013-11-27" 3.92 3.942 3.872 3.928 3802000 3.928
"2013-11-29" 3.568 3.584 3.38 3.42 65238500 3.42
"2013-12-02" 3.422 3.45 3.258 3.352 42879500 3.352
"2013-12-03" 3.446 3.494 3.372 3.412 26118000 3.412
"2013-12-04" 3.434 3.526 3.404 3.508 23636000 3.508
"2013-12-05" 3.518 3.58 3.5 3.528 19341500 3.528
"2013-12-06" 3.566 3.576 3.496 3.54 14960000 3.54
"2013-12-09" 3.586 3.644 3.552 3.608 16602000 3.608
"2013-12-10" 3.598 3.664 3.586 3.62 12224500 3.62
"2013-12-11" 3.622 3.634 3.552 3.558 7097000 3.558
"2013-12-12" 3.548 3.556 3.5 3.51 6781000 3.51
"2013-12-13" 3.518 3.552 3.502 3.536 6158500 3.536
"2013-12-16" 3.538 3.588 3.516 3.568 9346000 3.568
"2013-12-17" 3.56 3.604 3.544 3.576 9773500 3.576
"2013-12-18" 3.584 3.638 3.542 3.61 10175000 3.61
"2013-12-19" 3.606 3.628 3.57 3.576 8933500 3.576
"2013-12-20" 3.65 3.704 3.566 3.686 25792000 3.686
"2013-12-23" 3.774 3.808 3.754 3.794 16383500 3.794
"2013-12-24" 3.806 3.814 3.766 3.78 3254500 3.78
"2013-12-26" 3.772 3.806 3.734 3.776 7408000 3.776
"2013-12-27" 3.768 3.808 3.756 3.782 6267500 3.782
"2013-12-30" 3.784 3.804 3.768 3.78 8221000 3.78
"2013-12-31" 3.782 3.842 3.77 3.826 12047000 3.826
"2014-01-02" 3.832 3.846 3.79 3.804 13465000 3.804
"2014-01-03" 3.844 3.874 3.786 3.854 11757000 3.854
"2014-01-06" 3.884 3.944 3.844 3.848 24980500 3.848
"2014-01-07" 3.864 3.978 3.836 3.966 13815500 3.966
"2014-01-08" 3.982 4.01 3.932 3.968 10703000 3.968
"2014-01-09" 3.99 4.004 3.886 3.894 9371000 3.894
"2014-01-10" 3.91 3.936 3.816 3.912 30368000 3.912
"2014-01-13" 4.04 4.042 3.914 3.928 31491000 3.928
"2014-01-14" 3.984 4.218 3.98 4.18 34274500 4.18
"2014-01-15" 4.276 4.358 4.234 4.294 22436500 4.294
"2014-01-16" 4.294 4.346 4.22 4.304 16459000 4.304
"2014-01-17" 4.308 4.33 4.25 4.296 10788000 4.296
"2014-01-21" 4.314 4.334 4.238 4.274 8855500 4.274
"2014-01-22" 4.288 4.296 4.206 4.27 10623500 4.27
"2014-01-23" 4.246 4.298 4.18 4.272 10281000 4.272
"2014-01-24" 4.452 4.452 4.32 4.336 40266500 4.336
"2014-01-27" 4.334 4.356 4.23 4.31 20671000 4.31
"2014-01-28" 4.41 4.414 4.346 4.4 126557500 4.4
"2014-01-29" 4.356 4.368 4.246 4.282 35240000 4.282
"2014-01-30" 4.478 4.54 4.372 4.428 43876500 4.428
"2014-01-31" 4.338 4.372 4.202 4.24 22400500 4.24
"2014-02-03" 4.21 4.252 4.046 4.064 24362000 4.064
"2014-02-04" 4.158 4.176 4.054 4.156 17759000 4.156
"2014-02-05" 4.122 4.134 4.018 4.044 11100500 4.044
"2014-02-06" 4.05 4.21 4.048 4.196 14230000 4.196
"2014-02-07" 4.22 4.318 4.202 4.302 14454000 4.302
"2014-02-10" 4.298 4.33 4.252 4.298 9702500 4.298
"2014-02-11" 4.318 4.348 4.292 4.324 7697500 4.324
"2014-02-12" 4.32 4.338 4.272 4.292 7326500 4.292
"2014-02-13" 4.308 4.44 4.29 4.438 9906500 4.438
"2014-02-14" 4.44 4.454 4.4 4.412 4253500 4.412
"2014-02-18" 4.41 4.562 4.41 4.56 14215500 4.56
"2014-02-19" 4.524 4.536 4.42 4.424 10571500 4.424
"2014-02-20" 4.432 4.54 4.402 4.534 8121500 4.534
"2014-02-21" 4.538 4.58 4.48 4.522 7746000 4.522
"2014-02-24" 4.532 4.59 4.522 4.526 5471000 4.526
"2014-02-25" 4.52 4.642 4.508 4.612 10036500 4.612
"2014-02-26" 4.59 4.724 4.59 4.676 11673500 4.676
"2014-02-27" 4.686 4.786 4.684 4.772 10249000 4.772
"2014-02-28" 4.782 4.782 4.57 4.63 12038500 4.63
"2014-03-03" 4.58 4.602 4.514 4.554 8725000 4.554
"2014-03-04" 4.73 4.75 4.648 4.7 10407000 4.7
"2014-03-05" 4.706 4.748 4.67 4.672 9213500 4.672
"2014-03-06" 4.678 4.716 4.59 4.69 14563000 4.69
"2014-03-07" 4.71 4.722 4.65 4.678 6029500 4.678
"2014-03-10" 4.66 4.686 4.582 4.626 6079500 4.626
"2014-03-11" 4.634 4.682 4.54 4.568 5921500 4.568
"2014-03-12" 4.562 4.632 4.52 4.624 5470000 4.624
"2014-03-13" 4.662 4.672 4.476 4.52 7654500 4.52
"2014-03-14" 4.5 4.588 4.5 4.57 6318500 4.57
"2014-03-17" 4.654 4.66 4.578 4.634 8044000 4.634
"2014-03-18" 4.642 4.784 4.628 4.756 7984500 4.756
"2014-03-19" 4.752 4.768 4.694 4.738 6433500 4.738
"2014-03-20" 4.732 4.78 4.68 4.704 6019500 4.704
"2014-03-21" 4.714 4.75 4.562 4.604 16948500 4.604
"2014-03-24" 4.618 4.624 4.392 4.46 17979500 4.46
"2014-03-25" 4.498 4.534 4.396 4.432 8225500 4.432
"2014-03-26" 4.454 4.486 4.33 4.332 11162500 4.332
"2014-03-27" 4.338 4.384 4.284 4.374 10781000 4.374
"2014-03-28" 4.4 4.422 4.326 4.362 7308000 4.362
"2014-03-31" 4.392 4.446 4.376 4.406 5687500 4.406
"2014-04-01" 4.426 4.548 4.414 4.54 7401500 4.54
"2014-04-02" 4.66 4.666 4.526 4.556 9189000 4.556
"2014-04-03" 4.552 4.596 4.464 4.498 9110500 4.498
"2014-04-04" 4.55 4.564 4.31 4.402 12775000 4.402
"2014-04-07" 4.4 4.544 4.38 4.458 16249000 4.458
"2014-04-08" 4.478 4.616 4.418 4.564 12160500 4.564
"2014-04-09" 4.572 4.666 4.53 4.66 6306500 4.66
"2014-04-10" 4.58 4.59 4.278 4.334 23666500 4.334
"2014-04-11" 4.252 4.308 4.052 4.094 21740000 4.094
"2014-04-14" 4.16 4.204 4.054 4.102 12386000 4.102
"2014-04-15" 4.118 4.168 4.008 4.152 14668500 4.152
"2014-04-16" 4.168 4.338 4.16 4.308 16659000 4.308
"2014-04-17" 4.296 4.354 4.248 4.328 8177000 4.328
"2014-04-21" 4.328 4.39 4.3 4.36 6926000 4.36
"2014-04-22" 4.354 4.438 4.34 4.406 23062500 4.406
"2014-04-23" 4.438 4.438 4.344 4.408 17776000 4.408
"2014-04-24" 4.632 4.632 4.348 4.586 32920500 4.586
"2014-04-25" 4.556 4.56 4.382 4.41 11179000 4.41
"2014-04-28" 4.412 4.454 4.17 4.292 16012000 4.292
"2014-04-29" 4.272 4.374 4.2 4.32 11004000 4.32
"2014-04-30" 4.318 4.408 4.274 4.396 7017000 4.396
"2014-05-01" 4.406 4.458 4.36 4.388 10866000 4.388
"2014-05-02" 4.396 4.45 4.36 4.392 9030000 4.392
"2014-05-05" 4.348 4.404 4.32 4.39 7016500 4.39
"2014-05-06" 4.366 4.394 4.26 4.27 8367500 4.27
"2014-05-07" 4.266 4.266 4.098 4.152 15104500 4.152
"2014-05-08" 4.13 4.236 4.104 4.136 10401000 4.136
"2014-05-09" 4.126 4.154 4.058 4.072 16307500 4.072
"2014-05-12" 4.094 4.206 4.086 4.198 16925500 4.198
"2014-05-13" 4.202 4.238 4.112 4.116 10135500 4.116
"2014-05-14" 4.114 4.218 4.088 4.166 5573000 4.166
"2014-05-15" 4.144 4.226 4.054 4.212 9001000 4.212
"2014-05-16" 4.214 4.254 4.164 4.244 5327000 4.244
"2014-05-19" 4.222 4.318 4.22 4.3 7128500 4.3
"2014-05-20" 4.288 4.32 4.23 4.252 5459500 4.252
"2014-05-21" 4.266 4.308 4.25 4.284 3417000 4.284
"2014-05-22" 4.292 4.388 4.286 4.352 5040500 4.352
"2014-05-23" 4.36 4.4 4.294 4.386 4962500 4.386
"2014-05-27" 4.4 4.432 4.386 4.432 5656000 4.432
"2014-05-28" 4.434 4.466 4.368 4.458 6126500 4.458
"2014-05-29" 4.476 4.576 4.472 4.534 10631000 4.534
"2014-05-30" 4.526 4.548 4.452 4.494 9721000 4.494
"2014-06-02" 4.506 4.524 4.394 4.426 6721500 4.426
"2014-06-03" 4.416 4.45 4.388 4.44 6795500 4.44
"2014-06-04" 4.426 4.522 4.402 4.51 6017000 4.51
"2014-06-05" 4.518 4.596 4.504 4.558 8006500 4.558
"2014-06-06" 4.572 4.624 4.54 4.606 4841000 4.606
"2014-06-09" 4.602 4.668 4.584 4.636 4951000 4.636
"2014-06-10" 4.626 4.674 4.502 4.658 4225500 4.658
"2014-06-11" 4.684 4.768 4.654 4.756 10607500 4.756
"2014-06-12" 4.746 4.778 4.682 4.686 6714000 4.686
"2014-06-13" 4.686 4.74 4.656 4.724 4783000 4.724
"2014-06-16" 4.71 4.844 4.7 4.834 8277000 4.834
"2014-06-17" 4.816 4.914 4.804 4.868 10263000 4.868
"2014-06-18" 4.886 4.898 4.786 4.882 8792000 4.882
"2014-06-19" 4.904 4.934 4.862 4.928 6637000 4.928
"2014-06-20" 4.916 4.916 4.83 4.866 8609500 4.866
"2014-06-23" 4.866 4.888 4.828 4.836 5041500 4.836
"2014-06-24" 4.852 4.87 4.77 4.784 5891000 4.784
"2014-06-25" 4.764 4.906 4.758 4.902 5660500 4.902
"2014-06-26" 4.894 4.934 4.858 4.88 3235000 4.88
"2014-06-27" 4.864 4.948 4.864 4.946 5439000 4.946
"2014-06-30" 4.932 5.026 4.932 5.026 8674500 5.026
"2014-07-01" 5.036 5.092 5.008 5.03 9457500 5.03
"2014-07-02" 5.066 5.09 5.006 5.016 5373500 5.016
"2014-07-03" 5.034 5.084 5.014 5.056 5236500 5.056
"2014-07-07" 5.058 5.07 4.97 4.982 7551500 4.982
"2014-07-08" 4.96 4.96 4.614 4.762 28095500 4.762
"2014-07-09" 4.832 4.892 4.762 4.848 14103000 4.848
"2014-07-10" 4.75 4.836 4.69 4.818 7930000 4.818
"2014-07-11" 4.824 4.878 4.808 4.85 5893000 4.85
"2014-07-14" 4.89 4.906 4.838 4.848 4036500 4.848
"2014-07-15" 4.856 4.88 4.77 4.81 5443500 4.81
"2014-07-16" 4.834 4.898 4.806 4.846 15790000 4.846
"2014-07-17" 4.83 4.882 4.734 4.738 7156000 4.738
"2014-07-18" 4.762 4.8 4.722 4.796 7061500 4.796
"2014-07-21" 4.784 4.836 4.76 4.792 5081500 4.792
"2014-07-22" 4.824 4.924 4.806 4.862 7134500 4.862
"2014-07-23" 4.86 4.936 4.79 4.806 14076500 4.806
"2014-07-24" 5.216 5.246 5 5.19 30457000 5.19
"2014-07-25" 5.126 5.18 5.076 5.104 18934500 5.104
"2014-07-28" 5.092 5.096 4.996 5.056 9239500 5.056
"2014-07-29" 5.056 5.09 5.018 5.024 8065500 5.024
"2014-07-30" 5.068 5.118 5.032 5.106 5209500 5.106
"2014-07-31" 5.046 5.062 4.908 4.91 6724000 4.91
"2014-08-01" 4.898 4.932 4.794 4.836 9398500 4.836
"2014-08-04" 4.828 4.904 4.81 4.882 5833000 4.882
"2014-08-05" 4.854 4.92 4.822 4.892 7688000 4.892
"2014-08-06" 4.852 4.936 4.838 4.902 4520000 4.902
"2014-08-07" 4.924 5.012 4.912 4.938 7699500 4.938
"2014-08-08" 4.94 4.994 4.916 4.968 5425500 4.968
"2014-08-11" 4.996 5.082 4.954 5.036 10447500 5.036
"2014-08-12" 5.022 5.062 4.964 4.97 4679500 4.97
"2014-08-13" 5.006 5.13 5 5.128 6039500 5.128
"2014-08-14" 5.114 5.14 5.078 5.082 4982000 5.082
"2014-08-15" 5.102 5.112 4.986 5.022 4036500 5.022
"2014-08-18" 5.052 5.092 5.032 5.086 3122000 5.086
"2014-08-19" 5.108 5.152 5.074 5.108 5168000 5.108
"2014-08-20" 5.064 5.096 5.008 5.052 5464500 5.052
"2014-08-21" 5.048 5.108 5.022 5.096 3621500 5.096
"2014-08-22" 5.098 5.12 5.022 5.088 4568500 5.088
"2014-08-25" 5.12 5.12 5.042 5.082 4231000 5.082
"2014-08-26" 5.098 5.19 5.076 5.176 5286500 5.176
"2014-08-27" 5.174 5.27 5.11 5.118 7983000 5.118
"2014-08-28" 5.088 5.098 4.99 5.06 6430500 5.06
"2014-08-29" 5.09 5.162 5.07 5.162 4743000 5.162
"2014-09-02" 5.174 5.328 5.174 5.284 13913500 5.284
"2014-09-03" 5.35 5.36 5.228 5.294 6554000 5.294
"2014-09-04" 5.308 5.332 5.224 5.234 6593000 5.234
"2014-09-05" 5.222 5.308 5.21 5.28 6388500 5.28
"2014-09-08" 5.288 5.356 5.244 5.29 7594000 5.29
"2014-09-09" 5.272 5.278 5.198 5.202 4639500 5.202
"2014-09-10" 5.222 5.344 5.2 5.262 11526000 5.262
"2014-09-11" 5.29 5.298 5.184 5.19 13664000 5.19
"2014-09-12" 5.194 5.288 5.132 5.284 9699500 5.284
"2014-09-15" 5.272 5.272 5.12 5.136 5682500 5.136
"2014-09-16" 5.124 5.224 5.088 5.22 9267000 5.22
"2014-09-17" 5.258 5.352 5.248 5.256 10281500 5.256
"2014-09-18" 5.28 5.362 5.28 5.356 6439000 5.356
"2014-09-19" 5.368 5.368 5.238 5.284 6106500 5.284
"2014-09-22" 5.262 5.274 5.198 5.216 5729500 5.216
"2014-09-23" 5.198 5.202 5.102 5.102 7587500 5.102
"2014-09-24" 5.134 5.198 5.12 5.168 5619000 5.168
"2014-09-25" 5.152 5.166 5.006 5.008 7579000 5.008
"2014-09-26" 5.024 5.064 4.994 5.058 9066000 5.058
"2014-09-29" 5.01 5.114 4.962 5.11 7124000 5.11
"2014-09-30" 5.102 5.14 5.052 5.054 6723500 5.054
"2014-10-01" 5.052 5.066 4.942 4.956 8215000 4.956
"2014-10-02" 4.952 5.022 4.872 4.998 6867500 4.998
"2014-10-03" 5.048 5.148 5.024 5.11 8559000 5.11
"2014-10-06" 4.984 5.084 4.924 5.026 10799000 5.026
"2014-10-07" 4.986 5.036 4.866 4.87 7575000 4.87
"2014-10-08" 4.876 5.004 4.792 4.988 6819500 4.988
"2014-10-09" 4.98 5.032 4.86 4.872 6720000 4.872
"2014-10-10" 4.844 4.89 4.628 4.716 15874500 4.716
"2014-10-13" 4.726 4.786 4.616 4.688 14620000 4.688
"2014-10-14" 4.75 4.866 4.73 4.806 14763000 4.806
"2014-10-15" 4.714 4.864 4.682 4.808 10303000 4.808
"2014-10-16" 4.716 4.82 4.7 4.754 15672000 4.754
"2014-10-17" 4.836 5.012 4.818 4.924 10983500 4.924
"2014-10-20" 4.904 5.03 4.862 5.012 10905500 5.012
"2014-10-21" 5.088 5.132 5.036 5.054 14436500 5.054
"2014-10-22" 5.08 5.13 4.984 5.034 17304500 5.034
"2014-10-23" 5.25 5.336 5 5.088 32087500 5.088
"2014-10-24" 5.074 5.166 5.056 5.146 14228000 5.146
"2014-10-27" 5.106 5.126 5.038 5.086 5854500 5.086
"2014-10-28" 5.104 5.16 5.084 5.15 9296000 5.15
"2014-10-29" 5.158 5.166 5.108 5.148 14345000 5.148
"2014-10-30" 5.134 5.198 5.094 5.148 10719500 5.148
"2014-10-31" 5.226 5.26 5.158 5.21 9352000 5.21
"2014-11-03" 5.218 5.29 5.198 5.264 7454500 5.264
"2014-11-04" 5.242 5.31 5.2 5.284 11029500 5.284
"2014-11-05" 5.304 5.324 5.236 5.298 9089000 5.298
"2014-11-06" 5.29 5.37 5.25 5.314 6673500 5.314
"2014-11-07" 5.302 5.44 5.302 5.42 10276500 5.42
"2014-11-10" 5.412 5.45 5.368 5.424 7440500 5.424
"2014-11-11" 5.396 5.448 5.37 5.432 4703500 5.432
"2014-11-12" 5.394 5.46 5.364 5.432 6221000 5.432
"2014-11-13" 5.44 5.47 5.376 5.384 4041000 5.384
"2014-11-14" 5.376 5.45 5.314 5.428 8250500 5.428
"2014-11-17" 5.42 5.434 5.37 5.378 4183500 5.378
"2014-11-18" 5.388 5.438 5.378 5.39 5028500 5.39
"2014-11-19" 5.388 5.388 5.256 5.354 6080000 5.354
"2014-11-20" 5.308 5.424 5.302 5.41 8252000 5.41
"2014-11-21" 5.46 5.48 5.402 5.422 5687000 5.422
"2014-11-24" 5.436 5.476 5.41 5.474 6413000 5.474
"2014-11-25" 5.476 5.532 5.426 5.466 11694500 5.466
"2014-11-26" 5.484 5.52 5.464 5.504 3250500 5.504
"2014-11-28" 5.5 5.54 5.476 5.512 1812000 5.512
"2014-12-01" 5.486 5.504 5.414 5.46 4216500 5.46
"2014-12-02" 5.436 5.516 5.416 5.494 7836000 5.494
"2014-12-03" 5.492 5.508 5.422 5.49 3841000 5.49
"2014-12-04" 5.486 5.528 5.422 5.526 7706000 5.526
"2014-12-05" 5.54 5.572 5.482 5.572 5105500 5.572
"2014-12-08" 5.548 5.624 5.538 5.554 8691500 5.554
"2014-12-09" 5.454 5.582 5.374 5.568 8218500 5.568
"2014-12-10" 5.56 5.638 5.524 5.536 6549000 5.536
"2014-12-11" 5.536 5.69 5.536 5.672 10150500 5.672
"2014-12-12" 5.602 5.666 5.58 5.62 4891500 5.62
"2014-12-15" 5.664 5.7 5.56 5.632 7194500 5.632
"2014-12-16" 5.596 5.664 5.574 5.598 8184000 5.598
"2014-12-17" 5.63 5.7 5.592 5.696 7644000 5.696
"2014-12-18" 5.71 5.926 5.698 5.926 11588000 5.926
"2014-12-19" 5.952 6.038 5.918 6.02 19622000 6.02
"2014-12-22" 6.036 6.18 6.008 6.126 8490000 6.126
"2014-12-23" 6.234 6.234 6.14 6.182 8e+06 6.182
"2014-12-24" 6.18 6.294 6.162 6.238 3637500 6.238
"2014-12-26" 6.268 6.298 6.244 6.262 3545000 6.262
"2014-12-29" 6.252 6.26 6.184 6.23 4427500 6.23
"2014-12-30" 6.182 6.232 6.174 6.2 4161000 6.2
"2014-12-31" 6.228 6.264 6.13 6.132 5505000 6.132
"2015-01-02" 6.18 6.238 6.102 6.158 6307500 6.158
"2015-01-05" 6.126 6.198 6.062 6.104 9120500 6.104
"2015-01-06" 6.108 6.152 5.91 5.99 10918000 5.99
"2015-01-07" 6.05 6.132 5.994 6.076 7066000 6.076
"2015-01-08" 6.178 6.296 6.16 6.242 7181000 6.242
"2015-01-09" 6.262 6.282 6.16 6.214 6755000 6.214
"2015-01-12" 6.242 6.274 6.16 6.168 6461000 6.168
"2015-01-13" 6.212 6.336 6.118 6.18 6494000 6.18
"2015-01-14" 6.098 6.202 6.088 6.184 5107500 6.184
"2015-01-15" 6.198 6.22 6.046 6.054 5757000 6.054
"2015-01-16" 6.07 6.194 6.04 6.184 6828000 6.184
"2015-01-20" 6.198 6.274 6.116 6.208 5806500 6.208
"2015-01-21" 6.202 6.276 6.164 6.238 4586000 6.238
"2015-01-22" 6.204 6.286 6.054 6.286 10682000 6.286
"2015-01-23" 6.306 6.426 6.246 6.386 9141500 6.386
"2015-01-26" 6.528 6.566 6.418 6.49 13364000 6.49
"2015-01-27" 6.392 6.562 6.368 6.49 9778500 6.49
"2015-01-28" 6.594 6.594 6.254 6.28 13310000 6.28
"2015-01-29" 5.9 6.052 5.714 5.844 47756500 5.844
"2015-01-30" 5.784 6.044 5.776 5.98 24136000 5.98
"2015-02-02" 5.948 6.024 5.788 6.006 20502000 6.006
"2015-02-03" 6.022 6.13 5.98 6.104 13119500 6.104
"2015-02-04" 6.074 6.246 6.066 6.206 12593500 6.206
"2015-02-05" 6.252 6.368 6.252 6.346 10286000 6.346
"2015-02-06" 6.398 6.4 6.32 6.362 12192500 6.362
"2015-02-09" 6.32 6.334 6.248 6.298 8177000 6.298
"2015-02-10" 6.348 6.464 6.294 6.448 9595000 6.448
"2015-02-11" 6.452 6.578 6.434 6.556 9860000 6.556
"2015-02-12" 6.596 6.68 6.556 6.596 15108500 6.596
"2015-02-13" 6.67 6.678 6.588 6.646 14199000 6.646
"2015-02-17" 6.61 6.676 6.584 6.6 9218000 6.6
"2015-02-18" 6.63 6.676 6.604 6.658 6745000 6.658
"2015-02-19" 6.656 6.79 6.622 6.7 7716000 6.7
"2015-02-20" 6.684 6.794 6.68 6.768 9236500 6.768
"2015-02-23" 6.752 6.77 6.616 6.664 6407000 6.664
"2015-02-24" 6.686 6.77 6.67 6.744 6661000 6.744
"2015-02-25" 6.75 6.898 6.742 6.848 10473000 6.848
"2015-02-26" 6.84 6.948 6.804 6.81 8398000 6.81
"2015-02-27" 6.8 6.82 6.702 6.722 6543000 6.722
"2015-03-02" 6.716 6.826 6.666 6.82 6748500 6.82
"2015-03-03" 6.82 6.84 6.712 6.806 5745500 6.806
"2015-03-04" 6.786 6.796 6.696 6.738 5915500 6.738
"2015-03-05" 6.732 6.858 6.69 6.848 7256000 6.848
"2015-03-06" 6.826 6.854 6.698 6.72 5450500 6.72
"2015-03-09" 6.74 6.772 6.656 6.746 4834500 6.746
"2015-03-10" 6.674 6.69 6.556 6.58 4695000 6.58
"2015-03-11" 6.61 6.682 6.588 6.676 4542000 6.676
"2015-03-12" 6.678 6.794 6.6 6.79 5340000 6.79
"2015-03-13" 6.766 6.806 6.606 6.638 6611000 6.638
"2015-03-16" 6.68 6.828 6.668 6.82 4305000 6.82
"2015-03-17" 6.8 6.888 6.77 6.852 5965000 6.852
"2015-03-18" 6.89 7.054 6.836 6.97 10920500 6.97
"2015-03-19" 6.958 7.1 6.902 7.096 7509000 7.096
