"Index" "GWW.Open" "GWW.High" "GWW.Low" "GWW.Close" "GWW.Volume" "GWW.Adjusted"
"2011-10-27" 176.119995 177.770004 173.330002 174.179993 637200 141.549316
"2011-10-28" 173.529999 174.929993 172.059998 174.009995 367300 141.411087
"2011-10-31" 172.020004 175.949997 171.289993 171.309998 644300 139.216965
"2011-11-01" 166.009995 172.970001 166 169.630005 674200 137.8517
"2011-11-02" 172 175.229996 171.270004 174.550003 541700 141.849976
"2011-11-03" 176.199997 179.5 176 179.119995 508000 145.563843
"2011-11-04" 177.520004 179.050003 176.039993 178.330002 326200 144.921829
"2011-11-07" 178.360001 178.990005 175.029999 178.630005 231600 145.165634
"2011-11-08" 178.850006 181.720001 177.050003 181.330002 367100 147.359833
"2011-11-09" 177.100006 178.160004 172.369995 172.669998 714400 140.834839
"2011-11-10" 175 176.830002 174.160004 176.270004 497500 143.771088
"2011-11-11" 178.050003 180.300003 177.289993 179.399994 372600 146.324005
"2011-11-14" 179.130005 179.940002 176.360001 177.509995 482000 144.78241
"2011-11-15" 177.029999 179.970001 175.690002 179.300003 332400 146.242432
"2011-11-16" 177.5 179.110001 176.119995 176.839996 688000 144.235977
"2011-11-17" 176.940002 177.039993 173.75 175.490005 617500 143.134857
"2011-11-18" 175.839996 177.380005 174.710007 176.339996 461700 143.828156
"2011-11-21" 173.169998 175.550003 173.169998 173.960007 483000 141.886993
"2011-11-22" 174.039993 176.110001 173.330002 174.089996 517300 141.992981
"2011-11-23" 172.559998 173.210007 168.979996 169.429993 304500 138.192169
"2011-11-25" 169.759995 172.100006 168.770004 170.309998 165800 138.909927
"2011-11-28" 175 177.710007 174.720001 175.729996 378900 143.330612
"2011-11-29" 176.649994 178.059998 175.360001 176.490005 427600 143.950516
"2011-11-30" 181.270004 187.470001 179.710007 186.899994 956100 152.441193
"2011-12-01" 186.899994 189.039993 185.899994 186.300003 416400 151.951813
"2011-12-02" 188.759995 191.839996 186.070007 186.199997 430400 151.870224
"2011-12-05" 189 189.169998 186.5 187.309998 358900 152.775635
"2011-12-06" 187.809998 188.649994 186.169998 186.220001 428900 151.886581
"2011-12-07" 185.080002 186.080002 183.380005 185.350006 337400 151.176987
"2011-12-08" 184.369995 185.630005 182.809998 183.279999 291500 149.488647
"2011-12-09" 184.279999 187.119995 183.960007 186.520004 325600 152.131271
"2011-12-12" 183.5 185 182.479996 183.839996 305400 149.945343
"2011-12-13" 185.009995 185.919998 179.600006 180.619995 318600 147.319046
"2011-12-14" 180.199997 181.009995 177.360001 178.089996 361300 145.255417
"2011-12-15" 179.979996 179.979996 177.339996 178.419998 546400 145.524658
"2011-12-16" 180 182.839996 178.490005 178.990005 528800 145.989578
"2011-12-19" 180.169998 183.5 179.919998 181.710007 488200 148.208099
"2011-12-20" 183.169998 186.839996 183.169998 186.710007 402600 152.28627
"2011-12-21" 186.649994 187.720001 184.410004 187.470001 309000 152.906143
"2011-12-22" 187.279999 187.330002 184.240005 186.460007 419600 152.082336
"2011-12-23" 187.380005 189.429993 186.050003 189.339996 222000 154.431274
"2011-12-27" 189.199997 193.210007 188.119995 192.309998 408800 156.85379
"2011-12-28" 192.669998 192.669998 187.259995 188.869995 398900 154.047989
"2011-12-29" 188.990005 190.589996 188.229996 189.630005 321900 154.667847
"2011-12-30" 189.699997 189.699997 187.039993 187.190002 218000 152.67775
"2012-01-03" 191.289993 191.470001 185.539993 185.589996 694300 151.372696
"2012-01-04" 184.589996 188.179993 184.369995 187.869995 734200 153.232346
"2012-01-05" 186.75 190.539993 185.600006 190.199997 426800 155.132797
"2012-01-06" 189.830002 191 188.960007 190.339996 289600 155.246979
"2012-01-09" 190.360001 192.089996 190.009995 191.130005 221500 155.891357
"2012-01-10" 193 193.490005 190.509995 191.259995 362600 155.99736
"2012-01-11" 191.080002 193.509995 190.369995 193 231800 157.416534
"2012-01-12" 194.050003 195 193.820007 194.080002 326900 158.297455
"2012-01-13" 192 197.050003 192 196.699997 331700 160.434402
"2012-01-17" 198.360001 201.229996 198.360001 200.449997 518100 163.493011
"2012-01-18" 199.479996 202.300003 198.009995 202.100006 530400 164.838776
"2012-01-19" 203.039993 203.440002 201.020004 202.100006 453200 164.838776
"2012-01-20" 202.25 202.940002 200.339996 200.649994 459300 163.656067
"2012-01-23" 201.690002 204.369995 201.669998 202.649994 321000 165.287354
"2012-01-24" 201.460007 204.619995 201.160004 203.509995 356900 165.988754
"2012-01-25" 197.100006 199.360001 190.589996 195.169998 1065300 159.186417
"2012-01-26" 194.440002 195.179993 191.839996 192.600006 677200 157.090302
"2012-01-27" 191.220001 194.110001 191.190002 193.179993 435800 157.563385
"2012-01-30" 192 194.369995 191.449997 193.820007 271400 158.085342
"2012-01-31" 194.479996 195.509995 190.339996 190.740005 522600 155.573257
"2012-02-01" 191.839996 194.25 191.830002 193.369995 260500 157.718353
"2012-02-02" 193.649994 196.630005 193.649994 196.309998 416900 160.116318
"2012-02-03" 197.75 203.5 197.75 203.059998 580200 165.621811
"2012-02-06" 201.720001 203.649994 201.720001 202.809998 417300 165.417892
"2012-02-07" 201.990005 204.169998 200.380005 201.850006 421800 164.634888
"2012-02-08" 202 202.240005 200.520004 201.75 324400 164.553253
"2012-02-09" 201.029999 202 198.830002 201.539993 204200 164.921539
"2012-02-10" 199.940002 200.449997 197.699997 200.160004 282600 163.792282
"2012-02-13" 202 209.570007 202 208.460007 528300 170.584198
"2012-02-14" 207.850006 209.899994 207.179993 209.100006 350200 171.107971
"2012-02-15" 209.570007 209.889999 207.570007 207.830002 350300 170.068695
"2012-02-16" 208 209.429993 207.509995 208.880005 210300 170.927933
"2012-02-17" 209.899994 209.899994 207.190002 208.880005 244200 170.927933
"2012-02-21" 209.899994 209.899994 205.979996 206.820007 244200 169.242218
"2012-02-22" 205.350006 207.649994 205.350006 206.339996 149100 168.849411
"2012-02-23" 205.990005 208.070007 205.5 207.970001 161100 170.183273
"2012-02-24" 208.339996 208.570007 206.529999 207.289993 175900 169.626846
"2012-02-27" 205.789993 210.919998 205.600006 210.179993 234600 171.991669
"2012-02-28" 209.860001 212 207.729996 209.039993 205100 171.058884
"2012-02-29" 209.190002 210 207.050003 207.729996 320900 169.986877
"2012-03-01" 208.009995 209.589996 206.699997 207.820007 367500 170.060516
"2012-03-02" 207.839996 208.330002 206.5 208.100006 270200 170.289612
"2012-03-05" 208.110001 209.330002 207.110001 208.960007 210900 170.993393
"2012-03-06" 207.679993 207.720001 204.669998 205.539993 321500 168.194794
"2012-03-07" 206.199997 207.419998 205.919998 206.119995 298800 168.669418
"2012-03-08" 207.979996 209.279999 206.860001 207.559998 344500 169.847748
"2012-03-09" 208.5 213 208.089996 211.770004 363900 173.292877
"2012-03-12" 212.259995 214.690002 211.869995 213.429993 301100 174.651245
"2012-03-13" 214.550003 216.619995 213.399994 216.449997 358600 177.122498
"2012-03-14" 216.080002 217.089996 215.029999 216.110001 283200 176.844345
"2012-03-15" 216.179993 216.770004 213.809998 216.479996 217600 177.147095
"2012-03-16" 216.449997 216.449997 214.089996 214.089996 394800 175.191315
"2012-03-19" 214 214.089996 211.660004 212.679993 366700 174.037476
"2012-03-20" 211.699997 212.679993 209.720001 212.190002 486000 173.636475
"2012-03-21" 212.589996 216 211.949997 214.710007 269100 175.698669
"2012-03-22" 213.710007 214.070007 211.279999 213.610001 307300 174.798553
"2012-03-23" 212.630005 215.419998 210.160004 214.720001 450500 175.706833
"2012-03-26" 216.570007 218.270004 216.110001 218 298300 178.390884
"2012-03-27" 218.259995 221.839996 217.710007 219.360001 435600 179.503815
"2012-03-28" 218.880005 218.880005 214.029999 216.270004 257600 176.975235
"2012-03-29" 215.160004 217.789993 214.259995 217.550003 254600 178.022659
"2012-03-30" 218.039993 218.289993 214.809998 214.809998 327800 175.780548
"2012-04-02" 214.649994 219.070007 213.630005 218.190002 264600 178.546356
"2012-04-03" 218.229996 219.960007 216.75 219.479996 260100 179.60202
"2012-04-04" 218.240005 218.339996 216.179993 217.429993 311500 177.924469
"2012-04-05" 216.470001 217.899994 215.940002 217.270004 175000 177.793503
"2012-04-09" 214.25 214.789993 212.089996 213.800003 162700 174.953964
"2012-04-10" 213.020004 213.789993 207.539993 207.619995 392700 169.896835
"2012-04-11" 213.919998 213.919998 208.679993 211.610001 440100 173.161865
"2012-04-12" 210 216.039993 209.039993 214 453200 175.117661
"2012-04-13" 209.460007 214.899994 209.460007 213.179993 383900 174.446625
"2012-04-16" 213.149994 217.470001 213.149994 215.589996 526800 176.418793
"2012-04-17" 211.009995 216.490005 210 215.630005 1014100 176.451553
"2012-04-18" 216.080002 218.570007 213.339996 216.75 587600 177.367996
"2012-04-19" 216.839996 216.839996 211.960007 213.259995 507000 174.512115
"2012-04-20" 213.740005 221 213.139999 219.899994 637300 179.945679
"2012-04-23" 218.990005 218.990005 210.919998 211.240005 818300 172.859131
"2012-04-24" 210.869995 210.869995 199.539993 204.009995 2017100 166.94278
"2012-04-25" 204.880005 209.570007 204.009995 208.440002 1196100 170.567917
"2012-04-26" 208.979996 210.009995 206.440002 209.460007 772200 171.402573
"2012-04-27" 210 213 208.919998 212.830002 985700 174.160217
"2012-04-30" 209.25 210.839996 207.259995 207.820007 520500 170.060516
"2012-05-01" 208.429993 209.619995 205.789993 207.830002 460200 170.068695
"2012-05-02" 204.839996 209.210007 203.300003 209.029999 564300 171.050644
"2012-05-03" 209.979996 209.979996 204.789993 205.660004 487100 168.292969
"2012-05-04" 202.240005 204.130005 201.660004 201.75 452400 165.093369
"2012-05-07" 200.699997 205.940002 200 204.699997 416400 167.507416
"2012-05-08" 203.339996 203.960007 199.850006 203.270004 622600 166.33725
"2012-05-09" 199.5 203.539993 198.009995 201.759995 396100 165.101578
"2012-05-10" 203.699997 204.899994 201.990005 202.399994 461400 166.284653
"2012-05-11" 201.419998 201.479996 194.440002 194.570007 1377500 159.851837
"2012-05-14" 195.350006 195.350006 190.320007 191.25 832500 157.124161
"2012-05-15" 192.160004 193.490005 190.139999 191.770004 543100 157.551407
"2012-05-16" 193.110001 193.990005 191.770004 191.770004 445700 157.551407
"2012-05-17" 191.770004 192.149994 187.440002 188.399994 873300 154.782745
"2012-05-18" 189.539993 190.289993 185.729996 186.229996 784900 152.999893
"2012-05-21" 186.710007 189.360001 186.25 188.990005 570200 155.26741
"2012-05-22" 190.289993 194.279999 188.979996 193.570007 844200 159.030228
"2012-05-23" 192.059998 195.630005 190.470001 195.449997 925000 160.574768
"2012-05-24" 196 198.75 193.850006 194.839996 523100 160.073593
"2012-05-25" 195.380005 195.990005 193.509995 193.899994 278600 159.3013
"2012-05-29" 194.660004 196.520004 194.460007 196.339996 485500 161.305908
"2012-05-30" 195.740005 196.949997 194.029999 195.660004 429400 160.747284
"2012-05-31" 195.380005 196.070007 189.759995 193.649994 643200 159.095963
"2012-06-01" 189.869995 191.130005 188.240005 188.25 797100 154.6595
"2012-06-04" 188.589996 189.410004 185.419998 187.5 781000 154.04332
"2012-06-05" 183.779999 183.779999 172.5 177.949997 2428700 146.197372
"2012-06-06" 179.380005 183.869995 178.520004 182.380005 1292100 149.836929
"2012-06-07" 184.639999 187.740005 184.220001 185.740005 934000 152.597382
"2012-06-08" 187.619995 190.330002 186.710007 189.979996 920700 156.080765
"2012-06-11" 189.240005 190.669998 180.380005 180.880005 1199800 148.604538
"2012-06-12" 180.729996 182.339996 178.360001 181.580002 1100200 149.179626
"2012-06-13" 182.410004 182.410004 175.929993 177.220001 728100 145.597641
"2012-06-14" 177.679993 179.580002 175.520004 177.100006 636100 145.499054
"2012-06-15" 177.149994 180.520004 177.149994 180.520004 615900 148.308762
"2012-06-18" 178 181.699997 177.330002 181.380005 602300 149.01535
"2012-06-19" 183.899994 189.5 183.899994 189.020004 1140800 155.292145
"2012-06-20" 190.089996 191.589996 187.080002 189.399994 971300 155.604324
"2012-06-21" 190.350006 191.020004 183.160004 184.160004 806100 151.299255
"2012-06-22" 184.429993 187.070007 183.080002 186.809998 717000 153.476501
"2012-06-25" 185.860001 185.860001 181.729996 183.740005 755200 150.954269
"2012-06-26" 184.520004 184.520004 181 183.449997 459100 150.715958
"2012-06-27" 179.779999 186.169998 179.779999 184.610001 464600 151.669022
"2012-06-28" 182.850006 184.050003 180.110001 182.449997 769300 149.894455
"2012-06-29" 184.839996 191.660004 184.839996 191.240005 758400 157.115982
"2012-07-02" 190.690002 191.600006 187.070007 190.100006 464300 156.179337
"2012-07-03" 189.610001 194.399994 188.679993 193.380005 450000 158.874146
"2012-07-05" 193.399994 193.399994 191.339996 191.869995 389600 157.63356
"2012-07-06" 189.020004 191.259995 187.389999 187.770004 422800 154.265167
"2012-07-09" 187.729996 189.550003 184.220001 188.029999 550800 154.478745
"2012-07-10" 188.660004 189.990005 183.289993 184.550003 489800 151.61972
"2012-07-11" 184.889999 185.429993 177.970001 179.020004 1215300 147.076462
"2012-07-12" 176.800003 186.240005 176.5 185.429993 1208000 152.342667
"2012-07-13" 185.199997 189.990005 185.199997 189.759995 531000 155.900009
"2012-07-16" 189.710007 190.220001 186.139999 188.089996 541700 154.528046
"2012-07-17" 188.5 190.330002 186.910004 188.970001 666500 155.251053
"2012-07-18" 189.940002 211.360001 189.940002 210.570007 2344300 172.99678
"2012-07-19" 210.5 210.570007 204.789993 205.720001 1155600 169.012238
"2012-07-20" 204.770004 205.5 202.160004 204.800003 1043000 168.256409
"2012-07-23" 200.990005 205.350006 198.259995 204.240005 442800 167.796326
"2012-07-24" 205 205.490005 195.779999 198.75 834300 163.285934
"2012-07-25" 199.830002 201.529999 197.5 199.220001 424100 163.672073
"2012-07-26" 202.330002 208.710007 199.130005 202.259995 382600 166.169617
"2012-07-27" 203.490005 207.940002 202.610001 207.759995 499600 170.688187
"2012-07-30" 208.160004 208.710007 205.669998 207.550003 497000 170.515686
"2012-07-31" 207.960007 207.960007 204.339996 204.830002 415800 168.281082
"2012-08-01" 205.809998 205.949997 202.199997 203.009995 424800 166.785812
"2012-08-02" 202.619995 205.220001 199.259995 201.270004 485100 165.356247
"2012-08-03" 204.910004 206.089996 202.410004 205.289993 386100 168.658966
"2012-08-06" 206.350006 208.100006 204.820007 206.550003 298600 169.694122
"2012-08-07" 208.529999 209.970001 207.550003 208.220001 309000 171.066132
"2012-08-08" 207.880005 208 205.410004 206.470001 284300 169.628372
"2012-08-09" 205.130005 206.100006 203.710007 204.509995 321000 168.671692
"2012-08-10" 200.220001 200.979996 197.160004 200.740005 647300 165.562286
"2012-08-13" 199.669998 201.350006 198.490005 201.279999 262600 166.007721
"2012-08-14" 202.910004 204.039993 200.740005 201.199997 250800 165.941727
"2012-08-15" 201 203.110001 200.820007 202.389999 247200 166.923218
"2012-08-16" 202.25 206.630005 201.059998 206.100006 308500 169.983124
"2012-08-17" 206.970001 207.699997 204.470001 207.279999 313000 170.956284
"2012-08-20" 207.740005 207.740005 204.070007 205.800003 195700 169.735611
"2012-08-21" 205.929993 206.5 203.350006 203.619995 331800 167.937622
"2012-08-22" 202.470001 206.820007 202.309998 205.059998 259600 169.12529
"2012-08-23" 203.520004 205.210007 202.869995 204.130005 271500 168.358246
"2012-08-24" 203.669998 206.300003 202.779999 204.990005 187700 169.067551
"2012-08-27" 205.479996 207.660004 204.539993 206.339996 319200 170.180969
"2012-08-28" 205.339996 209.110001 204.539993 205.979996 514400 169.884109
"2012-08-29" 206.369995 206.570007 203.429993 204.410004 291700 168.589249
"2012-08-30" 202.539993 205.270004 202.449997 204.270004 330300 168.47377
"2012-08-31" 206.210007 207.830002 205 205.960007 361000 169.867554
"2012-09-04" 206.130005 211.309998 205.779999 209.25 735500 172.581039
"2012-09-05" 208.479996 209.240005 203.440002 203.440002 544100 167.789185
"2012-09-06" 204.169998 205.050003 202 203.649994 723800 167.962311
"2012-09-07" 203.789993 206.429993 203.479996 203.740005 509700 168.036621
"2012-09-10" 204.669998 205.160004 202.800003 202.990005 414500 167.41803
"2012-09-11" 202.979996 204.339996 202.050003 203.669998 431100 167.978867
"2012-09-12" 204.350006 206.830002 203.369995 206.779999 501500 170.5439
"2012-09-13" 202.699997 209.789993 202.110001 205.919998 752900 169.83461
"2012-09-14" 207.100006 209.839996 205.850006 206.009995 709100 169.908783
"2012-09-17" 205.119995 207.529999 205.119995 206.130005 301600 170.007828
"2012-09-18" 206.169998 206.639999 204.309998 204.850006 224600 168.952103
"2012-09-19" 204.899994 205.110001 203.460007 203.75 259400 168.0448
"2012-09-20" 203.199997 204.490005 200.970001 204.259995 374100 168.4655
"2012-09-21" 205.229996 205.630005 202.830002 203.029999 328000 167.450974
"2012-09-24" 202.229996 204.339996 201.529999 203.520004 290000 167.855133
"2012-09-25" 204.220001 208.710007 203.740005 206.660004 656600 170.444901
"2012-09-26" 206.320007 208.470001 205.479996 207.240005 712700 170.923264
"2012-09-27" 208.669998 208.669998 204.529999 207.839996 486200 171.418091
"2012-09-28" 207.529999 209.570007 206.190002 208.369995 469500 171.855194
"2012-10-01" 208.899994 214.399994 207.570007 211.110001 725600 174.115082
"2012-10-02" 211.779999 213.130005 210.729996 212.759995 496700 175.475922
"2012-10-03" 213.490005 213.580002 211.149994 212.119995 411600 174.948074
"2012-10-04" 213.330002 215.449997 212.259995 213.759995 413600 176.300674
"2012-10-05" 215 216.619995 213.440002 215.490005 470100 177.727539
"2012-10-08" 214.270004 214.539993 212.869995 213.619995 257400 176.185181
"2012-10-09" 213.839996 213.839996 210.139999 210.990005 387700 174.016159
"2012-10-10" 210.990005 211.110001 208.699997 209.570007 264100 172.844986
"2012-10-11" 212.169998 218.229996 211.5 216.720001 794400 178.741943
"2012-10-12" 216.089996 216.600006 213.330002 214.630005 366800 177.018234
"2012-10-15" 215.559998 215.949997 213.369995 215.860001 524200 178.032715
"2012-10-16" 202.059998 210.600006 197.179993 209.580002 2143600 172.853226
"2012-10-17" 210 211.199997 208.740005 209.270004 748400 172.597534
"2012-10-18" 209.759995 210.679993 208.389999 209.600006 840400 172.86972
"2012-10-19" 209.440002 210.279999 205.529999 205.800003 826600 169.735611
"2012-10-22" 200.470001 206.669998 200.470001 205.320007 527300 169.339767
"2012-10-23" 202.880005 206.199997 202.339996 204.220001 503000 168.432541
"2012-10-24" 204.949997 206.160004 198.940002 199.369995 773900 164.432404
"2012-10-25" 200.850006 202.110001 198.630005 199.630005 636800 164.646881
"2012-10-26" 199.960007 200 196.199997 197.479996 976900 162.873611
"2012-10-31" 200.940002 206 199.610001 201.410004 846400 166.114899
"2012-11-01" 201.830002 204.580002 200.350006 200.520004 796800 165.380859
"2012-11-02" 201.529999 204 200.880005 201.059998 515300 165.826233
"2012-11-05" 200 202.779999 198.820007 202.490005 687800 167.005661
"2012-11-06" 200.759995 204.410004 199.839996 203.080002 848200 167.492233
"2012-11-07" 200.929993 203.800003 198.279999 198.440002 487400 164.312607
"2012-11-08" 198.380005 199.410004 195.020004 195.25 590200 161.67128
"2012-11-09" 195.679993 197.119995 192.830002 194.610001 1135100 161.141312
"2012-11-12" 192.960007 195.729996 191.320007 193.419998 774900 160.156021
"2012-11-13" 192.789993 195.330002 190.940002 192.800003 998800 159.642639
"2012-11-14" 192.960007 192.960007 185.580002 188.770004 1403000 156.305695
"2012-11-15" 188.479996 190.699997 184.779999 187.080002 1817300 154.906311
"2012-11-16" 188.380005 190.960007 187.039993 187.830002 1252400 155.527374
"2012-11-19" 189.399994 191.270004 189 191.199997 763300 158.317795
"2012-11-20" 190.889999 192.479996 190.580002 191.539993 769700 158.599335
"2012-11-21" 191.479996 192.449997 189.869995 190.389999 626400 157.647064
"2012-11-23" 190.869995 192.039993 189.979996 191.509995 247400 158.574478
"2012-11-26" 191.270004 191.940002 189.110001 190.419998 982100 157.671921
"2012-11-27" 189.139999 191.429993 188.470001 190.639999 458700 157.854065
"2012-11-28" 189.300003 191.919998 188.800003 191.589996 467400 158.640732
"2012-11-29" 192.690002 194.789993 191.899994 194 547500 160.636261
"2012-11-30" 193.949997 194.910004 192.910004 194.020004 1472400 160.652817
"2012-12-03" 194.690002 194.990005 192.199997 192.410004 431800 159.319702
"2012-12-04" 192.149994 193.559998 191.710007 192.080002 404200 159.046432
"2012-12-05" 191.880005 194.360001 191.589996 192.210007 429500 159.154022
"2012-12-06" 186.839996 190.800003 186.589996 190.619995 467100 157.837494
"2012-12-07" 190.789993 191.910004 190.089996 191.089996 317300 158.2267
"2012-12-10" 191.270004 193.369995 191.089996 193.050003 363300 159.849609
"2012-12-11" 193.559998 193.970001 191.630005 193.809998 419500 160.478912
"2012-12-12" 194.190002 194.720001 191.850006 192.089996 1086400 159.054703
"2012-12-13" 191.929993 192.289993 189.919998 190.490005 730700 157.729874
"2012-12-14" 190.800003 191.220001 189.940002 190.259995 454700 157.539444
"2012-12-17" 191.339996 191.990005 190.059998 191.660004 327800 158.698639
"2012-12-18" 192.449997 195.490005 191.259995 195.160004 589500 161.596786
"2012-12-19" 195.220001 198.979996 194.309998 197.949997 650300 163.906906
"2012-12-20" 197.770004 198.699997 195.710007 196.940002 476700 163.070648
"2012-12-21" 195.029999 200.240005 194.75 200 880900 165.60437
"2012-12-24" 198.160004 199.839996 197.25 199.440002 227200 165.14064
"2012-12-26" 199.339996 199.990005 198.410004 198.880005 450500 164.677002
"2012-12-27" 198.539993 201 198.470001 200.520004 403700 166.034958
"2012-12-28" 199.720001 200.259995 198.080002 198.199997 241900 164.113937
"2012-12-31" 197.789993 202.429993 196.979996 202.369995 375900 167.566757
"2013-01-02" 205.389999 207.880005 204.880005 207.729996 420700 172.00502
"2013-01-03" 207.639999 208.5 205.869995 207.070007 325800 171.458481
"2013-01-04" 207.330002 208.570007 206.279999 208.419998 301800 172.576385
"2013-01-07" 207.160004 207.619995 205.940002 207.119995 187000 171.499878
"2013-01-08" 207.860001 207.860001 203.660004 203.660004 450400 168.634949
"2013-01-09" 203.839996 206.669998 203.839996 205.059998 403900 169.794189
"2013-01-10" 203.990005 203.990005 201.490005 203.75 812500 168.709412
"2013-01-11" 203.179993 205.990005 203.179993 204.630005 309800 169.43811
"2013-01-14" 206.539993 208.270004 206.449997 206.990005 515100 171.392303
"2013-01-15" 206.970001 208.220001 205.660004 208.070007 460000 172.28653
"2013-01-16" 207.600006 208.639999 206.520004 208.190002 256400 172.385864
"2013-01-17" 208.970001 210.440002 202.830002 210.339996 534300 174.166107
"2013-01-18" 210.399994 210.399994 208.399994 210.229996 573300 174.074997
"2013-01-22" 210.119995 211.229996 209.080002 210.470001 320800 174.273804
"2013-01-23" 210.210007 211.009995 208.240005 209.789993 444700 173.710739
"2013-01-24" 204.979996 215.789993 204.190002 214.309998 908900 177.453415
"2013-01-25" 214.619995 217.110001 213.710007 217.089996 434600 179.755264
"2013-01-28" 216.850006 217.479996 215.070007 216.649994 400300 179.390961
"2013-01-29" 216.539993 219.289993 215.889999 218.610001 436900 181.013824
"2013-01-30" 218.25 219.259995 216.860001 218.550003 601300 180.964172
"2013-01-31" 217.679993 218.910004 216.229996 217.820007 562300 180.359802
"2013-02-01" 219.360001 222.050003 218.279999 219.619995 398600 181.850189
"2013-02-04" 217.309998 219.330002 215.229996 217.139999 692200 179.796646
"2013-02-05" 217.889999 218.740005 216.839996 218.699997 469900 181.088348
"2013-02-06" 217.350006 218.660004 216.330002 217.869995 420000 180.401154
"2013-02-07" 216.770004 218.210007 215.089996 215.860001 428800 179.395554
"2013-02-08" 216.279999 218.240005 215.600006 216.710007 414200 180.10199
"2013-02-11" 216.399994 217.990005 216.380005 217.610001 438900 180.849915
"2013-02-12" 219.699997 223.199997 218.850006 223.089996 583000 185.404236
"2013-02-13" 222.460007 226.320007 222.460007 225.619995 560900 187.506821
"2013-02-14" 225.100006 226.539993 224.630005 226.289993 388900 188.063644
"2013-02-15" 226.929993 231.020004 226.850006 229.479996 590500 190.714767
"2013-02-19" 229.190002 230.410004 228.679993 229.130005 369200 190.42392
"2013-02-20" 229.440002 230.220001 226.509995 226.649994 268400 188.362869
"2013-02-21" 226.020004 226.410004 223.179993 223.75 279200 185.952698
"2013-02-22" 224.020004 225.910004 224.020004 224.860001 282400 186.875168
"2013-02-25" 225.539993 226.119995 221.479996 221.479996 286700 184.066193
"2013-02-26" 222.080002 224.399994 221.070007 223.089996 285800 185.404236
"2013-02-27" 223.240005 228.570007 222.029999 227.619995 246400 189.16893
"2013-02-28" 227.669998 228.199997 225.710007 226.460007 340200 188.204926
"2013-03-01" 225.429993 228.470001 223.839996 227.429993 332100 189.011063
"2013-03-04" 227.110001 229.470001 225.490005 229.369995 248900 190.623322
"2013-03-05" 230.229996 233.820007 229.770004 231.779999 282600 192.626205
"2013-03-06" 232.490005 233.949997 229.869995 230.630005 378700 191.670502
"2013-03-07" 231.259995 231.669998 230.050003 230.229996 240200 191.338058
"2013-03-08" 231.520004 231.779999 230.5 231 251200 191.977997
"2013-03-11" 230.740005 232.449997 229.809998 230.570007 364100 191.620651
"2013-03-12" 226 226.630005 220.970001 225.800003 609100 187.656418
"2013-03-13" 223.300003 227 221.740005 225.110001 477400 187.082962
"2013-03-14" 225.059998 225.860001 224.029999 225.100006 425400 187.074692
"2013-03-15" 225 226.320007 224.119995 225.059998 587600 187.041428
"2013-03-18" 224.270004 225.580002 222.110001 223.279999 522600 185.562103
"2013-03-19" 224.020004 224.979996 221.630005 223.660004 243500 185.877899
"2013-03-20" 225.160004 226.389999 224 226.259995 262400 188.038696
"2013-03-21" 224.649994 226.169998 222.550003 223.130005 217600 185.437454
"2013-03-22" 223.289993 224.779999 222.979996 224.679993 209500 186.725586
"2013-03-25" 225 225 218.580002 218.919998 375600 181.938644
"2013-03-26" 220.149994 221.610001 218.869995 220.919998 290500 183.600769
"2013-03-27" 219.970001 222.720001 218.289993 222.009995 191700 184.506653
"2013-03-28" 222.460007 225.160004 221.380005 224.979996 245700 186.97496
"2013-04-01" 224.399994 224.720001 219.429993 219.809998 354000 182.678284
"2013-04-02" 220.679993 221.940002 218.479996 218.699997 357700 181.755753
"2013-04-03" 219.070007 219.369995 216.639999 216.979996 378200 180.32634
"2013-04-04" 217.429993 224.729996 217.380005 224.649994 411700 186.700668
"2013-04-05" 221.789993 223.169998 220.020004 222.009995 214000 184.506653
"2013-04-08" 233.360001 233.360001 222.039993 224.619995 344600 186.675766
"2013-04-09" 224.199997 226.839996 223.039993 226.229996 318200 188.013733
"2013-04-10" 225.520004 228.669998 222.020004 227.330002 557100 188.927963
"2013-04-11" 227.460007 232.580002 226.75 228.869995 589600 190.207794
"2013-04-12" 228.210007 229.399994 227 228 378900 189.484741
"2013-04-15" 225.800003 227.649994 223.690002 225.699997 721300 187.573273
"2013-04-16" 238.839996 245.460007 236.199997 241.880005 1465300 201.020065
"2013-04-17" 237.039993 239.5 234.929993 238.160004 832000 197.928436
"2013-04-18" 236.630005 241.149994 236.630005 240.600006 428700 199.956299
"2013-04-19" 241.830002 244.809998 238.800003 243.050003 480500 201.992462
"2013-04-22" 242.660004 244.580002 241.059998 243.729996 404300 202.557571
"2013-04-23" 245 246.899994 243.029999 245.860001 315400 204.327713
"2013-04-24" 247.229996 248.210007 244.580002 246.300003 213300 204.69342
"2013-04-25" 245.410004 247.830002 245.190002 245.539993 217500 204.061813
"2013-04-26" 249.539993 249.539993 243.820007 245.240005 227300 203.812469
"2013-04-29" 242.600006 247.229996 237.470001 245.580002 267900 204.095047
"2013-04-30" 241.889999 246.490005 241.889999 246.470001 349400 204.834686
"2013-05-01" 246.240005 246.460007 240.809998 240.899994 262600 200.205597
"2013-05-02" 241.919998 244.589996 241.139999 242.440002 251200 201.485458
"2013-05-03" 244.479996 249.490005 244.039993 248.679993 305600 206.671341
"2013-05-06" 246.600006 249.949997 246.600006 248.529999 183900 206.546692
"2013-05-07" 249.220001 253.210007 249.020004 253.160004 257700 210.394577
