"Index" "EOG.Open" "EOG.High" "EOG.Low" "EOG.Close" "EOG.Volume" "EOG.Adjusted"
"2009-10-02" 39.865002 40.650002 39.685001 40.380001 7547800 31.053715
"2009-10-05" 40.375 41.5 40.110001 41.255001 6430200 31.726622
"2009-10-06" 41.825001 42.34 41.43 42.290001 5635600 32.522568
"2009-10-07" 42.215 42.5 41.439999 42.355 5369600 32.572556
"2009-10-08" 42.619999 44.955002 42.455002 44.845001 9108600 34.487461
"2009-10-09" 44.584999 45.490002 44.165001 44.799999 7444400 34.45285
"2009-10-12" 45.529999 45.845001 45.029999 45.290001 5085200 34.829693
"2009-10-13" 45.314999 45.314999 43.950001 44.814999 7242800 34.464397
"2009-10-14" 45.509998 45.825001 44.875 45.720001 5499600 35.217339
"2009-10-15" 45.43 46.674999 45.360001 46.57 6246800 35.872063
"2009-10-16" 46.459999 46.654999 45.764999 46.404999 4578000 35.744984
"2009-10-19" 46.279999 47.264999 46.279999 47.174999 4714200 36.338089
"2009-10-20" 47.259998 47.5 46.549999 47.205002 5473600 36.361217
"2009-10-21" 46.82 47.93 46.424999 46.470001 5750600 35.795052
"2009-10-22" 45.299999 45.814999 44.615002 45.724998 6437400 35.221165
"2009-10-23" 46.07 46.169998 44.185001 44.580002 4673400 34.33923
"2009-10-26" 44.669998 45.779999 43.27 43.43 5910800 33.453381
"2009-10-27" 43.849998 44.294998 43.224998 43.384998 4341600 33.418728
"2009-10-28" 43.040001 43.404999 41.935001 42.134998 6108200 32.45586
"2009-10-29" 42.575001 43.084999 42.134998 42.919998 8279400 33.060558
"2009-10-30" 42.904999 42.904999 40.439999 40.830002 6872600 31.450659
"2009-11-02" 40.869999 41.654999 40.185001 40.985001 5542000 31.570055
"2009-11-03" 40.575001 41.715 40.334999 41.5 4720200 31.96674
"2009-11-04" 42.365002 43.575001 42.224998 42.650002 8613600 32.852562
"2009-11-05" 42.919998 44.02 42.16 44.014999 6540600 33.904007
"2009-11-06" 45.215 46.139999 44.700001 45.174999 9251000 34.797539
"2009-11-09" 45.005001 46.290001 45.005001 46.200001 6071000 35.587082
"2009-11-10" 46.055 46.330002 44.959999 45.59 6099200 35.117199
"2009-11-11" 45.98 46.240002 44.955002 45.125 6e+06 34.759022
"2009-11-12" 44.970001 45.275002 43.700001 44.43 5889600 34.223679
"2009-11-13" 44.334999 44.950001 44.029999 44.25 5975400 34.085022
"2009-11-16" 45.145 45.450001 44.645 45.264999 10138200 34.866867
"2009-11-17" 45.064999 45.080002 44.375 44.990002 3563200 34.655037
"2009-11-18" 45.139999 45.145 43.845001 44.369999 4376000 34.17746
"2009-11-19" 43.990002 43.990002 42.865002 43.459999 5007400 33.476505
"2009-11-20" 43.134998 43.365002 42.595001 43.235001 6437800 33.303181
"2009-11-23" 44.150002 44.740002 43.884998 44.09 5365600 33.961788
"2009-11-24" 44.18 44.360001 43.505001 44.275002 6292800 34.10429
"2009-11-25" 44.355 45.029999 43.955002 44.855 4273200 34.551041
"2009-11-27" 43.205002 43.91 42.700001 43.615002 1805000 33.59589
"2009-11-30" 43.099998 43.794998 42.740002 43.244999 5814000 33.310886
"2009-12-01" 43.805 44.715 43.715 44.145 4465000 34.004143
"2009-12-02" 44.07 44.325001 43.279999 43.544998 2879000 33.541969
"2009-12-03" 43.485001 43.950001 43.09 43.43 6497800 33.453381
"2009-12-04" 44.115002 45.115002 42.845001 43.535 6688200 33.534275
"2009-12-07" 43.389999 44.415001 43.02 43.634998 4416600 33.611301
"2009-12-08" 43.415001 43.455002 42.474998 42.625 4475000 32.833302
"2009-12-09" 42.869999 43.23 42 42.845001 4546600 33.002773
"2009-12-10" 42.799999 43.764999 42.794998 43.334999 4778000 33.380207
"2009-12-11" 43.505001 43.685001 42.93 43.025002 4262400 33.141418
"2009-12-14" 45.084999 45.945 44.950001 45.195 13261600 34.812931
"2009-12-15" 45.005001 46.035 45.005001 45.900002 8194800 35.356003
"2009-12-16" 46.115002 47.16 46.005001 46.654999 5722600 35.937546
"2009-12-17" 46.605 47.314999 45.720001 46.264999 5029600 35.63715
"2009-12-18" 46.759998 47.049999 46.125 46.474998 5674800 35.798916
"2009-12-21" 46.915001 47.619999 46.915001 47.345001 4467400 36.469044
"2009-12-22" 47.785 48.98 47.505001 48.884998 4480200 37.655293
"2009-12-23" 48.895 49.970001 48.84 49.945 5675000 38.471775
"2009-12-24" 49.990002 50.724998 49.759998 50.290001 2039200 38.737534
"2009-12-28" 50.880001 50.880001 49.764999 49.965 3003200 38.48719
"2009-12-29" 50.084999 50.360001 49.209999 49.634998 3954800 38.232998
"2009-12-30" 49.639999 49.855 49.220001 49.404999 2169800 38.055824
"2009-12-31" 49.41 49.875 48.650002 48.650002 1999400 37.474258
"2010-01-04" 49.674999 50.220001 49.619999 50.189999 4110000 38.660492
"2010-01-05" 49.505001 50 48.895 49.575001 4450000 38.18679
"2010-01-06" 49.419998 49.845001 48.834999 49.740002 3650400 38.313885
"2010-01-07" 49.445 49.525002 48.720001 49.275002 4496800 37.955692
"2010-01-08" 48.865002 49.645 48.145 49.525002 5911400 38.148273
"2010-01-11" 49.790001 49.904999 48.509998 49.07 3030800 37.797771
"2010-01-12" 47.880001 48.549999 47.580002 47.709999 4477000 36.750187
"2010-01-13" 47.59 49.080002 47.025002 48.880001 4303600 37.70874
"2010-01-14" 48.84 49.355 48.724998 49 3175800 37.801304
"2010-01-15" 49 49.445 48.345001 48.435001 5931000 37.36544
"2010-01-19" 48.16 48.794998 48.035 48.674999 4412200 37.550583
"2010-01-20" 47.91 48.264999 47.625 48.165001 4049600 37.15715
"2010-01-21" 48.285 48.785 47.650002 48.294998 6386400 37.257431
"2010-01-22" 48.134998 48.595001 46.884998 47.025002 5838200 36.277687
"2010-01-25" 47.43 48.07 47.310001 47.485001 2796400 36.632542
"2010-01-26" 46.98 47.535 46.220001 46.57 3936800 35.926674
"2010-01-27" 46.115002 46.91 45.049999 46.195 6554400 35.637383
"2010-01-28" 46.505001 46.669998 44.785 45.755001 5442800 35.297947
"2010-01-29" 45.884998 47.014999 44.685001 45.209999 6351400 34.877502
"2010-02-01" 45.630001 47.830002 45.625 47.775002 4456800 36.85627
"2010-02-02" 47.919998 48.610001 47.130001 48.514999 3776200 37.427151
"2010-02-03" 48.080002 49.110001 48.029999 48.599998 4281200 37.492722
"2010-02-04" 47.884998 48.02 46.389999 46.450001 4853200 35.834099
"2010-02-05" 46.450001 46.689999 45.009998 46.43 5978600 35.818668
"2010-02-08" 46.27 46.875 45.445 45.790001 4260600 35.32494
"2010-02-09" 46.514999 47.650002 46.189999 47.27 5327800 36.466686
"2010-02-10" 45.314999 45.494999 43.389999 44.119999 15979600 34.036606
"2010-02-11" 43.959999 45.575001 43.884998 45.529999 7156400 35.124363
"2010-02-12" 44.740002 45.619999 44.299999 45.490002 5837000 35.093494
"2010-02-16" 46.325001 46.935001 46.134998 46.41 5396400 35.803246
"2010-02-17" 46.549999 46.634998 46.095001 46.43 4310600 35.818668
"2010-02-18" 46.209999 47.41 46.055 47.169998 4983600 36.389553
"2010-02-19" 46.935001 47.52 46.494999 47.32 3841200 36.505268
"2010-02-22" 47.610001 47.610001 45.900002 46.055 3793400 35.529373
"2010-02-23" 45.700001 45.974998 44.799999 44.955002 4300000 34.680771
"2010-02-24" 45.705002 46.490002 45.41 46.34 5405400 35.749256
"2010-02-25" 45.330002 46.665001 44.974998 46.610001 3998800 35.957539
"2010-02-26" 46.77 47.189999 46.200001 47.025002 3510200 36.277687
"2010-03-01" 47.235001 47.775002 47.115002 47.325001 4078400 36.509121
"2010-03-02" 47.580002 48.044998 47.259998 47.415001 3815600 36.578556
"2010-03-03" 47.73 48.16 47.389999 47.91 4738600 36.960426
"2010-03-04" 48.02 48.470001 47.415001 47.599998 4888800 36.721272
"2010-03-05" 47.974998 48.735001 47.630001 48.689999 5520200 37.562157
"2010-03-08" 48.57 49.110001 48.5 48.685001 4479800 37.558292
"2010-03-09" 48.259998 49.639999 48.259998 49.025002 5116800 37.820606
"2010-03-10" 48.945 49.689999 48.709999 49.419998 4033400 38.125317
"2010-03-11" 49.310001 49.595001 48.689999 48.889999 4580200 37.716454
"2010-03-12" 49.419998 49.465 48.535 48.790001 2114400 37.639305
"2010-03-15" 48.66 48.744999 47.68 48.445 3561600 37.373165
"2010-03-16" 48.744999 48.744999 47.985001 48.240002 3621600 37.215008
"2010-03-17" 48.384998 48.77 47.625 47.904999 5742400 36.956562
"2010-03-18" 48.025002 48.195 46.174999 46.639999 6340200 35.980679
"2010-03-19" 45.849998 47.18 45.169998 45.849998 8416400 35.371223
"2010-03-22" 45.380001 46.314999 44.794998 45.75 6130600 35.294075
"2010-03-23" 45.865002 47.125 45.755001 47.07 5594800 36.312397
"2010-03-24" 46.575001 47.224998 46.049999 46.285 4117800 35.70681
"2010-03-25" 46.645 46.955002 44.560001 44.709999 6803200 34.491772
"2010-03-26" 44.834999 44.834999 43.764999 44.794998 7181600 34.557339
"2010-03-29" 45.805 46.544998 45.779999 46.48 6187800 35.857239
"2010-03-30" 46.459999 46.845001 46.110001 46.669998 4418600 36.003826
"2010-03-31" 46.75 47.005001 46.34 46.470001 6341600 35.849541
"2010-04-01" 47.014999 47.805 47.005001 47.790001 4849800 36.867855
"2010-04-05" 48.080002 49.064999 47.799999 48.884998 6428200 37.712585
"2010-04-06" 48.805 49.305 48.549999 48.689999 5366400 37.562157
"2010-04-07" 50.209999 52.619999 49.939999 51.869999 16481200 40.015388
"2010-04-08" 51.965 53.889999 51.869999 53.48 14024400 41.25742
"2010-04-09" 53.665001 54.095001 52.334999 52.384998 6304000 40.412685
"2010-04-12" 52.290001 53.650002 51.955002 53.59 6823200 41.342285
"2010-04-13" 53.48 54.200001 52.584999 53.689999 7185800 41.419426
"2010-04-14" 54.415001 54.720001 53.654999 54.645 5541000 42.217121
"2010-04-15" 54.689999 55.474998 54.349998 55.25 4230800 42.684525
"2010-04-16" 54.779999 55.18 53.650002 53.735001 6579000 41.514084
"2010-04-19" 53.23 54.200001 53.150002 53.994999 5201600 41.714935
"2010-04-20" 54.439999 55.834999 54.439999 55.755001 5422800 43.074657
"2010-04-21" 55.654999 56.110001 55.224998 55.935001 3977000 43.213722
"2010-04-22" 55.485001 56.610001 54.93 56.505001 4489400 43.654091
"2010-04-23" 56.075001 56.93 55.535 56.860001 5312800 43.928337
"2010-04-26" 56.974998 57.290001 56.075001 56.240002 4169200 43.44936
"2010-04-27" 56.025002 56.52 54.174999 54.314999 4669200 41.962158
"2010-04-28" 54.695 55.195 54.035 54.709999 4351200 42.26733
"2010-04-29" 55.095001 55.805 54.595001 55.630001 4683200 42.9781
"2010-04-30" 55.77 57.474998 55.279999 56.060001 7072200 43.31031
"2010-05-03" 56.41 57.450001 55.52 56.779999 5917000 43.866539
"2010-05-04" 54.674999 55.27 52.715 55.119999 8399000 42.584084
"2010-05-05" 54 54.470001 52.134998 52.584999 6750800 40.625618
"2010-05-06" 52.200001 52.735001 48.285 51.185001 9517000 39.544018
"2010-05-07" 50.91 52.279999 49.465 50.419998 7443600 38.952995
"2010-05-10" 51.334999 53.884998 50.785 53.244999 6382800 41.135525
"2010-05-11" 52.490002 52.705002 51.924999 52.369999 7709400 40.459526
"2010-05-12" 52.5 54.369999 52.5 54.189999 6906000 41.865585
"2010-05-13" 54.055 55.055 53.799999 54.040001 5214200 41.749718
"2010-05-14" 53.470001 53.810001 51.705002 53.044998 3996000 40.980999
"2010-05-17" 53.080002 53.645 50.48 51.615002 6259200 39.876225
"2010-05-18" 52.494999 52.959999 51.235001 51.419998 5912000 39.725574
"2010-05-19" 51.259998 52.115002 49.794998 51.115002 5389000 39.489941
"2010-05-20" 49.82 49.889999 48.014999 48.145 5676600 37.195415
"2010-05-21" 47.189999 50.330002 46.639999 50.294998 8270400 38.856426
"2010-05-24" 49.814999 50.535 48.630001 48.68 5724600 37.608723
"2010-05-25" 46.75 49.465 46.715 49.355 6507000 38.130222
"2010-05-26" 50.009998 50.945 49.700001 49.869999 6588600 38.528091
"2010-05-27" 50.985001 53.360001 50.724998 53.255001 8044200 41.143253
"2010-05-28" 53.014999 53.785 51.924999 52.419998 6427400 40.49815
"2010-06-01" 51.794998 52.494999 50.294998 50.415001 6682200 38.949139
"2010-06-02" 51.049999 53.900002 50.435001 53.875 8104600 41.622231
"2010-06-03" 53.735001 54.955002 52.560001 54.865002 7268000 42.387066
"2010-06-04" 53.900002 55.294998 50.965 51.494999 12639600 39.783512
"2010-06-07" 51.779999 53.099998 49.689999 50.57 10243600 39.068893
"2010-06-08" 51.255001 52.895 50.549999 52.68 8279400 40.699017
"2010-06-09" 53.09 54.27 51.544998 51.904999 6417000 40.100269
"2010-06-10" 52.91 54.435001 52.91 54.384998 6913000 42.016251
"2010-06-11" 53.994999 54.955002 53.474998 54.93 4579000 42.43729
"2010-06-14" 55.470001 56.080002 54.32 54.474998 6218800 42.085789
"2010-06-15" 55.305 55.514999 54.424999 55.18 6059200 42.63044
"2010-06-16" 54.720001 55.709999 54.365002 55.195 3497000 42.642017
"2010-06-17" 55.209999 55.57 54.259998 55.029999 5131000 42.514565
"2010-06-18" 55 55.275002 54.490002 55.110001 6053600 42.57637
"2010-06-21" 56 56.950001 54.759998 55.305 6072000 42.727001
"2010-06-22" 55.305 55.674999 52.904999 53.224998 6003800 41.120071
"2010-06-23" 53.285 53.959999 52.630001 53.419998 5380000 41.270706
"2010-06-24" 52.91 54.110001 51.990002 52.294998 5616200 40.401573
"2010-06-25" 53.119999 54.985001 52.305 54.889999 14346000 42.406395
"2010-06-28" 54.470001 54.785 52.470001 52.709999 6190600 40.722187
"2010-06-29" 51.665001 51.880001 49.764999 50.119999 8280600 38.721233
"2010-06-30" 50.130001 50.674999 49.025002 49.185001 7370200 37.998871
"2010-07-01" 49.259998 49.990002 47.889999 49.540001 6529800 38.273148
"2010-07-02" 49.345001 50.325001 48.785 49.169998 5203200 37.987278
"2010-07-06" 50.169998 51.349998 49.384998 49.924999 5190000 38.570583
"2010-07-07" 50.060001 51.91 49.615002 51.900002 5457800 40.096424
"2010-07-08" 52.439999 53.400002 51.875 53.110001 7048200 41.031216
"2010-07-09" 52.945 53.445 52.125 52.785 3729800 40.780132
"2010-07-12" 52.650002 53.299999 52.34 52.77 3225400 40.768536
"2010-07-13" 53.494999 54.16 53.255001 53.404999 5246600 41.259117
"2010-07-14" 53.055 54.235001 52.580002 53.32 4206400 41.253323
"2010-07-15" 53.5 53.5 51.965 53.095001 4244400 41.079239
"2010-07-16" 52.560001 52.764999 50.564999 51.139999 6213400 39.566669
"2010-07-19" 51.34 51.759998 50.334999 51.005001 4603600 39.462223
"2010-07-20" 50.240002 52.244999 50.005001 52.075001 5762800 40.290081
"2010-07-21" 52.264999 52.32 50.764999 51.209999 4824000 39.620838
"2010-07-22" 51.924999 52.369999 51.384998 51.599998 4220600 39.922565
"2010-07-23" 51.395 51.605 50.294998 51.165001 4672200 39.586021
"2010-07-26" 51.105 52.209999 51.105 51.860001 3420200 40.123734
"2010-07-27" 51.93 51.970001 49.555 50.279999 6075000 38.901291
"2010-07-28" 50.465 50.93 50.009998 50.279999 3330600 38.901291
"2010-07-29" 50.865002 51.009998 49.735001 50.290001 3649600 38.909023
"2010-07-30" 49.790001 50.490002 48.57 48.75 7647800 37.717545
"2010-08-02" 49.654999 51.424999 49.529999 51.255001 5238800 39.655651
"2010-08-03" 51.150002 51.424999 50.599998 50.849998 4207400 39.3423
"2010-08-04" 51.029999 51.875 50.759998 51.5 3199200 39.845219
"2010-08-05" 51.125 51.450001 50.560001 51.220001 3536800 39.628563
"2010-08-06" 48.224998 49.865002 47.625 49.630001 13765000 38.398388
"2010-08-09" 50.084999 50.299999 49.055 49.970001 5257200 38.661469
"2010-08-10" 49.400002 50.705002 49.244999 50.349998 9591400 38.955456
"2010-08-11" 49.294998 49.59 48.365002 48.575001 4957600 37.582153
"2010-08-12" 47.695 48.93 47.514999 47.68 5922400 36.889683
"2010-08-13" 47.654999 47.965 46.855 47.084999 8137600 36.429344
"2010-08-16" 46.744999 47.095001 46.055 47.044998 5392600 36.398403
"2010-08-17" 47.535 47.799999 46.895 47.580002 4893600 36.812328
"2010-08-18" 47.384998 47.5 45.98 46.674999 6057200 36.112129
"2010-08-19" 46.494999 46.794998 45.560001 45.759998 5907400 35.404205
"2010-08-20" 45.630001 45.849998 45.215 45.709999 5652400 35.365513
"2010-08-23" 45.814999 46.474998 45.695 45.865002 3983200 35.485447
"2010-08-24" 45.150002 45.240002 43.77 44.305 7086000 34.278492
"2010-08-25" 43.955002 43.990002 42.709999 43.73 7512000 33.833618
"2010-08-26" 44.040001 44.509998 43.09 43.310001 4585600 33.508652
"2010-08-27" 43.775002 44.805 42.900002 44.700001 4313000 34.584087
"2010-08-30" 44.619999 44.965 43.764999 43.779999 4549800 33.872292
"2010-08-31" 43.575001 44.16 42.955002 43.435001 5759200 33.605366
"2010-09-01" 44.139999 45.029999 43.645 44.970001 6198200 34.792995
"2010-09-02" 45.040001 45.040001 44.220001 44.744999 3262400 34.618896
"2010-09-03" 45.165001 45.689999 44.895 45.165001 4177800 34.943851
"2010-09-07" 44.630001 44.945 44.169998 44.355 4334400 34.317158
"2010-09-08" 44.360001 45.314999 44.360001 45.134998 4197200 34.920631
"2010-09-09" 45.720001 45.75 44.259998 44.685001 3482000 34.572487
"2010-09-10" 44.810001 46.279999 44.810001 46.099998 6026600 35.667263
"2010-09-13" 46.575001 46.575001 45.82 46.145 3136800 35.702076
"2010-09-14" 45.935001 46.57 45.650002 46.099998 3089800 35.667263
"2010-09-15" 45.869999 46.075001 45.365002 45.790001 5565200 35.427422
"2010-09-16" 46.095001 46.349998 45.220001 45.5 4964800 35.203037
"2010-09-17" 45.540001 45.540001 43.919998 44.555 14141400 34.471912
"2010-09-20" 44.709999 44.935001 43.674999 43.865002 9566400 33.938061
"2010-09-21" 44 45.125 43.634998 44.810001 7783000 34.669189
"2010-09-22" 44.849998 45.465 44.849998 45.18 7357200 34.955467
"2010-09-23" 44.650002 45.389999 44.314999 44.834999 4382800 34.688549
"2010-09-24" 45.57 46.435001 45.029999 46.055 5462400 35.632442
"2010-09-27" 46.119999 46.485001 45.595001 45.625 3128200 35.299755
"2010-09-28" 45.68 45.990002 45.040001 45.889999 3562600 35.504784
"2010-09-29" 45.505001 46.970001 45.380001 46.91 5637600 36.293938
"2010-09-30" 47.240002 47.424999 45.855 46.485001 5975800 35.96513
"2010-10-01" 47.055 48.294998 46.990002 48.084999 6027800 37.203037
"2010-10-04" 47.685001 48.424999 47.59 47.860001 6281200 37.028969
"2010-10-05" 48.380001 48.880001 47.715 48.665001 4217800 37.651787
"2010-10-06" 48.634998 49.715 48.595001 49.259998 4737400 38.112129
"2010-10-07" 49.505001 49.535 48.810001 49.279999 3866000 38.127605
"2010-10-08" 49.34 49.91 48.985001 49.73 3355800 38.475769
"2010-10-11" 49.5 50.32 49.395 49.779999 2612000 38.514458
"2010-10-12" 49.439999 49.720001 48.895 49.455002 2613400 38.263
"2010-10-13" 49.855 50.115002 49.174999 49.375 5705800 38.261051
"2010-10-14" 48.935001 49.869999 48.935001 49.505001 4141400 38.361801
"2010-10-15" 49.849998 50.415001 49.575001 50.02 6134200 38.760872
"2010-10-18" 49.935001 51.029999 49.779999 50.665001 4470600 39.260681
"2010-10-19" 49.889999 50.049999 49.27 49.740002 6010000 38.543911
"2010-10-20" 49.779999 50.41 49.580002 50.060001 2897400 38.791878
"2010-10-21" 50.224998 50.84 48.84 49.400002 4220800 38.28043
"2010-10-22" 49.735001 49.740002 48.244999 48.654999 3956600 37.703129
"2010-10-25" 49.014999 49.459999 48.560001 48.73 2669400 37.761238
"2010-10-26" 48.43 48.84 47.59 47.875 4025000 37.098698
"2010-10-27" 47.459999 47.950001 46.830002 47.880001 3506000 37.102592
"2010-10-28" 48.195 48.455002 47.169998 47.470001 2881000 36.784863
"2010-10-29" 47.259998 48.014999 47.07 47.860001 4066800 37.087086
"2010-11-01" 48.439999 48.955002 47.68 48.035 2844000 37.222683
"2010-11-02" 48.584999 49.18 47.93 48.869999 4069000 37.869736
"2010-11-03" 45.244999 45.25 43 44.32 32201000 34.343903
"2010-11-04" 44.880001 44.880001 43.154999 44.145 12523800 34.20829
"2010-11-05" 44.330002 44.43 43.5 44.305 7278200 34.332287
"2010-11-08" 44.605 45.669998 44.375 44.73 9334800 34.661606
"2010-11-09" 45.07 46.404999 44.93 45.994999 8864000 35.64188
"2010-11-10" 46.205002 47.044998 46.035 46.939999 5630200 36.374161
"2010-11-11" 46.610001 47.5 46.610001 47.055 4416000 36.463272
"2010-11-12" 46.555 46.724998 45.615002 46.025002 4709800 35.665123
"2010-11-15" 46.75 47.110001 46.040001 46.215 4264800 35.812366
"2010-11-16" 45.709999 45.709999 44.799999 45.525002 5232200 35.277683
"2010-11-17" 45.639999 45.959999 44.990002 45.084999 4036200 34.936703
"2010-11-18" 45.255001 46.360001 45.025002 46.055 4851400 35.68837
"2010-11-19" 45.825001 46.535 45.57 46.48 4420400 36.017708
"2010-11-22" 46.345001 46.814999 45.490002 46.25 2544000 35.839478
"2010-11-23" 45.575001 45.599998 44.25 44.349998 5899600 34.367138
"2010-11-24" 44.650002 45.025002 44.27 44.900002 3512800 34.79335
"2010-11-26" 44.485001 44.900002 44.419998 44.459999 924000 34.4524
"2010-11-29" 44.32 44.814999 43.805 44.610001 3600200 34.56863
"2010-11-30" 44.209999 44.935001 44.005001 44.474998 4456400 34.464024
"2010-12-01" 45.244999 45.860001 44.779999 45.814999 4811200 35.502392
"2010-12-02" 45.764999 46.994999 45.764999 46.93 3973200 36.366421
"2010-12-03" 46.73 47 46.389999 46.869999 3337800 36.319912
"2010-12-06" 46.775002 47.349998 46.755001 47.189999 2933400 36.567879
"2010-12-07" 47.775002 48.035 46.215 46.355 4757200 35.920834
"2010-12-08" 46.584999 46.764999 45.705002 46.099998 2988600 35.723244
"2010-12-09" 46.174999 46.705002 45.884998 46.115002 4115200 35.734863
"2010-12-10" 45.965 46.215 45.365002 45.375 3956000 35.161427
"2010-12-13" 45.75 46.25 45.294998 45.349998 4532800 35.142071
"2010-12-14" 45.41 46.044998 45.09 45.825001 3678000 35.510124
"2010-12-15" 45.674999 46.095001 44.924999 45.060001 3600800 34.917343
"2010-12-16" 45.084999 45.355 44.880001 45.255001 2003800 35.068443
"2010-12-17" 45.205002 45.900002 45.040001 45.834999 4847000 35.51791
"2010-12-20" 45.935001 46 44.939999 45.73 4067000 35.436523
"2010-12-21" 45.865002 46.224998 45.544998 45.825001 1700000 35.510124
"2010-12-22" 45.955002 46.285 45.73 46.099998 1766800 35.723244
"2010-12-23" 45.294998 46.029999 45.154999 45.724998 4685800 35.432644
"2010-12-27" 45.625 45.715 44.764999 45.060001 2715800 34.917343
"2010-12-28" 45.255001 45.325001 44.959999 44.990002 2696200 34.863091
"2010-12-29" 45.235001 45.77 44.985001 45.595001 2110200 35.331902
"2010-12-30" 45.610001 46.029999 45.435001 45.875 2328400 35.548893
"2010-12-31" 45.825001 46.060001 45.654999 45.705002 2042400 35.41716
"2011-01-03" 46.224998 46.75 46.134998 46.174999 3500800 35.781364
"2011-01-04" 46.540001 46.639999 45.695 46.07 4125400 35.699982
"2011-01-05" 45.630001 46.494999 45.419998 46.165001 3472600 35.773609
"2011-01-06" 46.674999 47.215 46.150002 46.41 5178400 35.963463
"2011-01-07" 46.630001 47.174999 46.455002 47.130001 4830200 36.521381
"2011-01-10" 47.075001 47.5 46.91 47.474998 5149600 36.788746
"2011-01-11" 47.720001 48.435001 47.389999 48.365002 5838400 37.478409
"2011-01-12" 48.744999 49.66 48.465 49.244999 5176800 38.221565
"2011-01-13" 49.115002 49.290001 48.52 48.93 3336400 37.977085
"2011-01-14" 48.900002 50.355 48.625 50.290001 4361200 39.032654
"2011-01-18" 50.415001 51.605 50.165001 51.439999 6014600 39.92522
"2011-01-19" 51.424999 51.5 50.384998 50.720001 5794800 39.366386
"2011-01-20" 49.889999 50.744999 49.615002 50.68 4891600 39.335358
"2011-01-21" 50.994999 51.290001 50.25 50.860001 4812000 39.475056
"2011-01-24" 50.674999 51.064999 50.305 50.865002 3284600 39.478947
"2011-01-25" 50.790001 50.790001 49.470001 49.935001 3947600 38.757118
"2011-01-26" 50.189999 51.470001 50.125 51.139999 4638400 39.692375
"2011-01-27" 50.955002 52.07 50.865002 51.625 5182200 40.068825
"2011-01-28" 51.685001 52.575001 51.084999 51.264999 5658800 39.789387
"2011-01-31" 51.369999 53.290001 51.369999 53.195 4616000 41.287373
"2011-02-01" 53.360001 54.134998 52.924999 53.689999 4528000 41.67157
"2011-02-02" 53.505001 54.145 53.169998 53.619999 2989600 41.617222
"2011-02-03" 53.445 53.619999 52.810001 53.525002 1949000 41.54351
"2011-02-04" 53.650002 53.744999 52.855 53.389999 3308400 41.438725
"2011-02-07" 53.68 54.235001 52.720001 52.794998 3483600 40.97691
"2011-02-08" 52.91 52.91 51.775002 52.380001 4232000 40.654804
"2011-02-09" 52.150002 52.66 51.380001 51.974998 3408200 40.340462
"2011-02-10" 51.735001 52.345001 51.544998 52.119999 3645600 40.453003
"2011-02-11" 51.915001 52.255001 51.525002 51.650002 3040400 40.088211
"2011-02-14" 51.674999 53.264999 51.674999 52.450001 4243000 40.709145
"2011-02-15" 52.395 53.095001 51.580002 51.775002 4232000 40.185238
"2011-02-16" 52.035 52.674999 51.470001 51.494999 4648400 39.967922
"2011-02-17" 51.639999 52.290001 51.169998 52.110001 6126400 40.445244
"2011-02-18" 53.419998 54.900002 53.404999 54.445 7652200 42.257557
"2011-02-22" 54.93 55.814999 54.044998 54.16 5797800 42.036358
"2011-02-23" 54.255001 57.369999 54.255001 57.195 8300000 44.391983
"2011-02-24" 57.294998 57.584999 54.900002 55.084999 7247000 42.754292
"2011-02-25" 55.349998 56.244999 55.02 55.875 3297800 43.367451
"2011-02-28" 56.044998 56.619999 55.775002 56.154999 3500200 43.584759
"2011-03-01" 54.75 56.095001 53.935001 53.965 9073000 41.88501
"2011-03-02" 52.924999 54.474998 52.189999 54.345001 15563600 42.179947
"2011-03-03" 54.654999 55.634998 53.990002 55.544998 6069800 43.111336
"2011-03-04" 55.404999 55.790001 54.195 54.689999 4348800 42.447716
"2011-03-07" 55.119999 55.695 54.09 54.290001 3717000 42.137241
"2011-03-08" 54.27 54.450001 53.035 53.099998 3493200 41.213634
"2011-03-09" 53.07 53.814999 52.599998 52.900002 3472400 41.058399
"2011-03-10" 52.264999 52.264999 51.205002 51.415001 5261800 39.905819
"2011-03-11" 51.305 53.275002 51 52.825001 3767200 41.000195
"2011-03-14" 52.535 53.549999 52.064999 53.264999 3951200 41.341702
"2011-03-15" 51.639999 53.240002 51.325001 52.720001 4851800 40.918701
"2011-03-16" 52.900002 53.755001 51.535 52.244999 5072200 40.550014
"2011-03-17" 53.384998 54.580002 52.935001 54.34 4200000 42.176067
"2011-03-18" 54.880001 55.224998 53.52 53.965 5936600 41.88501
"2011-03-21" 54.744999 55.73 54.5 55.700001 4526000 43.231632
"2011-03-22" 56.169998 57.215 56.005001 56.68 6558200 43.992252
"2011-03-23" 56.715 57.035 56 57.035 8087600 44.267796
"2011-03-24" 57.455002 57.849998 56.509998 57.775002 5755800 44.842144
"2011-03-25" 57.91 59.064999 57.380001 58.77 5161000 45.614407
"2011-03-28" 58.384998 59.855 58.169998 59.220001 6207200 45.963688
"2011-03-29" 58.755001 59.880001 57.900002 59.834999 6065400 46.441013
"2011-03-30" 60.150002 60.720001 59.18 59.595001 7209400 46.25473
"2011-03-31" 59.619999 60.049999 59.209999 59.255001 5689400 45.990852
"2011-04-01" 59.584999 59.650002 58.91 59.195 8316600 45.944279
