"Index" "EOG.Open" "EOG.High" "EOG.Low" "EOG.Close" "EOG.Volume" "EOG.Adjusted"
"2007-05-21" 39.365002 39.605 38.915001 39.264999 5096600 29.783997
"2007-05-22" 39.264999 39.525002 38.689999 38.764999 3319200 29.404716
"2007-05-23" 38.700001 39.575001 38.634998 38.759998 3939200 29.400932
"2007-05-24" 39.494999 39.549999 37.73 37.91 4292000 28.756163
"2007-05-25" 38.400002 38.599998 37.869999 38.305 4269800 29.055775
"2007-05-29" 38.200001 38.349998 37.474998 37.915001 3769200 28.759972
"2007-05-30" 38.75 38.93 37.689999 38.860001 4267400 29.47678
"2007-05-31" 39.16 39.25 38.380001 38.450001 4276000 29.165789
"2007-06-01" 38.955002 39.125 38.465 38.57 4897600 29.256805
"2007-06-04" 38.310001 39.549999 38.259998 39.455002 3702800 29.928102
"2007-06-05" 39.099998 39.34 38.799999 38.970001 3795600 29.560221
"2007-06-06" 39.59 39.59 38 38.220001 4197600 28.991314
"2007-06-07" 38.040001 38.779999 37.330002 37.445 4966200 28.403454
"2007-06-08" 37.07 37.689999 36.705002 37.669998 4044600 28.574131
"2007-06-11" 37.650002 38.185001 37.404999 37.830002 2862600 28.695494
"2007-06-12" 37.830002 38.615002 37.529999 37.904999 4479000 28.752388
"2007-06-13" 38.049999 38.84 38.025002 38.724998 4003400 29.374382
"2007-06-14" 38.805 40.125 38.764999 40.005001 6009000 30.345318
"2007-06-15" 40.145 40.360001 39.66 40.244999 4786000 30.527367
"2007-06-18" 40.695 40.744999 40.055 40.130001 3391800 30.44013
"2007-06-19" 39.974998 40.07 39.639999 39.724998 3585800 30.132921
"2007-06-20" 39.849998 40.200001 38.305 38.389999 5000400 29.120279
"2007-06-21" 38.919998 39.490002 38.529999 39.450001 4434600 29.92432
"2007-06-22" 39.049999 39.299999 37.689999 38.310001 6998800 29.059591
"2007-06-25" 37.605 37.744999 36.834999 37.215 10015600 28.228987
"2007-06-26" 37.955002 38.07 36.099998 36.330002 7102400 27.557678
"2007-06-27" 35.779999 36.959999 35.665001 36.93 6704400 28.012796
"2007-06-28" 37.060001 37.419998 35.93 36.224998 7101000 27.478037
"2007-06-29" 36.105 37.349998 36.105 36.529999 9076800 27.709393
"2007-07-02" 36.709999 37.064999 36.294998 37.064999 5644600 28.115213
"2007-07-03" 36.25 37.595001 36.215 37.34 2873600 28.323801
"2007-07-05" 37 37.654999 36.900002 37.330002 4933800 28.316227
"2007-07-06" 37.75 37.970001 37.380001 37.470001 5190400 28.422424
"2007-07-09" 37.264999 37.75 37.029999 37.285 4418000 28.282072
"2007-07-10" 37.029999 37.73 36.91 37.080002 5443400 28.126591
"2007-07-11" 36.575001 37.285 36.575001 37.209999 5195800 28.225193
"2007-07-12" 37.490002 37.630001 36.825001 37.294998 4078800 28.289665
"2007-07-13" 37.040001 37.75 36.775002 37.455002 3655800 28.445368
"2007-07-16" 37.314999 37.43 36.055 36.525002 4870400 27.739063
"2007-07-17" 36.869999 37.174999 36.264999 36.345001 4450400 27.602356
"2007-07-18" 36.115002 37.665001 36.099998 37.564999 7249000 28.528894
"2007-07-19" 37.775002 38.215 37.474998 38.099998 4903200 28.935202
"2007-07-20" 38.224998 38.459999 37.360001 37.514999 5982200 28.490915
"2007-07-23" 36.805 36.805 35.700001 36.044998 9631600 27.374525
"2007-07-24" 35.575001 35.720001 34.955002 35.139999 6810400 26.68722
"2007-07-25" 34.950001 35.735001 34.494999 35.619999 5748000 27.051748
"2007-07-26" 35.43 35.564999 34.150002 34.974998 7927400 26.561911
"2007-07-27" 34.974998 35.535 34.205002 34.555 6565800 26.242943
"2007-07-30" 34.875 35.845001 34.794998 35.544998 6836600 26.994801
"2007-07-31" 36.125 36.275002 34.939999 35.049999 5929800 26.618872
"2007-08-01" 35.32 36.220001 34.634998 35.794998 7433000 27.184664
"2007-08-02" 36.220001 37.150002 35.580002 36.57 8551600 27.773245
"2007-08-03" 35.900002 36.764999 35.115002 35.235001 8473800 26.759371
"2007-08-06" 35.18 35.369999 33.860001 35.259998 7103600 26.778349
"2007-08-07" 35.369999 36.209999 34.674999 35.994999 9374600 27.33655
"2007-08-08" 36.5 37.724998 36.205002 36.625 8064200 27.815008
"2007-08-09" 36.005001 37.915001 35.544998 36.564999 7807400 27.769445
"2007-08-10" 35.5 36.240002 34.724998 35.994999 8231000 27.33655
"2007-08-13" 36.224998 36.5 35.73 35.744999 5616600 27.146698
"2007-08-14" 35.599998 36.07 35.099998 35.169998 4240000 26.710005
"2007-08-15" 35.514999 35.93 34.18 34.34 5777200 26.079655
"2007-08-16" 33.75 34.740002 32.799999 34.5 9662400 26.201176
"2007-08-17" 35.080002 36.029999 34.689999 35.790001 6786000 27.180874
"2007-08-20" 34.93 35.424999 34.255001 34.889999 6122000 26.497355
"2007-08-21" 34.584999 34.855 33.755001 34.044998 5663400 25.855623
"2007-08-22" 34.400002 34.490002 33.110001 33.349998 7774400 25.327806
"2007-08-23" 33.700001 33.884998 32.959999 33.535 4843800 25.468294
"2007-08-24" 33.799999 34.099998 33.459999 33.945 3332800 25.779678
"2007-08-27" 33.805 33.805 33.224998 33.419998 3253600 25.380962
"2007-08-28" 33.18 33.330002 32.645 32.849998 4246000 24.948076
"2007-08-29" 33.130001 33.490002 32.775002 33.360001 3270400 25.335392
"2007-08-30" 33.360001 33.990002 33.049999 33.369999 4313600 25.342995
"2007-08-31" 33.705002 34.215 33.630001 33.68 3538200 25.578419
"2007-09-04" 33.68 34.924999 33.43 34.564999 4291600 26.250536
"2007-09-05" 34.560001 35.080002 34.5 34.695 4854000 26.349251
"2007-09-06" 34.830002 35.794998 34.830002 35.349998 6774800 26.846706
"2007-09-07" 35.035 35.134998 34.525002 34.950001 5285800 26.542927
"2007-09-10" 34.900002 35.275002 34.205002 35.16 5581800 26.702414
"2007-09-11" 35.205002 35.77 34.595001 35.645 5166800 27.070749
"2007-09-12" 35.799999 36.73 35.705002 36.259998 7509600 27.537811
"2007-09-13" 36.224998 36.384998 35.73 35.860001 4186400 27.234026
"2007-09-14" 35.505001 36.325001 35.505001 36.174999 3454200 27.473253
"2007-09-17" 36.285 36.404999 35.785 35.924999 2919800 27.28339
"2007-09-18" 36 36.965 35.395 36.924999 5216200 28.04286
"2007-09-19" 37.349998 37.494999 36.889999 37.110001 4609200 28.183344
"2007-09-20" 36.93 37.18 36.59 36.915001 3412400 28.035254
"2007-09-21" 37.310001 37.625 36.915001 37.244999 3423400 28.285868
"2007-09-24" 37.200001 37.435001 36.634998 36.880001 3329400 28.008678
"2007-09-25" 36.474998 36.625 35.814999 36.435001 3434800 27.670717
"2007-09-26" 36.724998 36.974998 35.849998 36.185001 5607600 27.48085
"2007-09-27" 36.5 36.564999 35.82 36.189999 4667800 27.484657
"2007-09-28" 36.400002 36.544998 35.955002 36.165001 3145400 27.46567
"2007-10-01" 36.205002 36.705002 36.099998 36.634998 3361600 27.822609
"2007-10-02" 36.395 37.77 36.360001 37.349998 4293000 28.365604
"2007-10-03" 37.169998 37.459999 36.855 37.240002 3713600 28.28208
"2007-10-04" 37.310001 38.5 37.040001 38.275002 5592800 29.068113
"2007-10-05" 38.205002 38.950001 38.119999 38.705002 5901800 29.394688
"2007-10-08" 38.275002 38.639999 38.029999 38.255001 2476600 29.052927
"2007-10-09" 38.549999 39.419998 38.334999 39.130001 4385800 29.717445
"2007-10-10" 38.915001 40 38.814999 39.775002 4317400 30.207302
"2007-10-11" 39.965 41.299999 39.904999 40.450001 8131400 30.719931
"2007-10-12" 40.205002 40.93 40.110001 40.685001 3388600 30.898403
"2007-10-15" 41.075001 41.639999 40.549999 40.830002 4501800 31.042852
"2007-10-16" 40.825001 41.150002 40.634998 40.84 4058800 31.050457
"2007-10-17" 41 41.275002 40.450001 40.759998 4949400 30.989632
"2007-10-18" 40.73 41.360001 40.650002 41.084999 5510400 31.236731
"2007-10-19" 40.939999 41.025002 39.830002 39.900002 7995200 30.335781
"2007-10-22" 38.945 39.240002 38.25 39.195 6761800 29.799767
"2007-10-23" 39.630001 39.889999 38.435001 38.715 7499600 29.434818
"2007-10-24" 38.66 39.525002 38.185001 39.275002 5423000 29.860601
"2007-10-25" 39.435001 40.535 39.435001 40.384998 4804000 30.704512
"2007-10-26" 41.130001 41.465 40.384998 40.955002 3447800 31.137896
"2007-10-29" 41.244999 41.369999 40.889999 41.255001 4727200 31.365982
"2007-10-30" 42.044998 43.16 41.965 42.974998 15344200 32.673679
"2007-10-31" 43.435001 44.855 43.150002 44.299999 9933000 33.681076
"2007-11-01" 43.735001 44.25 42.994999 43.299999 7817200 32.920784
"2007-11-02" 43.735001 43.974998 43.029999 43.735001 4934400 33.251522
"2007-11-05" 43.375 43.755001 41.900002 43.5 4024800 33.072842
"2007-11-06" 44.195 45.365002 43.799999 44.235001 6129800 33.631657
"2007-11-07" 44.049999 44.549999 43.349998 43.349998 5142600 32.958805
"2007-11-08" 43.400002 44.775002 43.07 44.060001 6224200 33.4986
"2007-11-09" 43.564999 44.154999 43.174999 43.705002 6296000 33.228695
"2007-11-12" 42.875 43.084999 41.380001 42.145 6947600 32.042645
"2007-11-13" 42.415001 42.91 41.389999 42.830002 6122800 32.56345
"2007-11-14" 43.625 44.91 43.299999 43.625 5638600 33.167885
"2007-11-15" 43.540001 43.584999 42.09 42.549999 5589400 32.350559
"2007-11-16" 42.689999 43.330002 42.264999 42.639999 7882800 32.41898
"2007-11-19" 42.509998 42.950001 41.889999 41.990002 4170000 31.924789
"2007-11-20" 42.23 42.544998 41.43 41.860001 6524200 31.82596
"2007-11-21" 41.549999 41.93 41 41.224998 4138400 31.343166
"2007-11-23" 41.389999 42.014999 41.044998 41.82 2136600 31.795555
"2007-11-26" 42.075001 42.630001 41.450001 41.450001 3476800 31.514227
"2007-11-27" 40.615002 41.314999 40.395 41.25 4304000 31.362173
"2007-11-28" 41.474998 41.93 40.825001 41.845001 5163000 31.814547
"2007-11-29" 41.814999 42.43 41.325001 41.605 4059600 31.632092
"2007-11-30" 41.25 42.014999 41 41.389999 4547400 31.468624
"2007-12-03" 41.25 41.799999 40.924999 41.404999 3298000 31.480021
"2007-12-04" 41.459999 41.625 40.785 41.384998 4266800 31.464819
"2007-12-05" 41.880001 42.830002 41.709999 42.619999 5116600 32.403786
"2007-12-06" 42.605 44.610001 42.470001 44.41 5785000 33.764706
"2007-12-07" 44.580002 44.855 43.529999 44.080002 5146400 33.513817
"2007-12-10" 44.115002 44.5 43.84 44.360001 3757200 33.726696
"2007-12-11" 44.5 45.134998 43.91 43.985001 6193400 33.441586
"2007-12-12" 44.965 45.724998 44.755001 45.445 5423200 34.551605
"2007-12-13" 44.904999 45.814999 44.540001 45.215 5781400 34.376743
"2007-12-14" 44.974998 45.07 44.145 44.174999 4926800 33.586033
"2007-12-17" 44.07 44.525002 43.400002 43.665001 3511600 33.198277
"2007-12-18" 44.395 44.450001 43.325001 43.674999 4456800 33.205891
"2007-12-19" 43.994999 44.580002 43.66 44.154999 3174000 33.570808
"2007-12-20" 44.490002 44.985001 44.18 44.849998 3012200 34.099247
"2007-12-21" 45.224998 45.400002 44.93 45.215 4232600 34.376743
"2007-12-24" 44.855 45.724998 44.855 45.509998 1159400 34.601028
"2007-12-26" 45.395 45.630001 45.060001 45.139999 3602600 34.319736
"2007-12-27" 45.040001 45.404999 44.775002 44.810001 2414000 34.068829
"2007-12-28" 44.959999 45.610001 44.845001 45.459999 2934400 34.563015
"2007-12-31" 45.355 45.665001 44.544998 44.625 2002400 33.928177
"2008-01-02" 45 46 45 45.645 4804000 34.703682
"2008-01-03" 45.650002 47.18 45.555 46.59 5088600 35.422161
"2008-01-04" 46.105 46.105 44.404999 44.485001 5684200 33.821735
"2008-01-07" 44.849998 45.264999 43.57 44.310001 4844400 33.688686
"2008-01-08" 44.610001 45.389999 43.34 43.435001 3996800 33.02343
"2008-01-09" 43.625 44.759998 43.625 44.59 6048000 33.901554
"2008-01-10" 44.165001 44.759998 43.59 44.509998 5305000 33.840736
"2008-01-11" 43.945 44.77 43.785 44.465 5747200 33.80653
"2008-01-14" 44.735001 46.779999 44.735001 46.584999 5735600 35.418343
"2008-01-15" 45.625 46.474998 45.195 45.494999 6582200 34.623066
"2008-01-16" 45.310001 45.919998 43.974998 44.305 10414200 33.717438
"2008-01-17" 44.360001 45.334999 41.994999 41.994999 7025000 31.959476
"2008-01-18" 42.220001 43.189999 41.610001 42.564999 7699400 32.39325
"2008-01-22" 41.055 42.549999 39.75 41.73 7500200 31.757809
"2008-01-23" 40.709999 41.470001 38.59 41.330002 8238800 31.453396
"2008-01-24" 41.994999 43.075001 41.369999 42.794998 6353200 32.568298
"2008-01-25" 43.125 43.709999 41.68 41.990002 5707400 31.955658
"2008-01-28" 41.965 42.705002 41.264999 42.705002 4067800 32.499813
"2008-01-29" 42.875 43.125 42.060001 42.509998 3731400 32.35141
"2008-01-30" 42.240002 44.485001 42.240002 43.279999 5721000 32.937393
"2008-01-31" 42.445 44.060001 41.84 43.665001 5017000 33.230385
"2008-02-01" 43.709999 44.724998 43.435001 44.724998 5501800 34.037098
"2008-02-04" 44.560001 45.514999 44.43 45.330002 3821000 34.497505
"2008-02-05" 44.084999 45.02 43.75 43.75 5634600 33.295086
"2008-02-06" 44.419998 44.849998 43.595001 43.91 6161800 33.416836
"2008-02-07" 43.560001 45.5 43.560001 45.044998 7087000 34.280624
"2008-02-08" 45.689999 47.654999 45.625 47.060001 8510400 35.814083
"2008-02-11" 46.849998 49.27 46.57 49.215 10868000 37.454105
"2008-02-12" 49.419998 50.25 48.389999 48.965 8002000 37.263851
"2008-02-13" 49.435001 50.375 49.305 50.075001 7314800 38.108597
"2008-02-14" 49.435001 50.240002 48.810001 48.810001 7077000 37.145893
"2008-02-15" 48.529999 49.395 46.900002 48.014999 6757400 36.540855
"2008-02-19" 49.139999 50.474998 48.32 49.205002 7992000 37.446499
"2008-02-20" 48.525002 50.490002 48.525002 50.259998 5369800 38.24939
"2008-02-21" 50.450001 50.450001 48.73 48.834999 5600800 37.164921
"2008-02-22" 48.939999 49.779999 48.485001 49.674999 4145000 37.804192
"2008-02-25" 50.009998 52.334999 50.009998 52.064999 9753400 39.623039
"2008-02-26" 51.919998 54.459999 51.185001 54.115002 13196000 41.18317
"2008-02-27" 53.255001 54.07 52.735001 52.84 6534800 40.212837
"2008-02-28" 56.369999 64.949997 56.275002 62.365002 32843600 47.461658
"2008-02-29" 61.564999 61.945 58.965 59.494999 10887000 45.2775
"2008-03-03" 59.535 61.735001 59.02 61.084999 10478200 46.487545
"2008-03-04" 60 61.235001 58.299999 59.950001 10105600 45.623768
"2008-03-05" 60.494999 60.814999 59.59 60.305 9227600 45.893936
"2008-03-06" 59.889999 60.369999 58.665001 58.805 7266000 44.752365
"2008-03-07" 58.224998 59.215 57.48 58.23 8168200 44.314793
"2008-03-10" 58.23 58.23 56.77 57.279999 7074600 43.591808
"2008-03-11" 58.384998 61.110001 58.040001 60.950001 7937600 46.3848
"2008-03-12" 60.875 61.095001 58.66 59.465 5773800 45.254658
"2008-03-13" 58.740002 64.074997 58.740002 63.48 10660200 48.3102
"2008-03-14" 63.115002 63.490002 61.52 63.049999 8327400 47.982983
"2008-03-17" 61.674999 62.084999 58.599998 60.205002 7852400 45.817833
"2008-03-18" 61.715 61.75 60.41 61.735001 6946000 46.982212
"2008-03-19" 61.43 62.575001 56.470001 56.560001 10194200 43.043873
"2008-03-20" 55 56.560001 52.950001 56.134998 12264200 42.720444
"2008-03-24" 56.474998 57.955002 55.709999 57.005001 5960000 43.382542
"2008-03-25" 57.389999 58.875 56.724998 58.110001 5086000 44.223465
"2008-03-26" 57.880001 60.779999 57.880001 60.205002 6711000 45.817833
"2008-03-27" 60.185001 61.439999 58.93 58.959999 4897000 44.87035
"2008-03-28" 59.5 60.415001 58.759998 59.439999 3796800 45.235657
"2008-03-31" 60.27 60.970001 58.75 60 4462000 45.661816
"2008-04-01" 60.610001 60.865002 58.880001 60.435001 4579800 45.992867
"2008-04-02" 60.645 61.84 59.369999 60.68 4716800 46.179314
"2008-04-03" 60.200001 61.799999 60.200001 60.720001 4706400 46.20977
"2008-04-04" 61.334999 62.650002 61.055 61.889999 3856200 47.100182
"2008-04-07" 62.470001 64.285004 62.145 63.09 6066600 48.013412
"2008-04-08" 62.625 64.720001 62.625 64.379997 4850800 48.995132
"2008-04-09" 63.884998 65 63.32 63.845001 5523600 48.58799
"2008-04-10" 63.724998 65.235001 63.724998 64.910004 5323400 49.398476
"2008-04-11" 64.175003 64.595001 62.845001 63.16 4802600 48.066681
"2008-04-14" 63.244999 64.815002 63.244999 63.945 4813200 48.710358
"2008-04-15" 65.050003 67.264999 64.445 65.57 4734800 49.948215
"2008-04-16" 66.474998 66.5 64.760002 66.5 4610600 50.656647
"2008-04-17" 66.5 67.459999 65.580002 65.980003 4820800 50.260532
"2008-04-18" 66.489998 67.254997 64.535004 67.084999 4208800 51.102268
"2008-04-21" 67.495003 69.275002 67.154999 68.705002 6487800 52.336334
"2008-04-22" 68.989998 70.245003 68.230003 68.625 3912000 52.275372
"2008-04-23" 68.5 69 67.394997 68.625 4503400 52.275372
"2008-04-24" 67.790001 68.120003 65.449997 65.875 4683200 50.180546
"2008-04-25" 66.349998 68.160004 65.449997 67.875 5411400 51.704052
"2008-04-28" 68.470001 68.57 66.870003 67.019997 3865600 51.052757
"2008-04-29" 66.345001 66.345001 63.950001 64.18 5658200 48.889362
"2008-04-30" 64.254997 65.485001 63.735001 65.239998 5297800 49.696835
"2008-05-01" 64.595001 64.684998 61.360001 63.424999 6962400 48.314251
"2008-05-02" 62.599998 65 61.959999 63.875 5951000 48.657043
"2008-05-05" 64.385002 66.800003 64.239998 66.269997 4265000 50.481434
"2008-05-06" 65.964996 69.074997 65.964996 68.940002 5217800 52.51532
"2008-05-07" 69.544998 69.675003 67.425003 67.510002 5714000 51.426037
"2008-05-08" 67.290001 70.089996 67.099998 69.894997 6648800 53.242802
"2008-05-09" 70.445 70.445 67.989998 69.25 5142800 52.751472
"2008-05-12" 68.949997 68.949997 67.550003 68 5652600 51.79929
"2008-05-13" 68.559998 69.550003 67.144997 69.275002 5588200 52.770523
"2008-05-14" 69.790001 69.93 67.254997 67.434998 5093600 51.368889
"2008-05-15" 68.974998 69.199997 66.425003 67.985001 6917000 51.787838
"2008-05-16" 68.605003 70.940002 68.544998 70.495003 7097800 53.699856
"2008-05-19" 71.055 71.055 69.574997 69.949997 6753800 53.284679
"2008-05-20" 70.089996 72.139999 69.599998 71.705002 6687200 54.621567
"2008-05-21" 72 72.495003 69.389999 69.400002 9443600 52.865734
"2008-05-22" 69.485001 70.254997 67.724998 68.349998 5573600 52.065887
"2008-05-23" 68.995003 69.5 66.214996 67.485001 5563600 51.406971
"2008-05-27" 67.375 67.440002 66.029999 66.565002 4115600 50.706154
"2008-05-28" 65.735001 67.269997 65.025002 67.205002 6607600 51.193668
"2008-05-29" 66.785004 66.785004 63.689999 63.900002 8126200 48.67609
"2008-05-30" 64.035004 65.154999 62.869999 64.315002 10141200 48.99221
"2008-06-02" 63.950001 65.154999 62.955002 63.669998 8510800 48.500885
"2008-06-03" 63.360001 64.425003 61.869999 62.035 9217600 47.255402
"2008-06-04" 61.575001 63.299999 61.305 62.044998 7362000 47.263004
"2008-06-05" 62.424999 65.644997 62.419998 65.644997 9276800 50.005341
"2008-06-06" 66.139999 68.625 64.404999 64.404999 8541800 49.06076
"2008-06-09" 64.875 66.855003 64.485001 65.945 6195200 50.233894
"2008-06-10" 66.050003 66.239998 63.125 64.230003 6793400 48.927464
"2008-06-11" 64.900002 65.230003 63.279999 64.195 5755400 48.900799
"2008-06-12" 65.25 65.495003 63.919998 64.290001 7605200 48.97316
"2008-06-13" 63.689999 65.480003 63.299999 65.154999 5475800 49.632099
"2008-06-16" 65.620003 66.43 64.205002 64.714996 5533000 49.296925
"2008-06-17" 65.025002 66.315002 64.495003 66.004997 6102000 50.279572
"2008-06-18" 65.794998 66.690002 64.730003 66.514999 5273600 50.66806
"2008-06-19" 67.459999 67.550003 65.099998 65.150002 7175600 49.628269
"2008-06-20" 65.745003 66.639999 64.614998 65.205002 7226600 49.670177
"2008-06-23" 65.205002 67.785004 64.699997 67.769997 6867800 51.624054
"2008-06-24" 67.495003 67.495003 65.184998 65.224998 5647600 49.685417
"2008-06-25" 65.470001 65.474998 62.384998 63.919998 5142000 48.691311
"2008-06-26" 63.639999 64.919998 62.845001 63.095001 7803000 48.062878
"2008-06-27" 63.935001 65.464996 63.060001 65.095001 8619400 49.586369
"2008-06-30" 65.934998 66.995003 65.415001 65.599998 6402600 49.971062
"2008-07-01" 65.764999 66.525002 65 65.769997 6209400 50.100544
