"Index" "WST.Open" "WST.High" "WST.Low" "WST.Close" "WST.Volume" "WST.Adjusted"
"2010-08-06" 17.665001 17.695 17.290001 17.629999 269400 15.974537
"2010-08-09" 17.75 17.885 17.655001 17.875 184600 16.196524
"2010-08-10" 17.68 17.74 17.26 17.525 228000 15.87939
"2010-08-11" 17.17 17.27 17.004999 17.08 380400 15.47618
"2010-08-12" 16.790001 17.34 16.790001 17.264999 383400 15.643808
"2010-08-13" 17.184999 17.184999 16.780001 16.780001 344600 15.204352
"2010-08-16" 16.645 16.875 16.535 16.84 347200 15.258722
"2010-08-17" 17.014999 17.58 16.924999 17.51 555600 15.865806
"2010-08-18" 17.52 17.77 17.25 17.67 473600 16.010775
"2010-08-19" 17.575001 17.655001 16.959999 16.959999 384600 15.367446
"2010-08-20" 16.98 16.985001 16.709999 16.92 251200 15.331204
"2010-08-23" 16.975 17.174999 16.705 16.73 153400 15.159046
"2010-08-24" 16.540001 16.84 16.375 16.735001 396200 15.16358
"2010-08-25" 16.700001 17.135 16.655001 17.084999 275400 15.48071
"2010-08-26" 17.1 17.16 16.809999 16.85 185400 15.267778
"2010-08-27" 16.969999 17.190001 16.6 17.165001 678800 15.553204
"2010-08-30" 17.065001 17.129999 16.825001 16.825001 170400 15.245123
"2010-08-31" 16.775 17.02 16.655001 16.809999 225600 15.23153
"2010-09-01" 17.049999 17.32 16.969999 17.165001 324400 15.553204
"2010-09-02" 17.27 17.475 17.059999 17.405001 423800 15.770661
"2010-09-03" 17.565001 17.665001 17.379999 17.625 270400 15.970003
"2010-09-07" 17.594999 17.594999 16.690001 16.75 444400 15.177164
"2010-09-08" 16.745001 16.92 16.700001 16.77 334200 15.195289
"2010-09-09" 16.950001 17.045 16.665001 16.76 216600 15.186233
"2010-09-10" 16.809999 16.879999 16.684999 16.825001 357800 15.245123
"2010-09-13" 16.934999 17.195 16.84 16.969999 278800 15.376504
"2010-09-14" 16.969999 16.98 16.745001 16.785 372800 15.208882
"2010-09-15" 16.715 17 16.610001 16.955 281000 15.362915
"2010-09-16" 16.889999 16.889999 16.65 16.74 374200 15.168104
"2010-09-17" 16.785 16.84 16.594999 16.715 506800 15.145454
"2010-09-20" 16.709999 17.030001 16.620001 16.995001 551200 15.399163
"2010-09-21" 16.950001 17.045 16.82 16.83 188200 15.249654
"2010-09-22" 16.815001 16.934999 16.709999 16.809999 193800 15.23153
"2010-09-23" 16.67 16.805 16.5 16.52 173400 14.968769
"2010-09-24" 16.725 16.725 16.5 16.530001 385800 14.977824
"2010-09-27" 16.565001 16.58 16.43 16.52 277600 14.968769
"2010-09-28" 16.51 16.815001 16.370001 16.795 961200 15.217945
"2010-09-29" 16.75 17.129999 16.74 17.115 554800 15.507895
"2010-09-30" 17.195 17.290001 16.955 17.155001 373000 15.54414
"2010-10-01" 17.295 17.295 16.889999 17.059999 227600 15.458054
"2010-10-04" 16.98 17.035 16.674999 16.74 382800 15.168104
"2010-10-05" 16.934999 17.115 16.84 17.105 482400 15.49883
"2010-10-06" 17.110001 17.264999 16.965 17.245001 319200 15.625683
"2010-10-07" 17.344999 17.5 17.225 17.379999 310200 15.748013
"2010-10-08" 17.43 17.605 17.35 17.555 266400 15.906574
"2010-10-11" 17.514999 17.665001 17.5 17.625 184400 15.970003
"2010-10-12" 17.530001 17.77 17.51 17.705 397400 16.04249
"2010-10-13" 17.77 18.129999 17.719999 18.02 403000 16.327915
"2010-10-14" 18.045 18.105 17.950001 18.094999 445400 16.395874
"2010-10-15" 18.18 18.285 17.985001 18 295000 16.309793
"2010-10-18" 17.959999 18.08 17.885 17.985001 315400 16.373524
"2010-10-19" 17.844999 17.924999 17.68 17.76 293000 16.168674
"2010-10-20" 17.844999 18.075001 17.844999 17.940001 385000 16.332546
"2010-10-21" 18.075001 18.195 17.98 18.094999 354200 16.473671
"2010-10-22" 18.120001 18.145 18.014999 18.049999 134600 16.432693
"2010-10-25" 18.139999 18.27 17.975 18.01 156600 16.396275
"2010-10-26" 17.860001 18.120001 17.799999 18.02 132200 16.405386
"2010-10-27" 17.9 17.975 17.764999 17.855 355800 16.255167
"2010-10-28" 18.059999 18.245001 17.98 17.99 267800 16.378073
"2010-10-29" 17.945 17.945 17.785 17.844999 262600 16.246059
"2010-11-01" 17.940001 18.055 17.775 17.934999 428600 16.328003
"2010-11-02" 18.209999 18.514999 18.174999 18.5 354200 16.842371
"2010-11-03" 18.57 19.110001 18.469999 19.014999 539600 17.31123
"2010-11-04" 19.35 19.674999 19.325001 19.620001 641600 17.862022
"2010-11-05" 19.67 19.68 19.5 19.645 261200 17.88479
"2010-11-08" 19.530001 19.655001 19.379999 19.49 213600 17.743675
"2010-11-09" 19.549999 19.549999 19.26 19.33 206400 17.598003
"2010-11-10" 19.35 19.610001 19.174999 19.610001 212800 17.852919
"2010-11-11" 19.440001 19.52 19.325001 19.434999 232400 17.693596
"2010-11-12" 19.26 19.434999 19.105 19.110001 143000 17.397718
"2010-11-15" 19.215 19.299999 19.15 19.165001 83800 17.44779
"2010-11-16" 19.014999 19.135 18.655001 18.775 221800 17.092735
"2010-11-17" 18.764999 18.9 18.58 18.844999 463800 17.156467
"2010-11-18" 19.014999 19.385 18.98 19.23 369600 17.506975
"2010-11-19" 19.24 19.245001 19.105 19.18 203000 17.461443
"2010-11-22" 19 19.209999 18.860001 19.115 282600 17.402273
"2010-11-23" 18.91 18.99 18.745001 18.955 164600 17.256615
"2010-11-24" 19.110001 19.424999 19.004999 19.4 202200 17.661728
"2010-11-26" 19.280001 19.415001 19.23 19.280001 45600 17.552488
"2010-11-29" 19.135 19.25 18.865 19.225 117600 17.502413
"2010-11-30" 19.014999 19.129999 18.855 18.959999 236200 17.261162
"2010-12-01" 19.18 19.504999 19.17 19.440001 271400 17.698145
"2010-12-02" 19.485001 19.485001 19.370001 19.42 273600 17.679947
"2010-12-03" 19.34 19.43 19.315001 19.385 230400 17.648079
"2010-12-06" 19.355 19.41 19.23 19.379999 174800 17.64353
"2010-12-07" 19.4 19.455 19.299999 19.385 243800 17.648079
"2010-12-08" 19.424999 19.495001 19.264999 19.285 183600 17.557039
"2010-12-09" 19.385 19.385 19.145 19.184999 257400 17.466
"2010-12-10" 19.25 19.825001 19.174999 19.809999 212800 18.035002
"2010-12-13" 19.860001 20.235001 19.834999 20.1 295200 18.299021
"2010-12-14" 20.174999 20.5 20.165001 20.485001 133600 18.649517
"2010-12-15" 20.415001 20.715 20.41 20.5 181400 18.663176
"2010-12-16" 20.495001 20.915001 20.495001 20.9 181000 19.027332
"2010-12-17" 20.860001 20.985001 20.605 20.985001 584400 19.104719
"2010-12-20" 21 21 20.549999 20.575001 232600 18.731457
"2010-12-21" 20.67 20.809999 20.65 20.790001 167600 18.927195
"2010-12-22" 20.76 20.940001 20.75 20.885 117400 19.013674
"2010-12-23" 20.895 21.084999 20.84 21 216200 19.118378
"2010-12-27" 20.959999 21.139999 20.950001 21.105 181400 19.213961
"2010-12-28" 21.139999 21.139999 20.855 21.045 198400 19.15934
"2010-12-29" 21.065001 21.135 21.045 21.045 108400 19.15934
"2010-12-30" 21.065001 21.295 21.055 21.084999 177200 19.195755
"2010-12-31" 21.08 21.08 20.565001 20.6 155600 18.754215
"2011-01-03" 20.815001 21.139999 20.735001 20.924999 179400 19.050097
"2011-01-04" 21.004999 21.02 20.370001 20.549999 164600 18.708689
"2011-01-05" 20.455 20.690001 20.455 20.639999 220000 18.790628
"2011-01-06" 20.629999 20.629999 20.375 20.49 257400 18.654072
"2011-01-07" 20.549999 20.610001 20.209999 20.389999 177200 18.563026
"2011-01-10" 20.26 20.459999 20.084999 20.41 210200 18.581234
"2011-01-11" 20.475 20.555 20.360001 20.48 153400 18.644958
"2011-01-12" 20.629999 20.629999 20.129999 20.200001 309800 18.39006
"2011-01-13" 20.215 20.295 20.035 20.25 279600 18.435568
"2011-01-14" 20.15 20.424999 20.120001 20.41 210400 18.659561
"2011-01-18" 20.334999 20.475 20.26 20.440001 160200 18.686985
"2011-01-19" 20.370001 20.424999 19.9 19.934999 244400 18.2253
"2011-01-20" 19.84 19.985001 19.625 19.635 275800 17.951029
"2011-01-21" 19.715 19.74 19.379999 19.405001 230600 17.740761
"2011-01-24" 19.434999 19.785 19.424999 19.75 271800 18.056164
"2011-01-25" 19.625 19.875 19.5 19.865 195400 18.161303
"2011-01-26" 19.879999 20.360001 19.85 20.334999 277400 18.59099
"2011-01-27" 20.285 20.525 20.235001 20.445 139600 18.691559
"2011-01-28" 20.405001 20.485001 19.950001 19.950001 243400 18.23901
"2011-01-31" 20.055 20.075001 19.775 19.995001 225800 18.280153
"2011-02-01" 20.16 20.415001 19.995001 20.370001 218000 18.622992
"2011-02-02" 20.325001 20.495001 20.325001 20.370001 205200 18.622992
"2011-02-03" 20.315001 20.424999 20.040001 20.379999 99800 18.632133
"2011-02-04" 20.33 20.33 20.07 20.125 124400 18.399004
"2011-02-07" 20.105 20.32 20.105 20.25 120800 18.513283
"2011-02-08" 20.27 20.290001 20.129999 20.245001 162000 18.508715
"2011-02-09" 20.139999 20.209999 19.945 20.049999 165200 18.330439
"2011-02-10" 19.92 20.195 19.92 20.014999 147800 18.298439
"2011-02-11" 19.934999 20.275 19.879999 20.245001 126200 18.508715
"2011-02-14" 20.219999 20.344999 20.205 20.275 140400 18.536139
"2011-02-15" 20.24 20.389999 20.155001 20.325001 336200 18.581856
"2011-02-16" 20.41 20.790001 20.27 20.735001 203400 18.956688
"2011-02-17" 20.514999 20.545 19.805 20.514999 374600 18.755556
"2011-02-18" 20.434999 21.055 20.200001 21.045 496200 19.240105
"2011-02-22" 20.745001 20.905001 20.405001 20.424999 395600 18.673271
"2011-02-23" 20.41 20.465 20.030001 20.055 218000 18.335007
"2011-02-24" 19.995001 20.200001 19.83 20.16 288400 18.431002
"2011-02-25" 20.155001 20.629999 20.155001 20.584999 243400 18.819553
"2011-02-28" 20.735001 20.875 20.389999 20.555 235400 18.792122
"2011-03-01" 20.565001 20.605 20.15 20.205 183600 18.472143
"2011-03-02" 20.17 20.26 20.055 20.205 146600 18.472143
"2011-03-03" 20.434999 20.535 20.25 20.535 330400 18.773842
"2011-03-04" 20.52 20.549999 20.27 20.530001 215600 18.769268
"2011-03-07" 20.594999 20.635 20.065001 20.33 145200 18.586422
"2011-03-08" 20.32 20.950001 20.32 20.860001 265000 19.070967
"2011-03-09" 20.834999 21.09 20.815001 21.014999 226600 19.212669
"2011-03-10" 20.715 20.815001 20.575001 20.719999 380000 18.942974
"2011-03-11" 20.75 20.9 20.605 20.82 247600 19.034393
"2011-03-14" 20.525 20.879999 20.5 20.815001 224400 19.029823
"2011-03-15" 20.215 20.719999 20.215 20.615 232200 18.846979
"2011-03-16" 20.455 20.625 20.32 20.5 311400 18.741842
"2011-03-17" 20.745001 20.825001 20.525 20.67 285800 18.897266
"2011-03-18" 20.799999 21.295 20.719999 21.264999 577600 19.441233
"2011-03-21" 21.469999 21.575001 21.434999 21.555 260000 19.706362
"2011-03-22" 21.5 21.59 21.434999 21.57 246800 19.720078
"2011-03-23" 21.5 21.605 21.184999 21.545 139200 19.69722
"2011-03-24" 21.66 21.705 21.35 21.665001 160000 19.806923
"2011-03-25" 21.764999 21.825001 21.674999 21.73 228000 19.866356
"2011-03-28" 21.725 22.035 21.629999 21.915001 227600 20.035488
"2011-03-29" 21.895 22.145 21.879999 22.145 130400 20.245762
"2011-03-30" 22.129999 22.285 22.08 22.26 157800 20.350897
"2011-03-31" 22.264999 22.450001 22.26 22.385 195600 20.465181
"2011-04-01" 22.5 22.735001 22.5 22.575001 122200 20.638884
"2011-04-04" 22.555 22.75 22.5 22.745001 218800 20.794298
"2011-04-05" 22.75 22.860001 22.620001 22.764999 184800 20.812592
"2011-04-06" 22.83 22.969999 22.74 22.91 102200 20.945152
"2011-04-07" 22.975 22.975 22.635 22.674999 143800 20.73031
"2011-04-08" 22.809999 22.809999 22.275 22.385 113600 20.465181
"2011-04-11" 22.385 22.514999 22.309999 22.440001 110400 20.515459
"2011-04-12" 22.389999 22.48 22.34 22.365 289600 20.446886
"2011-04-13" 22.485001 22.49 22.24 22.370001 284600 20.451468
"2011-04-14" 22.17 22.57 22.08 22.549999 203000 20.616016
"2011-04-15" 22.42 22.764999 22.42 22.620001 230200 20.680025
"2011-04-18" 22.27 22.385 22.059999 22.370001 202600 20.528608
"2011-04-19" 22.41 22.57 22.125 22.15 162400 20.32671
"2011-04-20" 22.42 22.6 22.385 22.58 103800 20.721319
"2011-04-21" 22.785 22.785 22.549999 22.695 96600 20.82686
"2011-04-25" 22.639999 22.639999 22.299999 22.559999 170000 20.702969
"2011-04-26" 22.584999 23.075001 22.440001 23 365800 21.106749
"2011-04-27" 22.959999 23.205 22.82 23.115 167200 21.21228
"2011-04-28" 22.940001 23.745001 22.815001 23.690001 329000 21.73995
"2011-04-29" 23.75 23.98 23.559999 23.620001 268000 21.675705
"2011-05-02" 23.735001 23.780001 23.545 23.719999 432000 21.767477
"2011-05-03" 23.645 23.76 23.555 23.655001 168000 21.707825
"2011-05-04" 23.615 23.65 23.25 23.365 286000 21.441698
"2011-05-05" 23.23 23.575001 23.040001 23.195 260800 21.28569
"2011-05-06" 23.385 23.545 23.129999 23.23 154000 21.317818
"2011-05-09" 23.139999 23.459999 22.92 23.440001 216000 21.510525
"2011-05-10" 23.5 23.73 23.395 23.719999 378000 21.767477
"2011-05-11" 23.68 23.764999 23.465 23.594999 289000 21.652769
"2011-05-12" 23.5 23.735001 23.389999 23.700001 328000 21.749119
"2011-05-13" 23.74 23.809999 23.295 23.445 226600 21.515116
"2011-05-16" 23.309999 23.445 23.190001 23.219999 223800 21.30864
"2011-05-17" 23.129999 23.215 22.975 23.01 171800 21.115915
"2011-05-18" 23.09 23.25 23 23.215 164600 21.304045
"2011-05-19" 23.334999 23.34 23.040001 23.219999 176200 21.30864
"2011-05-20" 23.125 23.125 22.815001 22.945 208400 21.056274
"2011-05-23" 22.635 22.67 22.424999 22.575001 236600 20.716732
"2011-05-24" 22.66 22.66 22.200001 22.485001 306600 20.634142
"2011-05-25" 22.415001 22.530001 22.299999 22.49 347000 20.638727
"2011-05-26" 22.4 22.68 22.33 22.665001 261400 20.79932
"2011-05-27" 22.73 22.924999 22.674999 22.895 130800 21.010389
"2011-05-31" 23.059999 23.26 22.815001 23.24 322400 21.326992
"2011-06-01" 23.165001 23.225 22.629999 22.655001 234200 20.79015
"2011-06-02" 22.65 22.65 22.299999 22.375 169200 20.533195
"2011-06-03" 22.059999 22.209999 21.955 22.004999 328400 20.193655
"2011-06-06" 21.985001 22.049999 21.870001 21.950001 201200 20.143175
"2011-06-07" 22.115 22.115 21.76 21.764999 203000 19.973408
"2011-06-08" 21.674999 21.945 21.674999 21.805 185200 20.010118
"2011-06-09" 21.895 22.09 21.834999 21.885 105800 20.083523
"2011-06-10" 21.745001 21.83 21.530001 21.65 214600 19.867872
"2011-06-13" 21.709999 21.764999 21.549999 21.549999 94000 19.776106
"2011-06-14" 21.73 21.995001 21.67 21.795 239600 20.000937
"2011-06-15" 21.610001 21.754999 21.32 21.355 218800 19.597147
"2011-06-16" 21.405001 21.684999 21.275 21.504999 139200 19.734806
"2011-06-17" 21.625 21.745001 21.305 21.334999 296800 19.578802
"2011-06-20" 21.219999 21.545 21.219999 21.495001 169600 19.725637
"2011-06-21" 21.615 21.775 21.504999 21.665001 203800 19.881634
"2011-06-22" 21.57 21.709999 21.465 21.475 110000 19.707285
"2011-06-23" 21.190001 21.305 20.965 21.190001 275000 19.44574
"2011-06-24" 21.245001 21.290001 20.950001 21.280001 597800 19.52833
"2011-06-27" 21.299999 21.665001 21.215 21.32 228600 19.565041
"2011-06-28" 21.365 21.674999 21.280001 21.645 379800 19.863287
"2011-06-29" 21.68 21.809999 21.365 21.620001 178200 19.84034
"2011-06-30" 21.709999 21.934999 21.65 21.879999 171600 20.078943
"2011-07-01" 21.855 22.27 21.84 22.24 262600 20.409311
"2011-07-05" 22.26 22.370001 22.165001 22.355 197200 20.514837
"2011-07-06" 22.385 22.549999 22.275 22.549999 197800 20.693777
"2011-07-07" 22.665001 22.84 22.52 22.780001 192600 20.904856
"2011-07-08" 22.545 22.76 22.485001 22.725 126600 20.854383
"2011-07-11" 22.504999 22.67 22.450001 22.540001 264200 20.684608
"2011-07-12" 22.415001 22.83 22.415001 22.665001 111400 20.79932
"2011-07-13" 22.754999 23.219999 22.745001 23 217800 21.106749
"2011-07-14" 23 23.110001 22.67 22.74 180800 20.868149
"2011-07-15" 22.805 23.264999 22.610001 22.870001 215000 20.987453
"2011-07-18" 22.65 22.875 22.35 22.674999 370000 20.886127
"2011-07-19" 22.725 23.084999 22.725 23.01 183200 21.194693
"2011-07-20" 22.959999 22.959999 22.655001 22.780001 161600 20.982843
"2011-07-21" 22.865 23.23 22.709999 23.17 230800 21.342079
"2011-07-22" 23.16 23.280001 22.9 23.225 238200 21.392731
"2011-07-25" 22.985001 23.17 22.885 22.940001 197600 21.130219
"2011-07-26" 22.98 23.030001 22.424999 22.49 188600 20.715723
"2011-07-27" 22.334999 22.360001 21.945 22.139999 340400 20.39333
"2011-07-28" 21.9 22.205 21.695 21.790001 581400 20.070942
"2011-07-29" 21.445 22.040001 21.440001 21.934999 190000 20.204504
"2011-08-01" 22.120001 22.16 21.26 21.48 252000 19.7854
"2011-08-02" 21.379999 21.67 21.035 21.040001 284200 19.380114
"2011-08-03" 21.115 21.205 20.700001 21.17 200600 19.499859
"2011-08-04" 20.924999 21.17 20.790001 20.805 562600 19.163651
"2011-08-05" 21.055 21.299999 20.18 20.955 710000 19.301813
"2011-08-08" 20.445 21.389999 20.290001 20.290001 924800 18.689287
"2011-08-09" 20.629999 21.41 19.844999 21.405001 784000 19.71632
"2011-08-10" 20.98 21.105 20.1 20.17 511000 18.578756
"2011-08-11" 20.254999 21.07 19.915001 20.719999 453600 19.08536
"2011-08-12" 20.870001 21.1 20.299999 20.459999 422600 18.845871
"2011-08-15" 20.610001 20.945 20.610001 20.865 307200 19.218922
"2011-08-16" 20.67 20.74 20.26 20.385 421400 18.776783
"2011-08-17" 20.495001 20.629999 19.985001 20.17 297400 18.578756
"2011-08-18" 19.584999 19.690001 19.035 19.299999 519000 17.777386
"2011-08-19" 18.879999 19.655001 18.879999 19.205 271600 17.689884
"2011-08-22" 19.715 19.75 19.115 19.315001 192200 17.791199
"2011-08-23" 19.35 20.055 19.025 19.879999 606400 18.311623
"2011-08-24" 19.91 20.184999 19.59 19.875 596800 18.307028
"2011-08-25" 19.995001 20.195 19.4 19.514999 334000 17.975424
"2011-08-26" 19.41 19.834999 19.139999 19.674999 308800 18.122795
"2011-08-29" 19.780001 20.445 19.780001 20.225 571400 18.629416
"2011-08-30" 20.110001 20.254999 19.889999 19.98 453800 18.40374
"2011-08-31" 20.065001 20.209999 19.875 20.059999 469800 18.477425
"2011-09-01" 20.035 20.49 19.860001 19.975 489200 18.399136
"2011-09-02" 19.57 19.860001 19.065001 19.105 299600 17.597769
"2011-09-06" 18.57 19.190001 18.514999 19.120001 414800 17.611591
"2011-09-07" 19.35 19.790001 19.305 19.790001 316600 18.228724
"2011-09-08" 19.645 19.74 19.190001 19.225 297000 17.708303
"2011-09-09" 19.055 19.125 18.559999 18.889999 592400 17.399733
"2011-09-12" 18.695 19.094999 18.67 19.08 403400 17.574741
"2011-09-13" 19.115 19.475 19.02 19.42 264000 17.887917
"2011-09-14" 19.535 20.24 19.280001 19.955 389000 18.380711
"2011-09-15" 20.07 20.07 19.645 20.014999 257200 18.435976
"2011-09-16" 20.01 20.190001 19.91 20.035 335200 18.454397
"2011-09-19" 19.73 19.865 19.5 19.68 188800 18.127407
"2011-09-20" 19.745001 20.084999 19.465 19.549999 320800 18.007658
"2011-09-21" 19.559999 19.6 19.01 19.035 406000 17.533293
"2011-09-22" 18.51 18.875 18.450001 18.610001 411200 17.141823
"2011-09-23" 18.594999 18.98 18.549999 18.815001 207200 17.33065
"2011-09-26" 18.93 19.035 18.615 18.995001 208800 17.496445
"2011-09-27" 19.280001 19.605 19.165001 19.344999 447800 17.81883
"2011-09-28" 19.375 19.375 18.440001 18.455 352000 16.999052
"2011-09-29" 18.76 18.85 18.434999 18.790001 262400 17.307623
"2011-09-30" 18.549999 18.959999 18.52 18.549999 374000 17.086548
"2011-10-03" 18.43 18.705 17.785 17.870001 535200 16.460205
"2011-10-04" 17.75 18.799999 17.75 18.77 521800 17.2892
"2011-10-05" 18.775 19.200001 18.555 19.025 470400 17.524082
"2011-10-06" 18.959999 19.025 18.665001 18.905001 432000 17.413544
"2011-10-07" 18.93 18.93 18.4 18.514999 513400 17.054306
"2011-10-10" 18.82 19.07 18.735001 19.055 905600 17.551712
"2011-10-11" 18.950001 19.135 18.83 18.945 298400 17.450399
"2011-10-12" 19.07 19.235001 19.030001 19.129999 260000 17.620798
"2011-10-13" 19.075001 19.075001 18.74 18.959999 167800 17.464203
"2011-10-14" 19.139999 19.325001 18.99 19.205 203000 17.689884
"2011-10-17" 18.934999 19.025 18.445 18.525 364800 17.143869
"2011-10-18" 18.559999 18.950001 18.43 18.805 421600 17.402992
"2011-10-19" 18.834999 19.1 18.764999 18.799999 229400 17.398361
"2011-10-20" 18.799999 18.855 18.434999 18.735001 263800 17.338213
"2011-10-21" 18.865 19.355 18.865 19.344999 335000 17.902735
"2011-10-24" 19.379999 19.879999 19.315001 19.870001 282000 18.388601
"2011-10-25" 19.76 19.809999 19.254999 19.285 195200 17.84721
"2011-10-26" 19.51 19.584999 19.1 19.495001 286000 18.041552
"2011-10-27" 20.059999 20.635 19.780001 20.57 492800 19.0364
"2011-10-28" 20.495001 20.75 20.344999 20.4 306000 18.879086
"2011-10-31" 20.030001 20.135 19.424999 19.434999 472200 17.986019
"2011-11-01" 18.75 19.32 17.93 18.715 689600 17.319696
"2011-11-02" 18.870001 19.075001 18.799999 19.025 429200 17.60659
"2011-11-03" 19.200001 19.639999 18.705 19.605 459000 18.143343
"2011-11-04" 19.405001 19.52 19.225 19.375 273000 17.930508
"2011-11-07" 19.32 19.535 18.995001 19.52 149400 18.064686
"2011-11-08" 19.575001 19.844999 19.280001 19.805 152600 18.328436
"2011-11-09" 19.504999 19.52 18.735001 18.85 402000 17.444643
"2011-11-10" 19.030001 19.4 18.940001 19.24 243200 17.805565
"2011-11-11" 19.43 19.645 19.385 19.59 184800 18.129467
"2011-11-14" 19.514999 19.514999 19.139999 19.26 145000 17.824074
"2011-11-15" 19.18 19.52 18.975 19.440001 201200 17.990658
"2011-11-16" 19.245001 19.475 18.99 19.004999 212400 17.588079
"2011-11-17" 19.004999 19.1 18.665001 18.825001 340600 17.421495
"2011-11-18" 18.9 18.969999 18.68 18.83 152200 17.426125
"2011-11-21" 18.52 18.65 18.395 18.52 208000 17.139236
"2011-11-22" 18.545 18.655001 18.415001 18.465 147000 17.088341
"2011-11-23" 18.305 18.35 17.875 17.955 204800 16.616362
"2011-11-25" 17.959999 18.01 17.785 17.799999 108000 16.472918
"2011-11-28" 18.445 18.445 18.01 18.290001 239800 16.926394
"2011-11-29" 18.34 18.66 18.295 18.360001 203800 16.991169
"2011-11-30" 18.940001 19.315001 18.860001 19.264999 607200 17.828697
"2011-12-01" 19.165001 19.33 19.08 19.09 307800 17.66675
"2011-12-02" 19.355 19.445 18.745001 18.875 167400 17.467772
"2011-12-05" 19.120001 19.27 18.92 19 317600 17.583458
"2011-12-06" 19 19.084999 18.879999 18.969999 197600 17.555685
"2011-12-07" 18.9 19.075001 18.5 19 163600 17.583458
"2011-12-08" 18.860001 18.860001 18.32 18.360001 263600 16.991169
"2011-12-09" 18.445 18.790001 18.43 18.690001 373000 17.296562
"2011-12-12" 18.485001 18.535 18.280001 18.504999 187400 17.125359
"2011-12-13" 18.665001 18.715 18.299999 18.35 294200 16.981913
"2011-12-14" 18.18 18.280001 18.045 18.105 449200 16.75518
"2011-12-15" 18.275 18.334999 18.129999 18.190001 405400 16.833847
"2011-12-16" 18.26 18.290001 17.940001 18.125 964600 16.773685
"2011-12-19" 18.23 18.379999 17.975 18.040001 316600 16.695024
"2011-12-20" 18.325001 18.465 18.264999 18.355 425000 16.986547
"2011-12-21" 18.254999 18.59 18.125 18.555 172800 17.171629
"2011-12-22" 18.57 18.75 18.57 18.655001 148600 17.264179
"2011-12-23" 18.674999 18.775 18.59 18.775 139800 17.375229
"2011-12-27" 18.67 19.049999 18.6 19.01 200400 17.592705
"2011-12-28" 18.969999 18.975 18.809999 18.85 337600 17.444643
"2011-12-29" 18.905001 19.030001 18.905001 18.975 166800 17.560316
"2011-12-30" 18.924999 19.055 18.875 18.975 275400 17.560316
"2012-01-03" 19.424999 19.555 19.045 19.075001 326600 17.652863
"2012-01-04" 18.99 19.049999 18.870001 18.895 319000 17.486288
"2012-01-05" 18.77 19.084999 18.674999 18.915001 144400 17.504795
"2012-01-06" 18.950001 19.035 18.725 18.975 180200 17.560316
"2012-01-09" 19.059999 19.125 18.865 19.014999 241600 17.597332
"2012-01-10" 19.219999 19.32 19.105 19.275 164400 17.83795
"2012-01-11" 19.129999 19.4 19.055 19.344999 233400 17.902735
"2012-01-12" 19.334999 19.5 19.135 19.475 159200 18.023045
"2012-01-13" 19.18 19.275 18.975 19.145 183600 17.799906
"2012-01-17" 19.309999 19.370001 19.139999 19.245001 232400 17.892876
"2012-01-18" 19.264999 19.58 19.165001 19.58 235800 18.204342
"2012-01-19" 19.6 19.885 19.485001 19.84 141600 18.446064
"2012-01-20" 19.834999 19.959999 19.795 19.940001 147600 18.539049
"2012-01-23" 19.85 20 19.85 19.905001 149200 18.506498
"2012-01-24" 19.83 20.07 19.799999 19.985001 188200 18.580891
"2012-01-25" 19.965 20.389999 19.965 20.355 148200 18.924892
"2012-01-26" 20.32 20.395 20.145 20.235001 263800 18.813326
"2012-01-27" 20.125 20.379999 20.09 20.295 298400 18.869108
"2012-01-30" 20.139999 20.26 20.045 20.190001 152200 18.771488
"2012-01-31" 20.299999 20.299999 20.120001 20.24 228400 18.817965
"2012-02-01" 20.360001 20.799999 20.254999 20.745001 333800 19.287485
"2012-02-02" 20.745001 20.815001 20.665001 20.76 249200 19.301439
"2012-02-03" 21.02 21.215 20.969999 21.15 300800 19.664036
"2012-02-06" 21.01 21.075001 20.77 20.855 183000 19.389767
"2012-02-07" 20.85 20.915001 20.615 20.735001 183200 19.278191
"2012-02-08" 20.75 20.934999 20.665001 20.825001 182600 19.36187
"2012-02-09" 20.84 21 20.48 20.530001 153800 19.087589
"2012-02-10" 20.370001 20.469999 20.25 20.334999 103200 18.906286
"2012-02-13" 20.549999 20.635 20.334999 20.51 169200 19.068998
"2012-02-14" 20.389999 20.559999 20.295 20.559999 127200 19.115486
"2012-02-15" 20.629999 20.655001 20.424999 20.605 251000 19.15733
"2012-02-16" 20.735001 21.35 20.6 21.34 234600 19.840685
"2012-02-17" 21.34 21.48 21.24 21.334999 147600 19.836027
"2012-02-21" 21.295 21.5 21.125 21.219999 146200 19.729116
"2012-02-22" 21.18 21.34 21.155001 21.27 177200 19.775608
"2012-02-23" 21.264999 21.440001 21.254999 21.4 240800 19.896475
"2012-02-24" 21.405001 21.455 21.205 21.24 155600 19.747705
"2012-02-27" 21.035 21.26 20.73 21.139999 181200 19.654734
"2012-02-28" 21.145 21.215 20.865 21 166000 19.524582
"2012-02-29" 21 21.155001 20.790001 20.799999 266000 19.338627
"2012-03-01" 20.799999 21.200001 20.799999 20.915001 284000 19.445543
"2012-03-02" 20.83 20.834999 20.24 20.360001 409800 18.929546
"2012-03-05" 20.225 20.875 20.225 20.334999 305400 18.906286
"2012-03-06" 20.139999 20.264999 19.84 19.959999 572600 18.55764
"2012-03-07" 20.025 20.110001 19.870001 20.1 170200 18.687807
