"Index" "WST.Open" "WST.High" "WST.Low" "WST.Close" "WST.Volume" "WST.Adjusted"
"2007-02-15" 23.82 23.92 23.49 23.635 940400 20.337641
"2007-02-16" 23.629999 23.82 23.16 23.215 631000 19.976233
"2007-02-20" 23.215 23.870001 22.27 23.795 1019000 20.475319
"2007-02-21" 23.6 23.975 23.465 23.959999 401200 20.617292
"2007-02-22" 23.9 24 23.655001 23.985001 363000 20.638813
"2007-02-23" 23.940001 23.940001 23.555 23.645 306800 20.346241
"2007-02-26" 23.66 23.84 23.299999 23.65 450000 20.350548
"2007-02-27" 22.700001 23.469999 21.5 22.9 785800 19.705183
"2007-02-28" 22.825001 22.9 22.450001 22.629999 474000 19.472849
"2007-03-01" 22.1 23 21.75 22.754999 489600 19.580406
"2007-03-02" 22.65 23.055 22.43 22.530001 452600 19.386799
"2007-03-05" 22.035 22.5 22.02 22.15 608600 19.059818
"2007-03-06" 22.35 23.110001 22.35 23.02 490400 19.808435
"2007-03-07" 23 23.225 22.635 23.049999 464000 19.834255
"2007-03-08" 22.950001 22.950001 21.15 21.16 2549400 18.207932
"2007-03-09" 21.225 21.700001 21.035 21.145 2972800 18.195021
"2007-03-12" 21.174999 21.59 21.174999 21.5 735200 18.500496
"2007-03-13" 21.375 21.559999 20.655001 20.82 944400 17.915365
"2007-03-14" 20.700001 21.385 20.700001 21.25 1105000 18.285368
"2007-03-15" 21.275 21.68 21.155001 21.665001 703800 18.642479
"2007-03-16" 21.66 21.74 21.33 21.465 917400 18.470387
"2007-03-19" 21.700001 22.365 21.549999 22.254999 1085200 19.150167
"2007-03-20" 22.235001 22.370001 22.045 22.299999 754600 19.188883
"2007-03-21" 22.290001 22.9 22.055 22.655001 535000 19.494364
"2007-03-22" 22.75 23.235001 22.73 23.195 729000 19.959021
"2007-03-23" 23.25 23.355 22.85 22.875 495200 19.683664
"2007-03-26" 22.950001 23.115 22.754999 23.09 410400 19.868677
"2007-03-27" 22.98 23.235001 22.805 23.190001 706600 19.954716
"2007-03-28" 23.08 23.105 22.725 23.030001 822200 19.817036
"2007-03-29" 23.155001 23.245001 22.684999 22.99 803000 19.782619
"2007-03-30" 23.049999 23.299999 22.93 23.215 658800 19.976233
"2007-04-02" 23.25 23.445 23.004999 23.15 308200 19.920305
"2007-04-03" 23.200001 23.424999 23.065001 23.174999 373800 19.941809
"2007-04-04" 23.120001 23.594999 22.934999 23.49 1341600 20.212866
"2007-04-05" 23.445 23.59 23.245001 23.290001 273000 20.040779
"2007-04-09" 23.25 23.514999 23.105 23.389999 313600 20.126822
"2007-04-10" 23.360001 23.674999 23.344999 23.424999 185200 20.156939
"2007-04-11" 23.355 23.43 22.895 23.08 442400 19.860069
"2007-04-12" 23.049999 23.415001 22.855 23.370001 445600 20.109612
"2007-04-13" 23.35 23.355 23.165001 23.25 532200 20.006346
"2007-04-16" 23.4 23.655001 23.370001 23.639999 222000 20.398966
"2007-04-17" 23.700001 23.700001 23.25 23.559999 287800 20.329937
"2007-04-18" 23.559999 23.559999 22.860001 22.895 918400 19.756107
"2007-04-19" 22.700001 23.184999 22.67 22.995001 449200 19.842402
"2007-04-20" 23.5 23.565001 23.295 23.559999 239200 20.329937
"2007-04-23" 23.459999 23.620001 22.875 23.055 423800 19.894176
"2007-04-24" 23.129999 23.209999 22.615 23.065001 611600 19.902805
"2007-04-25" 23.139999 23.375 23.059999 23.129999 416800 19.958893
"2007-04-26" 23.725 27.415001 23.725 25.975 2662600 22.413847
"2007-04-27" 25.940001 25.940001 24.695 24.805 798600 21.404259
"2007-04-30" 24.790001 25.209999 24.790001 24.885 724600 21.473282
"2007-05-01" 24.885 25.15 24.705 25 707200 21.572514
"2007-05-02" 25.075001 25.535 24.85 25.235001 351200 21.775301
"2007-05-03" 25.184999 25.865 25 25.75 1148600 22.219685
"2007-05-04" 25.674999 26.1 25.540001 25.889999 608400 22.340506
"2007-05-07" 25.84 26.1 25.605 25.959999 281400 22.400904
"2007-05-08" 25.799999 26.165001 25.5 25.924999 698200 22.370695
"2007-05-09" 25.799999 26.065001 25.58 25.965 285000 22.405216
"2007-05-10" 25.690001 25.745001 25.035 25.055 476400 21.619972
"2007-05-11" 25.18 25.495001 25.110001 25.455 229400 21.965124
"2007-05-14" 25.33 25.4 24.754999 24.809999 420400 21.408567
"2007-05-15" 24.725 25.155001 24.35 24.610001 494400 21.235981
"2007-05-16" 24.639999 24.775 24.344999 24.674999 271000 21.292072
"2007-05-17" 24.575001 24.575001 24.004999 24.184999 364400 20.869253
"2007-05-18" 24.18 24.440001 23.834999 24.325001 286600 20.990055
"2007-05-21" 24.325001 24.745001 24.280001 24.59 372000 21.218723
"2007-05-22" 24.700001 25.25 24.620001 25.155001 432000 21.706266
"2007-05-23" 25.174999 25.440001 24.924999 25.09 488600 21.650173
"2007-05-24" 25.049999 25.465 24.700001 24.985001 7e+05 21.559578
"2007-05-25" 25.110001 25.139999 24.58 24.775 279800 21.378353
"2007-05-29" 24.815001 24.879999 24.4 24.504999 198800 21.145374
"2007-05-30" 24.549999 24.940001 24.15 24.885 579400 21.473282
"2007-05-31" 24.885 25.74 24.885 25.43 795800 21.943558
"2007-06-01" 25.5 25.9 25.415001 25.674999 769000 22.15497
"2007-06-04" 25.575001 25.995001 25.315001 25.975 439600 22.413847
"2007-06-05" 25.775 25.82 25.424999 25.549999 691800 22.047102
"2007-06-06" 25.35 25.545 24.85 24.9 418200 21.486223
"2007-06-07" 24.9 24.93 24.360001 24.360001 285800 21.020258
"2007-06-08" 24.334999 25.504999 24.334999 25.385 471600 21.904741
"2007-06-11" 24.799999 25.344999 24.625 25.285 435400 21.818439
"2007-06-12" 25.049999 25.235001 24.219999 24.43 774600 21.080664
"2007-06-13" 24.625 24.705 24.18 24.334999 491800 20.998688
"2007-06-14" 24.395 24.59 23.940001 24.045 698600 20.748444
"2007-06-15" 24.9 24.9 24.004999 24.165001 667400 20.851994
"2007-06-18" 24.18 24.379999 24.004999 24.27 282600 20.942591
"2007-06-19" 24.075001 24.344999 24 24.24 234600 20.916708
"2007-06-20" 24.315001 24.875 24 24.045 502000 20.748444
"2007-06-21" 24.004999 24.705 23.965 24.584999 637600 21.214413
"2007-06-22" 24.584999 24.59 24.355 24.485001 614600 21.128122
"2007-06-25" 24.424999 24.43 23.975 24.195 416200 20.877874
"2007-06-26" 24.254999 24.325001 23.684999 23.875 396600 20.601753
"2007-06-27" 23.610001 24.1 23.51 24.094999 309000 20.79159
"2007-06-28" 24.540001 24.540001 23.83 23.9 241200 20.623318
"2007-06-29" 24 24.165001 23.48 23.575001 306800 20.342873
"2007-07-02" 23.735001 24.905001 23.565001 24.639999 882000 21.261875
"2007-07-03" 24.745001 24.945 24.65 24.91 261400 21.494862
"2007-07-05" 24.855 24.975 24.645 24.959999 215800 21.537992
"2007-07-06" 25.075001 25.235001 24.92 25.110001 329400 21.667437
"2007-07-09" 25.16 25.549999 25.129999 25.51 438000 22.012602
"2007-07-10" 25.245001 25.584999 25.23 25.465 621400 21.973761
"2007-07-11" 25.85 25.85 25.049999 25.549999 460000 22.047102
"2007-07-12" 25.764999 25.889999 25.655001 25.885 384600 22.336184
"2007-07-13" 25.780001 25.99 25.575001 25.915001 190200 22.36207
"2007-07-16" 25.790001 25.889999 25.459999 25.690001 303400 22.223652
"2007-07-17" 25.745001 25.975 25.684999 25.865 240600 22.375046
"2007-07-18" 25.625 25.674999 25.174999 25.51 1028400 22.067955
"2007-07-19" 25.725 25.725 25.045 25.290001 448400 21.877628
"2007-07-20" 25.235001 25.235001 24.305 24.74 432800 21.401836
"2007-07-23" 24.74 24.790001 24.385 24.575001 193600 21.259106
"2007-07-24" 24.23 24.23 23.52 23.575001 416400 20.394032
"2007-07-25" 23.715 24.344999 23.635 24.195 671800 20.930372
"2007-07-26" 23.65 24.33 23.379999 24.09 1043200 20.83955
"2007-07-27" 24.049999 24.305 23.549999 23.615 431400 20.428642
"2007-07-30" 23.620001 23.93 22.879999 23.700001 508600 20.502165
"2007-07-31" 23.959999 23.99 23.1 23.139999 405600 20.017731
"2007-08-01" 23.014999 23.445 22.424999 23.25 841800 20.112886
"2007-08-02" 21.525 21.82 20.35 21.299999 3105000 18.425995
"2007-08-03" 21.15 21.275 20 20.09 1185400 17.379263
"2007-08-06" 20 20.5 19.639999 20.475 956400 17.712315
"2007-08-07" 20.34 20.34 19.690001 19.9 1066400 17.214907
"2007-08-08" 20.065001 20.245001 19 19.49 3844000 16.860224
"2007-08-09" 19.26 20.344999 19.084999 20.075001 1202600 17.366291
"2007-08-10" 19.59 21.34 19.584999 20.959999 1157000 18.131872
"2007-08-13" 21.245001 21.895 21 21.495001 917800 18.594694
"2007-08-14" 21.745001 21.745001 21.1 21.27 1141400 18.400053
"2007-08-15" 21.16 21.969999 21.1 21.25 739000 18.382744
"2007-08-16" 21.225 21.620001 20.715 21.105 687600 18.257307
"2007-08-17" 21.875 22.209999 21.145 21.485001 683200 18.586037
"2007-08-20" 21.615 21.705 21.01 21.264999 591800 18.395725
"2007-08-21" 21.105 21.35 21.025 21.165001 441400 18.309217
"2007-08-22" 21.360001 21.379999 20.754999 21.040001 1150000 18.201088
"2007-08-23" 21.055 21.055 20.379999 20.48 1132800 17.716639
"2007-08-24" 20.465 20.535 19.985001 20.360001 738200 17.612833
"2007-08-27" 20.33 20.5 20.200001 20.26 319000 17.526321
"2007-08-28" 20.09 20.235001 19.57 19.915001 752600 17.227877
"2007-08-29" 20.059999 20.25 19.775 20.190001 230600 17.465767
"2007-08-30" 19.950001 20.165001 19.84 19.934999 588600 17.245176
"2007-08-31" 20.184999 20.25 19.915001 20.025 424400 17.323036
"2007-09-04" 19.82 20.25 19.75 20.115 602200 17.4009
"2007-09-05" 20 20.344999 19.75 20.25 747600 17.517675
"2007-09-06" 20.23 20.424999 20.02 20.190001 361600 17.465767
"2007-09-07" 19.945 20.16 19.875 20.049999 397400 17.344662
"2007-09-10" 20.094999 20.190001 19.610001 19.75 786600 17.085136
"2007-09-11" 19.815001 19.844999 19.395 19.455 527600 16.829945
"2007-09-12" 19.35 19.5 19.059999 19.200001 944000 16.609354
"2007-09-13" 19.254999 19.5 19.120001 19.24 648200 16.643955
"2007-09-14" 19.004999 19.290001 19 19.235001 489400 16.63962
"2007-09-17" 19.16 19.245001 18.934999 19.09 873200 16.514196
"2007-09-18" 19.115 19.605 19.004999 19.555 514600 16.916449
"2007-09-19" 19.75 20.125 19.66 20.07 578400 17.361958
"2007-09-20" 20.014999 20.190001 19.799999 20.094999 484200 17.383587
"2007-09-21" 20.254999 20.68 20.254999 20.540001 783000 17.768541
"2007-09-24" 20.575001 20.799999 20.450001 20.780001 513000 17.97616
"2007-09-25" 20.690001 21.205 20.68 21.094999 560200 18.248653
"2007-09-26" 21.25 21.75 21.110001 21.629999 533000 18.711473
"2007-09-27" 21.709999 22 21.639999 21.65 894400 18.728775
"2007-09-28" 21.5 21.530001 20.75 20.83 1352600 18.019407
"2007-10-01" 20.865 20.940001 20.58 20.700001 744000 17.906956
"2007-10-02" 20.75 20.879999 20.34 20.385 655600 17.634457
"2007-10-03" 20.26 20.424999 19.825001 20.004999 1277400 17.305731
"2007-10-04" 20.065001 20.235001 19.9 19.969999 870200 17.275454
"2007-10-05" 20 20.205 19.825001 20.105 1484800 17.392242
"2007-10-08" 19.985001 20.045 19.75 19.905001 1088600 17.219221
"2007-10-09" 19.92 20.225 19.855 20.094999 526400 17.383587
"2007-10-10" 20.025 20.344999 20.01 20.299999 516600 17.560928
"2007-10-11" 20.360001 20.5 20.315001 20.475 1086400 17.712315
"2007-10-12" 20.43 20.98 20.365 20.959999 793200 18.131872
"2007-10-15" 20.895 20.915001 20.645 20.82 1153800 18.010763
"2007-10-16" 20.805 20.975 20.725 20.785 1025800 17.980478
"2007-10-17" 20.995001 21 20.825001 20.959999 508600 18.131872
"2007-10-18" 20.844999 21.15 20.25 20.82 1260200 18.010763
"2007-10-19" 21.264999 21.27 19.950001 20.004999 874000 17.305731
"2007-10-22" 19.754999 19.85 19.25 19.434999 790200 16.871681
"2007-10-23" 19.620001 19.75 19.475 19.73 423200 17.127773
"2007-10-24" 19.620001 20.035 19.445 19.93 576000 17.30139
"2007-10-25" 19.955 20.25 19.889999 20.110001 420000 17.457645
"2007-10-26" 20.25 20.42 20.014999 20.42 364600 17.726767
"2007-10-29" 20.485001 20.5 20.18 20.365 355800 17.679022
"2007-10-30" 20.325001 20.35 20.07 20.325001 428600 17.644295
"2007-10-31" 20.305 20.75 20.200001 20.67 753400 17.943798
"2007-11-01" 20.025 20.299999 18.73 19.280001 3210400 16.737123
"2007-11-02" 19.129999 19.48 19 19.375 891000 16.819592
"2007-11-05" 21.924999 21.924999 19.389999 20.09 1657400 17.440281
"2007-11-06" 20.18 20.18 19.674999 19.975 486600 17.340456
"2007-11-07" 19.605 19.834999 19.555 19.594999 872000 17.010572
"2007-11-08" 19.575001 19.77 19.25 19.74 949400 17.136454
"2007-11-09" 19.51 20 19.5 19.84 576600 17.223265
"2007-11-12" 19.785 20.200001 19.68 19.754999 699000 17.149479
"2007-11-13" 19.9 20 19.725 20 537200 17.362162
"2007-11-14" 20 20.045 19.709999 19.754999 839600 17.149479
"2007-11-15" 19.625 19.959999 19.5 19.545 401800 16.967175
"2007-11-16" 19.52 19.73 19.25 19.645 610800 17.05398
"2007-11-19" 19.415001 19.415001 18.75 18.99 578000 16.485374
"2007-11-20" 18.895 19.049999 18.395 18.745001 471000 16.272682
"2007-11-21" 18.674999 18.75 18.344999 18.485001 433200 16.046988
"2007-11-23" 18.575001 18.575001 18.375 18.549999 126400 16.103405
"2007-11-26" 18.610001 18.610001 18.25 18.440001 370600 16.007917
"2007-11-27" 18.35 18.495001 18.25 18.43 442600 15.999229
"2007-11-28" 18.43 19.09 18.424999 19.075001 436400 16.559162
"2007-11-29" 18.85 19.25 18.805 18.84 457600 16.355156
"2007-11-30" 19.045 19.17 18.75 18.785 697200 16.307411
"2007-12-03" 18.754999 18.865 18.5 18.540001 354200 16.094727
"2007-12-04" 18.424999 18.424999 18 18.16 592200 15.764843
"2007-12-05" 18.315001 18.315001 17.93 18.059999 761400 15.678027
"2007-12-06" 18.035 18.615 18.035 18.615 650800 16.159836
"2007-12-07" 18.700001 18.73 18.455 18.73 387600 16.259657
"2007-12-10" 18.719999 18.855 18.5 18.67 246800 16.207575
"2007-12-11" 18.75 18.969999 18.52 18.52 486400 16.077356
"2007-12-12" 19 19 17.6 18.674999 1539200 16.211914
"2007-12-13" 18.48 19.200001 18.389999 19.055 695600 16.541798
"2007-12-14" 18.84 19.014999 18.75 18.940001 713400 16.441973
"2007-12-17" 18.780001 19 18.725 18.725 567400 16.255318
"2007-12-18" 18.924999 19.25 18.639999 19.195 563400 16.663332
"2007-12-19" 19.225 19.495001 19.139999 19.33 291400 16.780529
"2007-12-20" 19.49 19.5 19.055 19.469999 408000 16.902065
"2007-12-21" 19.77 20.155001 19.715 19.99 677600 17.353477
"2007-12-24" 19.959999 20.24 19.775 20.24 102400 17.570503
"2007-12-26" 20.115 20.254999 19.84 20.17 278600 17.509741
"2007-12-27" 20.030001 20.275 20 20.174999 327200 17.514078
"2007-12-28" 20.245001 20.385 20.125 20.264999 225000 17.592209
"2007-12-31" 20.174999 20.41 20.174999 20.295 283200 17.618254
"2008-01-02" 20.23 20.41 20.075001 20.184999 419400 17.52276
"2008-01-03" 20.18 20.264999 20 20.014999 509800 17.375183
"2008-01-04" 19.795 20.07 19.559999 19.559999 913400 16.980194
"2008-01-07" 19.68 20 19.535 19.924999 793600 17.29705
"2008-01-08" 19.98 19.99 19.254999 19.275 658400 16.73278
"2008-01-09" 19.25 19.995001 19.25 19.985001 436800 17.349138
"2008-01-10" 19.735001 20.135 19.6 19.924999 428600 17.29705
"2008-01-11" 19.764999 20.514999 19.754999 20.504999 506200 17.800549
"2008-01-14" 20.75 20.75 20.344999 20.695 625200 17.965498
"2008-01-15" 20.5 20.775 20.5 20.754999 454800 18.017582
"2008-01-16" 20.665001 21.025 20.610001 20.985001 1113000 18.217251
"2008-01-17" 20.975 21.190001 20.75 20.780001 1172600 18.039284
"2008-01-18" 20.84 21.135 20.004999 20.084999 680400 17.494879
"2008-01-22" 19.084999 20.165001 19.084999 19.700001 596200 17.159529
"2008-01-23" 19.290001 19.905001 19.07 19.855 929400 17.294542
"2008-01-24" 20.004999 20.040001 19.110001 19.285 954000 16.798048
"2008-01-25" 19.41 19.525 18.82 18.965 590600 16.519308
"2008-01-28" 18.955 19.195 18.754999 19.195 410800 16.719654
"2008-01-29" 19.344999 19.344999 18.860001 19.1 284200 16.636909
"2008-01-30" 18.93 19.559999 18.879999 19.174999 730600 16.702232
"2008-01-31" 18.844999 19.785 18.844999 19.549999 650000 17.028875
"2008-02-01" 19.629999 19.995001 19.35 19.855 375000 17.294542
"2008-02-04" 19.780001 19.940001 19.445 19.525 290200 17.007095
"2008-02-05" 19.174999 19.610001 19.02 19.190001 704200 16.715296
"2008-02-06" 19.360001 19.469999 18.950001 19.025 699000 16.571571
"2008-02-07" 18.955 19.1 18.5 18.645 1032200 16.240576
"2008-02-08" 18.625 19.17 18.575001 18.985001 544600 16.536736
"2008-02-11" 18.965 19.190001 18.610001 19.190001 446200 16.715296
"2008-02-12" 19.215 19.405001 18.92 19.155001 602200 16.684811
"2008-02-13" 19.379999 19.469999 18.905001 19.004999 697400 16.554155
"2008-02-14" 19.01 19.01 18.504999 18.65 960400 16.244936
"2008-02-15" 18.594999 18.91 18.48 18.870001 553800 16.436563
"2008-02-19" 19.17 19.375 18.875 19.045 347800 16.588999
"2008-02-20" 19.01 19.355 18.809999 19.35 316600 16.854671
"2008-02-21" 20.25 21.065001 20.125 20.889999 1942600 18.196068
"2008-02-22" 20.844999 20.885 19.889999 20.33 874800 17.708284
"2008-02-25" 20.389999 21.07 20.360001 20.92 629000 18.222197
"2008-02-26" 20.82 21.02 20.709999 20.85 447600 18.161234
"2008-02-27" 21.495001 22.190001 21.475 22.01 2467600 19.17164
"2008-02-28" 21.934999 22.135 21.715 21.815001 5713600 19.001789
"2008-02-29" 20.924999 21.299999 20.545 20.65 1376600 17.98702
"2008-03-03" 20.700001 20.700001 19.985001 20.305 730600 17.686512
"2008-03-04" 20.15 20.445 19.575001 20.299999 649000 17.682159
"2008-03-05" 20.389999 20.389999 19.955 20.18 424200 17.577637
"2008-03-06" 20.105 20.219999 19.565001 19.665001 417000 17.129045
"2008-03-07" 19.52 20.34 19.440001 19.85 1112600 17.290192
"2008-03-10" 19.83 19.83 19.315001 19.475 439000 16.963545
"2008-03-11" 20.065001 20.065001 19.299999 19.809999 610800 17.255344
"2008-03-12" 19.705 19.955 19.465 19.525 334000 17.007095
"2008-03-13" 19.25 20.370001 19.24 20.32 1160800 17.699574
"2008-03-14" 20.379999 20.42 19.725 20.02 522600 17.438267
"2008-03-17" 19.875 20.115 19.52 19.9 976000 17.333738
"2008-03-18" 20.325001 21.299999 20.315001 21.200001 767000 18.466099
"2008-03-19" 21.205 22.495001 21.145 21.469999 1004400 18.701267
"2008-03-20" 21.389999 22.245001 21.389999 21.85 1268800 19.032265
"2008-03-24" 21.895 22.735001 21.844999 22.395 1056600 19.506989
"2008-03-25" 22.434999 22.549999 21.865 22.030001 495800 19.189062
"2008-03-26" 21.860001 22.1 21.705 21.950001 381400 19.119381
"2008-03-27" 21.950001 22.135 21.225 21.68 616600 18.884197
"2008-03-28" 21.709999 22.035 21.389999 21.469999 379800 18.701267
"2008-03-31" 21.59 22.254999 21.59 22.115 712800 19.263094
"2008-04-01" 22.32 22.67 22.02 22.575001 434000 19.663778
"2008-04-02" 22.865 22.995001 22.450001 22.73 587600 19.7988
"2008-04-03" 22.57 22.860001 22.375 22.41 349200 19.52006
"2008-04-04" 22.385 22.665001 22.205 22.379999 506600 19.493927
"2008-04-07" 22.49 23.174999 22.49 22.860001 427000 19.912024
"2008-04-08" 22.629999 22.85 22.42 22.695 426200 19.768301
"2008-04-09" 22.76 22.91 22.165001 22.4 451800 19.511349
"2008-04-10" 22.344999 22.66 22.254999 22.459999 617400 19.563608
"2008-04-11" 22.24 22.540001 21.879999 21.945 346600 19.115021
"2008-04-14" 21.9 22.83 21.9 22.375 1248400 19.489573
"2008-04-15" 22.48 22.495001 22.025 22.275 411000 19.402466
"2008-04-16" 22.475 23.059999 22.475 22.879999 715600 19.92944
"2008-04-17" 22.780001 23 22.334999 22.445 354200 19.550541
"2008-04-18" 22.73 23.68 22.690001 23.469999 751200 20.443365
"2008-04-21" 23.235001 23.245001 22.959999 23.105 371200 20.185637
"2008-04-22" 23.040001 23.195 22.559999 22.955 590000 20.054588
"2008-04-23" 23.075001 23.075001 22.719999 22.93 483800 20.032747
"2008-04-24" 22.950001 23.58 22.950001 23.385 459200 20.430252
"2008-04-25" 23.525 23.525 23.02 23.280001 275600 20.338522
"2008-04-28" 23.184999 23.674999 23.145 23.52 350200 20.548201
"2008-04-29" 23.52 23.674999 23.395 23.485001 539400 20.517618
"2008-04-30" 23.700001 23.934999 23.295 23.455 881200 20.491415
"2008-05-01" 24 24.25 23.625 24.24 595800 21.177221
"2008-05-02" 24.33 24.459999 23.290001 23.450001 595800 20.487047
"2008-05-05" 23.309999 23.365 22.665001 23.049999 425600 20.137577
"2008-05-06" 22.950001 23.23 22.665001 22.855 308800 19.967228
"2008-05-07" 23.040001 23.58 22.785 23.084999 466200 20.168156
"2008-05-08" 23.084999 23.084999 22.41 22.610001 340800 19.753181
"2008-05-09" 22.459999 22.799999 22.254999 22.754999 200400 19.879852
"2008-05-12" 22.780001 23.1 22.705 23.030001 264000 20.120111
"2008-05-13" 23.025 23.205 22.9 23.09 405200 20.172527
"2008-05-14" 23.08 23.665001 23.08 23.365 509400 20.412783
"2008-05-15" 23.295 23.299999 22.754999 22.940001 478200 20.041485
"2008-05-16" 22.955 23.215 22.690001 23.17 348200 20.242426
"2008-05-19" 23.120001 23.125 22.655001 23.08 519000 20.163803
"2008-05-20" 22.75 23.49 22.684999 23.254999 327800 20.316679
"2008-05-21" 23.41 23.805 23.174999 23.225 366400 20.290466
"2008-05-22" 23.280001 23.74 23.280001 23.615 304200 20.631193
"2008-05-23" 23.52 23.52 22.975 23.195 218600 20.264271
"2008-05-27" 23.309999 23.905001 23.049999 23.754999 259000 20.753506
"2008-05-28" 23.875 23.875 23 23.389999 455200 20.434626
"2008-05-29" 23.27 24.07 23.27 23.84 281800 20.827766
"2008-05-30" 23.905001 23.905001 23.299999 23.715 398000 20.718552
"2008-06-02" 23.584999 23.705 23.1 23.525 301400 20.552572
"2008-06-03" 23.66 23.73 23.264999 23.495001 255200 20.526361
"2008-06-04" 23.355 23.705 23.275 23.635 613800 20.648674
"2008-06-05" 23.65 23.934999 23.584999 23.91 363000 20.888924
"2008-06-06" 23.76 23.905001 23.360001 23.4 419200 20.443367
"2008-06-09" 23.415001 23.469999 22.799999 23.24 449200 20.303572
"2008-06-10" 23.125 23.58 23.084999 23.334999 268400 20.386576
"2008-06-11" 23.219999 23.485001 22.885 22.889999 340800 19.997795
"2008-06-12" 23.025 24.07 23.025 23.594999 443400 20.613726
"2008-06-13" 23.780001 24.23 23.684999 23.975 415800 20.945707
"2008-06-16" 23.975 24.065001 23.684999 23.934999 590200 20.910761
"2008-06-17" 23.959999 24.040001 23.764999 23.84 193800 20.827766
"2008-06-18" 23.77 23.77 23.125 23.555 548600 20.578781
"2008-06-19" 23.495001 23.635 22.620001 22.715 698000 19.844921
"2008-06-20" 22.59 22.620001 21.68 22.045 1040200 19.259571
"2008-06-23" 22.25 22.584999 22.059999 22.41 648000 19.578444
"2008-06-24" 22.174999 22.215 21.82 21.825001 488200 19.067366
"2008-06-25" 21.924999 22.235001 21.805 22.16 502800 19.360031
"2008-06-26" 21.790001 22.065001 21.549999 21.82 612200 19.062994
"2008-06-27" 21.844999 22.290001 21.555 21.93 577400 19.159105
"2008-06-30" 21.895 22.135 21.52 21.639999 420000 18.905741
"2008-07-01" 21.41 21.945 21.18 21.93 485000 19.159105
"2008-07-02" 21.9 22.084999 21.620001 21.790001 485400 19.036797
"2008-07-03" 21.75 21.799999 21.264999 21.4 229400 18.696068
"2008-07-07" 21.59 21.59 21.145 21.35 493000 18.652386
"2008-07-08" 21.34 22.17 21.26 22.049999 560600 19.263935
"2008-07-09" 22.004999 22.18 21.805 21.809999 618400 19.05426
"2008-07-10" 21.825001 21.99 21.424999 21.65 505000 18.91448
"2008-07-11" 21.42 21.815001 21.33 21.795 524600 19.041161
"2008-07-14" 21.93 22.135 21.465 21.51 392800 18.79217
"2008-07-15" 21.245001 21.725 21.129999 21.48 710600 18.765955
"2008-07-16" 21.57 21.785 21.360001 21.555 389600 18.831482
"2008-07-17" 21.555 22.125 21.43 22.045 422400 19.259571
"2008-07-18" 21.995001 22.995001 21.799999 21.985001 765400 19.207144
"2008-07-21" 21.969999 22 21.665001 21.825001 297200 19.128269
"2008-07-22" 21.76 22.5 21.76 22.48 1138000 19.702343
"2008-07-23" 22.48 22.49 22.129999 22.25 430400 19.500757
"2008-07-24" 22.355 22.995001 22.290001 22.91 653200 20.079203
"2008-07-25" 22.889999 23.145 22.555 22.860001 474800 20.035383
"2008-07-28" 22.725 22.790001 22.370001 22.635 382400 19.838184
"2008-07-29" 22.674999 23.24 22.52 23.035 432400 20.188763
"2008-07-30" 23.165001 23.42 22.709999 23.055 692800 20.206289
"2008-07-31" 22.870001 23.344999 22.75 22.959999 507800 20.123034
"2008-08-01" 22.975 23.264999 22.684999 23.09 257400 20.236959
